level_cnt1,ads_cnt1,pvp_cnt1,pvp_won_cnt1,gem_spend1,coin_spend1,gem_earn1,ads_reward_cnt1,org_hero_cnt1,level_e_try_cnt1,level_e_cnt1,idle_cnt1,purchase_times1,login_cnt1,level_h_cnt1,log_num1,d1_duration,d2_duration,d3_duration,willpay,daily_task_cnt1,level_cnt2,ads_cnt2,pvp_cnt2,pvp_won_cnt2,gem_spend2,coin_spend2,gem_earn2,ads_reward_cnt2,org_hero_cnt2,level_e_try_cnt2,level_e_cnt2,idle_cnt2,purchase_times2,login_cnt2,level_h_cnt2,log_num2,daily_task_cnt2,level_cnt3,ads_cnt3,pvp_cnt3,pvp_won_cnt3,gem_spend3,coin_spend3,gem_earn3,ads_reward_cnt3,org_hero_cnt3,level_e_try_cnt3,level_e_cnt3,idle_cnt3,purchase_times3,login_cnt3,level_h_cnt3,log_num3,daily_task_cnt3
125,205,29,29,1860,1177400,1692,53,1,88,52,25,1,6,71,3001,45089237,50370353,6905160,7,14,132,182,20,20,2060,1830000,2125,63,0,0,0,8,0,7,48,2345,7,12,15,20,20,0,216000,508,0,0,19,12,1,0,1,0,361,6
112,68,25,25,1150,554600,797,19,0,17,12,2,0,8,25,1526,17949108,12140403,14313390,0,14,65,33,20,20,1510,493320,1466,1,0,12,5,2,0,3,25,986,7,70,10,20,20,1020,747000,1185,1,2,17,10,6,0,3,10,838,7
235,10,3,3,600,970400,1849,0,0,51,32,6,0,4,60,2062,19743317,14727682,28695964,0,7,147,32,20,20,3600,1261500,2099,7,0,44,19,3,0,4,80,1775,7,487,68,20,20,5024,3150000,5228,11,2,57,21,5,0,5,110,3979,13
427,1,0,0,124,138600,660,1,11,28,20,5,0,20,86,6009,19981851,3927499,0,0,5,39,0,0,0,0,0,0,0,9,0,0,0,0,4,2,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,28,37,37,3140,1424000,2760,20,3,52,24,8,0,7,30,2522,24358573,5288741,0,0,13,68,6,11,11,960,371200,991,0,0,3,2,5,0,5,0,668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,9,0,0,0,64820,168,0,0,0,0,1,0,3,40,517,2301862,3884253,443873,0,0,63,16,0,0,340,138280,424,1,0,0,0,2,0,4,21,638,0,7,3,0,0,250,26220,84,1,0,0,0,2,0,1,0,62,0
198,56,25,25,540,1191660,2343,30,0,45,31,12,0,8,50,2139,19969739,22176117,16612551,0,13,202,142,36,36,4606,3055240,2923,67,2,26,21,11,0,6,111,3358,8,121,149,25,25,1268,2005400,1909,62,0,22,15,7,0,8,51,2288,7
71,35,0,0,400,169760,410,7,0,1,1,5,0,12,12,875,6950666,2889172,5538857,0,7,8,0,0,0,600,50760,192,0,0,7,5,1,0,7,1,153,5,10,2,0,0,60,57480,276,0,0,16,4,2,0,8,0,179,0
158,0,0,0,668,484400,1193,0,0,26,20,6,0,5,33,1326,4499940,0,6028843,0,9,42,0,20,20,60,279000,627,0,0,18,12,7,0,1,20,645,3,23,1,7,7,0,285000,380,0,0,15,15,2,0,0,0,274,6
132,9,4,4,0,367400,894,5,0,3,2,2,0,5,57,1232,5977922,11502436,322035,0,6,123,41,0,0,2129,739600,1047,36,0,0,0,4,0,2,0,1043,5,11,1,0,0,0,30000,303,0,0,0,0,1,0,1,0,77,1
70,0,0,0,0,62220,120,0,0,0,0,0,0,3,0,533,3839386,3586405,0,0,0,37,0,0,0,0,129480,338,0,0,7,5,0,0,2,16,358,0,0,0,0,0,0,12900,0,0,0,0,0,0,0,1,0,2,0
100,76,0,0,0,532400,571,0,0,6,4,0,0,3,67,1451,12484461,32233343,562937,0,3,55,71,0,0,1600,855000,1011,1,0,1,0,3,0,4,59,1232,5,0,4,0,0,0,90000,55,1,0,0,0,1,0,1,4,60,0
91,14,9,9,1055,270060,660,14,0,1,1,15,0,10,17,957,6412576,11525454,9272955,0,12,55,28,22,22,1148,430740,1150,26,0,3,3,9,0,4,14,872,6,50,26,26,26,1316,514500,1330,24,1,2,1,9,0,6,23,892,6
101,9,4,4,1070,235460,707,1,0,0,0,10,0,7,11,913,6586278,1875426,1773690,0,13,19,3,0,0,420,81240,456,1,0,0,0,6,0,8,0,215,2,20,3,0,0,660,152400,684,0,0,0,0,5,0,2,0,228,3
162,65,0,0,701,613700,771,16,0,30,14,4,0,4,17,1514,14513218,2016211,570520,0,0,0,0,0,0,60,135000,140,0,0,14,3,0,0,1,0,33,0,15,0,0,0,0,0,409,0,0,0,0,1,0,1,0,97,3
45,47,20,20,400,193700,230,1,0,0,0,2,0,2,11,867,5553049,23208735,15356718,5,7,26,50,40,40,60,227700,734,13,0,5,3,1,0,3,24,924,7,129,101,0,0,2310,1149000,1495,59,0,8,3,2,0,3,80,2001,6
331,24,26,26,2100,1762400,2505,23,0,69,33,0,0,4,70,3127,31464746,31742218,26562899,0,7,371,24,26,26,4240,2470500,3450,23,1,42,29,0,0,6,80,3886,7,379,48,22,22,3808,2283000,3852,47,2,9,5,50,0,6,80,3931,7
146,12,0,0,640,367400,924,0,0,3,2,0,0,5,40,1295,7884453,0,812135,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,460,90000,160,0,0,0,0,0,0,1,0,117,4
81,6,5,5,0,196160,401,5,0,0,0,2,0,3,25,756,3341952,1366104,1015834,0,7,46,0,1,1,0,147240,605,0,0,1,1,2,0,1,5,334,6,30,0,0,0,0,120000,298,0,0,0,0,1,0,1,14,263,0
243,311,0,0,77,1699600,2034,275,1,11,9,20,1,9,52,3905,25634553,24668696,10715790,8,10,283,226,42,42,4411,2847800,3898,185,0,4,2,28,0,10,79,4229,10,78,87,34,34,3459,2084100,2193,79,0,0,0,13,0,9,61,1961,7
82,1,4,4,653,197700,534,0,1,10,7,16,0,6,24,922,6203642,4093036,3737047,0,9,20,2,26,26,800,158700,1034,0,0,8,4,11,0,6,11,460,7,31,1,11,11,780,338000,954,0,1,1,1,10,0,4,40,657,6
22,0,0,0,0,5700,0,0,0,0,0,0,0,1,0,159,1372360,3498485,1069820,0,0,30,0,0,0,85,41020,108,0,0,0,0,0,0,1,24,370,0,8,0,0,0,0,6180,24,0,0,0,0,0,0,2,4,89,0
157,4,0,0,729,356600,897,0,0,0,0,14,0,3,0,1186,11590278,15032474,4134308,0,5,264,1,0,0,2229,1045600,2455,0,0,0,0,20,0,5,0,1909,7,69,0,0,0,1443,341500,1052,0,0,0,0,3,0,2,0,532,4
250,160,0,0,864,1318200,1569,37,0,7,5,39,0,12,18,2747,28569438,5649758,7332029,5,1,74,75,0,0,1400,883500,708,38,0,0,0,2,0,4,0,889,0,84,88,0,0,1500,840000,1365,55,0,0,0,5,0,9,0,1050,0
71,14,7,7,850,169160,483,2,0,8,7,11,0,2,17,767,4829425,0,2944649,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,2,2,60,168240,482,1,0,4,4,5,0,2,5,273,7
87,36,0,0,471,354600,858,7,0,95,34,9,0,8,43,1237,22212307,19507170,12108587,0,12,128,18,26,26,1871,636400,1439,5,0,36,24,5,0,9,10,1302,7,44,13,6,6,1187,525000,1292,0,0,36,13,6,0,7,10,603,6
60,26,6,6,740,146500,372,12,0,0,0,9,0,6,10,727,4475482,3628063,0,3,12,40,29,5,5,380,243600,716,14,0,1,1,5,0,3,0,484,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,2160,0,0,0,0,0,0,0,3,0,83,422103,513945,7425726,0,0,11,1,0,0,0,24240,96,0,0,0,0,0,0,3,21,231,0,80,0,0,0,405,230320,553,0,0,22,7,0,0,3,18,713,8
99,4,18,18,1549,394200,1174,1,0,22,9,14,0,6,60,1312,10658911,1833077,0,0,13,14,0,22,22,20,127500,695,0,0,1,0,2,0,1,10,299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,750,57700,358,0,1,0,0,5,1,5,21,375,2385689,6150830,743348,3,5,16,1,6,6,60,76320,122,0,0,0,0,9,0,5,9,284,5,0,0,0,0,60,0,75,0,0,0,0,1,0,1,0,17,1
16,0,0,0,0,26400,64,0,0,0,0,7,0,5,7,205,955492,342951,1505624,0,2,1,0,0,0,0,4920,34,0,0,0,0,0,0,1,11,73,0,2,0,0,0,250,38340,152,0,0,0,0,0,0,2,34,250,0
70,10,23,23,0,247820,538,9,0,6,6,1,0,3,40,959,4757503,4780430,4621224,1,12,20,38,5,5,0,449580,630,14,0,6,5,0,0,3,55,796,6,43,17,15,15,0,390000,1025,17,1,16,6,0,1,4,10,641,7
32,0,0,0,0,16660,33,0,0,0,0,6,0,2,6,267,1354721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3,3,3,400,64820,164,3,0,0,0,1,0,2,19,645,4331300,13814042,174,0,5,83,10,7,7,1227,515580,1087,7,0,25,8,0,0,1,53,1109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
155,1,28,28,1410,690000,1564,0,0,2,1,42,0,5,125,1992,11855507,5801434,11982595,0,0,17,0,3,3,910,321000,921,0,0,11,5,11,0,3,30,411,0,55,1,23,23,1630,833000,1573,0,0,13,7,13,0,2,126,1426,0
85,1,4,4,650,250220,610,0,0,38,21,5,0,1,40,885,10374141,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,1,33,33,6420,2404400,7196,0,0,5,3,9,0,2,83,4574,48306412,533527,63850849,0,12,2,0,0,0,0,450000,229,0,0,2,1,2,0,1,0,43,0,325,0,21,21,4448,2058000,4355,0,4,7,5,7,0,0,160,3860,13
83,0,9,9,479,146600,373,0,0,19,14,1,0,1,27,812,8785250,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,100,11,11,880,352400,482,99,0,4,3,2,0,2,11,1462,10715275,6889945,3711943,0,14,32,43,18,18,560,322500,690,42,0,0,0,0,0,2,5,778,5,18,25,1,1,240,242400,261,25,0,0,0,2,0,0,4,360,0
107,0,21,21,914,271120,728,0,0,5,3,30,0,4,40,1134,7229447,364417,1151608,0,7,8,0,0,0,60,19980,0,0,0,0,0,0,0,1,0,60,0,23,0,3,3,310,93620,287,0,0,0,0,11,0,1,0,176,2
110,5,1,1,544,229920,610,5,0,3,2,0,0,11,34,1045,5347004,2355429,1773974,0,4,39,6,0,0,360,198080,360,6,0,7,3,0,0,6,18,464,0,0,0,0,0,0,0,20,0,0,4,3,0,0,0,0,10,0
10,0,0,0,0,1020,0,0,0,0,0,3,0,5,0,76,484148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,47,15,15,1153,641500,1188,7,0,5,3,0,0,5,52,1570,10606105,16256478,9421531,0,12,97,136,6,6,900,1233000,1560,21,2,1,1,0,0,5,83,1989,7,107,82,18,18,1640,1684000,1455,22,2,0,0,0,0,5,42,1699,7
38,0,0,0,0,21620,4,0,0,0,0,10,0,2,1,300,2914263,8132937,5325566,0,0,55,3,0,0,654,98300,303,0,1,18,5,6,0,3,2,496,0,6,0,0,0,120,51900,168,0,0,18,7,2,0,2,0,108,0
22,0,0,0,0,17820,52,0,0,0,0,5,0,3,11,221,1129513,21840835,2362643,0,0,71,0,0,0,250,188780,383,0,0,50,17,5,0,2,7,613,5,11,0,0,0,0,27060,96,0,0,7,1,1,0,3,0,88,0
18,2,0,0,0,17820,107,0,0,0,0,1,0,2,19,257,1553173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,10920,52,0,0,0,0,2,0,2,5,166,792825,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,32720,132,0,0,0,0,2,0,2,9,261,1009937,0,528177,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,200,0,70,0,0,0,0,1,0,1,11,105,0
48,19,5,5,640,157520,365,4,0,0,0,7,0,6,28,720,4596921,1456841,4823493,0,12,8,6,13,13,180,121680,256,0,0,0,0,2,0,2,5,237,5,21,4,6,6,500,135000,349,0,0,25,10,4,0,3,0,280,2
15,0,0,0,0,21900,88,0,0,0,0,2,0,1,16,214,1292473,4185911,8163495,0,2,40,0,10,10,650,74600,181,0,0,0,0,5,0,1,40,598,1,65,1,8,8,250,315900,875,1,1,22,13,9,0,2,40,803,7
2,1,0,0,0,300,0,0,0,0,0,0,0,1,0,25,93518,472611,664740,1,0,10,0,0,0,400,0,1000,0,1,0,0,1,1,1,0,95,0,8,0,0,0,500,29000,117,0,0,0,0,5,0,2,10,165,4
2,0,0,0,0,1020,0,0,0,0,0,0,0,1,0,22,89545,0,5203662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,129,124400,288,0,0,0,0,0,0,2,16,727,0
217,82,7,7,1475,1127100,1611,35,0,2,2,15,0,13,27,2136,14657419,9103015,15355364,0,11,76,64,1,1,1395,1047400,1371,62,2,0,0,8,0,4,32,1247,5,80,29,36,36,2470,1232500,2065,0,1,18,12,10,0,8,10,1189,6
81,2,6,6,750,189500,467,1,0,15,10,0,0,8,10,706,10269385,3402450,5762127,0,10,67,0,38,38,470,273900,815,0,0,1,0,0,0,4,0,669,4,46,4,23,23,1700,522000,1487,1,0,3,1,4,0,6,90,1081,11
118,2,0,0,460,307400,1051,1,0,7,3,5,0,9,82,1365,9147708,6787377,3989584,0,3,95,0,4,4,180,342000,1162,0,1,7,2,9,0,2,26,802,0,50,0,3,3,0,57000,712,0,0,5,2,6,0,2,9,383,3
68,9,10,10,810,236860,741,0,0,4,3,5,0,5,17,708,5462856,3558582,0,0,11,27,0,2,2,250,85740,245,0,0,6,6,1,0,2,4,227,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,25,12,12,2000,868700,1807,13,0,26,12,5,0,5,40,2102,15147762,14562566,2995437,0,7,55,10,15,15,2280,728700,2567,2,1,7,4,5,0,9,128,1364,11,20,3,20,20,1000,555000,950,0,0,0,0,4,0,3,32,517,3
77,74,10,10,0,484400,842,68,0,13,9,14,0,10,52,1452,10483526,14230503,19338202,0,12,59,78,20,20,0,855000,1234,59,0,21,12,9,0,8,73,1532,7,94,129,21,21,510,1680000,2151,103,0,31,20,8,0,10,66,1953,6
80,3,2,2,800,157520,476,0,0,13,9,7,0,3,29,763,6791852,133535,1990058,0,6,10,3,0,0,0,62400,289,0,0,0,0,1,0,1,0,96,4,20,0,7,7,60,102480,284,0,0,2,1,4,0,2,18,295,3
133,1,0,0,0,397400,1218,0,0,32,15,20,0,11,56,1265,10146550,2519174,562677,0,6,9,0,0,0,0,75000,479,0,0,12,5,2,0,3,14,183,5,22,0,0,0,0,120000,307,0,0,0,0,1,0,1,2,139,2
51,72,17,17,0,193700,281,21,0,0,0,12,0,9,22,1115,11024975,8105042,14010409,0,7,34,53,8,8,60,174960,672,35,0,11,6,9,0,6,12,723,7,45,80,4,4,60,720000,1090,46,0,25,15,16,0,7,30,1130,7
103,4,26,26,1350,377300,1029,3,0,5,4,20,0,8,70,1434,11139104,4518375,1834299,0,7,21,0,39,39,920,142500,995,0,0,7,4,4,0,2,0,439,9,26,5,14,14,726,227400,746,4,0,0,0,6,0,3,0,288,2
81,18,2,2,620,206600,353,1,0,5,4,12,0,6,6,718,5687036,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6,1,1,738,161420,494,1,0,2,2,5,0,2,49,908,4593159,4101551,965576,0,10,7,1,0,0,700,142200,547,0,0,10,8,3,0,4,28,296,3,0,0,6,6,250,131580,465,0,0,2,0,3,0,2,31,283,5
390,239,21,21,860,2828600,3124,40,1,24,13,32,0,6,57,4341,29264950,16379384,4399883,0,12,220,139,19,19,1772,2033600,2775,57,0,0,0,19,0,5,63,2679,5,33,49,20,20,832,864000,1084,32,0,0,0,6,0,2,40,930,5
64,0,0,0,496,91200,249,0,0,0,0,32,0,4,11,535,4445409,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,5,26,26,706,640600,1567,1,1,6,6,7,0,14,48,1894,11037078,885365,4822676,0,12,21,0,0,0,0,120000,460,0,0,0,0,3,0,3,0,149,0,78,15,21,21,2820,690000,1913,9,2,0,0,8,0,10,0,804,10
18,0,0,0,0,11020,29,0,0,0,0,10,0,3,2,150,956442,1406624,0,0,1,19,1,3,3,240,85380,283,0,0,0,0,18,0,2,40,405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,4,38,38,10,1069500,2955,3,0,91,42,24,0,12,102,2530,31299630,18438640,15100644,0,14,171,6,4,4,30,753000,1811,5,0,56,28,13,0,7,0,1286,5,12,0,3,3,1600,647000,1413,0,0,67,35,11,0,4,80,784,3
63,2,9,9,100,97000,296,0,0,0,0,4,0,9,13,750,5280209,1693451,208465,0,0,18,5,0,0,100,69720,0,0,0,0,0,0,0,9,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0
147,13,16,16,1610,477600,1330,5,0,6,5,47,0,9,52,1662,12846526,4811134,3899935,0,10,40,3,12,12,1220,333300,1215,0,0,0,0,32,0,7,36,707,5,15,0,5,5,1260,135000,1148,0,2,1,0,12,0,5,2,255,8
107,9,10,10,420,155520,514,0,0,3,2,1,0,10,6,875,5694730,21681427,12222,0,6,128,7,10,10,1800,721880,1756,0,2,48,20,8,0,11,10,1189,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
120,3,0,0,800,235360,781,1,0,7,5,0,0,2,24,907,4884780,2159940,0,0,9,11,1,0,0,0,73740,220,0,0,2,1,0,0,1,13,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,59,0,0,1096,549000,856,36,0,2,1,7,0,6,46,1506,11535249,3850581,2613047,0,8,59,17,0,0,790,420900,835,9,0,0,0,2,0,2,24,671,3,41,15,8,8,1014,303600,817,14,0,1,1,5,0,3,0,426,3
85,103,0,0,630,367400,836,48,1,5,3,31,1,16,18,1404,11101052,1347235,2120451,1,8,17,17,0,0,120,75000,45,5,0,0,0,2,0,1,0,206,0,18,18,0,0,60,60000,421,10,0,0,0,2,0,2,0,243,3
55,4,1,1,400,79520,184,0,0,0,0,1,0,4,40,640,3635072,930218,11166265,0,0,11,2,0,0,0,35640,311,0,1,0,0,1,0,2,11,168,4,19,0,0,0,400,177240,483,0,0,37,20,3,0,4,14,326,5
133,127,0,0,225,517400,526,117,0,0,0,9,0,3,0,1616,9448413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,1,1,610,83920,455,0,0,0,0,11,0,7,7,525,2607689,2443698,6922357,0,7,4,0,0,0,250,13280,117,0,0,6,4,2,0,2,0,48,0,6,0,0,0,0,132120,353,0,0,19,9,7,0,4,2,133,5
44,1,0,0,0,48600,108,0,0,0,0,2,0,3,6,339,2065248,5024859,7452844,0,6,27,1,2,2,400,158000,479,0,0,10,9,0,0,3,16,323,6,21,2,0,0,800,205800,449,2,0,18,12,1,0,6,22,350,6
218,6,0,0,900,686700,1391,0,0,12,3,0,0,11,60,1946,15653399,29151517,15767152,0,4,313,4,0,0,2800,1663000,2725,0,0,30,13,0,0,11,80,2897,5,250,0,0,0,3598,1313900,2793,0,1,3,1,13,0,7,80,2325,4
430,55,6,6,3982,2021100,3593,2,1,22,17,31,0,7,60,3592,25460512,2514735,4665463,3,13,37,7,0,0,420,316000,479,0,0,2,0,5,0,5,0,315,0,71,6,8,8,1350,409900,1310,1,0,0,0,8,0,4,2,643,11
156,9,1,1,1274,547900,1582,0,0,10,8,9,0,6,110,1754,12295046,5108041,0,1,11,39,4,0,0,1094,286400,975,1,0,4,2,6,0,3,20,444,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2,7,7,520,277400,916,0,1,15,13,7,1,9,36,1085,9061541,527430,2260787,1,13,10,0,0,0,0,165000,60,0,0,0,0,0,0,1,9,129,0,9,1,16,16,1200,92000,613,0,0,2,1,2,0,1,22,331,6
216,109,0,0,1800,1462400,1935,109,1,4,2,40,0,11,103,2829,16643392,3584385,6914445,0,0,92,3,0,0,810,285000,1037,2,0,0,0,9,0,4,0,602,0,113,44,0,0,2000,1127000,1650,44,0,2,1,19,0,4,54,1329,6
60,76,1,1,400,181220,190,6,0,0,0,2,0,3,15,964,6853912,0,8744898,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,83,1,1,0,606180,700,16,1,4,3,0,0,4,0,1128,5
70,12,0,0,750,136020,394,12,0,7,3,0,0,3,17,767,5867809,946250,4449,0,10,10,4,0,0,0,16980,20,2,0,1,0,0,0,1,0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
31,0,0,0,500,39260,126,0,0,0,0,3,0,1,7,268,982887,977140,0,0,5,24,1,3,3,0,70760,163,0,0,0,0,3,0,1,6,230,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,5,10,10,2155,1325800,2718,0,0,29,20,9,0,9,81,2640,18685135,3804960,4340445,0,11,30,1,7,7,1000,122000,260,0,0,8,0,0,0,2,0,268,0,18,0,0,0,0,150000,345,0,0,12,8,0,0,3,13,226,3
228,111,0,0,2076,1218000,2127,57,1,61,54,66,0,4,40,2575,33314605,22267253,11290051,0,8,170,18,43,43,3464,1553300,3033,13,1,11,11,17,0,4,160,2468,11,69,9,2,2,1102,406600,1278,6,0,27,22,15,0,4,0,635,4
349,15,58,58,4082,1518900,3709,3,2,13,9,12,0,10,88,3602,21266453,3575255,247595,0,13,70,1,0,0,648,300000,621,0,0,0,0,2,0,4,6,556,1,2,0,0,0,0,30000,192,0,0,0,0,1,0,1,0,37,0
99,62,0,0,120,307400,468,3,0,3,3,16,0,8,11,1074,8311827,10057302,3840209,0,0,87,67,0,0,1200,707000,1104,0,1,3,1,10,0,12,16,1025,0,47,15,6,6,640,360000,694,0,0,0,0,4,0,7,0,419,4
50,1,3,3,480,64220,142,1,0,0,0,0,0,4,5,437,1944257,2247049,2324118,0,7,43,1,0,0,480,188600,473,0,0,9,5,0,0,4,5,394,9,38,0,0,0,420,164580,365,0,0,5,2,0,0,5,13,343,2
125,40,26,26,370,311900,714,36,0,36,20,0,0,5,10,1382,23027052,6915312,8406046,0,7,26,15,14,14,1180,342000,985,13,1,4,0,0,0,2,20,603,7,39,6,11,11,515,180000,515,4,0,11,2,0,0,2,18,501,4
156,2,0,0,0,444500,1095,2,0,29,16,1,0,15,56,1502,16931566,7434774,0,0,4,44,0,0,0,0,315000,460,0,1,25,6,0,0,6,41,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,8,20,20,2000,989900,1946,0,0,45,26,20,0,2,70,2233,19816819,36304915,26307954,0,7,350,24,40,40,3824,2350100,4883,5,1,138,112,40,0,7,160,3914,14,408,10,20,20,3656,2057600,3925,4,0,44,30,48,0,10,80,3262,6
140,120,6,6,0,703160,995,63,0,33,22,7,0,10,40,1959,24642031,2452663,4507184,0,7,8,16,0,0,0,0,455,8,0,0,0,1,0,1,43,373,0,12,0,10,10,2250,720000,887,0,0,3,2,2,0,4,80,713,7
85,22,1,1,0,233760,636,22,0,16,9,3,0,8,14,869,7632662,4456776,871315,0,11,26,5,0,0,0,133740,636,5,0,8,4,3,0,7,20,380,6,9,0,0,0,0,60000,0,0,0,1,1,0,0,1,0,62,0
89,45,2,2,600,346920,831,0,0,6,6,4,0,4,41,1119,6689179,3854324,2773395,0,13,34,29,0,0,0,404280,767,3,0,3,2,4,0,3,31,624,5,27,25,5,5,2250,419500,860,1,0,0,0,3,0,4,18,508,5
150,0,0,0,1047,392700,1299,0,0,4,3,22,0,4,14,1135,9897830,1732098,11244165,0,8,7,0,6,6,0,75000,235,0,0,1,0,4,0,1,2,137,2,80,0,14,14,1620,467000,1383,0,1,1,0,7,0,2,25,771,5
71,28,0,0,0,79920,430,1,0,9,6,1,0,5,39,861,7682853,1195737,65313,0,5,3,5,0,0,300,26100,16,0,0,2,0,0,0,5,3,96,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,21,0
22,2,0,0,600,57300,224,0,0,0,0,3,0,2,19,357,1522645,1941365,2625422,0,6,18,2,19,19,200,80100,200,0,0,0,0,2,0,3,11,361,7,3,0,41,41,570,125100,565,0,1,0,0,3,0,4,0,405,7
80,0,0,0,727,121760,377,0,0,1,1,17,0,7,1,630,2849878,4616660,2379658,0,8,95,0,0,0,1055,309640,1124,0,1,0,0,16,0,5,0,657,1,26,0,0,0,900,225000,796,0,1,2,2,7,0,2,7,321,6
46,97,13,13,0,305400,499,52,0,0,0,9,0,4,65,1448,6341146,3451715,697730,0,10,4,49,35,35,0,62000,771,34,0,0,0,5,0,1,40,814,9,0,0,8,8,30,315000,3,0,0,0,0,1,0,0,0,98,0
104,29,0,0,399,292900,661,29,0,2,1,24,0,6,32,1068,7676944,6500697,2687020,0,11,51,10,0,0,0,306800,1027,10,1,0,0,21,0,4,13,614,6,0,2,0,0,0,45000,180,2,0,0,0,0,0,0,25,160,0
65,2,0,0,0,66720,222,0,0,0,0,0,0,3,6,489,3391548,6062215,366685,0,5,80,0,0,0,60,258180,780,0,0,10,6,0,0,3,9,636,7,2,0,0,0,250,30000,20,0,0,1,0,0,0,3,6,98,0
250,31,1,1,2000,1252400,1823,0,0,15,10,7,0,4,65,2452,16839704,8050974,3686953,0,6,140,31,0,0,2750,1354300,2595,6,1,0,0,7,0,3,85,1772,8,54,19,0,0,1250,572400,1532,7,0,0,0,4,0,3,42,837,10
215,24,30,30,1732,787500,1520,23,0,9,3,20,0,38,40,2556,18417222,571506,6149701,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,79,18,22,22,1490,437900,1431,17,0,0,0,7,0,2,13,951,7
407,333,22,22,3229,3278900,3003,266,1,35,19,29,0,21,40,5103,40786473,34912381,25548999,0,11,198,268,28,28,2806,2901200,3239,126,0,0,0,65,0,11,81,3451,7,74,135,22,22,2658,1624100,2285,111,1,0,0,40,0,11,80,2036,7
140,132,39,39,450,1132600,1773,47,0,3,2,8,0,12,120,2772,24379097,15110166,3224577,7,14,225,26,20,20,0,1122300,2746,4,0,18,12,11,0,19,62,2103,4,0,4,0,0,0,0,172,1,0,9,0,1,0,3,18,158,2
200,0,0,0,1330,607400,1612,0,0,72,31,14,0,15,15,1627,26119605,10482456,8689640,0,8,42,0,1,1,940,317000,1011,0,0,40,14,5,0,4,4,451,5,29,0,0,0,0,150000,604,0,0,33,10,2,0,8,0,260,2
131,10,7,7,710,277400,1051,2,0,6,3,13,0,5,40,1216,9927782,7072735,774732,0,7,14,1,0,0,0,120000,456,0,0,0,0,3,0,3,0,118,2,9,3,0,0,900,27000,0,2,0,0,0,0,0,1,0,83,0
117,9,24,24,1200,443400,1071,8,0,27,16,9,0,9,30,1269,10185975,5763482,2688540,0,14,99,4,16,16,1870,540000,1772,4,0,5,3,16,0,11,50,1124,7,32,1,11,11,1000,240000,835,1,1,6,2,6,0,4,10,404,6
