"gaid","country","level_cnt","ads_cnt","pvp_cnt","pvp_won_cnt","gem_spend","coin_spend","gem_earn","ads_reward_cnt","org_hero_cnt","level_e_try_cnt","level_e_cnt","idle_cnt","purchase_times","login_cnt","level_h_cnt","log_num","d1_duration","d2_duration","d3_duration"
"3da25f25-80be-4e1f-ace4-817d33ce49e9","US","110","10","11","11","2172","633000","2150","9","1","18","10","22",,"11","94","1645","7129982","4382545","751716"
"92ccd2d3-a26c-4365-93f6-3d74fc4c1b84","US","293","87","17","17","2295","2197400","3063","27",,"10","6","11",,"23","120","3537","3657488","23842528","3136718"
"a70bb2fa-4eea-433d-a514-d49e9532d308","US","225","153","50","50","3370","2077400","3313","9","1","17","10","12",,"18","90","3487","5895174","9972527","11725291"
"9f266ad4-4882-4931-a8bf-5aaf4942ee41","US","234",,,,"3985","1454900","3743",,"3","15","11","35",,"40","204","3181","4248031","7282920","6110115"
"2f63fcd4-914d-46af-ade1-6a6f4c59fa68","US","175","14","1","1","1600","832400","2393","4",,"19","12","7",,"11","80","1817","7762053","10413842","5612086"
"6df688be-37ea-4ced-886e-5a66c9447958","US","760","140","58","58","8096","5073600","7704","39","1","8","8","12",,"13","157","6907","1462305","37553562","11212237"
"bfff5d11-062f-461f-a83e-4587293a6cc0","US","94","12","4","4","0","247820","647",,,"15","8","1",,"3","36","993","6211576",,"1164343"
"8a03ac32-e392-4294-be62-10a4e570b49b","US","157","4","7","7","3367","820300","2990","1",,"13","8","29",,"9","90","1966","6689433","2658094","3551261"
"39406988-59c5-4f63-85f8-5aef62d66fc1","US","231","6","26","26","1770","677700","1478",,"1","9","3","1",,"9","6","2048","6462746","2145479","7501922"
"0557ae4d-d7fc-4e34-bd6b-d7b627110b22","US","181","1","3","3","2881","871600","2504",,"1","61","28","20",,"28","120","2266","7534376","16243529","11759422"
"605bcbfa-7986-42f7-9a5a-2f2fba413c51","US","127","63","6","6","1130","383000","1348","57",,"59","21","7",,"5","64","1863","19536140","2360114","1672673"
"88654e1e-208e-4c32-a0ba-4819617ac40d","US","144","51","14","14","700","652400","764","9",,"3","3","2",,"12","20","1469","5074144","3425179","3550843"
"c9466269-d065-49da-96ed-ad2c06550f44","US","79","125","12","12","700","346020","896","41",,"5","4","16",,"13","40","1744","996549","6726877","7448119"
"4b3862f3-48fd-47d5-854d-f9d8ab1f866c","US","76","37","9","9","750","319400","650","2",,"22","15","4",,"2","30","1076","10976371","805231",
"8537b1cd-7412-443b-aefa-65f0a209ac65","US","100","230","39","39","1990","1708400","2818","96",,"77","36","29",,"4","171","3844","12879524","19930010","4672542"
"1e45ad19-4a92-4762-89e1-296345753680","US","111","226","50","50","2610","1713620","3115","133","2","9","6","21","4","6","114","3735","14242972","3793472","5067539"
"660b1a19-d065-4b01-9c34-291f88e11869","US","130","265","42","42","2550","1942900","2575","156",,"3","2","9",,"18","111","3714","3994261","8110162","14569972"
"32e89999-3c1f-4384-80ae-0e02c1f7c8f5","US","189","1",,,"3198","951700","3001","1","1","1","1","76",,"10","140","2210","6794879","13571464","668140"
"2428e0ba-7a58-47c1-8805-36cd1f4b851c","US","22",,,,"400","31420","76",,,,,"10",,"2","10","241","820105",,"659942"
"fcbc10f7-794c-4cfd-bd6a-2979bb152329","US","233","6","51","51","4150","1151700","4027",,"1","3","3","18","1","8","141","2849","279991","13602107","5262551"
"48374255-29c8-4540-a09c-4e29ada56c7e","US","188","43","8","8","2960","1124400","2981",,,"53","28","19",,"10","54","1966","16381121",,"1376001"
"951513f2-b4f3-43a2-b552-8dd02ecbacde","US","155","75","43","43","570","731400","1656","59",,"7","3","17",,"5","40","2029","356913",,"13254637"
"d35d6c9b-3ead-4acd-a7cb-7224c51d39fc","US","158","114","20","20","2410","1116700","2076","69",,"9","6","21",,"13","59","2589","1561992","13394918","3262614"
"41005bbc-af0d-437e-a301-78da5818136b","US","125","5","6","6","1420","287300","1084","2",,"4","3","12",,"6","22","1086","590272","6104651","1370442"
"6ee3835a-7da8-44fe-8e0a-dd421b2d66e6","US","215","3","5","5","1820","686800","2488",,"4","14","9","6","4","8","50","1804","6190049","1947971","5549025"
"7b938067-d8d6-434c-a96e-9a0f2cdf1ef0","US","312","2","60","60","5386","1990400","5320",,"1","26","18","65",,"7","201","3935","12152883","10526631","10188144"
"fcbf9d95-2a50-4c13-b3a0-37e70c1571ff","US","81","83",,,"650","262400","378","40",,"15","7","5",,"3","3","1157","6802206","2155521",
"e9d472df-9474-42f7-86d9-33e61d0612e3","US","57","85","14","14","400","248220","272","27",,,,,,"2","30","1255","1087820",,"9203447"
"31c0e5d5-c6a0-4050-98de-7947aa848796","US","68","2","3","3","250","79520","235",,,,,"7",,"1",,"481","3304520",,
"2a7334ac-85cd-405c-bf0d-1eaac8a1e2dd","US","142","6","2","2","1700","442400","1317",,"1","3","2","15","1","9","60","1382","1725345","2779717","2585319"
"6b288897-fc2b-456e-b918-fae4f7f1fab4","US","176","5","32","32","2274","733900","2835",,,"12","10","10",,"12","80","1945","7342643","3167930","3121438"
"779b34e9-1c5d-4178-b587-245b4d31a801","US","115","18","13","13","1010","499400","1806","5",,"5","4","17",,"7","106","1887","8234066",,"1171353"
"ff7bc0db-0e08-40c1-affb-cbe0c11eead1","US","15",,,,"1600","1020","2469",,,"3","3","4",,"3",,"185","798515","894231",
"328a2e98-0eb1-48b5-bce4-8d2b82405bac","US","353","268",,,"2264","2561700","2943","107",,"7","5","44",,"21","18","4028","27073563","6282345","3116992"
"1b350cae-b1c6-4da9-a23f-d42f9ca0f291","US","277","380",,,"0","3037400","2991","78",,"106","33","26",,"19","114","5301","2371748","39509261","21449099"
"875a0f98-d240-4730-8ac1-9ad49d542329","US","188","64","13","13","4065","1714500","3723","16","5","3","1","14","2","7","45","2322","813534","19308568","3815569"
"383bb489-bf98-4b1e-9259-6839eac6f915","US","60","1","1","1","0","96500","385",,,,,"6",,"4","10","488","1614115","457617","241614"
"5df6179f-1f06-4b6d-ba34-d7013aeadb68","US","310","54","50","50","4420","2011900","4025","20","2","2","2","11","1","9","112","3528","2816333","9199906","4112056"
"644c6724-fbe3-489d-89a5-51ca41f2d038","US","965","20","62","62","8069","3993200","8306","6",,"15","14","8",,"19","151","7800","20505099","24058190","2105070"
"76c659aa-ba35-48e8-8beb-69dcbb7f38a6","US","415",,,,"2910","1752400","3756",,,"92","51","18",,"2","81","3098","777143","8551577","27599375"
"fcff3ab8-20b7-473f-bc20-6aa12f26b3cb","US","44","1","6","6","870","134020","555",,"1",,,"15","1","11","30","676","2385689","4634422","2259756"
"ea501dfe-1e0c-471a-becc-fb994743e90d","US","495","5","52","52","5098","2409900","6235","3","6","22","13","9","4","8","118","4436","7951484","16090125","6696121"
"d3880fff-7441-442d-8e13-72044123c3eb","US","583","30","60","60","7080","3360900","7068","7","4","5","3","52",,"14","200","5809","10410480","13750922","7109714"
"96971369-f003-4aa8-9675-ea27a95235a5","US","219","100","8","8","3378","1513900","2982","72","1","5","3","29",,"13","51","2708","13676696","2507251","3251226"
"e566a826-3a98-4dd0-9dab-ae974df63f93","US","197","10","23","23","354","679100","1613","10",,"62","36","1",,"3","55","1930","14978662","2848731",
"345bcb16-28a2-4fa4-a554-ed10214bf49d","US","122","61",,,"1460","580500","1123","44","1",,,"4",,"15","80","1725","3472785","4597173","515936"
"49fe6dc7-13c0-477a-8e01-d2ea5dcaab2a","US","80","39","38","38","790","368700","1141","3",,"5","3","7",,"2","68","1461","5492018",,"2845042"
"3f45959f-65f9-4bdc-b369-e4bc28af5938","US","151","78","6","6","1550","892500","1635","3",,"17","15","4",,"8","45","1870","18648687","13416796","8165395"
"0b3da5cb-c1d0-40ea-a741-ebf4c7419256","US","84",,"1","1","180","107900","512",,"1","4","3",,"1","7","9","814","2591075","2433545","1492644"
"bc0b3779-b0d0-4bc5-9d5a-6ab3622cac81","US","40",,"2","2","0","87800","290",,,,,"6",,"7","45","595","2685511","649509",
"2899e191-3bd3-4c3c-8221-5979029dffe1","US","153","9",,,"820","412400","1388","9",,"5","4","15",,"12","61","1515","2770293","3050102","2792621"
"2e2b709d-1325-4ed4-bb68-e14c16d17c96","US","350","10","69","69","4198","1706000","4075","2","2","28","16","72",,"10","82","3811","3550769","19118589","8603873"
"b36a84d6-51f0-45be-99dd-b02909b98455","US","345","3","62","62","3750","1790900","4733","3","1","45","33","28",,"10","200","4076","5904122","6599274","19468864"
"27e43e72-509b-4e88-9a21-04537a654790","US","115","225","18","18","360","982800","2583","217",,"9","5","36",,"9","240","3944","8261363","12333330","9753502"
"597fedd4-e4da-4a27-a2a9-4c1f4a7c9429","US","100","9",,,"1240","292400","1329","2","1","4","4","6",,"8","55","1192","5208895","1611122","378397"
"d7f85d9c-9127-4afa-8018-5ea46b94049b","US","69","130","22","22","930","498100","995","94",,,,"12",,"9","87","2115","1996997","984271","10849068"
"6722958b-cff2-4da2-a231-c0c0f5700832","US","481","32","50","50","4986","1989200","4775","20","1","14","9","74",,"19","32","4050","6960402","13969592","7402562"
"c52721fd-6dcc-4de9-a576-abc67aa02f35","US","107","34","13","13","1190","562600","1079","2",,"26","18","12",,"6","53","1400","1109647",,"15543283"
"884a7d27-981a-4675-b8d8-da46e23838fb","US","130","6","34","34","2600","712400","2375",,,"34","17","19",,"9","130","2032","11762209","5041777",
"eb26d72a-8a66-4a3b-9e66-813e8c887195","US","181","90","18","18","2409","1426600","2197","75","1","42","10","7","1","6","109","2760","1416068","12793246","9327584"
"e3fcfa80-2e80-4461-a2f8-bd6952863ee2","US","145","5",,,"1411","539800","1461","5",,"7","5","6",,"7","91","1694","1797149","11335775","5105237"
"cde79daf-c1da-4fb9-ac7d-4e2ec53ace80","US","12","3",,,"250","8100",,,,,,"2",,"2",,"110","607725",,"39913"
"7f8ec7df-daa4-45bc-9e80-82c7ca52f189","US","542","161","58","58","6716","3586600","6352","136","2","11","9","28",,"14","104","6068","13465569","12159700","9304598"
"cc4a23b4-10a2-4672-9f64-ae41e4fa7c18","US","55",,"13","13","0","157520","602",,,,,"13",,"8","45","849","378277","2627045","1157246"
"0a4d02c4-e5bc-49e4-8832-a79ebf77d42d","US","200","66","26","26","2500","1027400","2174","55","1","7","4","16",,"6","27","2163","6924779","8280560","2443156"
"fdb0da62-d22f-486b-85d8-3265efb0c8b9","US","36",,"1","1",,"14160","70",,,,,"3",,"4","16","382","731463","1533890","1301571"
"98759f63-9185-40ef-b81b-8a3ac9c83bc0","US","97","85",,,"900","260800","614","3",,,,"17",,"4",,"1271","4323346","11102380","1898435"
"584008e5-bc1a-42bb-a97b-a075545496a4","US","116","219","11","11","2750","1260400","2641","147","3","21","15","20","3","12","126","3317","9409726","18945084","6277226"
"b4fdd9ca-0e80-4188-a6d2-f941f9723a62","US","111","123","13","13","960","892700","1671","31","1","44","19","25",,"17","51","2223","11940958","7363047","4289381"
"2142a5a2-b191-46dc-b64f-8614ac72d102","US","145","100",,,"0","547400","1254","100",,"10","6","7",,"9","1","1632","5563116","9154738","1368725"
"047951c6-07d1-463d-83c3-1337165bde28","US","373","120","1","1","5040","2833400","4879","90","1","8","7","34",,"14","160","4182","5141532","10343846","3568430"
"7a411be4-dd27-453f-a546-fa663415027e","US","282","51","28","28","2716","1624300","2802","18",,"20","11","16",,"13","120","3026","1262086","20962760","1749472"
"0fe0abf2-66d4-46ae-81e0-9d9d66f7214c","US","157","52","42","42","2350","864100","1983","52","3","5","4","10","1","7","10","1747","6613393","995547","3049038"
"7794fc14-9e39-4e13-9b1c-8a164db2a0c4","US","113","89","45","45","1910","772400","1819","22",,"58","20","6",,"15","54","2208","3651040","15427933","10221846"
"de964340-0b1f-45b9-a100-7863187a0979","US","108","149","16","16","1660","1114500","1382","18",,"19","10","5",,"23","58","2269","3750443","15724240","6511234"
"c049f38f-66d7-4584-b8fa-9c6c06c33407","US","45","18","7","7","250","87800","244","3",,,,"7",,"4","25","629","185710",,"3228937"
"bded14c8-cfda-4325-b4a0-3a9fba780f23","US","137","156",,,"870","802700","765","29",,"3","2","1",,"4","10","1935","1898838","9091422","2034963"
"90936f02-3d80-4669-978c-421b58ed98fa","US","766","298","44","44","12939","6553000","12576","235","6","21","10","32","5","32","182","8765","16768177","25684997","20603776"
"b5b945dc-4edc-4920-b34d-a0bcc749d8bb","US","180","19",,,"2510","689900","2190","7",,"1","1","29",,"11","57","1891","2018610","5234009","2469008"
"174df6e5-aab1-4e4d-87e8-90c947095084","US","27","38",,,"250","44420","103","23",,,,"2",,"1","8","510","4055447",,
"56ffced9-74b8-4f5a-a56f-34ffc4e87793","US","37","30","2","2","500","116860","311","2",,,,"5",,"6","37","735","4013535","2661899",
"d5bc1bff-9c68-463d-82df-972e43fdb0d8","US","220","18","68","68","3608","1279000","3395","5","1","42","29","39",,"11","119","3207","8383314","12646467","9229286"
"a1671944-e2da-4e14-a00f-b1b316dda6f8","US","114","2","7","7","249","262400","824","1",,"11","8","26",,"4","20","947","594171","7402994","4414688"
"815c3fd5-34a0-40bb-b7de-48871ad5c039","US","108","6","43","43","2010","439400","1653","4",,"11","8","13",,"13","40","1492","2707520","4710913","2090748"
"b9032aa1-68e3-4cf6-a56b-e5831571498b","US","82",,"6","6","770","277400","746",,,"29","19","5",,"8","74","1148","1018282","2212592","7922346"
"52ba5e14-b81c-4fe4-80da-198d4150d7d0","US","262","13","104","104","11921","3935800","11843",,"10","19","11",,"6","7","200","4701","11965171","13816128","10202621"
"ec984023-26f1-4429-a6ca-7411079b2f83","US","440",,"6","6","2670","1962700","4050",,,"85","52","5",,"12","200","4173","33471498","9008255","1499046"
"0228d57a-1e98-43b8-b00e-79a52884e830","US","170","5",,,"2060","577400","1904","2","1","3","3","4",,"14","25","1437","4600252","3114606","2215437"
"d6dd8611-4ea1-4a85-bba9-e3df8f7c2777","US","194","46","29","29","3110","1276900","2803","43","1","22","9","19",,"14","65","2630","6808200","5956421","3466882"
"d1451506-b2b3-4b79-b663-2ae9c4b3efc6","US","130","306","31","31","780","2167400","2789","306","1","11","9","15",,"9","180","4239","5150585","5586739","10020946"
"c7f11cfd-34a4-4414-972c-a1e86de81147","US","200","15","41","41","1265","1099200","3257","13",,"8","7","41",,"7","105","2391","3301522","5004059","10669902"
"271ea677-da49-4f34-b1e0-a0285b797180","US","50","1","1","1","580","157720","422",,,,,"1",,"5","19","552","1447961","2894267","1476834"
"f4d2faec-cb22-4adb-b474-e57bbcfbb40c","US","192","7","7","7","1870","643600","1478",,"2","67","29",,,"10","43","1829","14687530","1399207","9099942"
"0489e4e3-d0fe-43d6-a970-e0e5cb01fd96","US","64","3",,,"810","163000","558",,,,,"7",,"5","40","745","2815237","1615104","460273"
"4ea53468-98c8-409d-bec2-c141243dcdb0","US","251","86","41","41","3696","1723900","3559","71","5","45","19","10","1","6","65","3169","11491091","8669187","4962769"
"e4c34d5b-8727-4e68-a6b5-96a196885437","US","163","2","29","29","1186","712400","2142",,,"8","5","12",,"12","121","2092","1677695","5075051","3249211"
"60ec0696-dc2b-414b-a6aa-d5f7fba12c56","US","122","2","1","1","960","294400","1066",,"1","4","2",,,"8","19","1012","5336647","1221101","609815"
"f5988bad-1ab1-4fc8-9a17-1cd0bbbb17fa","US","137","39","47","47","2840","1071800","2992","38","3","20","14","8","3","8","130","2575","6462064","10513000","3789799"
"07b8156c-4629-4210-9b5d-bb292337bcca","US","118","121","22","22","1749","751000","1416","39",,"18","11","10",,"8","47","2144","9680450","4356851","3865710"
"9c876e0d-736c-433a-aa9e-b5a56e9fbccc","US","153","1","1","1","1400","502400","1585",,,"26","16","7",,"16","85","1607","13503096","3227689","589200"
"cdd9304e-4725-4be4-8168-93799f55cd1f","US","14","22",,,,"42420","36","2",,,,,,"1","15","325","1604415",,
"c3dc0884-ccff-4ff5-a2a5-326de02c3a00","US","223",,,,,"862400","2008",,,"40","28","17",,"11","23","1770","6322723","8610798","9067636"
"62e80ca3-9ac5-4af7-80b7-37697362a390","US","81","20","1","1","500","181320","473","2",,"9","7","5",,"10","5","806","347652",,"9501706"
"2e075a3b-5009-406a-8c75-5c09bc13b794","US","210","2","2","2","1224","894400","1892",,,"88","43","21",,"12","23","2183","12857471","12479378","16426814"
"8bebe6c4-51c0-4f23-bf71-b7ee1304237c","US","231","8",,,"3300","823400","2917","1","1","3","2","28",,"14","23","1970","6358650","3462237","4809088"
"7a6435e3-328e-48f0-9c96-7f9c7bfb9f2d","US","143","41",,,"999","577400","867","40",,"5","4",,,"2","23","1393","10127521",,"3484001"
"6de01675-9b80-4e0a-a9de-ecc5f4e1594a","US","121","3",,,"7950","895800","11135",,"2","19","11","17","7","5","40","1367","4124424","6903544","3173815"
"ef9f96be-9bcd-4d83-9c15-823922bc98eb","US","81",,,,"1040","247820","852",,,"12","10","6",,"7","45","922","6186575","1521315","1114102"
"8860b785-fa0b-4775-a90b-8cc4c9560944","US","188",,"16","16","1860","727400","1845",,,"81","53","5",,"12","28","1704","13571967","5441755","10999133"
"a5bfa22c-6ff9-4cb6-a7ce-ef7ac037e099","US","23","2",,,,"26400","112","1",,,,"2",,"2","22","317","1291019","1537269",
"3d369070-332b-4712-9d35-13d0ba376eaf","US","182","235","21","21","2420","1402400","2708","129","1","8","6","35","1","13","100","3700","17782981","7114776","1256444"
"fd7662be-bd0d-4693-80c6-95a240d6bb70","US","222","94","57","57","3592","1481760","3281","15","2","24","15","12",,"6","39","2730","13643129","1530069","7502147"
"aef89b79-9db6-4f48-9ce3-f5c0f64c7067","US","267","271","58","58","4259","3089300","3947","268",,"5","3","5",,"20","232","5456","10316088","14936327","11839822"
"1df1b1a9-5cef-4e7c-aab0-255ca3074a49","US","100","95","15","15","60","607400","1642","52","1","7","4","22","2","9","10","1649","6712280","12048762","895200"
"5d66b98f-acde-444c-a9b6-a69d4ebd57e8","US","415","487","43","43","2274","3926400","4333","310",,"10","7","13",,"6","60","6315","14006642","33016723","21998380"
"6a912b9e-3567-47c7-8a5f-f20d74b0b952","US","140","25","32","32","2340","784400","1974","12","1","6","6","6",,"4","120","2093","3087183","4816800","4499971"
"27cfb427-f8ab-4197-a647-d85cb51d995a","US","159","3","32","32","1740","641400","2217",,,"7","6","18",,"6","94","1951","7345066","2596630","1193173"
"edd6657c-ebc6-4bb3-aeee-abc7ab3c4294","US","56","15","12","12","250","87800","184","4",,,,"1",,"2","15","655","260519","2745496",
"66da7688-c78d-473d-b333-9dae22e8fc77","US","60","1","3","3","600","82020","526","1","1",,,"7","1","3","5","491","1617332","799152",
"3b3a2fc7-7371-4572-a770-e7db52e8f900","US","257","118","55","55","1930","1906200","2848","53","1","13","6","8","1","5","80","3486","3573896","21408993","20287192"
"b5093225-98a7-4054-8f4d-3679bbcb7c5d","US","93","3",,,"400","157520","1204",,,"62","20","10",,"6","60","1150","4926512","14379590","6618011"
"a44ef85b-3883-4da3-9aa9-f3f6e4eded2f","US","26",,,,"1400","179220","1312",,"1",,,"3","3","3","9","341","1155286","399085","257195"
"ea1a928b-a6a8-49df-bae4-ee20798679d3","US","192","12","3","3","2430","731100","2481","1",,"6","4","16",,"2","120","2127","1490175",,"41638573"
"3c6b9d3d-757d-47a0-b295-3cefddd3e3c2","US","127","1","44","44","3252","805000","2865",,"1","35","17","12","2","12","40","1696","5840649","5171712",
"d59af17b-9c53-4317-a5e2-4e8c66f2e12f","US","426","125","70","70","5717","2618900","5674","116",,"8","5","50",,"18","167","5093","9453337","11683821","10494207"
"d271f61f-f09d-465e-aa8f-3dac0bfb6d33","US","311","2","40","40","2450","1282400","3569",,,"32","22","14",,"10","120","3063","8313495","10884332","1599923"
"44b7a967-4686-4bb1-a82a-d71a2e4c7008","US","41",,,,"870","132920","526",,"1",,,"8",,"4","71","773","2316836","1454698",
"50bc94ae-401a-489c-a411-4feccb3f0f3c","US","173","4","20","20","2600","696400","2284","2",,"33","12","11",,"9","25","1545","2565485","2126222","9114391"
"162ed66c-13c4-48bc-92ec-de355ff4b3cd","US","171","35",,,"1676","434000","1330",,,"6","2","3",,"8","29","1628","2682295","5347829","3161969"
"6dd5c6e6-9081-4185-b7c2-d6b482f7e5b0","US","588","28","63","63","7398","3476400","7121","27","1","17","8","17","1","22","280","6152","13108777","9851298","4702671"
"a9b697a9-1f69-4e96-9d52-dc6ab1421982","US","230","50","6","6","2000","1115700","2668","2","1","66","41","25",,"11","40","2263","4482310","13895889","11073375"
"868d43fb-0cb2-4f03-a7a7-f60185a8633c","US","92",,,,"0","247820","510",,,"25","14",,,"7","40","961","9680337","7136509","832086"
"8c8b358f-2b07-475f-bd1d-14ebcf26e96c","US","68",,,,,"62220","128",,,,,,,"8","3","575","1044276","924568","2436730"
"3868d389-a759-45e2-bb0f-700917074cdf","US","210","257","5","5","2900","1554400","3436","251","1","28","11","20","2","17","90","3847","16620700","15234405","223474"
"09e620fe-d620-4397-9c07-d479083de608","US","183","7","8","8","1578","566120","1898",,,"28","17","9",,"6","95","1918","9130263","3701652","968538"
"89ac4cfa-3eae-4dd1-81b7-64830e33aaae","US","36","1",,,,"57700","205","1",,,,,,"4","18","386","1236360","912076",
"634ad478-8bb8-4546-837f-9ae4bee325f5","US","204","36","34","34","2950","1237160","3084","35","1","8","5","14",,"6","165","2818","9057736","6717080",
"d94cf1db-10b3-4531-a23c-72afbf4ae85f","US","117","144","12","12","1100","907400","1439","63",,"13","9","6",,"4","91","2514","5426258","8019625","4114253"
"a34d99be-71ed-4281-9c84-ce16d611efa5","US","96","4","8","8","941","205300","661","4","1","10","6","7",,"4","20","871","1218214","1993357","2580199"
"23e1a2b5-05b4-4081-b7aa-c690e6e443a2","US","200","346","42","42","3110","2892400","3079","226","1","8","4","6",,"13","185","5303","4536334","12682954","18258610"
"0584d8f9-2a4e-4863-a9e9-22b8f0a23a49","US","470","660","1","1","4560","5766400","4762","378",,"4","3","42",,"31","200","8428","10920282","25428380","19951609"
"d69bcc96-e913-4a6d-b7d2-12c0ef187650","US","165","48","17","17","2866","920700","2634","36","6","5","4","10","3","7","20","1799","5313607","4669553",
"39e0703b-4527-4aee-9377-07528b121243","US","64","33","9","9","878","212420","584",,,,,"13",,"8","15","905","4191701","2091325","3030193"
"73b66ad6-8522-49e7-bd2f-f805fbc13cb4","US","326","136","17","17","13250","4122600","13486","54","16","2","2","37","33","7","10","3909","9511121","8623432","6217615"
"e35a81f6-7edc-4d7d-b8a7-ea22efa5992b","US","93","206","23","23","1850","1311300","1735","71",,"24","14","3",,"14","134","2979","1046329","17890325","10323180"
"edf0732f-4862-4ccb-bfff-45ee98902e04","US","136","102",,,"644","667400","1480","91","1","3","2",,"2","19","60","2045","4225645","10079244","1364426"
"a1bb21c3-1407-45c9-957d-54846edc3fc3","US","120","33",,,"399","278500","597","1",,,,"7",,"4",,"938","5378783","641641","59901"
"03c0db81-eed9-4ce8-81ef-36925161f599","US","60",,"1","1","360","50600","57",,,,,,,"5","5","457","1585668","43078","1836214"
"e2973957-cee4-4482-ac1c-3a8843d0e586","US","121","1","10","10","0","622400","1875","1",,"8","6","6",,"8","130","1654","3249541","4269447","3888862"
"704c03ee-ac4e-4357-98c8-b2ac03df6e59","US","310","421",,,"2959","3023900","3356","154","2","1","1","19",,"12","105","5265","14604744","26640891","41189993"
"8acebfdd-cbf5-4db2-9217-b0a37c18bbe4","US","172",,,,"300","571400","1422",,,"5","3","9",,"6","41","1376","356629","563419","15294979"
"9ee821fc-8b87-41fc-afb7-b84709d97399","US","68","164","40","40","700","559520","1171","13",,,,"37",,"11","80","2242","771212","7301944","7992688"
"488a707c-1322-4120-9033-2dee6f950f72","US","80","7",,,"537","182160","696","1",,"6","4","12",,"6","7","646","1915671","115377","2564336"
"7e136118-f396-4c9f-a646-734b1013f810","US","141","73","3","3","699","412800","1076","6","1","1","1","5",,"11","5","1435","6008891","2527973","114125"
"c899a173-19a8-471b-bf07-7fefe06d73f2","US","371","15","1","1","3742","1543600","3866","11","2","10","5","41",,"15","120","3309","12520872","10368922","768093"
"e5c682e3-11bf-446a-a6d4-b727ef92ea26","US","100","2","13","13","1250","367400","1059","1","1","55","21","12",,"5","55","1227","14906644","5218437",
"64e34b29-5f91-4a3a-9f08-070bbb8aec0e","US","63","2","27","27","810","248120","746",,,,,"30",,"4","55","1170","4675938","1294351","2191075"
"05c296b2-7fe4-49ca-b475-962cf94834ad","US","289","178","46","46","4440","2929400","4483","173","3","30","23","31",,"20","143","4390","4588617","16126478","11426743"
"1e64b102-1f78-4a7b-ab5a-600f33c6e29c","US","130","10",,,"1459","373400","1165","7",,"3","2","24",,"6","8","1073","2583855","2924606","1230320"
"a85749a3-a5f7-4428-bfc8-56d751d119a3","US","188","8","14","14","2117","676000","2043","1","1","15","10","9",,"8","43","1787","10413128","6729803",
"3b1fafbd-50f0-416d-87ed-b0b69f27c3d8","US","51","1",,,,"44420","190",,,,,"11",,"10","2","384","953268","1197926","62182"
"b5f1a7ee-07ff-4aba-9552-52e90e0f3de3","US","246","247","14","14","2160","2077400","3344","62",,"76","48","65",,"7","52","3940","15282952","18930660","9055835"
"f066d241-c0f4-4bfd-b46b-e475e16e91d5","US","260","4","42","42","4230","1442400","3942","3","1","32","15","8",,"12","200","3392","2533113","9483480","10749543"
"4a2e8d73-a1f4-4471-97ed-ecca327c7c15","US","148","4",,,"2410","772400","2261","2",,"62","42","19",,"4","20","1296","1599211","8349029","6370351"
"6949401c-2d21-4254-964f-1e8e5d796111","US","95","2",,,"520","265160","896",,,"16","10","9",,"7","40","926","5740039","1616801","1190752"
"0d1b4f0c-ec8a-4c08-b8f5-f5c8c473caef","US","191","101","10","10","1548","647400","1473","61","1","6","6",,,"8","41","2401","3608406","9828095","7151536"
"872c1757-ee7d-446f-8fa0-4c005c0a09a4","US","22","19",,,"400","50600","110",,,,,"4",,"1","9","343","2873714",,
"6be1c636-b70b-4323-a832-2c550a6f605a","US","381","54","53","53","5311","2347100","4933",,"2","13","10","23",,"9","172","4549","10832210","15377178","6840245"
"267d3bec-90be-46be-8beb-80e653a1c885","US","201","11","42","42","3860","1022400","3584","11",,"4","3","20",,"23","131","2626","6267683","5889297","4784902"
"ecf1487e-2409-415c-a57f-2641a76a17d7","US","166","13",,,"2036","661800","1707","1","1","52","33","5",,"3","38","1520","12489321",,"1650245"
"1d8cdc0f-22b7-4174-9c91-b7fa5ed9a89a","US","179","16","15","15","1820","1024400","2931","15",,"72","34","19",,"20","102","2260","8333531","16093432","5221053"
"e1538c1d-129d-4e74-bed0-c570cac980cf","US","215","2",,,"400","607400","2117","2",,"3","2","4",,"12","46","1692","6138538","1210874","2188590"
"95b3164c-010c-4195-8c2c-31d0c40e6c8a","US","115","12","24","24","2324","769300","2155","1",,"23","10","32",,"21","193","2309","3032811","3754821","6172716"
"acb40422-d31d-4b81-9903-a3977c801eb0","US","280","14","87","87","6100","2589400","5726","13","5","65","39","47","1","11","200","4103","13351761","4679279","10630906"
"2bbed940-8f17-4ec6-ad85-e2c1d04af3ef","US","71","12","4","4","890","159320","558","7",,"4","4","5",,"4","40","868","3003636","2798198",
"94c5372a-3ee9-43ad-a6ed-ae6460dba5f3","US","136","53","13","13","723","423800","1188","49",,"61","29","12",,"7","46","1760","4740142","17869410","570783"
"5d262489-4205-4022-b086-ae41c1116620","US","76","36",,,"1450","294500","2144",,"4",,,"8","5","1","20","903","4184488",,
"5f956334-6222-4846-9af9-8424b1c5c5e5","US","25","2",,,,"14160","54",,,,,"5",,"5","1","220","154577","1363947",
"e2077901-9c59-429e-b73e-550d7f90dbe9","US","126","97","20","20","1280","508700","907","95",,"2","2","18",,"5","5","1658","6843765","4644809","443783"
"b3ea1ce7-70ea-474a-b81b-0805aa7fdec4","US","133","5","3","3","1209","281320","844",,,,,"27",,"6","40","1282","2160669","4601187","2359"
