"gaid","country","level_cnt","ads_cnt","pvp_cnt","pvp_won_cnt","gem_spend","coin_spend","gem_earn","ads_reward_cnt","org_hero_cnt","level_e_try_cnt","level_e_cnt","idle_cnt","purchase_times","login_cnt","level_h_cnt","log_num","d1_duration","d2_duration","d3_duration"
"4e36109b-cb8d-4ab0-b65f-9cf1731718a6","US","251","126","31","31","2510","1599900","2388","38",,"37","20",,,"11","125","3632","6002634","19471077","15753387"
"3634952f-04fa-42c6-ba5a-0b6446b40998","US","375","53","21","21","4604","2154700","4389",,,"4","4","10",,"5","164","3905","1553513","10211859","8405320"
"581c69b0-9469-4c07-a2c8-fd96ea664d73","US","97","216","9","9","2030","609000","2426","20",,"6","4","12",,"32","181","3478","14125767","5193040","9479055"
"0d1c5feb-97a4-4a7c-b9eb-8369c4754745","US","85","1","11","11","1990","499200","1642",,"1","51","26","11",,"16","56","1399","4453703","9342402","4981119"
"a0b7e7b4-2f65-475c-be4e-f67a971c527d","US","175","4","36","36","3010","907400","2841",,,"6","3","10",,"14","120","2254","5642670","6674805","4600528"
"72a2ab22-38ee-4662-b85f-5c715091d358","US","115","2","10","10","650","247820","1381","2",,"6","4","8",,"12","30","1147","2875073","850838","2718564"
"c3fd960f-3b41-479c-800a-7b3453209d9c","US","260","307","5","5","2460","2321700","3233","159","1","5","3","22",,"12","64","4143","18760742","8570788","6359394"
"c38ab789-935a-4627-82a5-e309da490701","US","49",,,,,"105620","400",,,,,"10",,"4","80","794","250683","1424806","1212744"
"f6cf3e09-25c9-40fb-964b-27be5b4e89a6","US","1019","448","9","9","7540","4731200","9917","172","1","14","10","87",,"29","200","11664","40853443","18070647","38533970"
"908a939f-fd3f-47ed-82f4-4f11fdf74186","US","201","2","9","9","1005","655100","1873",,,"37","25","12",,"12","50","1855","2930570","2006801","6667880"
"767fbaab-d824-4785-9860-743b0fc29be8","US","16",,,,,"5700","4",,,,,"2",,"1","1","113","1",,
"0aab0301-d642-4b5f-b8e4-6d35955fe2f1","US","70","1",,,,"179120","781",,,"4","4","5",,"5","80","957","2028158","297254","1862429"
"99bf0070-92fb-4727-adf4-e6d8eb72520e","US","402","45","20","20","4596","2089300","4529","24",,"11","6","103",,"43","47","4670","11300484","13828817","10194295"
"3b5f5dd3-7f3f-462d-8bdc-798802d136ce","US","506","25","8","8","4818","2154400","4831","25","1","4","4","47",,"8","63","4113","14046950","10583300","241903"
"70b15780-c837-44ae-b825-8f7dbb23f5c2","US","120","61","46","46","2300","973400","2165","20","1","4","4","14",,"10","50","1977","2757524","5406497","3797209"
"06e31bde-2456-4fb4-bce4-8f210054c192","US","60","41",,,"0","71660","139","3",,,,"6",,"7","2","685","1208643","990609","1769511"
"5f25df29-bf7d-4474-9804-04da3ce54ca5","US","261","99","19","19","1790","2002400","3550","1","1","42","32","7","2","21","125","3542","14827155","4564985","5152165"
"0e11bee6-186a-45e0-b662-327c2ab5c89e","US","195","13","1","1","2368","834300","2557","1",,"14","10","15",,"9","130","2198","10578845","6235164","589078"
"ad31de94-c616-4827-b996-b410a6a84627","US","248","357",,,"3300","1404600","3350","197","2","11","7","18",,"6","107","4543","12330317","17355252","16336285"
"023c48e3-750f-45dc-9f4e-5f860d18f019","US","101","65",,,"0","337400","410","17",,,,"1",,"9",,"1037","1360804","4249962","291621"
"084e3322-3c49-4034-926c-ccca45925976","US","538","68","14","14","5752","2747000","5382","3","1","24","17","44",,"16","62","4550","24410037","3565210","4665463"
"baa68f5a-0a67-4ec7-8d4f-a2898f1f38df","US","323","270","60","60","4708","3376700","4690","62","2","13","11","22",,"7","140","5274","14204464","13744188","5042443"
"02a0434a-6dab-4b53-8dea-0df9c4ca8c61","US","75","12",,,"0","1579400","1239",,"1","25","20","6","3","11","25","1120","3489296","2746770","4989380"
"1a790a7f-0d15-4bcd-a749-a5caba433a03","US","141","298","14","14","2540","2062400","2876","92","1","43","29","19","1","8","158","3953","13330282","14715620","11211637"
"39b84df5-2342-4c66-84e4-835d563867b6","US","141","18","2","2","1936","668600","1946",,,"30","24","17",,"6","103","1803","19304230","10912308",
"18fb94f1-aad2-4c89-b6dc-d27351e67519","US","60","6","11","11","280","167560","488",,,,,"6",,"2","59","880","5150610","1866605",
"79f7f59c-0159-4da5-af7e-f1271cfe5990","US","129","3","23","23","1720","534400","1589",,"1","17","14","9","1","11","67","1545","3250843","6338128","2260787"
"6c94a0ff-0ece-4155-902b-1b1e40d0f5cd","US","20","35",,,"250","53400","186","24",,,,,,"1","17","503","3181903",,
"58d7338f-3420-4538-9511-452740a9634b","US","70","13","7","7","1020","145600","954","2",,"7","7","12",,"6","70","1099","4805023",,"4562218"
"d59a1a24-5bfe-417a-9528-0096d74d21b1","US","241","29","20","20","3328","1207100","3097","15","1","6","4","21",,"15","25","2185","8947534","5550540","3405042"
"a36b3407-2ed8-4344-99ba-54429a3b38a9","US","495","29","20","20","4578","2434900","5027",,"5","90","65","6","3","2","40","3813","22375417","13105746",
"74e726e9-21a4-48e6-b080-8eda21b1194f","US","50","146","56","56","30","682400","1273","86",,,,"15",,"5","105","2360","3050134","4397844","3042613"
"ba3cc8c7-9024-4e9b-9316-b328d2d51d97","US","105","4","6","6","1280","412400","1157","2",,"11","11","5",,"5","40","1088","4957323","618787","2271280"
"df8c59b3-9d3a-4d39-a5c1-5a0b4bca424f","US","182","19","31","31","2880","877400","2956",,,"55","32","22",,"5","110","2426","6723639","12240662","6721923"
"7c8d76a9-7fc5-45b5-a9a2-98e2eab42c9c","US","237","431","21","21","2710","3373400","3230","167",,"87","20","17",,"12","200","5717","5504875","13003450","24067358"
"cafbadca-4daf-4ca7-ac21-22d9077cda66","US","100","56","6","6","460","443100","1229","21",,"29","15","9",,"16","75","1680","3589729","6356254","3391320"
"becdf18c-cf39-43cc-8328-12f4026a6a1c","US","285",,"62","62","4610","1605700","4243",,"2","8","5","95","1","6","56","2892","1132195","2672654","8848679"
"f3b29dcc-a451-4ccd-ae68-33cde5b2d529","US","18","11",,,,"17820","12","3",,,,"1",,"2","5","224","1302512",,
"d7ad4945-1883-44c6-871a-a41a48cae36c","US","315",,"17","17","3340","1252400","3714",,"1","6","4","7",,"13","92","2860","12894278","4639085","5100837"
"5ccf1140-4c4a-42e6-893a-2644cb1c8639","US","250","190",,,"760","1396400","2484","173",,"5","3","9",,"6","92","3350","10633418","11467200",
"7c5e7e28-8bd0-4102-92c7-2ad98703fcd1","US","146","13",,,"420","450400","840","3",,"19","10",,,"6",,"1176","7064473","3883421","343560"
"621eec52-bd52-4063-8f81-6f341d5b157b","US","235","28","2","2","3680","1164400","3293","14","3","12","8","24",,"8","139","2681","6564570","8829180","18253877"
"bd4fc499-c106-4e9e-af34-9f6c5cb1ada0","US","259","337","13","13","3710","1928600","4354","288",,"32","27","62",,"16","280","5890","10376399","10894155","15979690"
"56040a8a-0c96-4a22-a732-e6b36047f521","US","128","91","27","27","1150","1241900","2522","9",,"13","8","11",,"10","171","2788","5677062","1431906","10801711"
"21bc1ca2-d565-4bde-a911-889edd79df78","US","75","98","44","44","1330","427500","1133","19",,"19","16","31",,"13","27","1866","15530372","5516132","10520020"
"fe68aff5-65e2-4593-a72c-000a49098089","US","97","325","61","61","3420","2237700","3079","14",,"26","12","46",,"19","238","4931","11689723","13772745","13588017"
"7fc1f75b-2392-4747-bdf3-0da1714a972d","US","213","262","12","12","2960","2067400","2844","16",,"7","4","78",,"11","37","3540","5752710","12493025","6217036"
"ee439985-5875-4ab3-8f8f-c8acfe96db84","US","146","19","13","13","2820","715600","2426","8","2","36","19","30",,"19","52","1782","11960915","4363933","4138830"
"012ddd98-8c7b-43ab-a277-2aec997ae59f","US","73",,"1","1","0","181220","440",,,"28","9",,,"5","27","743","3275380","8040065",
"a104984f-d991-4b16-94bc-55aef368584e","US","30",,,,"500","147600","581",,,"7","5","9",,"12","58","667","937785","2516768","1389407"
"33967186-7836-4643-a23e-e1fa1d4ba9dd","US","148","149",,,"1068","974800","1149","14",,"3","3","10",,"12","12","2066","12284104","4181880","3617919"
"26e1611d-a5ca-443d-ab16-9ffcf8d03a13","US","715","25","66","66","7692","3295400","7503","5","2","37","19","37",,"18","80","6025","18120793","15410635","3483893"
"81c363f7-ff1f-410c-9ca7-f61bea07bf40","US","355","174","56","56","3750","2756400","4147","25",,"10","7","14",,"6","68","4401","11069912","26369574","25447476"
"09f62979-6ed9-4bd0-a29e-a1da5bfc661a","US","130",,,,"0","382400","1136",,,"95","39","12",,"9","51","1296","3469641","9359432","7171247"
"ce3c9116-5183-4985-80a4-49cb1b0630f1","US","399","12","60","60","3516","2058500","5396","7","3","33","28","14","3","1","200","4313","12213555","10198641","8860588"
"f32cb828-1b19-4825-ac4a-79964c3918ce","US","144","50","38","38","1510","847400","1826","6","1","34","20","1",,"7","84","2099","9927878","3184088","6023632"
"e64318ba-e963-4d68-9cfc-d2e41168469e","US","162","4",,,,"532400","1750","2",,"30","16","19",,"15","64","1541","7766343","4840409","5285654"
"d4b764b6-cc2d-407d-a489-bfc92e9496dc","US","139","1","8","8","800","382400","1022",,,"6","4",,,"13","28","1232","3897312","2128067","1449705"
"14d35896-3be7-475c-94be-f10f4305c4ef","US","526","173",,,"5104","3604800","4758","120","4",,,"18","1","11","100","5054","7983778","17091733","3184771"
"a7494ade-e0f9-441c-9581-18fdadfc4a56","US","300","88","66","66","5370","2317400","5000","75","3","40","18","27","1","20","125","4085","14737015","12139512","7804058"
"b0d04b9b-f394-4511-9ff7-c2e579947172","US","79","20","15","15","1820","496220","1519","5",,"25","12","21",,"9","74","1478","788914","3819118","3351836"
"42a76bcb-661f-428d-b7f1-723e5ada741e","US","130","1","20","20","0","454520","1244",,,"38","20",,,"8","53","1407","1874692","6841734","2414017"
"60983740-b915-4cf4-9e33-01338918ab74","US","125","29","35","35","3175","735400","2987","5","2","13","11","12","2","8","80","1994","5450995","5212466","2600499"
"0b4da1a9-9feb-49be-a199-f1ec93e59620","US","71","4","12","12","500","135500","387",,,"15","13","7",,"2","12","728","7442803",,
"4a2746aa-9c33-4168-9c85-4d5d9ca8e746","US","133","11","3","3","400","577400","1404",,,"2","2",,,"2","160","1866","1811793","2286688","4171873"
"a9a1b446-f2c8-41ce-b38b-7acf1460e85f","US","91","2",,,"698","203800","738",,,"28","11","6",,"9","10","779","3994098","3052673","3178280"
"a10fefce-2beb-43c2-989d-3002653b6b55","US","15",,,,,"5700","175",,"1",,,"2","1","1",,"131","866541",,
"f9f7fbe2-a9fe-48fd-bd87-3ca65bf5f07a","US","91","12","6","6","1010","226860","789","3",,,,"9",,"6","11","879","1300555","1944098","1454246"
"89a398b1-add6-4ff8-9da1-c367ee5f5e76","US","47","18",,,"400","87800","243",,,,,"2",,"3","40","674","3920983","1695869",
"eb5012b7-cf70-44ef-8835-55e8a88cd2c1","US","404","39","100","100","22734","2996100","22349","4","13","4","3","50","20","19","99","5018","6872939","9079126","10706409"
"d5c98d1c-3da4-4b8a-8c92-89cbcdff6713","US","47",,,,,"38660","106",,,,,"12",,"1","10","379","2468927",,
"d0cfe85d-f021-40aa-95ae-4ef4f918152a","US","168","2","9","9","1675","498400","1617",,"1","5","2","8",,"13","26","1449","9162652","3313125","122026"
"dc59516a-f57e-45b2-8e75-af13d405ee15","US","259","1","10","10","0","1163700","2613","1",,"84","64","11",,"9","89","2593","16380106","5421241","11165586"
"9756a09f-2cd7-4cd3-bf49-6ea99ee67d73","US","60","4",,,"400","115160","380","4",,"7","6",,,"15","1","494","920965","880851","1029346"
"749527f3-13f1-43be-b9ec-32f48eda457c","US","140","8","49","49","1354","514400","1783","5",,"18","11","22",,"17","24","1594","4983139","6144088","3754056"
"a5e72ec4-8d35-4e2c-9d1d-215c1abd3ab3","US","137",,,,"60","193700","673",,,,,"5",,"5",,"910","449586","3663583","9307651"
"833a1f41-de51-4094-9f75-3620dbe21b99","US","70","5","14","14","2700","467900","2579",,"2","6","5","8","4","4","53","1217","147395","572045","4270695"
"40663a30-f91a-45b7-a0bc-48f14f00c7e4","US","201","1","20","20","1880","1102400","1890",,"1","64","39","3",,"6","120","2347","3989017",,"7880242"
"1b885a56-2890-4ea4-bad4-bca4a963f0a7","US","42","2",,,,"29000","44",,,,,,,"3","8","405","151949","2218981","1229349"
"941378ce-b7f1-4831-ab6a-8702ad43ee8a","US","201","18","10","10","3183","1203600","3132","14","1","13","11","12",,"3","128","2399","5777583","10754380","9161486"
"6513a4f0-c14c-464d-bc2f-c0294e449437","US","69","9","5","5","1052","188920","775","7",,"9","3","21",,"13","37","993","2615420","2705298","2087836"
"f2629702-d3bd-4af3-9a60-f13974819cd1","US","230","5","21","21","4180","1419400","3882","1","1","23","13","11",,"16","210","2985","6409093","7969734","2856117"
"0543ca2b-3e47-4be5-bd15-3431527f9972","US","140","5",,,"1660","533000","1875","5",,"10","6","75",,"14","108","1724","1806487","8185305","5263571"
"22315bc7-4cb2-4626-87dc-710ba01c14d2","US","130",,"12","12","800","291600","1520",,,"3","3","29",,"2","25","1116","5274536","2338776","740410"
"182f4be5-cb7f-4f36-a90c-0fbad40f16d4","US","100","34","23","23","1100","472400","1285","3",,"6","4","16",,"8","35","1337","2633134","3524595","3191405"
"44442421-2e7b-41d0-aac6-468d356ac7fc","US","80","28","3","3","0","181220","724","27",,"114","50","8",,"4","21","1087","3915604","25759984","6086184"
"3b68a962-12ad-4d3d-96c1-647c9c1b72ff","US","104","1",,,"500","220220","940",,,"1","1","4",,"5","14","790","922947","755427","1716066"
"1d8643be-3446-4d78-b60e-3f9f1ba635eb","US","44",,,,"120","105620","412",,,,,,,"5","79","786","2206352","14929","1120703"
"d3b11040-8a8f-4f69-8d52-6adba4d1715d","US","553","3","28","28","4500","1720400","5930",,"1","8","5","7","2","37","160","4869","6279610","12432277","5623949"
"d3e480f0-c0d7-4f50-aa6e-453e5a9710c3","US","103","182","16","16","1610","743600","1509","91","1","6","5","24","2","7","80","2613","8337727","1807456","8860192"
"5332e565-4d93-4741-aa68-8a8cd6db35b1","US","100","5",,,"547","142800","455","4",,"14","7","4",,"7","21","850","2569597","1159115","8004717"
"d5ad8083-1e82-4fa7-8366-8f8d20eb2f6c","US","165","9","19","19","2649","907400","2493","7",,"24","16","9",,"8","59","1778","4117848","13377893","1506395"
"25a816dc-deae-4588-8783-52dad8910d91","US","211","7","2","2","2094","761600","1773","6","1","17","10","2",,"16","47","1895","6110724","9035908","7332635"
"266dc393-c141-4cd7-b6b0-6c0c4aaff87d","US","321","72","52","52","4180","1571400","4863","16","4","7","7","44",,"18","160","4135","6612111","13475237","3905512"
"c2a20922-64ba-46dd-a325-86f939ffdfd9","US","308","3","15","15","2932","1440200","3241","3",,"91","46","7",,"12","130","3006","25832656","6768317","226387"
"bdddfb05-79b2-4161-a75d-fa95f2b383ff","US","228","9","23","23","1662","965700","1978","3","1","6","5","3",,"5","117","2540","2085138","6379553","6802941"
"1c797348-a3cf-4e72-816d-7764b6949b1a","US","77","2","4","4","1160","307400","967","1","1","22","21","7","1","4","40","956","2846439","5936746","722601"
"4aaaf409-63ad-49f3-b4b9-8c5b1cc9acb1","US","208","3","20","20","3337","842300","3130","2",,"24","19","14",,"6","100","2183","2460086","9188802","12359276"
"591b8ea6-e3a0-44ed-8bff-da42afe76ab7","US","82","59",,,"60","307400","479","52",,"5","5","6",,"7","10","1038","1272004","5146417","2079672"
"e1c52d73-6efc-43bb-8f03-9e676b6ff5da","US","70","176",,,"99","536600","1004","47",,"11","10","15",,"14","120","2304","4019234","5385147","6407424"
"88b05e34-fb3f-4aca-9bc4-7df7d30755e4","US","128","8","1","1","2069","600300","1869",,,"1","1","10",,"13","106","1598","2129354","3253706","2852808"
"1e6b2004-0fa4-4c4b-aba7-0e81c952dcf3","US","172","4","23","23","1970","1029400","2090",,,"43","19",,,"9","160","2451","7259812","17203396","7624955"
"851ad499-c887-47cb-b0f7-0716aa694510","US","369","451","24","24","4640","3720500","4719","360","2","17","12","18",,"18","180","6985","13058488","12562087","14336233"
"de2046fe-080c-4276-8419-3fb4aa481c7d","US","401","386","2","2","4070","4370920","4429","124","1","2","2","14",,"14","131","5952","17089861","14285650","52062"
"389d268f-ebec-421f-ba0b-d19e49b69e83","US","275","170","20","20","325","1930000","3431","166",,"13","9","12",,"11","181","4045","314405","6260262","22111212"
"7622a8c1-f2de-4c30-818c-25f86326837d","US","28","11",,,,"33320","58","3",,,,"4",,"3","13","338","915065","1181289",
"7d3c82db-533b-4cfc-9cdb-dea3939072c2","US","114","5","2","2","2350","663500","2293","5","1","6","2","35",,"9","140","1929","5784263","3541183","1086904"
"5fc541ae-12c8-4ce9-bc4d-668964abaf9b","US","401","45","67","67","5605","2566800","5210","15","1","124","69","25",,"20","98","4497","16267496","14873954","10065337"
"00304d03-3eaf-4c03-a303-885a8c9d513b","US","342","31","15","15","4710","2098500","4349","7","4","14","10","17",,"15","202","4035","11077662","16592484","5765"
"3cb74858-55c7-4692-a8f9-e9b1e8555b11","US","90","90","12","12","0","322400","420","40",,,,,,"5","10","1282","6219024","2363652","254908"
"02df8850-d949-4e62-b5c6-30b1f3f63f49","US","236","381",,,"1900","2692400","3310","136",,"5","3","6",,"3","200","4920","11924425","31736643","32798733"
"5b0eb256-8d21-420d-a726-15d815a8c466","US","129",,"17","17","400","1027900","2942",,,"45","32","17",,"24","225","2436","4594442","9078287","5326276"
"dca23bdd-d3b7-489d-900c-eccbdd9b0ae2","US","1055","430","109","109","9780","8246100","10592","216","4","11","8","47","1","17","200","11757","9278000","32648462","29209680"
"8d958f96-196c-46ff-a613-157102885750","US","98","109","6","6","500","528600","563","51","2",,,"10","3","4","5","1493","183495","2368584","10216465"
"c6ef078d-dd5f-4bee-a3d4-56662bf318cb","US","355","555",,,"4611","4718100","4562","258",,"34","20","13",,"18","200","7270","173920","47266335","7892984"
"f92a2488-d3ef-4b9c-a30f-84be4cc6f386","US","70","4",,,"500","125120","440",,,"5","4","5",,"4","44","765","5963612",,"878345"
"0266b26e-832b-460b-9623-80595a1df530","US","69","136","22","22","1280","686000","901","32",,,,"12",,"2","80","2036","3055918","4475666","5649789"
"cafe9261-0a75-4fb5-9b00-9372c052a04d","US","645","694","61","61","1308","5946000","7029","236",,"88","70","9",,"26","210","10201","36962563","36050827","33007892"
"b35f50dd-773a-4f07-a5e2-c54755f270b7","US","257","9","64","64","4530","1307200","4155","9","1","35","22","53",,"14","135","3206","10393030","9413843","3194684"
"6199fb4d-049f-4dfa-9cc2-fccb8d16b697","US","167","1","11","11","2450","812400","2132","1",,"21","11","7",,"4","120","1998","5797520","5042789","3757843"
"cb2bba26-337a-43b5-bc6a-aaeef42d89d1","US","161","1",,,"120","502400","2016","1",,"36","22","19",,"5","130","1855","15655014","274049","2596484"
"48fb0ada-ad02-43d4-8b73-e7953a6c176b","US","140","2","17","17","2250","375500","1937","1",,"14","11","11",,"9","45","1468","3694648","8945446","1377740"
"3c7d5182-1e3f-4757-b9c7-adc9f49f1d09","US","191","16","25","25","2831","658320","2476","9",,"17","11","30",,"16","70","2106","2158877","5442349","5637716"
"e28d7c5d-6ec1-4bc8-a587-f5013d07a84b","US","85",,,,"466","179220","745",,,"9","7","20",,"6","40","842","2285766","5566911","680398"
"13001a5a-4587-4d72-853c-aac9f2b801a2","US","140","39","48","48","315","771600","2116","15",,"6","6","6",,"8","79","2052","1497932","6614159","4802541"
"3231fa57-70b3-4ef7-bb5a-1a3ab1bccbb6","US","156","13","3","3","3542","1047100","3527","7","4","9","8","27","5","6","120","2097","4024460","8146734","11415317"
"f4d11cf5-130e-455f-bd29-df8cf31fadfd","US","44","129",,,"897","488700","868","2","2",,,"27","1","7","86","1820","39281382","12181720","4490544"
"132476f8-8200-473b-9d11-0d764e8af371","US","302","7","11","11","2940","1212800","3911",,"2","1","1","36","3","22","37","2325","4760400","2657042","454092"
"1f81534c-e72a-42ad-bbe0-11736425233c","US","151","14",,,"662","385900","724","13",,"17","7","1",,"9","16","1401","9000410","4763029","3193390"
"a9637c25-4fde-4208-bbdb-a636d5b637ce","US","82",,"1","1","1200","307400","1180",,,"6","4","5",,"11","120","1354","268028","6926274","699027"
"596225d5-ae51-4e25-97cd-5d9feae9af5d","US","106","2","8","8","800","308900","940","2",,"21","7","6",,"16","60","1241","3370310","10687841","4711644"
"99f1adfc-ec05-4d74-9fe1-97edaca00a90","US","112","103","4","4","2150","473000","2505","102","2","42","20","9","4","7","22","1814","7935085","15479127","8734641"
"e324483b-98a9-45a0-8fa4-5e8bebe07ec9","US","835","155","11","11","7658","5183000","8637","22","3","16","8","47",,"23","200","8112","6562426","31641117","27116117"
"5dfad103-a555-4af9-9663-a7b4dc3e8bc4","US","161","234","1","1","1968","1327400","2076","108","1","6","5","24",,"16","57","3048","6307691","11568726","2266379"
"7660143f-a72d-46f1-af1b-db99d1191851","US","142","65","11","11","647","941600","1543","38",,"14","11","20",,"9","88","2017","1885360","4318462","8081428"
"02d4b1cd-c862-4cbe-a1ff-44ae93a5f5b4","US","169","324","8","8","2150","2002400","2018","122",,"2","2","2",,"30","132","4185","9192125","16870839","8375109"
"b461732c-eccd-4db4-9844-213c9c0c93c6","US","293","5","25","25","1400","1177400","2815","3",,"12","10",,,"8","163","2926","2492413","6069889","11735530"
"606c1c83-7434-4ea6-8dec-92a2e3f08393","US","91",,"3","3","0","125120","815",,,"11","6","10",,"11","38","905","983615","6632508","1620284"
"cec12802-0579-4bf5-b325-f5c0cf566962","US","174",,,,"1494","514700","1727",,,"40","18","20",,"14","40","1490","5609983","9760679","6807094"
"0f660b6d-b0c3-4695-be1e-56d981599a56","US","101","42",,,"430","493400","1191","32",,"51","22","22",,"15","60","1603","11666138","1162122","996521"
"04ddefbc-1df5-4651-9ef9-d4d5f819f64a","US","152","147","47","47","2387","1484400","2005","74",,"41","19","7",,"6","101","3032","13659623","13699919",
"5647a802-dad8-49cb-a98c-3af257d98f41","US","440","27","25","25","9345","2935200","10615",,"5","19","16","42","7","5","97","4255","9330963","10243266","571831"
"d8911c44-4e9e-49ea-92d9-05fa6f47b6dc","US","204","297","2","2","1000","2587400","2610","140",,"55","41","9",,"9","166","4767","7809641","17339089","15197876"
"b4aa2f2e-d3ab-42f7-928d-8b424a378478","US","217","16","47","47","3940","1077800","3299","2","3","19","14","6","1","8","44","2422","12445855","4288292","766465"
"2558ccc3-e113-497b-8a3a-66ed238970d3","US","188","10","33","33","2781","792200","2570","1",,"56","20","23",,"6","62","2057","18406919","1311289","2543389"
"265a1304-e4bb-45d9-a6c5-06101f8e88cf","US","36","16",,,,"37060","20","1",,,,"5",,"4","9","403","2431865","92885","3214"
"b947fb4a-fcb9-4d7e-95d7-0af744bb2e1f","US","251","8","84","84","4310","1465700","4897","1","1","81","53","24","3","14","45","2806","12875689","6661730","12900053"
"19c1ffbf-caa2-4be4-9684-37fd4a3749d3","US","72","1",,,"333","134020","418",,,"4","4","4",,"1","40","729","3590044",,
"bacf56a6-f974-4f49-85c2-0aba73eb6646","US","66","18","12","12","400","195100","585","18",,,,"15",,"4","24","808","1511025","303075","3060320"
"53c646b4-0384-47db-bec9-3a64ee4cc8e8","US","154",,,,"1200","529400","1423",,,"12","9",,,"3","78","1533","1994064","2422296","5969251"
"479b672e-f25e-4d9e-8835-1076493e1ff0","US","261","320","34","34","3840","3384400","3856","101","1","20","17","29",,"15","160","4885","633894","16606839","20235287"
"1200c2fe-6c25-4041-9225-c863f59f951e","US","460","5","26","26","4580","2306320","5745",,"1","61","43","14",,"13","222","4602","18586594","14433931","1615060"
"90173bba-157d-48d9-91ed-2040226713b3","US","70","6",,,"500","105600","484","1",,"11","8","31",,"3","10","599","1723627",,"3074640"
"e3788ad7-3f7e-452e-bf5a-ab54a007d201","US","281","37","34","34","3990","1456900","3625","2","2","18","11","20","1","9","50","2901","8616959","3296425","4288879"
"487c9ccb-1559-4ea4-ae57-e37736234301","US","300","95","10","10","3198","2031400","3596","1",,"10","9","42",,"21","99","3303","4115583","14350705","9878237"
"1d834e34-930f-484c-857c-4b3895593b65","US","50","3",,,"500","105620","357","3",,,,"8",,"5","21","546","2542967","439892","630284"
"923136af-b255-4e7c-88db-9abe9aa9b5af","US","215","7","6","6","2523","757100","2169",,"2","20","14","22",,"5","37","1871","30710249","9474585","6386271"
"2d39daf7-7bf6-4c76-9d6f-a0c2f1e5303d","US","67","1",,,"120","66320","213",,,,,"13",,"4","9","526","1423445","521312","1876957"
"fdd6315e-0dce-408b-b7f2-c19600d4d8a8","US","61","28","1","1","620","170360","278",,,,,,,"1","40","851","3820314","293398",
"c2f97fb1-3f95-41d5-a657-dfca9b58e490","US","85","4","21","21","2236","577400","1960","4",,"18","10","13",,"13","102","1635","4212690","7827577","3083617"
"aee50b6a-3d50-4197-99e8-a4064dca0099","US","133","18","15","15","1020","299020","1176",,,"7","3","9",,"1","17","1264","3735654","9279623","72164"
"c22bf891-2441-489f-9832-6602772c217b","US","431","41","60","60","6920","3265900","7223","39","6","39","26","80",,"8","256","5083","11137207","27634898","19595686"
"4e14d439-25b9-4905-9c7a-edbdea88b54d","US","155","4","2","2","1801","443400","1537",,,"1","1","30",,"13","11","1254","422513","5936259","1647558"
"402edd77-6dd2-488a-816a-9f460217ceeb","US","510","86",,,"5100","3667400","5404","75","2","57","27","61",,"16","106","4930","18950658","23713999","14298821"
"ce4c0d96-2969-4266-9af2-dc011981ec49","US","116","39","16","16","1110","477700","1421",,,"10","6","9",,"9","40","1410","7152064","6719208","3176258"
"1b783249-bfc2-4e56-9fda-d0c60f3dc207","US","80","64","1","1","490","220700","359","5",,,,,,"7","20","1050","1818968","6329765","2416259"
"6ab0e0f4-8e76-4d3a-bcec-0f7249d256f5","US","61","4",,,"500","66920","690",,,,,"14",,"11","25","642","2224665","540192","1440998"
"9c3ded36-6731-4718-a1cf-68534533065a","US","143","16","7","7","720","397400","707","2",,"9","6",,,"8","5","1164","2725301","486222","7485499"
"8aef63a1-48ec-4fa7-b254-a5d7a225d8b6","US","57","4",,,"500","91600","269","3",,,,"7",,"4","10","507","447222","658533","1347154"
"45ff7254-f197-4f80-bfe2-3aaed08bb8db","US","156","124",,,"1160","847400","1542","31",,"2","2","42",,"4","40","2091","4797285","3884249","2985508"
"1d80ef12-0b8f-4aeb-95ee-f20d4efa3932","US","706","15","51","51","9372","4107800","9068","11","4","10","8","69",,"20","170","6134","20342602","15244102","3907216"
"3ebffd37-f387-4c7f-9543-b4f6663fa0f2","US","458","10","68","68","5610","2592500","5285",,"3","69","35","41",,"12","200","5148","2828683","17254763","16628298"
"0eff7618-3947-42fb-9a55-1077be9777ef","US","446","553",,,"1600","3493700","4981","239",,"3","2","22",,"22","135","7510","12186473","29377731","15732228"
"6184da76-ca5c-4ca4-854d-3189ef0cff4f","US","95","12",,,"223","170860","578","12",,"5","3","11",,"6","27","962","1189901","3324410","2265818"
"79ac8163-7e65-4f64-a864-ba57351fca24","US","291","16","5","5","2807","1263000","2830","16",,"100","30","92",,"27","45","2969","9666847","15815740","5695168"
"4d5d3ce8-3514-46be-b596-3c521d34a906","US","90","27","5","5","450","262400","546","12",,"12","8","1",,"15","10","917","1184025","4865846","2985247"
"3d4eca6b-024e-473e-8e30-c9e94d3ad526","US","140","122",,,"60","757400","1071","52",,"24","14","18",,"7","38","1942","2549989","8079025","8871449"
"af02d26d-f207-4473-911c-e09dfe08412e","US","182","93","25","25","2189","1120200","1852","93",,"14","12","22",,"5","76","2512","21203754","4483481",
"aace791d-5b7d-482b-adfd-9330a5942dc5","US","70","20","16","16","6069","437100","6430","9","1","3","2","10","1","6","101","1568","1541426","6367468","2419858"
"00502cbb-c06f-4b29-8994-125cef143835","US","149","31","29","29","1340","586400","1371","30",,"4","3","12",,"10","30","1614","1353746","1876429","6103465"
