"gaid","country","level_cnt","ads_cnt","pvp_cnt","pvp_won_cnt","gem_spend","coin_spend","gem_earn","ads_reward_cnt","org_hero_cnt","level_e_try_cnt","level_e_cnt","idle_cnt","purchase_times","login_cnt","level_h_cnt","log_num","d1_duration","d2_duration","d3_duration","willpay","daily_task_cnt"
"788e2219-1ea4-4bde-a494-2ae1efa07774","AR","76","11",,,"1239","447600","975",,,"2","1",,,"11","129","1462","4483639","2550762","474564",,"11"
"4595e829-a722-4cee-bf13-37d0777ab3b1","VN","111","6",,,"543","359800","835",,,"20","15",,,"5","83","1281","6871312","5079696",,,
"9591c549-6410-4537-9db1-e4bee52e2525","VN","145","9",,,"1452","412400","1621",,"1","3","3","30","1","12","11","1187","2229026","6072370",,,"11"
"d403709f-266e-45f9-8a51-34002cd3af99","IN","93","3","22","22","1540","337400","1237",,,"29","9","14",,"16","52","1319","2633668","4974235","6995425",,"15"
"7081cb9a-365c-4f5a-8234-3e307108d5cc","US","70","3","33","33","1513","315320","1297","1",,"4","3","18",,"13","45","1094","4101215","3617298",,,"15"
"ab8afe0d-7ec2-40fe-8284-599d8b766ec7","US","295","17","58","58","3846","1274100","3554","7","2","70","20","27",,"8","58","3049","29980178","4828208","718",,"19"
"56f48d7d-ffc4-4e7b-bb9f-2f6c513cc6ca","RU","224","20","1","1","0","79520","353","20","2","5","4","4",,"11","5","2439","10413004",,,,"5"
"f84c841b-58b5-41a6-8d96-b3ed1496adda","PH","61","1",,,"300","109420","420",,,,,"1",,"6","44","694","3319422","876804",,,"5"
"cf108c14-888e-424c-9dc8-4c62f5f11db2","BD","228",,"36","36","2150","1036400","3084",,"1","54","35","18",,"9","104","2653","24070327","5569235","8442361",,"9"
"548fa48b-03e3-4bb3-b854-935ea67874be","BY","92","10","41","41","1188","238660","1090","10",,"5","4","1",,"4","15","1067","6379424",,,,"12"
"b2ff9f10-6226-41ec-8aa8-9472f85f1928","TR","70",,,,,"138500","132",,,"41","19",,,"2","5","559","13103634","2017264",,,
"988ce08d-89a8-43bf-a9bd-737c05ee3a4b","PL","110","7","2","2","600","248420","713","1",,"15","9","3",,"2","40","1004","8086614",,,,"7"
"3a68fbac-2fa8-4155-bbca-62317f1c78dc","FR","75","21","18","18","750","289400","563","3",,"46","20","4",,"4","40","1129","14516798",,,,"12"
"9a4d21bd-57d7-4f55-9570-098ad2e916c0","BR","86","62","4","4","460","295500","637","3",,"5","3","3",,"9","15","1079","9207331","7774326","87907",,"12"
"3f08e94c-e296-446f-9fe9-fefd61a21e50","BR","90","11","9","9","770","198700","487","2",,"9","7","13",,"3","8","834","4737512","1108828",,,"7"
"37bef280-438f-423f-8904-148212fb4f48","ES","90","70",,,"250","219920","610","36",,"1","1","12",,"5","15","1131","3304262","3151367","267187",,"7"
"03a9a362-ac85-4981-b023-7b2f5466b1d5","IL","103","5","3","3","650","409400","1180",,,"33","20","11",,"6","68","1261","12599949",,,,"12"
"f2632190-8437-45f0-afda-a56cc6801772","MA","51",,"5","5","1372","367500","1043",,,"16","9","17",,"12","41","796","1670129","1559183","5227622",,"15"
"8770e677-8b87-432a-9b90-7aa46e04599c","US","436","485","10","10","2120","4024400","3092","309",,"8","6",,,"11","71","6126","5900034","29924709","4379903",,"15"
"aaf5e390-8d70-49f4-9b73-eccdcd0e1805","MX","35","45",,,,"77520","130",,,,,"11",,"5","13","588","3060020","54201","2042405",,"7"
"45c1757b-27e3-4940-91fb-18f90bf9518d","TR","66","6",,,"99","135800","336","4",,,,,,"7","67","994","1301052","4073995","3318533",,
"ef200ebd-c727-4d51-a8d3-1252415ca0ab","PL","102","1","20","20","950","260660","660",,,"7","5","1",,"4","45","1158","951828","5307688","1420922",,"11"
"7b5b0ab4-a50a-48fa-9db5-8b00e16ea550","US","70",,"10","10","800","247820","674",,,"28","14","2",,"9","80","1089","8732051",,,,"6"
"612760f1-aeb4-40cc-8e5b-9e908d0b5167","PT","111","11","25","25","1019","401600","641",,"1","2","2","2",,"2","50","1253","6312849","675576",,,
"b04b7b80-a578-438c-a4a8-e0077062d70d","VN","179",,"50","50","2572","675900","2333",,,"22","14","15",,"7","30","1826","8303890","3961979","4604000",,"16"
"67f5380c-5fa4-4df1-9a9c-0908f664d69c","KZ","146","11","39","39","2090","494200","1827","11","2","23","16","22",,"10","5","1471","11797588","2435376","1894425",,"14"
"a2197416-4c84-44b9-819e-b806920ebdd9","KR","123","3","3","3","1020","271900","643","3",,"11","9","4",,"8","7","947","5658280","138051","1616078",,"1"
"f23064a0-9539-4db1-963d-37de99750407","US","105","25","1","1","746","804200","1783","17",,"2","2","16",,"6","120","1719","1942265","4620958","5585677","2","12"
"49d1fc62-f7f2-475c-a7f3-a90b68316b81","CO","106","8","22","22","1267","394100","951",,,"26","17","9",,"6","41","1258","3029036","1113805","8471912",,"12"
"69e29f82-0120-45f7-b1be-58f55c3bf1b9","ES","236","86","56","56","1660","1867400","3300","8",,"38","25","3",,"11","160","3441","499836","22159917","4956848",,"20"
"b578e20d-8cb7-4475-8553-abdfcd17a89f","BD","409","427","40","40","3628","4099920","3942","287",,"6","6","13",,"12","70","6299","623640","28141897","11927204",,"15"
"cbae36ac-5c86-46d2-a511-762e27c701ca","IN","90","1",,,"240","135500","435",,,"3","2","10",,"8","5","710","2220033","1720640","1855435",,
"4e69d397-2827-4249-b3e2-a4dda9928fa2","HU","77","182","10","10","1620","1084160","1661",,,"8","6","31",,"22","98","2483","1100126","12737824","6120409",,"19"
"82448452-3766-43b8-b3b2-7221bff97384","BR","196",,"12","12","2543","922800","2836",,"1","16","13","6",,"9","63","1801","7914077","5114984","7077582",,"21"
"25b7b2ac-2568-4cf7-8c41-800683f459a2","PK","72","14","26","26","1320","279200","951",,,"11","8","7",,"6","55","1164","1968428","5592350",,,"14"
"8634ed77-d16c-4af7-bdc8-0141fb5c5b33","BR","64","7","8","8","400","135500","200","7",,,,"2",,"2","20","686","6235149",,,,"6"
"81bb9faf-c810-4df3-aa83-8ce09b62817a","US","170","7","23","23","1316","530200","1626","6",,"3","2","15",,"4","19","1492","18766524","3384146","18521",,"14"
"d7b223ff-81cd-42a7-9a67-8efa2f1ed62e","BR","111",,"3","3","797","246160","724",,,"6","4",,,"5","44","1161","5634186","3475833","4169",,"9"
"d4d08c3f-1a80-46c1-97f1-9805fe86927b","TR","145","47",,,"472","626200","1234",,,"29","21","5",,"6","10","1362","5379393","8579779","4076014",,"14"
"a82de72d-1643-4dd2-9049-ab146ba4d556","MX","60","79","6","6","400","233660","253","44",,,,"3",,"3","20","1054","9061292",,,,"7"
"29429237-fac6-48cc-b5b7-443f9569eda3","US","153",,,,"1060","262400","800",,,,,,,"4",,"950","1104671","5474099",,,"8"
"bd11591b-41d2-4aed-80bc-a33f935ea573","PL","106","7","3","3","800","206600","843","2",,"10","8","6",,"6","1","837","1130519","3163349","3971587",,"13"
"5c3d3958-9fbe-4870-a5d0-615b1c794315","MY","119","208","43","43","2070","1475100","2102","41","1","43","18","17",,"16","106","3212","9445324","18822253",,,"14"
"cfcad841-d991-455c-84bb-4e26ff722ed5","VN","145","3","27","27","552","367700","691","2",,"11","8","7",,"2","14","1288","10003987",,,,"5"
"aeb696c9-1602-45bb-97c3-2632edc93d32","MM","75","6","8","8","0","264800","710",,,"40","25","6",,"4","21","894","3193840","10336299","1474681",,"10"
"586cc779-9afd-4876-b0ce-4f87a1da9544","MY","83","149","46","46","3300","2572400","2995","35",,"2","2","8",,"4","64","2153","4297653","8996682",,,"21"
"550d16cc-2775-40b2-a561-cff6a511d7bb","AZ","11",,,,,"3720",,,,,,,,"3",,"96","564908",,"14812",,
"f8abddf9-4ea4-42d3-8cc1-b1a2c8710109","CO","36","15","13","13","250","116860","262","4",,,,"10",,"1","23","591","959535","3099563",,,"7"
"8cb0a09a-2966-4ef0-a974-923bc2762972","VN","49","3","15","15","100","87800","138","3",,,,"2",,"5","8","500","2582483",,,,"6"
"ddaa9d26-11b0-4543-816e-c422b25aacb7","MX","170","1","14","14","1980","552100","1607",,,"39","15","17",,"7","11","1518","640934","16799771","3189109",,"8"
"86b5166e-3937-4ec6-b618-f092aa0dc0c9","TR","72","5",,,"120","106020","221",,,"9","7","12",,"5","2","568","761667","4664966",,,"4"
"830717c5-671b-4b1c-9b9f-deab9b9c4dd6","TW","60",,"1","1","100","68520","70",,,,,"51",,"1",,"630","5125739",,,,"4"
"af93d1aa-457f-41df-bd84-9ca27eb9c927","IN","182","16","44","44","2177","676400","1823","16",,"8","6",,,"14","80","2166","7894952","5980792",,,"13"
"07e1dbb3-ff60-4a67-8d0a-9f26e6994a95","BR","78",,,,"520","105720","390",,,"16","9","6",,"3","10","603","9558685",,,,"8"
"e6b1a1a6-8472-496f-b582-fc1f4180e171","VN","159","6","2","2","2595","575600","2287","1",,"3","3","7",,"15","105","1874","11937258",,"290815",,"13"
"c833571f-1978-49fd-a7f2-a4509b93b9fe","DE","57","4","20","20","400","179120","556","3","1",,,"4","1","2","12","726","2468378","4142830","16929",,"13"
"1fcf418f-e6c6-4690-987f-8a800e36261e","AR","80","34","20","20","810","457400","1137","34",,"5","4","8",,"9","96","1526","845120","3976642","3155988",,"19"
"b35275b3-ef74-4742-8611-ff5a9b8fdd5c","","76",,,,,"2160",,,"2","6","5","1",,"5","6","1043","744765","4250593",,,
"fa3e0e2e-1bf5-4598-9b05-a07b3540e16a","TR","62","84",,,"0","83320","231","11",,,,"17",,"7","14","980","397417","4298723","1421335",,
"d301b568-a419-42f3-b0d8-d528e4148f91","BD","120","5","20","20","394","289200","776","1",,"3","2","11",,"4","29","1098","1280106","4753466",,,
"7dd4d90b-24e0-4ad8-9859-bfdd04afd2f2","TH","85","12","3","3","1050","247820","973","1",,"2","2","7",,"7","18","814","803589","1283750","2649546",,"17"
"68e0184e-2e56-4d87-8ada-46b3844fbb46","PL","81",,"5","5","165","83920","203",,,"5","5","10",,"8","11","652","678711","5822630","19138",,
"fabe8750-bf42-41c7-9667-4e6be8c2e6f8","VN","63","27","5","5","98","180520","234",,,,,,,"6","29","799","2264599","3001274","426055",,"6"
"3dedef6a-4c50-42ec-b5af-46015fb48500","TR","111","5","17","17","500","264000","607","5",,"12","7","10",,"3","45","1229","427149","13993847",,,
"ed62b42e-5de1-4ec2-8456-7f35ec613564","VN","52",,"2","2","500","64720","237",,,,,"7",,"4","11","489","2220246","23425","684467",,"7"
"5a53644f-85a5-4905-8fcc-dc00fec3bcfd","ID","146","8",,,"1340","345500","1023","1",,"11","7","18",,"7","31","1264","10196227","85445",,,"6"
"cb37650f-db06-48fe-afa8-883df619e310","RU","83","18","5","5","0","149100","429","12",,"13","8","9",,"8","19","898","4938913","7467871",,,"6"
"6119bbb1-fb39-4730-a29f-b915443dd41c","RU","88","11","38","38","1560","423820","1527","1",,"20","12","7",,"14","75","1589","2210774","7307112","4124864",,"19"
"ebaf117b-550c-4898-956c-1b25056c2f46","UA","200","204",,,"1050","1571000","1085","111",,"60","38",,,"8","28","2913","6752751","11307429","9874413","1","2"
"e477d747-f1c6-46d0-ada3-34dd4ca00861","KR","176","14","17","17","1000","645800","1673","11",,"4","2","58",,"9","40","1853","6045904","5244916",,,"13"
"2f5da85e-4e2d-40a6-8094-7705ccbd7de0","KR","148","5","4","4","87","532400","1573","4",,"1","1","2",,"4","120","1818","7245371","37491",,,"11"
"6f59a59c-a45a-4b09-9ffb-331c2ebd0ffa","KR","222","6","18","18","3415","789700","3033","6","1","2","2","15",,"9","17","2190","12133685","3523507","852462",,"14"
"9ab73263-3968-42dc-aad6-1e7d02e4407b","VN","573","35","46","46","4860","3893900","6924","5",,"128","76","22",,"15","150","5647","31043873","7455767","1535367",,"21"
"c8ca7f89-8744-4855-adcf-fbf172cf1939","VN","95","3","7","7","1067","278400","825","2",,"15","13","7",,"5","13","831","2013672","4788598","1976038",,"10"
"49978807-cd2f-4b05-a79b-d3834b729fec","VN","71",,"19","19","250","137100","385",,,,,"1",,"3","40","832","362520","3585744",,,"4"
"a0e8714e-9d60-4b17-a190-f47346ad257c","CH","255","179","17","17","3163","1953800","2806","7",,"7","7","18",,"7","53","3463","3001190","10338365","4020706",,"17"
"8077246b-9ad7-4fce-a5c8-a2e7b3756d7c","LT","195",,"53","53","4280","1530300","3947",,,"6","6","19",,"4","179","2860","4564268","8340130","4433326",,"19"
"5c06b2b3-4306-4449-a23b-ecadadd3ca84","DZ","372","19","40","40","3194","2092700","4898","18","1","24","15","19",,"8","200","4098","1716884","14771462","15895281",,"21"
"25b0965a-26cf-47e7-8d19-11dadbcf5525","MM","144",,,,"1200","487400","1246",,,"9","8",,,"1","66","1350","7162220","1746145",,,"9"
"6befdc81-3a95-4036-8ba2-9fa459a71902","IN","155","19",,,"990","485400","1038","18","1","16","8","35",,"2","40","1480","8377975","5614513",,,
"28762520-12f1-4e01-81bc-35044cd8d251","ID","148",,"28","28","1040","613400","1958",,,"21","15","23",,"14","58","1649","8522226","4530676","860916",,"13"
"58cbc751-0e1e-4d1f-917a-fac513da639e","EG","147","11","7","7","2130","502700","1797","1",,"8","3","8",,"5","32","1400","2390104","5338386","1506074",,"12"
"819ff569-0c25-4615-8340-05f5b572578f","KG","40","2",,,,"28500","56",,,,,,,"3","12","361","1867762",,,,
"90f0a4b2-222a-4723-a26f-dcbeaa9ebbbc","AE","113","10",,,"206","281700","868","9",,"14","8","9",,"17","40","1175","4207668","7171247","1004989",,
"a8bd6fbb-e9b8-427a-9f76-ca69759c8a8c","SA","205","7","6","6","2250","804400","2310","5",,"53","31","15",,"6","30","1704","3410525","11670735","116386",,"12"
"09eec58c-35a8-4c5b-a48c-efceb0b37199","LK","72","1","14","14","700","222320","488","1",,"19","17","4",,"3","40","878","7995634",,,,"7"
"51d6edf2-4f3f-4131-a19c-a29f3b668500","DZ","97","172",,,"550","738400","1222","152",,"79","48","3",,"8","78","2438","14876990","13352136",,,"18"
"1cdf66b7-176f-4afc-aab2-549f26b36cbf","BR","370",,"59","59","5211","1804800","4811",,"3","20","16","31",,"21","67","3454","1948","13314738","4849553",,"18"
"574ae415-e079-4c06-99bd-6efc9973e1c8","DE","115","34","33","33","2767","854900","2676","29",,"8","4","42",,"12","143","2278","371577","9929107","5902934",,"20"
"185e367c-fc5a-4f3a-9136-91aeafa1404b","GR","222","25","41","41","3640","1357400","3472","7",,"35","24","3",,"14","107","2745","6983467","4086496","11809520",,"13"
"6ae90099-9b78-492b-a5d7-9b2dff21b8f7","VN","126",,"4","4","1108","255460","1014",,,"14","8","6",,"9","26","1115","6138334","2461760","124267",,"6"
"d03604d1-e916-4f74-82e9-b6dcecd9d25b","VN","130","14",,,,,,"11",,"16","9",,,"6","42","1407","4938179","7934661",,,
"24ee54b1-da18-41e5-a9ae-c08fe3e33eb6","VN","132","5","43","43","500","393800","1384",,,"13","6","1",,"7","63","1614","3630302","6308182",,,"12"
"5755d56c-1aac-49d7-ad12-816fdae8b1dd","VN","88","8","5","5","840","171260","442",,,"7","4","17",,"4","6","805","5587596",,,,"7"
"9c08a068-97ed-4a62-9d47-cef332e0ccf3","US","94","111","5","5","1150","558820","984","3",,"15","11","39",,"8","28","1650","7526083","1513103","2811429",,"14"
"dd41ca12-4af0-4493-818d-8ec859b46d66","US","35","1","12","12",,"55200","168","1",,,,,,"4","40","641","2335971","3264420",,,
"03b29ca6-31ea-4ce8-9965-93d3dbe6c47f","US","71","10","1","1","670","142020","440","1",,"5","3","4",,"8","49","877","1975379","1101976","1839229",,
"897450b6-e1e4-4d82-87e2-f02450c65843","US","41","2",,,"570","66120","176",,,,,"16",,"3","15","500","2496727","167174",,,"6"
"44f82d2a-92fb-495a-9d88-fa9eb83f497b","MX","93",,,,,"264900","568",,,"17","15","1",,"3","40","838","7031004",,"790530",,
"8992430e-6150-48bd-86cc-73748443997f","MX","471","12","58","58","4893","1740000","4533",,"3","14","11","48",,"22","23","3906","14167563",,"11316737",,"24"
"af2d4e32-96ec-498f-8362-028c8737e2f3","US","156","1","29","29","600","638300","2162","1",,"25","10","14",,"13","82","1846","5134738","4259447","4714953","4","17"
"8a32bd42-e157-4ea6-820f-3fe3c43cb850","IT","342","19","39","39","4885","1939600","4528","17","2","22","15","68",,"15","133","3778","2799419","17857630","3071484",,"17"
"ff249b56-45db-4a34-a94f-7980ead5c3ba","VN","132",,"4","4","1186","332000","1182",,,"3","2","34",,"9","40","1165","812373","2630550","3667427",,"10"
"aece5f18-7613-44b4-b90f-c8d898baf069","HU","199","121","21","21","1580","1271400","1978","26","1","16","10","7",,"14","40","2547","3473917","13200314","6078561",,"13"
"f679a815-c6cf-4be5-ae78-a94de3da751f","BR","462","152","17","17","1530","2498900","3175","91",,"44","32",,,"8","80","4355","7640828","27867495","53099",,"10"
"fb194bf8-a665-451c-92e8-823ae51a705c","AR","91","3","2","2","853","256220","907",,,"3","2","8",,"5","70","1088","4788413","2137525",,,"11"
"4b977cd8-aeda-4169-aba9-4c23dc4cbefa","US","192","10","33","33","1584","621000","2053","7",,"15","10","13",,"25","50","2077","13547709","1952405",,,"14"
"0aa7f0b8-42ce-49e0-8c47-87722b90bc3b","MX","154","6",,,"1338","486000","1181","1",,"18","14",,,"15","50","1441","7077515","6898047",,,"12"
"b6309012-0ffc-4b3b-98db-1f54f5a578c2","MX","210","14","27","27","3169","1018700","2954","2","2","13","9","34",,"7","127","2330","1818974","6017025","12861066",,"13"
"6574464b-ff21-4544-831b-ab17219a9159","IN","202","2","13","13","2448","863000","2509","1",,"2","2","36",,"11","124","2273","4764276","6563113","971340",,"13"
"4e984873-8278-4c85-a3c3-29b70cb70558","VN","163",,"3","3","704","454400","902",,,,,,,"6","52","1475","1245019","5380131","3684723",,
"d61c0703-7446-4f3a-9d37-59a7e9ce43e8","LT","89","3",,,,"220020","556",,,"36","16","1",,"6","12","815","11790984","1812016","193238",,"11"
"b17bd6ab-e808-4053-8f5b-d2232e4d79d5","ID","91","8","3","3","180","115160","346","3",,"3","2","5",,"10","1","689","1255177","1551393","3931941",,"1"
"a29a99f3-e30b-43cb-9008-5b46fe6dc3d4","BY","172","25","48","48","3244","1105400","2916","24","1","10","6","21",,"12","120","2619","7051445","9953058","3786336",,"21"
"1d4bb0e7-f6e9-4129-b001-0c622e0250c8","TR","110","1",,,"633","171820","645",,,"5","3","11",,"9","19","927","1587384","338883","4063286",,
"97750bdd-4053-4c11-8a29-1edc8fd29acd","TR","247","41","12","12","3160","1959400","3082","22","1","26","19",,,"12","200","3200","1800801","16642884","5829394",,"18"
"71c47e65-7e87-44f5-bd35-91a8925c90bb","RU","320","1","4","4","2550","1230400","2523",,"1","3","2",,,"6","115","3139","11214935","10201800","3328721",,"13"
"651a9b33-e783-4779-8cbb-fc4bc5911243","PL","122","12","28","28","1350","222800","1057","5",,"43","19","2",,"5","15","1361","6455922",,"10685504",,"13"
"595d420b-7648-45f9-a6ae-27183436a0e5","RS","170","10","29","29","0","580300","1858",,,"26","22","10",,"7","91","2035","10331173","11897","3696242",,"14"
"511f1452-3600-4b52-bcc8-f818a009a040","RU","71",,,,"219","119260","285",,,"5","2",,,"9","38","703","2466977","1006719","872399",,
"2ef4e09b-3bdf-43d9-aa8f-2b62c55c5b22","BR","167","3","47","47","3450","1236100","4415",,,"58","42","17",,"7","210","3048","15003793","7459654","2530883",,"22"
"9f06a158-01b5-445a-a137-1767c3b6b3f8","FR","107","1","40","40","532","337400","1523","1",,"7","6","5",,"6","50","1401","6322962","1609330","190524",,"13"
"03fd62d0-e635-4efb-adf7-30fabd2dd4d5","BR","80","2",,,"129","221020","608",,,"13","10",,,"7","53","879","659392","7071610","6373938",,
"b6631423-c9a7-430b-b45d-ee3240faf695","CA","166","18","23","23","1537","570500","1383","2",,"5","4","11",,"6","29","1576","1156352","14521","8213512",,"13"
"6472c847-e3b1-4c85-907c-825ee31ec1d6","PL","142","7","20","20","300","412400","907",,,"7","6","2",,"5","40","1316","7251342","250183",,,"7"
"c4e52943-cc83-4a31-b049-71a1af63da8b","MX","100",,"67","67","1940","503100","1629",,"1","18","9","16",,"5","92","1757","4392500","6875408","4610436",,"17"
"6e74d3c9-0656-4425-b303-e8d9f2593dcd","TR","113","13","3","3","250","247820","559",,,"6","3","5",,"3","40","1089","3938495",,"2670767",,
"2833c1bc-2f87-44a4-aae8-bce02d05ebb4","TR","94","5","58","58","828","448700","1426","5",,"13","6",,,"4","63","1495","8035237","1647262","1743768",,"16"
"9b86c0cb-d87d-480a-916c-95919a54fe1b","BR","150","21","3","3","917","436600","1433","19",,"16","10","20",,"17","45","1435","5906768","3567306",,,"12"
"1d2fbd3a-b0e4-4e00-81f2-cfb2a31dc02a","GR","108","24",,,"0","233660","619","2",,"23","19","1",,"6","40","1092","3970608","4026571","3986148",,"1"
"3b9102f8-7395-49b6-957e-301f31017ed8","VN","120",,,,"265","215600","650",,,"16","12","29",,"9",,"859","8498310","363510",,,"4"
"fbf0ba9b-2b47-4c8d-bfb0-0d1010c7377a","VN","157",,,,,"14160","60",,"2",,,,,"13","16","1750","8727326",,,,
"d5422329-ab49-41db-bd00-cf912bed5b59","VN","62",,"5","5","75","73460","233",,,,,"12",,"4","7","577","4530071","23493","515234",,"5"
"731353cb-ed1e-4a74-b143-e81b9693d8dc","GB","140","7","7","7","1317","451800","1369","7",,"4","3","14",,"5","60","1347","4948868","725515",,,"7"
"e497be51-5a3e-4d2e-8e11-cee4fe7f55ea","RU","464","6","40","40","4500","1767620","4414","4",,"17","12","32",,"6","120","4164","17441246","16776567",,,"14"
"74e64248-204e-42e2-a968-4653097628b6","RU","186","13","5","5","1074","665200","1656","13","1","7","5","12",,"6","36","1559","8547157","2137837",,,"5"
"e4417258-e69f-4d45-8432-015bc7d869f7","RS","187","12","22","22","1982","664400","1589","12",,"12","8","20",,"8","40","1771","12796931","1009208",,,"7"
"f6e405ce-9269-4a95-b19d-0e00378999be","RS","80","9","6","6","850","148960","643",,,"3","3","7",,"5","20","787","4193823","514586",,,"14"
"130c35db-a19a-4b56-8ee7-7b47800a7438","RU","90","14","5","5","1360","338700","1000","3",,"8","6","11",,"5","46","1104","2977594",,"4456829",,"19"
"dced7a52-6eee-42ca-84ef-83ad3cdfa725","MX","170","171","20","20","1100","1615900","2174","72",,"8","6","13",,"6","120","2916","5654322","10714190","302554",,"12"
"de82fdf3-0b13-4449-b74c-db69e93bac98","ES","159","27",,,,"517400","1383","26",,"1","1",,,"3","85","1655","4384169","4337469","1253322",,"11"
"48e952c7-cfa8-4423-a1e4-94c8bab73459","IT","105",,"12","12","1961","445300","1628",,,"10","7","31",,"9","40","1116","1228436","4033420","338960",,"13"
"17d8d163-3d99-4b8d-9c53-f76ae3ca4f48","KR","90","41","16","16","750","454400","1249","35",,"46","31","14",,"8","50","1496","5167279","4720860","9631866",,"18"
"86fe3bf6-f486-4b51-9bf5-dc6959e1077a","BY","130","110","18","18","1376","704500","2241","11",,"12","11","10",,"4","183","2601","4548948","6560021","6604353",,"15"
"a2051bfd-04a8-4d4d-958f-bfc5d119efc1","BR","91",,"11","11","1750","369060","1402",,,"9","8","10",,"18","58","1172","4256560","8857528","196057",,"14"
"5890e8e4-e1d1-408c-8624-8c42e18ca40d","AZ","96","3",,,"250","125120","674",,,"25","14","8",,"3","12","805","11195484",,,,"9"
"29db68b1-8c91-4b2d-98f7-26922f8b3a4d","MM","152","158",,,"560","845400","710","91",,,,,,"2","1","2001","14812074",,,,"4"
"fa292afc-bf3f-4fc1-a49c-a34b2daeb4e7","PH","152",,,,"817","388900","818",,,,,,,"10","8","1387","1285766","12071209",,,"9"
"22d304c6-b1a3-4917-a6aa-f6d22fe53138","KR","74","10",,,"750","125620","385","7",,"6","3","13",,"3","8","685","4533226","1085038",,,"9"
"1d615029-efd3-46ec-a7f2-873c96031c30","HK","56",,"6","6","600","83920","325",,,,,"5",,"4","10","544","1860539","1261496","594299",,"11"
"9a6625b0-395b-4cfc-ab48-2722399bd8e8","DZ","35","78",,,"0","169160","258","17","1",,,"4",,"2","40","950","6038567",,,,"6"
"4ddbc927-ad40-4bf9-9847-224ffa22408c","MG","119","1","16","16","455","259180","656",,,"41","15","5",,"20","28","1265","12108066","2925036","2561336",,"5"
"9dcf5c12-740a-4a57-89b0-164416216d45","QA","82","65","1","1","0","196160","237","1",,"5","3","9",,"1",,"902","6987712",,,,"5"
"6e6fff79-3c84-4c0f-9944-44fabe97d091","US","163","5",,,"1845","577400","2127",,,"17","10","15",,"14","43","1569","1733562","4478250","7227314",,"14"
"e074511f-47ea-44c2-a479-2a15b681b2cb","PK","157","6","29","29","2043","553600","1737",,,"9","6","11",,"8","41","1649","10399834","621018",,,"8"
"906cfc5a-0162-41cc-8af5-390a8707b7b4","US","80","7","2","2","720","157520","394","7",,"6","3","3",,"5","5","663","2290688","2157847",,,"7"
"07ef8788-3a9c-4ebe-86ee-9ec1861cb14d","CA","152","8","20","20","1710","592400","1430","3",,"30","21","12",,"6","40","1526","3536168","4506858","10032520",,"12"
"f7d7da87-eea7-4d79-97b6-413aa4e152cc","BR","124","12","18","18","877","314300","694",,,"11","6",,,"10","31","1359","6212645","4298811",,,"9"
"508b61a6-1df6-42a0-9885-0a3bbc130e25","BD","204","324","20","20","2060","2302500","2173","229",,"52","33","12",,"11","119","4543","1829622","34355717",,,"13"
"5109e80c-7bc5-4038-96f9-5dd007cac5a9","UA","42","34","4","4",,"96500","283",,,,,"4",,"5","40","752","2209801","18015570",,,"6"
"ae393a70-a011-4387-b5db-3e6b699ff3b6","TR","75","20",,,"0","106020","230",,,"4","4","16",,"6","1","605","1723675","3001196",,,"2"
"5882bcfb-4d4d-4000-a3fa-10b4d321f246","RU","51",,"5","5","560","71660","504",,,,,"3",,"6","16","515","1324865","1453065",,,"7"
"2a403926-92c0-4120-8ae3-9135b3cbd0bf","BR","144","72","1","1","239","442400","879","13",,"2","2","27",,"5","40","1563","8750412",,,,"5"
"26f539c1-3783-4231-9c0a-bc2ff607150f","PE","91","15","24","24","260","457400","1009","4",,"21","21","10",,"3","40","1242","3145758","3514337","3965170",,"17"
"36260107-0041-4164-a4b2-709b6e95342d","MX","72","11",,,,"50600","189",,,"25","17","12",,"2",,"565","11837992",,,,
"f71ae00e-3205-4dac-9e92-6006d63188c9","NL","16","19",,,"250","26400","40","6",,,,"2",,"2",,"277","1766982","2496155",,,"3"
"ae34a367-a325-488a-944f-588d9ed86b43","RU","55","1",,,,,,"1",,"12","8",,,"8","7","555","1","1576059","4591017",,
"274a8bdd-412f-4a93-8cfa-53b36bab68de","VN","407","58","42","42","3757","1482300","4295","22","4","16","11","18",,"8","62","3691","19124317","6595551","2048877",,"19"
"50fb55ec-4f13-420f-9bb6-7ce5ef21e0d1","RS","110","4","8","8","1480","375900","1179","1",,"3","2","12",,"6","13","974","2171656","2040718","1800253",,"14"
"39c7a6f0-a3fe-4d01-8e7d-e1fba6492512","RO","130","21","2","2","1250","314100","865","6",,"5","4","10",,"1","44","1231","5838907",,,,"7"
"44d479da-80a2-414a-8910-850267aefc7d","VE","71","1","7","7","0","157620","498","1",,"24","11","6",,"3","40","899","6781198","9563",,,"6"
"de2efc6a-47e2-438a-a567-b10e23cd34df","FR","50","33",,,"240","125620","380","33",,,,"2",,"2","21","703","16133565",,,,"12"
"e5746103-b6b5-42c7-9522-06c46619451e","FR","99","12","5","5","850","254120","802","12",,"3","3","8",,"3","24","950","5850352","848195",,,"13"
"5c4b9a90-40f5-4013-b3a4-58529b304f22","ID","103","4","13","13","1310","296900","975",,,"3","2","4",,"3","44","1087","3531500","2871416",,,"10"
"802ca8e9-f63e-4f75-bea9-926d3911cb0e","IN","86","30","1","1","1350","523400","1243","3",,"34","20","7",,"10","73","1343","9302002","4626721","3447296",,"14"
