level_cnt1,ads_cnt1,pvp_cnt1,pvp_won_cnt1,gem_spend1,coin_spend1,gem_earn1,ads_reward_cnt1,org_hero_cnt1,level_e_try_cnt1,level_e_cnt1,idle_cnt1,purchase_times1,login_cnt1,level_h_cnt1,log_num1,d1_duration,d2_duration,d3_duration,willpay,daily_task_cnt1,level_cnt2,ads_cnt2,pvp_cnt2,pvp_won_cnt2,gem_spend2,coin_spend2,gem_earn2,ads_reward_cnt2,org_hero_cnt2,level_e_try_cnt2,level_e_cnt2,idle_cnt2,purchase_times2,login_cnt2,level_h_cnt2,log_num2,daily_task_cnt2,level_cnt3,ads_cnt3,pvp_cnt3,pvp_won_cnt3,gem_spend3,coin_spend3,gem_earn3,ads_reward_cnt3,org_hero_cnt3,level_e_try_cnt3,level_e_cnt3,idle_cnt3,purchase_times3,login_cnt3,level_h_cnt3,log_num3,daily_task_cnt3,0
160,30,17,17,1246,520300,995,6,0,5,2,20,0,3,40,1577,15183024,1136554,9970236,0,7,11,0,0,0,0,60000,252,0,0,0,0,1,0,2,0,100,0,119,0,0,0,1080,450000,1116,0,0,0,0,14,0,2,0,783,0,0
50,0,0,0,0,33320,122,0,0,0,0,6,0,1,6,375,1990601,1473177,2768693,0,5,31,0,0,0,0,112980,408,0,0,0,0,2,0,3,10,286,6,19,0,0,0,0,47400,459,0,0,11,9,1,0,2,10,218,4,0
107,73,12,12,0,330900,674,5,0,3,3,5,0,3,25,1462,11133593,12933962,8613315,0,7,89,47,20,20,1918,482100,1306,18,0,1,1,9,0,4,4,1005,6,84,5,0,0,39,193800,1139,2,0,0,0,4,0,2,30,685,5,0
125,112,0,0,931,548200,759,1,0,3,2,5,0,4,40,1671,13943870,8410642,15743645,0,0,25,59,0,0,360,675000,668,7,0,0,0,2,0,5,30,680,0,111,86,39,39,2458,1408100,2026,15,0,0,0,7,0,5,0,1716,13,0
95,23,2,2,820,227300,461,23,0,5,3,2,0,11,9,913,10793641,1925861,7621801,0,6,16,0,0,0,420,61920,475,0,0,0,0,3,0,3,0,129,2,61,20,27,27,1620,591180,1593,20,0,5,2,4,0,5,20,976,12,0
66,50,0,0,0,181220,258,50,0,0,0,4,0,4,15,865,5520974,3238192,1265306,0,0,21,21,1,1,0,126180,140,21,0,9,6,0,0,4,0,314,0,8,4,0,0,0,60000,30,3,0,4,2,0,0,2,4,141,0,0
310,31,16,16,2660,1506600,2433,0,0,10,8,23,0,9,40,2713,17228693,6440617,438980,0,9,159,8,0,0,1560,909000,1557,1,1,0,0,4,0,3,11,1198,5,7,3,0,0,0,15000,336,0,0,0,0,1,0,1,0,68,0,0
60,33,0,0,700,219920,452,1,0,0,0,2,0,2,40,833,5139414,15587290,3304741,0,7,133,36,37,37,1913,819980,1830,3,0,14,12,14,0,6,28,1565,7,37,13,6,6,1139,261000,1080,4,0,1,0,9,0,6,0,403,6,0
55,1,2,2,69,28300,108,0,0,0,0,2,0,1,5,422,3821279,13939842,4013629,0,6,45,2,6,6,0,82600,511,0,0,41,19,3,0,4,5,488,7,20,0,0,0,0,61020,256,0,0,8,5,1,0,3,0,159,0,0
136,54,5,5,1090,529400,703,49,0,2,2,14,0,4,8,1364,7617126,18690138,16403852,0,7,101,24,28,28,2740,1170000,2875,19,1,25,17,23,0,15,147,2077,7,113,62,28,28,1215,1430500,2116,24,1,10,2,18,0,12,80,1992,7,0
103,45,0,0,850,397400,810,0,0,5,3,6,0,3,6,1020,7752733,6127608,4338607,0,11,18,3,0,0,400,90000,399,1,0,16,9,2,0,2,0,181,1,35,0,0,0,510,195000,445,0,0,9,3,4,0,1,0,265,4,0
110,1,20,20,0,0,0,1,0,18,10,0,0,15,20,1131,10202157,2214183,1911951,0,0,10,0,12,12,0,0,0,0,0,0,0,0,0,10,10,338,0,14,0,12,12,0,0,0,0,0,0,0,0,0,4,9,338,0,0
182,62,20,20,1547,913700,1184,57,0,18,12,40,0,6,40,2197,23082135,26007362,2862751,0,7,168,169,7,7,1779,1822100,1927,165,0,2,1,33,0,6,6,2518,5,10,10,5,5,780,0,642,9,2,1,1,5,0,2,16,340,6,0
79,0,0,0,600,119260,297,0,0,7,5,3,0,7,8,609,5277635,5016538,1423690,0,5,1,0,0,0,0,42360,0,0,0,11,6,0,0,5,0,65,0,0,0,0,0,0,0,104,0,0,7,2,1,0,3,0,26,0,0
34,3,0,0,0,33320,122,0,0,0,0,5,0,5,7,317,1765834,2097992,6482594,0,5,29,9,2,2,400,66680,225,0,0,0,0,5,0,3,11,354,6,9,2,8,8,0,93000,431,0,0,34,16,2,0,3,7,303,6,0
137,12,7,7,250,331000,820,2,0,8,6,4,0,5,21,1155,7513769,607511,0,0,12,9,1,0,0,332,30000,263,0,0,0,0,1,0,1,0,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,17820,140,1,0,0,0,0,0,1,0,122,597452,7434964,3920769,0,6,93,6,0,0,0,97340,942,0,0,8,6,19,0,0,70,974,6,39,8,0,0,700,132660,778,1,0,10,7,3,0,1,10,372,6,0
43,16,0,0,0,50600,76,0,0,0,0,0,0,2,21,477,2991407,5453719,3938369,0,0,40,28,0,0,0,183060,324,0,0,16,7,0,0,3,20,586,6,11,2,0,0,0,73740,120,0,0,19,9,0,0,6,0,145,0,0
70,31,23,23,430,220420,571,0,0,7,5,5,0,2,40,1055,6464775,11807532,5522275,0,10,45,8,32,32,795,327480,961,0,0,33,14,8,0,6,0,646,5,80,8,27,27,296,307100,982,1,0,4,3,4,0,4,0,714,4,0
167,15,0,0,0,472400,908,0,0,9,6,0,0,5,40,1507,10729529,3672026,646431,0,0,11,43,0,0,300,300000,85,0,0,0,0,0,0,4,16,507,0,6,5,0,0,0,0,0,0,0,0,0,0,0,2,1,83,0,0
41,1,20,20,600,138200,299,0,0,0,0,28,0,1,40,886,5225576,7067955,7498410,0,7,65,33,0,0,810,352200,879,0,0,12,7,27,0,3,12,842,5,33,8,7,7,1580,465000,1474,0,0,12,4,18,0,6,82,973,7,0
75,0,3,3,620,88920,276,0,2,0,0,5,0,3,5,609,4688131,10345778,2314914,0,5,62,0,18,18,832,372780,870,0,1,20,14,10,0,5,20,781,7,9,0,2,2,300,60000,350,0,0,3,1,3,0,1,0,131,2,0
240,134,6,6,0,1507400,1659,63,0,19,16,11,0,4,30,2550,15525247,2831662,2146362,0,7,35,24,12,12,2250,450000,898,21,0,3,2,3,0,4,12,559,6,30,21,0,0,0,240000,642,1,0,2,1,3,0,2,0,320,1,0
336,18,29,29,1260,1355300,3288,3,0,14,10,12,0,6,110,3015,20595725,7074288,5567631,1,13,85,6,22,22,419,687000,2043,2,1,1,0,9,0,3,80,1265,7,25,9,23,23,2637,481700,1615,0,1,0,0,6,0,2,80,917,7,0
51,0,1,1,400,64220,166,0,0,0,0,5,0,3,6,367,2451989,20670831,2418487,0,8,77,0,10,10,0,348180,860,0,0,62,22,0,0,8,0,693,5,12,0,0,0,400,60000,25,0,0,5,0,0,0,2,0,115,1,0
91,4,11,11,750,173460,647,1,0,14,10,10,0,2,40,979,8226189,0,544847,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,124,0,0,1,0,1,0,1,0,70,2,0
5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,55,651224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,285,242620,635,0,0,0,0,4,0,1,6,921,5936155,2653473,2480672,0,0,13,0,0,0,0,357480,790,0,0,2,2,2,0,1,80,617,4,53,0,0,0,60,195000,667,0,0,0,0,2,0,1,0,362,4,0
31,4,3,3,400,38660,120,0,0,0,0,2,0,2,0,303,1648684,1781308,0,0,6,10,2,0,0,120,27000,32,0,0,0,0,1,0,1,6,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,79520,168,0,0,0,0,6,0,2,40,625,3252209,10625672,5536972,0,0,86,0,0,0,0,257880,846,0,0,29,18,7,0,3,0,608,0,61,3,0,0,700,270000,727,0,0,8,6,9,0,2,10,503,0,0
71,1,11,11,319,155700,388,0,0,3,3,8,0,2,40,811,5070448,12940709,8724573,0,5,95,2,6,6,2330,687300,1900,0,1,6,4,28,0,4,80,1340,8,75,0,4,4,1426,705400,1518,0,1,4,2,32,0,3,81,1153,5,0
55,17,3,3,750,196260,596,5,0,0,0,2,0,4,80,1016,5365636,3989470,20202113,0,12,47,6,5,5,400,199500,492,3,0,11,6,2,0,2,0,398,6,44,3,4,4,500,226740,813,0,0,0,0,3,0,3,0,343,5,0
146,15,7,7,0,412400,877,15,1,17,12,9,0,6,20,1212,9417174,4043390,637661,0,7,11,10,0,0,0,120000,471,10,0,7,5,5,0,7,0,229,4,3,0,0,0,0,45000,145,0,0,2,1,1,0,1,0,51,1,0
75,12,0,0,0,179420,401,2,0,2,2,8,0,2,40,813,4083040,32611313,16367793,0,6,177,84,0,0,2250,1468080,2291,68,1,65,26,21,0,5,80,2299,6,86,30,0,0,0,971120,1957,27,0,25,15,10,0,10,80,1350,6,0
17,2,0,0,0,14160,30,0,0,0,0,2,0,2,0,141,650625,23445434,8256446,0,2,213,100,8,8,1000,1054440,1763,39,0,34,20,6,0,6,25,2188,13,70,21,10,10,2430,717000,1392,5,0,7,2,6,0,7,41,961,7,0
40,0,0,0,0,33320,90,0,0,0,0,6,0,1,0,264,1477839,4905409,5344438,0,4,110,10,19,19,1620,469080,1270,1,0,0,0,4,0,2,21,976,10,89,11,13,13,16,576500,1620,0,0,6,5,7,0,4,10,855,6,0
62,0,0,0,0,79520,235,0,0,0,0,3,0,4,14,536,3999522,2658634,3387708,0,5,10,0,5,5,120,78000,469,0,0,5,4,6,0,4,4,202,7,6,0,1,1,60,11640,297,0,0,7,6,4,0,5,0,114,3,0
10,4,0,0,0,2160,0,0,0,0,0,1,0,1,0,91,679811,0,2293433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,1,1,0,26240,54,0,0,0,0,4,0,2,15,441,0,0
15,10,0,0,0,21900,40,0,0,0,0,1,0,1,0,183,904845,10980702,9315643,6,3,75,41,20,20,1600,720500,7956,0,2,50,23,8,2,4,24,1327,9,101,7,16,16,4500,703000,2428,2,0,37,10,8,0,6,20,1039,7,0
30,4,0,0,0,33820,142,3,0,0,0,3,0,4,9,311,2013664,10603821,11212687,0,6,42,3,4,4,400,91800,411,2,0,24,5,4,0,5,22,591,2,9,1,2,2,460,108480,242,1,0,33,14,2,0,4,0,195,5,0
101,0,0,0,0,322400,866,0,0,15,7,6,0,2,71,1068,9318800,4723062,3942103,0,4,27,1,0,0,970,225000,739,1,0,5,2,5,0,3,40,468,2,32,0,0,0,600,420000,1103,0,1,3,1,3,0,2,70,666,7,0
80,23,20,20,720,132220,448,21,0,7,3,18,0,6,40,1192,8001535,19094803,20948419,0,7,90,107,21,21,1439,614580,1525,107,0,33,13,21,0,10,10,1696,7,114,162,24,24,2040,1957900,1899,141,1,27,12,29,0,12,42,2581,7,0
104,77,1,1,1176,661800,995,11,0,12,8,17,0,1,70,1581,9923525,19235316,10446793,0,6,424,59,13,13,3964,2502900,3944,10,3,1,1,18,0,7,80,3492,7,219,16,18,18,3114,1439500,3104,1,0,3,2,12,0,5,80,2012,7,0
80,1,20,20,800,233660,458,0,0,26,21,0,0,1,40,1007,12213555,10198641,8860588,0,7,164,3,20,20,1132,750440,2877,2,3,7,7,8,3,0,80,1672,7,155,8,20,20,1584,1074400,2061,5,0,0,0,6,0,0,80,1634,7,0
102,33,25,25,950,472400,791,4,1,12,10,1,0,2,52,1393,9927878,3184088,6023632,3,14,26,17,11,11,560,315000,895,2,0,2,0,0,0,2,32,531,2,16,0,2,2,0,60000,140,0,0,20,10,0,0,3,0,175,2,0
80,0,0,0,0,113160,362,0,0,0,0,6,0,2,40,733,3469641,9359432,7171247,0,0,24,0,0,0,0,104760,272,0,0,59,27,4,0,4,0,252,0,26,0,0,0,0,164480,502,0,0,36,12,2,0,3,11,311,0,0
91,1,3,3,400,113160,402,0,0,1,1,0,0,4,8,688,3897312,2128067,1449705,0,7,23,0,5,5,400,132660,355,0,0,4,2,0,0,3,20,352,6,25,0,0,0,0,136580,265,0,0,1,1,0,0,6,0,192,3,0
46,0,0,0,0,64220,202,0,0,0,0,0,0,3,10,387,2023117,5151510,1183219,0,10,59,0,16,16,0,198180,691,0,0,12,9,1,0,2,15,612,8,19,0,0,0,0,87000,339,0,1,1,1,2,0,3,0,146,1,0
96,75,0,0,48,417500,658,2,0,9,6,17,0,5,40,1427,11267842,3110304,3903407,0,6,7,20,2,2,60,120000,528,2,0,4,2,18,0,7,10,305,6,20,24,20,20,320,150000,516,3,0,1,1,15,0,7,0,490,2,0
42,0,0,0,500,52400,174,0,0,0,0,3,0,1,13,358,1794636,1061348,4612270,0,5,28,0,0,0,120,44600,190,0,0,1,1,1,0,1,0,177,1,37,3,0,0,970,296600,913,0,0,6,4,3,0,2,47,561,6,0
395,12,25,25,2974,1538900,2870,0,0,23,13,17,0,8,40,3130,18120793,15410635,3483893,4,7,271,10,21,21,3328,1380500,3208,4,1,13,6,14,0,6,40,2313,6,49,3,20,20,1390,376000,1425,1,1,1,0,6,0,4,0,582,6,0
68,12,13,13,500,219920,381,0,0,0,0,4,0,2,18,763,11069912,26369574,25447476,2,7,111,81,23,23,2000,1063740,1897,22,0,10,7,7,0,1,30,1707,6,176,81,20,20,1250,1472740,1869,3,0,0,0,3,0,3,20,1931,7,0
42,0,0,0,0,44420,146,0,0,0,0,5,0,1,11,343,1774192,11341767,0,0,5,44,0,6,6,900,271980,563,0,0,34,23,3,0,2,5,483,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,7,4,4,0,50600,168,0,0,0,0,1,0,3,9,389,2238679,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,38,0,0,120,219920,540,33,0,5,4,10,0,4,31,956,6057567,1464217,958313,0,10,26,11,0,0,800,192480,205,2,0,0,0,5,0,1,0,233,0,25,11,0,0,0,15000,351,6,0,0,0,3,0,1,0,207,1,0
69,5,10,10,669,100600,376,1,0,4,2,0,0,5,25,794,5036945,2970607,0,0,8,7,1,14,14,0,104660,95,1,0,9,5,0,0,3,1,226,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,1,1,200,197200,492,1,0,19,14,5,0,4,22,740,8249252,12129153,6566115,0,9,107,6,2,2,1769,410600,1505,2,0,20,7,4,0,4,44,1058,4,53,2,5,5,774,386500,886,0,0,16,12,3,0,3,26,581,3,0
63,0,0,0,0,43060,0,0,0,0,0,8,0,3,0,507,3503452,972877,36308,0,0,24,0,0,0,0,45860,240,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,83000,216,0,0,0,0,3,0,1,0,4,0,0
9,2,0,0,0,8100,14,2,0,0,0,2,0,1,0,76,408412,0,1389115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,11720,25,6,0,0,0,2,0,1,0,113,2,0
24,0,0,0,0,10920,12,0,0,0,0,0,0,1,5,194,1189554,275628,48697,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0
97,0,41,41,1560,394500,1167,0,0,21,15,3,0,5,60,1364,10971520,4103105,4763850,0,12,79,1,1,1,1060,465000,1089,0,0,2,2,5,0,1,60,805,1,22,2,21,21,670,414000,990,1,0,4,4,2,0,2,93,855,5,0
43,3,2,2,0,44520,92,0,0,0,0,4,0,3,0,374,2096261,3670636,1208696,0,5,92,0,19,19,1110,264480,660,0,0,1,1,1,0,9,0,754,6,27,0,3,3,300,135000,265,0,1,0,0,0,0,6,0,259,3,0
3,0,0,0,0,1020,0,0,0,0,0,0,0,1,0,27,94399,4353059,4670777,0,0,73,0,0,0,0,218900,649,0,0,2,2,0,0,4,77,898,0,3,0,0,0,0,27900,0,0,0,14,5,0,0,4,0,73,0,0
69,99,1,1,500,235460,398,24,0,0,0,0,0,2,40,1294,6671438,13352605,11619454,0,6,40,83,0,0,0,553740,516,30,0,28,17,0,0,6,35,1024,5,112,118,0,0,900,1254600,920,33,0,7,6,0,0,8,0,1408,6,0
45,9,0,0,0,115160,325,0,0,0,0,1,0,2,0,379,2911220,6300447,2064009,0,4,54,17,0,0,752,303140,505,0,0,0,0,0,0,1,0,631,3,12,9,0,0,0,60000,135,0,0,0,0,0,0,1,0,200,3,0
59,10,2,2,560,97100,312,4,1,0,0,3,0,5,6,583,3348487,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,29,2,2,400,106920,238,1,0,3,2,2,0,2,1,630,5027675,5131200,485612,0,5,31,21,0,0,250,29880,399,3,0,6,4,2,0,3,15,403,5,2,0,0,0,0,0,96,0,0,2,1,1,0,3,0,33,0,0
50,0,0,0,0,64220,236,0,0,0,0,0,0,2,27,497,2919248,1741314,7575772,0,5,21,0,0,0,0,15300,349,0,0,3,2,0,0,1,20,257,4,99,0,0,0,1200,437880,800,0,0,7,5,0,0,2,10,779,5,0
51,0,0,0,0,28400,0,0,0,0,0,0,0,1,0,347,2424327,980281,997840,0,0,20,1,0,0,60,77220,240,0,0,0,0,0,0,1,0,135,0,21,0,0,0,120,51900,190,0,0,0,0,0,0,1,0,155,4,0
42,46,0,0,0,64220,112,11,0,0,0,1,0,1,6,630,4152816,17460301,935953,3,5,138,142,7,7,0,1113180,1435,88,1,10,9,7,1,9,4,2018,6,9,9,0,0,0,60000,448,4,0,0,0,2,0,3,0,145,2,0
80,4,0,0,0,204600,396,2,0,12,9,9,0,5,34,763,7766343,4840409,5285654,0,0,56,0,0,0,0,160800,780,0,0,7,1,5,0,5,30,536,0,26,0,0,0,0,167000,574,0,0,11,6,5,0,5,0,242,3,0
9,0,0,0,0,2160,0,0,0,0,0,0,0,1,0,59,271244,9835634,2382865,0,0,157,5,0,0,1122,485540,1174,5,1,8,5,7,0,12,44,1388,0,16,5,0,0,300,147000,328,4,0,1,1,7,0,5,21,315,0,0
20,0,0,0,0,5800,0,0,0,0,0,0,0,1,0,120,1,319979,234042,0,0,3,0,0,0,0,2400,4,0,0,0,0,2,0,0,1,34,0,1,0,0,0,0,2820,0,0,0,0,0,1,0,1,0,15,0,0
30,1,1,1,0,33320,136,0,0,0,0,3,0,2,8,285,1609313,3717839,8247842,0,6,85,1,5,5,0,229080,679,0,0,4,4,3,0,3,40,796,7,75,1,23,23,1450,630000,1701,0,0,12,9,4,0,4,80,1176,7,0
33,0,0,0,500,71660,268,0,0,0,0,1,0,1,40,487,1806296,16411067,6785625,0,5,298,1,0,0,3800,1398740,3713,0,4,26,15,14,3,3,80,2601,7,125,0,28,28,2752,950100,2801,0,4,1,0,9,2,0,80,1575,7,0
36,2,8,8,650,115160,298,0,0,0,0,0,0,3,40,565,3167475,2095599,11610957,0,7,46,9,1,1,60,101340,330,2,0,1,0,0,0,3,0,345,4,55,3,16,16,1086,387900,1115,0,1,54,37,0,0,3,0,608,3,0
10,0,0,0,0,2160,0,0,0,0,0,0,0,1,0,77,433632,2118998,964432,0,0,22,26,0,0,0,12000,59,3,0,0,0,5,0,3,4,340,2,18,3,0,0,0,23800,50,1,1,0,0,3,0,2,6,176,0,0
9,1,0,0,810,172320,1010,0,0,6,6,7,0,6,11,280,3181759,2845290,461994,0,5,14,12,4,4,1068,320740,760,1,0,4,3,3,0,5,0,327,3,0,0,0,0,60,0,216,0,1,0,0,1,0,1,0,37,0,0
20,1,0,0,250,17820,54,0,0,0,0,0,0,1,2,164,688128,1711250,5016187,0,3,32,5,0,0,250,47840,126,0,0,0,0,2,0,1,5,257,4,84,19,6,6,904,605740,995,0,6,4,4,5,5,1,10,905,7,0
133,55,0,0,987,455300,694,2,0,8,8,0,0,1,20,1320,7527064,7686094,2555281,1,6,83,14,0,0,660,607000,635,2,1,15,12,0,0,4,0,728,3,25,1,5,5,480,225000,505,0,0,5,5,0,0,1,18,353,3,0
60,80,8,8,650,262400,416,3,0,0,0,2,0,2,16,1070,7414103,8487114,3637311,0,14,58,70,1,1,660,450000,623,2,0,10,9,3,0,6,2,817,2,33,41,0,0,60,255000,510,5,0,1,0,3,0,1,0,475,4,0
200,1,18,18,1820,736400,1487,0,0,40,30,7,0,2,55,1839,19148301,20488868,8203046,0,7,201,1,15,15,1304,1223000,2046,0,0,53,39,4,0,4,40,1664,7,149,1,7,7,3404,876700,2753,0,0,67,56,8,0,6,80,1617,7,0
10,0,0,0,0,1020,0,0,0,0,0,0,0,1,0,82,460511,11015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,6,6,0,219920,510,0,0,16,10,4,0,3,40,843,7553397,14428662,16728108,0,9,140,30,5,5,370,897480,1796,4,0,15,10,13,0,11,43,1489,8,35,98,18,18,60,1560000,1817,17,0,28,27,10,0,8,110,2016,8,0
80,33,0,0,250,233600,464,0,0,34,20,7,0,5,30,1010,12532442,1687295,8448802,0,6,5,3,0,0,0,55800,140,0,0,6,1,0,0,2,0,80,1,26,29,0,0,750,195000,600,0,0,20,9,2,0,6,20,544,7,0
15,0,0,0,0,17820,55,0,0,0,0,1,0,2,16,204,1180426,11973073,10893926,0,1,60,1,1,1,581,216240,329,0,0,40,18,2,0,2,13,595,6,22,3,11,11,200,148740,374,0,0,48,21,1,0,2,5,378,7,0
116,2,0,0,36,196620,371,0,0,0,0,24,0,1,0,829,7481763,2604281,15994058,2,0,29,0,0,0,480,141180,343,0,0,0,0,11,0,1,0,261,0,139,177,0,0,960,1695000,1077,42,0,0,0,25,0,3,0,2546,0,0
59,0,0,0,0,38660,11,0,0,0,0,2,0,2,0,357,2937657,6876284,0,0,0,127,1,0,0,1340,433740,1137,1,0,2,2,5,0,4,20,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,7,7,250,181220,470,0,0,7,4,1,0,2,40,795,2191965,7857259,4696369,0,7,74,0,3,3,560,501180,1299,0,0,20,12,6,0,4,80,1075,6,65,0,1,1,2440,915000,2027,0,0,5,3,2,0,2,80,947,5,0
144,0,19,19,1040,352400,763,0,0,2,1,0,0,3,40,1254,8457534,0,16037,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
16,0,0,0,0,5800,30,0,0,0,0,4,0,3,0,148,975464,1530735,5451232,0,2,23,1,2,2,120,53300,134,0,0,0,0,3,0,2,5,252,6,45,4,9,9,880,296700,839,0,0,13,10,6,0,5,7,485,7,0
16,4,0,0,250,50600,79,1,0,0,0,4,0,1,17,243,908429,0,7863474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,9,20,20,1020,423500,927,1,0,9,7,8,0,2,10,929,7,0
80,16,0,0,120,189900,362,10,0,1,1,4,0,2,21,744,3448790,770045,284971,0,6,10,2,0,0,370,64800,328,2,0,1,1,3,0,5,1,123,2,4,0,0,0,60,27000,124,0,0,0,0,1,0,1,0,45,2,0
15,1,0,0,0,8100,18,0,0,0,0,2,0,1,0,98,562325,1523346,1738040,0,0,13,0,0,0,0,15800,58,0,0,0,0,3,0,1,11,182,0,36,0,2,2,0,34900,61,0,0,0,0,14,0,1,0,227,0,0
88,2,4,4,250,146300,416,2,0,1,1,0,0,2,10,665,4228797,5001197,2777016,0,7,61,0,28,28,1410,326100,898,0,0,1,1,0,0,2,18,835,6,6,0,20,20,0,30000,160,0,0,0,0,0,0,1,3,215,3,0
120,4,21,21,906,255360,546,4,0,1,0,19,0,3,6,1035,5904851,2233716,1350187,0,7,26,3,0,0,180,116240,542,3,0,8,6,12,0,1,0,238,4,8,0,15,15,540,119900,495,0,0,1,0,7,0,1,0,232,4,0
70,81,0,0,650,124800,452,41,0,21,14,7,0,6,40,1246,8229306,22555404,8093321,0,6,133,216,0,0,0,2169120,1924,132,0,31,26,9,0,7,80,2781,6,35,34,4,4,0,240000,627,34,0,24,20,4,0,2,0,528,0,0
76,7,21,21,410,192200,459,5,0,15,6,3,0,4,32,933,6565400,6673749,6552789,0,7,29,0,15,15,460,240000,1161,0,0,3,2,4,0,5,35,545,7,36,2,16,16,1340,274020,910,2,0,5,4,2,0,3,63,752,6,0
129,263,40,40,1130,1538500,1869,83,1,55,30,9,0,4,120,3463,44230867,39073610,17924741,0,14,176,205,20,20,3140,2344000,2264,105,2,45,26,11,0,13,37,3135,7,115,139,21,21,2000,1892600,1818,50,0,25,15,7,0,6,53,2380,7,0
60,2,3,3,0,98420,403,1,0,0,0,3,0,4,8,492,4761697,21056967,15098258,0,6,145,11,11,11,2387,978180,2080,4,0,25,17,3,0,3,86,1747,7,180,5,12,12,2970,989000,2712,1,0,10,3,4,0,5,41,1529,7,0
40,0,0,0,120,135900,478,0,0,0,0,0,0,3,40,517,2928037,6296028,6298000,0,9,39,36,0,0,0,351900,368,2,0,5,4,0,0,2,23,658,2,8,50,0,0,0,255000,636,14,0,0,0,1,0,10,76,949,7,0
47,11,7,7,400,105620,240,0,0,0,0,2,0,1,16,508,2460001,7525462,868896,0,7,93,25,26,26,670,396780,963,1,0,11,11,3,0,3,0,928,5,10,2,3,3,0,90000,135,0,0,0,0,1,0,1,0,123,1,0
36,1,0,0,0,24200,137,0,0,0,0,1,0,3,10,329,1533542,7879435,2229236,0,5,111,0,27,27,570,484620,1304,0,0,5,5,1,0,4,51,1247,8,43,0,11,11,520,270000,1017,0,0,0,0,1,0,3,21,536,6,0
45,17,3,3,419,98300,162,0,0,0,0,4,0,4,8,521,4497901,6042875,8149765,4,7,60,12,21,21,250,165900,871,3,0,7,6,12,0,6,16,720,7,44,36,23,23,1590,677000,1723,5,0,3,2,13,0,6,88,1323,7,0
185,28,20,20,608,507200,1480,4,0,46,20,51,0,5,40,1913,24911190,31699808,18026290,4,10,97,150,21,21,829,916000,1891,58,0,65,37,44,0,8,46,2192,7,34,70,5,5,190,804000,1304,24,0,60,30,16,0,5,34,1109,1,0
114,4,29,29,1008,305000,655,4,0,4,2,41,0,4,15,1051,6819435,16172635,8206256,0,6,124,6,30,30,2640,1044500,2688,6,0,17,13,35,0,8,135,2129,7,65,3,30,30,1632,691900,1629,3,1,0,0,23,0,5,80,1336,6,0
60,3,0,0,0,206600,712,0,0,0,0,7,0,2,45,698,6149137,19693358,2357865,0,12,76,9,34,34,1910,700800,1964,1,0,36,23,8,0,3,85,1410,8,5,0,5,5,50,267000,937,0,0,0,0,3,0,3,73,539,4,0
129,8,0,0,995,225700,649,1,0,5,3,7,0,3,8,902,6117429,5260455,760792,0,6,58,12,0,0,1140,293700,1097,1,2,0,0,11,0,4,0,550,4,6,0,0,0,180,62000,244,0,0,0,0,1,0,1,0,85,2,0
62,1,0,0,0,50600,36,1,0,0,0,2,0,2,10,443,2429767,63490,6141376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,55,30,1,1,1117,384600,738,28,0,4,3,42,0,1,34,833,6,0
82,47,20,20,300,412400,366,8,0,40,20,0,0,2,16,1168,12405181,5431538,28486142,0,7,70,71,2,2,400,765000,1009,8,0,0,0,2,0,3,42,1169,5,251,130,21,21,1200,1973000,2678,0,0,64,42,6,0,7,21,2891,9,0
