level_cnt1,ads_cnt1,pvp_cnt1,pvp_won_cnt1,gem_spend1,coin_spend1,gem_earn1,ads_reward_cnt1,org_hero_cnt1,level_e_try_cnt1,level_e_cnt1,idle_cnt1,purchase_times1,login_cnt1,level_h_cnt1,log_num1,d1_duration,d2_duration,d3_duration,willpay,daily_task_cnt1,level_cnt2,ads_cnt2,pvp_cnt2,pvp_won_cnt2,gem_spend2,coin_spend2,gem_earn2,ads_reward_cnt2,org_hero_cnt2,level_e_try_cnt2,level_e_cnt2,idle_cnt2,purchase_times2,login_cnt2,level_h_cnt2,log_num2,daily_task_cnt2,level_cnt3,ads_cnt3,pvp_cnt3,pvp_won_cnt3,gem_spend3,coin_spend3,gem_earn3,ads_reward_cnt3,org_hero_cnt3,level_e_try_cnt3,level_e_cnt3,idle_cnt3,purchase_times3,login_cnt3,level_h_cnt3,log_num3,daily_task_cnt3,0
30,0,0,0,0,10920,14,0,0,0,0,4,0,1,2,212,1272380,0,2743075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,0,0,0,104240,188,0,0,4,4,2,0,1,2,369,3,0
26,0,0,0,250,38760,123,0,0,0,0,0,0,3,13,291,1852520,17094381,0,0,4,134,23,4,4,910,483740,930,2,0,19,12,0,0,11,0,1263,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,70,0,0,400,135800,168,27,0,0,0,0,0,2,40,873,5169913,4981157,11131274,2,0,52,71,0,0,0,248100,335,35,0,3,2,0,0,2,15,838,6,28,179,0,0,700,1395000,1079,78,0,0,0,0,0,2,141,2129,3,0
14,0,0,0,250,17820,30,0,0,0,0,2,0,1,0,118,615023,1311764,718986,0,2,24,0,0,0,200,47000,168,0,0,0,0,2,0,1,11,239,6,16,0,0,0,100,34780,129,0,0,0,0,2,0,1,7,153,2,0
26,0,0,0,0,18420,42,0,0,0,0,0,0,2,10,234,1178946,40621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,8100,0,0,0,0,0,0,0,1,0,149,852325,536565,437876,0,0,12,0,0,0,0,6060,0,0,0,0,0,0,0,1,0,69,0,7,0,0,0,0,3660,0,0,0,0,0,0,0,1,0,49,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56,378282,93843,1901439,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,20,351,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,457950,2708703,14353585,0,0,37,0,0,0,0,57200,268,0,0,0,0,0,0,1,40,489,5,127,2,40,40,180,835200,2325,0,0,14,11,0,0,2,160,2081,14,0
71,85,0,0,0,487400,415,66,0,37,20,5,0,1,28,1259,19899948,21583113,7766596,1,0,156,155,0,0,0,1290000,1196,147,0,15,6,7,0,1,0,2145,0,73,73,0,0,0,810000,538,66,0,9,5,3,0,1,0,1095,0,0
187,1,0,0,850,472400,898,0,0,0,0,24,0,3,0,1552,14192116,4921477,0,0,0,84,0,0,0,720,363100,852,0,0,0,0,16,0,1,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,30,105620,398,0,0,0,0,1,0,4,40,665,3541007,8976748,425586,0,5,35,0,25,25,0,194280,871,0,0,5,2,0,0,4,74,856,6,11,0,0,0,0,0,120,0,0,0,0,0,0,2,0,75,0,0
35,0,0,0,0,14560,0,0,0,0,0,0,0,1,0,222,1468962,3676091,5139014,0,0,53,23,0,0,0,179540,450,3,0,3,2,0,0,1,32,652,0,39,0,0,0,400,293700,490,0,0,8,6,0,0,0,37,467,0,0
25,19,0,0,580,127300,208,0,0,0,0,0,0,4,17,410,2965325,15310029,6654395,0,7,96,6,20,20,540,546800,1148,1,0,53,20,2,0,9,18,980,7,86,2,6,6,2020,720000,1937,0,3,8,2,2,1,5,63,1066,7,0
269,5,8,8,850,1012400,2537,4,1,53,39,7,0,11,120,2724,25358088,19920786,27705192,3,14,131,8,10,10,776,707500,1904,7,0,36,18,2,0,3,80,1483,7,166,6,5,5,3154,930000,2104,6,0,106,57,5,0,3,40,1524,5,0
60,8,0,0,250,87800,125,0,0,0,0,0,0,2,0,488,4421866,3503181,2405977,0,8,30,2,0,0,360,145860,376,0,0,0,0,2,0,5,5,349,5,10,4,3,3,0,88740,347,0,0,1,1,5,0,4,5,213,6,0
40,0,0,0,0,23900,28,0,0,0,0,9,0,1,8,323,2270231,7643545,7416946,0,0,128,0,0,0,400,343500,875,0,0,6,2,8,0,1,0,870,4,9,3,0,0,0,135000,375,1,0,18,8,5,0,6,0,219,3,0
73,18,1,1,400,157520,314,7,0,9,7,4,0,5,16,739,4693726,10317293,10145734,0,5,138,51,1,1,2270,1126880,2118,23,1,11,8,9,0,7,9,1385,7,33,5,20,20,60,480000,1279,1,0,21,16,4,0,4,35,682,5,0
61,6,3,3,500,73560,229,2,0,0,0,5,0,5,6,523,2885959,1067547,2073607,0,7,10,0,6,6,310,79640,390,0,0,0,0,2,0,2,5,182,7,29,9,4,4,560,106520,405,1,0,0,0,3,0,2,0,279,6,0
150,7,0,0,600,292400,665,2,0,2,2,22,0,2,8,1088,10624216,862324,1652547,0,0,3,0,7,7,0,15000,0,0,0,0,0,0,0,2,0,77,0,15,0,0,0,60,90000,120,0,0,0,0,0,0,2,0,182,0,0
114,1,4,4,0,247820,635,0,0,21,15,5,0,4,26,945,9681060,4940451,4406944,0,7,46,1,26,26,880,284580,461,0,0,9,0,2,0,8,5,563,0,61,4,14,14,1190,313700,1502,1,0,2,0,3,0,7,0,580,8,0
5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,115,716636,3356655,3162264,0,0,65,3,0,0,93,65200,180,0,0,0,0,1,0,2,9,482,0,45,3,0,0,253,80420,312,3,0,8,5,1,0,4,0,335,0,0
83,0,0,0,860,206600,629,0,0,5,5,6,0,3,45,865,4424255,3034419,897311,0,10,27,0,22,22,200,160800,539,0,0,3,3,5,0,3,0,360,6,4,0,0,0,0,60000,121,0,0,2,2,1,0,1,0,58,1,0
114,73,6,6,120,703160,968,27,0,20,15,9,0,4,45,1548,15250984,11709372,6383614,0,7,68,45,20,20,600,489960,1066,26,0,23,8,11,0,7,0,924,6,46,34,6,6,0,480000,985,18,0,7,7,8,0,6,11,664,5,0
50,37,19,19,250,115160,82,37,0,0,0,5,0,1,0,737,4914540,14904054,14788606,0,5,60,37,20,20,860,374760,1012,37,0,47,31,7,0,2,15,1071,4,105,5,20,20,460,567900,997,5,1,70,27,2,0,3,0,1039,5,0
37,0,1,1,675,44420,414,0,0,0,0,2,0,1,11,468,1148224,12640332,1265557,0,5,140,5,20,20,660,740880,1598,5,0,39,20,3,0,3,59,1554,6,23,0,0,0,0,90000,682,0,0,1,1,1,0,1,0,186,2,0
65,0,0,0,0,132620,439,0,0,0,0,7,0,2,40,683,3496763,4731156,3679281,0,5,21,0,10,10,1150,228780,684,0,0,17,12,5,0,5,20,437,8,128,1,0,0,180,270000,1232,0,0,2,0,4,0,4,0,761,5,0
161,1,4,4,0,367400,910,1,0,21,13,11,0,2,20,1209,1900094,8773062,3510115,0,7,31,0,8,8,310,315000,871,0,0,21,14,2,0,5,33,553,3,78,0,0,0,60,267000,756,0,0,0,0,1,0,1,0,442,2,0
80,5,7,7,400,96620,353,5,0,4,4,2,0,1,6,662,3820661,6010439,511034,0,9,28,4,31,31,400,216840,878,4,0,9,4,3,0,2,4,512,8,7,2,6,6,0,9960,131,2,0,0,0,1,0,1,0,100,1,0
70,105,16,16,0,341500,302,24,0,5,3,3,0,7,40,1458,10007755,5538477,14820384,0,0,16,14,14,14,660,90000,512,3,0,7,3,1,0,1,0,284,0,51,77,26,26,400,555000,459,45,0,4,1,2,0,1,25,1089,0,0
30,0,0,0,450,43020,168,0,0,0,0,0,0,1,40,434,1728953,0,9430660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,9,6,6,400,608780,1468,7,0,9,5,0,0,2,120,1625,14,0
150,6,6,6,1220,383700,861,2,0,6,5,3,0,3,12,1289,8725995,2339187,3960345,0,7,10,6,0,0,660,225000,712,4,0,2,2,4,0,2,30,399,5,10,6,26,26,1028,272000,1027,3,1,0,0,1,0,3,32,614,7,0
62,3,2,2,550,126020,438,0,0,0,0,2,0,2,24,595,3001602,2179480,531638,0,7,41,4,2,2,643,127700,439,0,0,6,3,2,0,2,0,317,4,12,1,0,0,180,32080,121,0,0,1,0,1,0,2,0,104,1,0
70,8,5,5,580,257220,609,2,0,41,27,10,0,1,31,859,8912405,1446625,3164587,0,7,5,0,2,2,0,59580,35,0,0,2,2,2,0,0,3,71,0,15,7,9,9,1080,240000,682,4,0,4,1,6,0,1,20,409,7,0
23,0,0,0,0,19820,78,0,0,0,0,0,0,3,6,205,1474719,507458,0,0,4,15,0,3,3,0,18840,74,0,0,0,0,0,0,1,5,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,0,0,0,8100,45,3,0,0,0,1,0,1,0,169,1161188,4546257,2308452,0,3,50,1,8,8,340,123220,302,1,0,4,4,1,0,2,9,499,7,45,2,2,2,180,127100,240,0,0,1,1,0,0,1,0,305,0,0
40,0,0,0,0,71660,219,0,0,0,0,2,0,3,40,538,2420701,5899908,4502137,0,3,40,0,5,5,840,137240,393,0,0,18,13,3,0,8,0,354,3,22,0,12,12,0,130800,343,0,0,12,5,2,0,4,0,280,3,0
16,6,0,0,0,55200,218,4,0,0,0,9,0,2,32,388,2106505,2215359,0,0,6,19,6,0,0,0,50420,150,1,0,0,0,2,0,2,5,243,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,114,16,16,1110,697600,1142,5,0,26,20,12,0,5,61,1971,15965342,2017623,380333,0,14,24,13,10,10,800,165000,616,0,0,0,0,4,0,4,0,326,6,11,2,0,0,0,30000,193,0,0,0,0,1,0,2,0,78,0,0
125,8,23,23,1321,276700,1105,0,1,10,6,8,0,3,40,1292,9310758,35201707,19434306,0,7,371,8,20,20,3459,1725700,3275,1,3,57,17,44,0,5,10,2959,7,382,8,25,25,4700,2625700,4778,0,2,76,39,68,0,7,150,3614,7,0
16,6,0,0,0,5700,16,1,0,0,0,2,0,4,7,225,4055577,9226273,41567635,6,0,68,29,5,5,0,82100,494,4,0,0,0,14,0,5,18,816,7,106,36,24,24,400,585900,1403,7,0,3,4,14,0,9,28,1331,7,0
25,0,0,0,0,5800,4,0,0,0,0,0,0,3,1,166,975062,4074605,2699167,0,0,47,2,3,3,214,99520,271,1,0,3,2,0,0,4,12,482,5,48,0,5,5,0,156780,378,0,0,3,0,0,0,3,11,418,4,0
50,0,0,0,0,44420,84,0,0,0,0,2,0,1,20,426,2049925,3242468,2493099,0,0,50,0,0,0,250,113100,344,0,0,7,6,2,0,2,1,343,0,31,0,0,0,0,194880,523,0,0,2,2,3,0,3,27,373,0,0
28,0,0,0,0,44420,154,0,0,0,0,0,0,9,10,274,1615408,5794097,5832042,0,5,39,0,1,1,250,113100,232,0,0,18,10,0,0,10,15,421,0,38,1,1,1,670,224880,590,1,0,25,9,0,0,6,16,444,6,0
64,28,0,0,0,87800,0,0,0,0,0,0,0,1,0,604,4549078,11257384,7108926,0,0,143,92,0,0,540,864600,960,0,0,0,0,0,0,3,0,1412,0,68,55,6,6,1260,720000,655,0,1,0,0,0,0,2,0,756,3,0
143,3,4,4,1612,506200,1229,0,0,6,4,3,0,3,79,1495,8329760,3931851,16670049,0,11,27,35,1,1,393,465000,410,4,0,0,0,0,0,5,32,634,0,377,19,15,15,4007,2296500,3986,4,2,0,0,1,0,9,124,3306,14,0
34,1,0,0,0,33320,278,0,0,0,0,3,0,2,40,481,2477757,0,0,0,6,5,0,0,0,0,0,30,0,0,0,0,0,0,1,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,19,0,0,0,62220,0,18,0,0,0,0,0,10,0,505,3611375,1820230,3248139,0,0,22,22,0,0,0,82080,120,21,0,0,0,0,0,11,0,304,0,50,30,0,0,0,87360,400,30,0,0,0,0,0,3,10,553,0,0
62,9,2,2,810,125120,411,6,0,0,0,12,0,2,5,524,3083502,8458577,1420933,0,11,27,0,9,9,0,137280,184,0,0,19,11,4,0,1,0,290,1,5,0,8,8,250,42000,119,0,0,1,0,1,0,1,0,108,2,0
67,70,1,1,700,367400,454,23,0,0,0,12,0,1,45,1136,6289323,7608101,9477524,0,6,73,62,0,0,800,765000,1139,35,0,6,4,10,0,2,47,1130,6,84,71,0,0,1408,872000,1305,0,0,7,6,12,0,5,10,1097,5,0
121,22,25,25,1420,517400,1235,20,0,7,6,22,0,6,64,1590,10715436,6970836,8942054,0,13,109,23,16,16,2180,669000,1997,24,0,0,0,23,0,5,21,1130,7,135,15,30,30,1450,794000,1989,15,0,5,3,18,0,5,40,1419,7,0
56,2,3,3,500,75960,148,2,0,0,0,11,0,3,5,464,2626327,216179,0,0,7,4,1,0,0,299,85460,301,0,0,0,0,7,0,1,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,23,23,1530,592400,1200,0,0,13,10,0,0,1,80,1247,9587552,20731096,17568646,0,6,282,24,18,18,2274,1323500,2220,1,0,14,9,0,0,14,0,2150,6,320,39,2,2,2002,1623000,2195,1,1,0,0,0,0,8,0,2354,5,0
16,0,0,0,0,17820,73,0,0,0,0,0,0,1,12,192,1658649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,400,64220,219,0,0,0,0,6,0,3,50,566,4300246,0,457029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7440,0,0,0,0,0,0,0,1,0,22,0,0
15,0,0,0,400,26400,60,0,0,0,0,3,0,2,10,205,924781,1441023,0,0,2,19,0,0,0,0,79220,278,0,0,0,0,3,0,3,40,411,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,69,2,2,250,829400,1071,7,0,59,27,8,0,3,80,1576,15912501,4521793,325982,0,12,99,7,0,0,310,420000,1090,5,0,5,2,3,0,3,7,688,3,1,1,0,0,0,45000,184,0,0,0,0,1,0,1,8,75,0,0
5,0,0,0,0,2160,0,0,0,0,0,1,0,1,0,41,238906,0,1223372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,6040,0,0,0,0,0,2,0,1,0,155,0,0
31,0,0,0,0,13020,0,0,0,0,0,2,0,2,0,205,1318330,596966,0,0,0,12,0,0,0,0,6900,0,0,0,0,0,2,0,2,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,75,5,5,0,664400,1017,32,0,9,5,6,0,2,20,1607,13444419,1709189,0,0,7,10,14,0,0,0,120000,194,9,0,0,0,2,0,3,5,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,42,0,0,0,123500,158,30,0,0,0,0,0,1,39,763,4286260,11540526,0,0,0,61,94,8,8,850,321900,408,64,1,0,0,0,0,2,40,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,10920,36,1,0,0,0,1,0,2,10,174,901843,8251033,11678179,0,0,85,10,14,14,360,416480,1015,5,0,12,10,14,0,5,29,967,14,69,8,35,35,1670,540000,1601,2,1,17,9,9,0,9,23,1025,7,0
40,36,0,0,450,135600,305,2,0,0,0,8,0,3,20,651,6580418,4654039,8820022,0,12,23,33,8,8,250,0,215,12,0,0,0,3,0,1,5,426,6,12,13,0,0,0,240000,238,9,0,27,12,2,0,3,0,265,2,0
76,7,4,4,770,219920,538,0,0,0,0,2,0,1,40,788,3681770,6130911,3048490,0,7,72,5,15,15,1350,372480,1339,0,0,5,3,6,0,7,32,908,7,18,0,7,7,980,465000,940,0,0,0,0,0,0,3,109,842,4,0
135,2,8,8,0,278500,754,1,0,7,6,14,0,2,5,1003,7183746,8556692,9604009,0,6,30,0,11,11,1300,195000,773,0,0,21,14,8,0,2,0,353,6,83,17,18,18,1400,594000,1223,3,0,18,4,15,0,1,20,914,6,0
45,7,3,3,0,87800,412,1,0,0,0,2,0,1,53,689,3117954,0,6067944,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,2,2,60,93420,492,4,0,41,16,2,0,2,40,522,7,0
87,91,0,0,60,442400,692,90,0,6,6,2,0,6,25,1355,10958160,14968043,0,0,12,115,128,0,0,2160,1410000,1728,127,0,6,1,26,0,9,35,1916,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,3720,0,0,0,0,0,2,0,1,0,111,639725,0,20560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
40,2,7,7,200,79520,298,0,0,0,0,0,0,1,40,589,2392240,0,523634,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,165,0,0,0,0,0,0,1,20,158,3,0
5,0,0,0,0,14160,52,0,0,0,0,5,0,1,0,64,608069,6833925,2581157,0,2,61,0,10,10,0,143360,413,0,0,16,7,3,0,6,34,725,5,1,0,0,0,0,0,72,0,0,16,6,1,0,2,1,50,0,0
30,4,0,0,200,23900,80,0,0,0,0,0,0,2,0,236,1032730,11777286,2695292,0,5,50,10,1,1,420,238500,292,1,0,34,24,0,0,7,10,570,1,17,0,0,0,120,60000,195,0,0,8,7,0,0,1,0,126,3,0
37,0,0,0,0,17820,0,0,0,0,0,18,0,3,0,291,2434378,3176561,7197,0,0,46,0,0,0,120,79980,130,0,0,0,0,9,0,1,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
24,17,0,0,0,69660,168,4,0,0,0,2,0,1,21,424,2404409,900678,0,0,6,7,1,0,0,0,9860,0,0,0,0,0,1,0,2,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,2160,0,0,0,0,0,0,0,1,0,65,359398,2493844,6579587,0,0,56,3,0,0,500,95040,252,1,0,0,0,0,0,1,9,458,5,86,3,25,25,666,313100,515,1,0,0,0,0,0,1,0,765,1,0
74,2,0,0,60,277900,685,0,0,0,0,0,0,2,0,473,3217361,8523504,373102,0,4,32,1,0,0,1058,275400,263,0,0,0,0,5,0,3,0,679,2,0,0,1,1,180,15000,132,0,0,0,0,1,0,1,0,43,0,0
10,3,0,0,400,21900,40,2,0,0,0,1,0,2,0,123,625858,437291,0,0,3,9,0,0,0,0,20520,60,0,0,0,0,1,0,1,0,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,0,0,0,26400,97,0,0,0,0,1,0,1,7,197,1240108,3379490,2238410,0,4,37,0,16,16,598,99320,159,0,0,0,0,2,0,3,5,493,7,15,1,8,8,250,68580,356,0,0,6,5,3,0,5,0,212,4,0
7,5,0,0,470,120000,548,4,0,0,0,2,0,2,0,96,640429,25438,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,52,3,3,540,266100,238,1,0,0,0,13,0,1,13,931,9271113,8411238,5737372,0,7,39,31,0,0,1092,668800,1192,24,0,17,15,3,0,3,107,1230,6,24,37,0,0,400,393000,593,10,0,10,7,5,0,0,33,586,0,0
21,0,0,0,0,19820,72,0,0,0,0,2,0,3,10,220,1144280,1283,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,300,0,0,0,0,0,0,0,3,0,50,224870,4661249,3508596,0,0,73,0,0,0,0,157720,488,0,0,6,2,0,0,4,40,749,5,16,0,0,0,180,134880,225,0,0,8,3,0,0,2,0,136,1,0
11,1,0,0,0,1020,25,0,0,0,0,0,0,1,0,87,464608,3675001,0,0,2,51,2,0,0,65,79200,198,0,0,0,0,0,0,2,18,446,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,5700,0,0,0,0,0,1,0,1,0,122,705868,283714,9371031,0,0,6,0,0,0,0,18200,72,0,0,0,0,1,0,1,0,42,2,47,4,0,0,700,184000,443,3,1,32,14,4,0,5,15,519,5,0
10,0,0,0,0,3720,15,0,0,0,0,0,0,2,0,71,323263,3869099,3164849,0,1,80,6,0,0,792,142880,432,0,0,7,5,5,0,1,20,661,5,22,5,20,20,60,176100,477,0,0,9,5,5,0,1,7,378,6,0
3,0,0,0,0,2160,0,0,0,0,0,0,0,3,0,39,139550,7660894,2814178,6,0,192,13,20,20,1450,532440,1216,12,1,0,0,4,1,1,5,1446,6,35,5,14,14,1060,185200,1092,5,0,0,0,5,0,6,0,418,7,0
8,0,0,0,0,2160,0,0,0,0,0,0,0,1,0,59,221592,17909598,3184657,0,0,93,5,34,34,0,335240,457,0,0,47,21,6,0,4,19,1076,0,29,0,20,20,0,75000,707,0,0,6,5,2,0,1,0,322,0,0
14,5,0,0,250,26400,73,0,0,0,0,10,0,3,21,298,1473598,2202509,1117815,0,1,10,1,0,0,250,70100,278,0,0,0,0,5,0,4,36,333,8,7,7,2,2,250,28620,50,0,0,0,0,3,0,4,8,156,1,0
1,0,0,0,0,300,0,0,0,0,0,0,0,1,0,16,54641,1564014,455596,0,0,29,3,0,0,0,33620,118,1,0,0,0,7,0,2,9,289,5,3,3,1,1,450,11100,25,1,1,0,0,2,0,2,0,66,2,0
226,261,0,0,1160,1852400,1586,153,0,20,9,3,0,4,35,3253,35954759,39632682,19228323,0,6,101,137,0,0,1280,1452300,1243,106,0,74,25,2,0,3,46,1890,0,71,78,16,16,1480,862500,1161,30,0,41,7,2,0,9,10,1138,7,0
149,154,7,7,1319,802400,945,116,0,13,10,5,0,16,20,2163,20049405,19740507,6118147,0,7,122,141,37,37,354,1435800,1868,106,0,16,10,2,0,13,20,2216,7,56,13,23,23,90,520000,1304,0,0,3,3,3,0,4,10,738,7,0
68,0,0,0,0,57200,209,0,0,0,0,0,0,1,5,452,3369972,4658798,178883,0,4,41,1,5,5,900,235200,513,1,0,8,6,0,0,1,37,573,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0
32,9,0,0,500,57200,258,1,0,0,0,0,0,1,32,484,2874240,540157,1898075,0,6,8,0,0,0,0,7020,45,0,0,0,0,0,0,5,2,83,2,12,2,9,9,240,82080,145,0,0,0,0,0,0,2,9,267,5,0
71,1,0,0,600,181220,453,0,0,12,5,5,0,2,40,735,5603945,3569881,0,0,6,37,0,0,0,300,126180,262,0,0,16,7,2,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,54,0,0,0,206600,368,8,0,5,4,0,0,2,40,991,7505794,12923573,7477744,0,6,60,82,24,24,60,835800,780,12,0,25,16,0,0,5,32,1339,7,70,66,6,6,1626,780000,845,4,0,7,5,0,0,4,0,999,7,0
60,19,0,0,250,138800,302,1,0,0,0,0,0,1,16,583,2999196,10176782,371898,0,6,89,36,0,0,240,505100,655,3,0,16,14,0,0,1,5,820,5,4,3,0,0,0,30000,90,0,0,0,0,0,0,1,0,59,2,0
24,19,0,0,0,31420,40,0,0,0,0,2,0,1,0,277,2363956,24149169,27844735,0,3,77,85,25,25,0,934180,1342,18,0,43,26,9,0,7,119,1996,10,302,11,23,23,4500,1574000,3201,0,0,54,29,7,0,9,80,2680,7,0
51,1,3,3,250,81320,268,0,0,0,0,2,0,7,40,662,3262764,7748336,12914425,0,5,77,6,27,27,2271,616780,1896,1,0,6,2,9,0,11,80,1405,7,18,3,10,10,1140,456000,1130,0,1,19,5,13,0,14,78,861,6,0
75,21,2,2,0,181220,340,7,0,6,6,1,0,2,16,729,4559394,5074328,1984623,0,6,81,8,19,19,850,336180,580,3,0,4,4,0,0,2,5,707,2,73,10,7,7,660,555000,995,6,0,0,0,0,0,3,0,624,5,0
320,20,1,1,1324,1133300,2518,11,0,6,3,11,0,4,63,2396,18830058,4358019,5465814,0,10,95,0,0,0,400,375000,915,0,0,0,0,1,0,4,0,540,3,115,0,0,0,856,449300,999,0,0,0,0,1,0,3,10,730,0,0
96,20,0,0,100,229220,467,1,0,4,4,6,0,2,10,792,5310252,8761490,828964,0,6,109,18,28,28,1760,629480,1469,6,3,7,4,5,0,2,18,1114,5,21,1,0,0,0,120000,411,1,0,0,0,1,0,1,0,137,3,0
112,9,0,0,0,147500,360,8,0,0,0,0,0,5,1,886,9707724,3379500,3435693,0,0,41,2,0,0,300,158400,335,2,0,0,0,0,0,3,2,379,3,17,7,0,0,597,120000,215,4,0,3,1,0,0,5,0,309,3,0
70,0,0,0,300,71660,222,0,0,0,0,2,0,3,2,463,2997164,6069093,8797779,0,4,76,0,0,0,1480,430740,1397,0,0,3,2,2,0,4,65,890,6,85,0,0,0,1400,675000,1459,0,0,11,6,3,0,4,80,1089,5,0
101,2,5,5,811,195700,518,0,0,2,2,0,0,5,40,953,6175258,1184471,967075,0,6,21,1,1,1,0,47460,161,0,0,0,0,3,0,3,0,160,0,9,0,0,0,0,73740,170,0,0,0,0,0,0,1,10,132,0,0
154,6,27,27,1750,578300,1392,0,0,10,8,10,0,3,32,1407,7511991,3493493,1129267,0,8,50,0,22,22,820,270000,1140,0,0,0,0,5,0,3,0,544,7,6,0,0,0,0,15000,0,0,0,2,1,0,0,1,0,47,0,0
4,0,0,0,0,2160,0,0,0,0,0,0,0,2,0,36,292432,6426314,6155331,0,0,98,0,5,5,200,350240,996,0,0,2,2,4,0,4,100,1241,10,74,1,18,18,2700,630000,1637,0,0,4,4,4,0,9,94,1232,9,0
58,34,1,1,120,181220,222,1,0,0,0,2,0,3,23,755,3713651,8178852,1632015,0,6,64,48,25,25,780,636180,1118,3,0,9,4,5,0,6,19,1066,8,18,1,0,0,250,60000,135,0,0,0,0,0,0,0,1,132,0,0
15,0,0,0,0,5700,30,0,0,0,0,2,0,2,0,119,557102,3311118,20590,0,2,50,5,4,4,600,92720,435,0,0,0,0,6,0,2,40,698,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
78,25,3,3,200,133500,410,12,1,24,13,1,1,1,13,814,8784998,8943956,3320617,3,0,112,6,20,20,1780,661900,1695,3,2,12,3,0,2,2,40,1201,0,33,0,0,0,0,30000,396,0,0,9,0,1,0,3,0,214,0,0
124,1,0,0,992,247860,723,0,0,3,3,5,0,2,41,1019,7647386,3739836,1195141,0,6,57,3,16,16,708,335040,865,0,0,1,0,3,0,2,10,643,6,19,1,5,5,650,135000,557,0,0,0,0,2,0,1,10,254,6,0
141,0,2,2,0,206600,667,0,0,1,1,3,0,7,8,1081,7859683,39995541,25421793,0,5,214,0,0,0,1224,1018300,2276,0,1,134,71,3,0,2,20,1828,6,145,1,17,17,650,260000,1723,0,0,53,34,2,0,4,45,1519,7,0
36,1,3,3,600,71660,278,0,0,0,0,10,0,1,40,529,2680111,9046490,5691125,0,6,104,2,31,31,1355,444440,1282,0,1,8,5,13,0,4,40,1176,8,31,1,18,18,1337,315000,1365,0,1,0,0,13,0,5,38,703,6,0
320,12,22,22,1920,1312400,2247,0,0,29,14,9,0,9,50,2796,26313444,12624684,5131363,0,7,105,3,6,6,860,543500,1554,1,0,5,2,8,0,7,10,898,6,58,0,0,0,0,210000,680,0,0,0,0,2,0,4,0,387,3,0
