country,level_cnt1,ads_cnt1,pvp_cnt1,pvp_won_cnt1,gem_spend1,coin_spend1,gem_earn1,ads_reward_cnt1,org_hero_cnt1,level_e_try_cnt1,level_e_cnt1,idle_cnt1,purchase_times1,login_cnt1,level_h_cnt1,log_num1,d1_duration,d2_duration,d3_duration,willpay,daily_task_cnt1,level_cnt2,ads_cnt2,pvp_cnt2,pvp_won_cnt2,gem_spend2,coin_spend2,gem_earn2,ads_reward_cnt2,org_hero_cnt2,level_e_try_cnt2,level_e_cnt2,idle_cnt2,purchase_times2,login_cnt2,level_h_cnt2,log_num2,daily_task_cnt2,level_cnt3,ads_cnt3,pvp_cnt3,pvp_won_cnt3,gem_spend3,coin_spend3,gem_earn3,ads_reward_cnt3,org_hero_cnt3,level_e_try_cnt3,level_e_cnt3,idle_cnt3,purchase_times3,login_cnt3,level_h_cnt3,log_num3,daily_task_cnt3,pvp-unlock,hunt-unlock,exp-unlock,label
HR,133,76,4,4,1070,490800,798,41,0,8,7,0,0,5,40,1557,10038789,9500920,0,0,7,135,106,3,3,1260,1364900,1332,63,1,0,0,9,0,10,0,1600,3,0,0,0,0,180,30000,220,0,0,0,0,2,0,0,0,0,2,1,1,1,1
VN,26,0,0,0,0,71660,181,0,0,0,0,5,0,3,2,208,976605,8493936,6600708,0,6,108,0,21,21,10,405000,1197,0,0,15,9,13,0,12,6,959,7,53,2,20,20,2850,299040,1318,0,0,9,3,15,0,13,10,664,7,1,1,1,1
KR,102,12,0,0,0,160120,378,9,0,2,2,1,0,5,8,783,4307033,16034171,208763,0,6,273,87,20,20,2445,1736780,2170,68,0,9,7,0,0,3,40,2662,6,3,0,0,0,420,120000,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1
VN,110,10,7,7,700,247820,699,0,0,2,1,16,0,3,40,1053,5474689,6407735,4845105,0,7,60,3,23,23,1030,419580,932,0,0,10,6,2,0,5,25,893,7,63,1,6,6,580,390000,1235,0,0,5,2,7,0,2,41,741,6,1,1,1,1
AR,14,2,0,0,0,10920,25,2,0,0,0,6,0,1,0,125,981223,3458164,2995144,0,2,36,0,0,0,0,27740,120,0,0,0,0,9,0,2,18,370,3,20,0,0,0,0,57840,340,0,0,7,3,6,0,3,0,194,3,1,1,1,1
DE,30,8,0,0,250,17820,10,8,0,0,0,3,0,2,0,288,1548214,2573255,19104047,0,1,49,2,2,2,470,117680,457,2,0,0,0,3,0,2,15,448,4,136,10,13,13,1544,711900,1631,9,0,18,5,21,0,1,58,1551,9,1,1,1,1
AR,71,1,0,0,0,148000,428,0,0,11,8,1,0,2,40,747,4894660,5767826,0,0,5,65,0,5,5,1000,236100,395,0,0,19,8,0,0,2,0,493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,133,0,0,0,400,305400,716,0,0,8,5,14,0,4,40,1236,10296224,1727895,136166,0,0,19,0,0,0,0,75000,234,0,0,0,0,2,0,1,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,1,1,1
AT,75,0,1,1,0,112720,395,0,0,6,3,5,0,1,40,745,3829701,2417859,0,0,5,5,0,0,0,0,40680,79,0,0,9,5,0,0,3,9,123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
DO,66,2,0,0,970,213320,661,0,0,0,0,7,0,2,5,511,3833985,3362837,2838536,0,11,1,0,1,1,0,38640,89,0,0,1,2,2,0,2,0,37,1,16,0,25,25,250,135240,287,0,0,3,3,1,0,1,0,339,4,1,1,1,1
KG,33,17,0,0,0,50600,60,16,0,0,0,1,0,1,14,437,2919352,4822860,0,0,0,49,24,4,4,1060,301800,710,24,0,2,2,6,0,4,17,651,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
TR,90,1,12,12,1040,207900,732,0,0,7,5,3,0,4,40,962,7112580,2932481,1652388,0,12,8,0,7,7,180,130800,130,0,0,6,4,0,0,2,0,155,5,7,0,0,0,420,0,416,0,0,5,1,1,0,2,0,80,0,1,1,1,1
PL,66,0,0,0,0,105620,399,0,0,0,0,6,0,4,40,679,3511956,13132318,9220545,0,5,79,0,18,18,300,261780,681,0,0,33,23,3,0,3,0,653,2,55,0,9,9,800,377000,724,0,0,39,21,2,0,5,24,651,5,1,1,1,1
AR,144,9,7,7,812,291700,851,7,0,0,0,8,0,4,40,1256,10168084,3944740,0,0,5,30,3,0,0,1020,222700,688,3,0,5,2,2,0,2,5,343,3,0,0,0,0,0,30000,75,0,0,0,0,0,0,1,0,2,0,1,1,1,1
VN,147,9,0,0,0,409400,1002,9,0,41,24,2,0,5,26,1410,15209811,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,115,0,3,3,500,181220,618,0,0,0,0,15,0,1,40,972,5345700,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PL,63,1,11,11,250,169160,496,1,0,0,0,13,0,7,54,862,4136178,10206731,6807335,0,13,40,0,12,12,0,168240,640,0,0,27,13,8,0,12,5,463,7,50,0,0,0,1750,201000,618,0,0,15,12,2,0,7,1,387,1,1,1,1,1
MX,99,0,0,0,87,109720,240,0,0,0,0,0,0,2,0,604,4490600,6109191,2595091,0,0,11,0,0,0,0,88080,171,0,0,13,6,0,0,5,36,333,0,29,0,0,0,0,203700,300,0,0,3,1,0,0,4,36,439,0,1,1,1,1
TR,70,0,0,0,87,146700,516,0,0,14,8,6,0,3,40,778,7848917,28794414,8937110,0,6,147,160,21,21,2184,1949600,1788,104,1,52,31,39,0,6,29,2517,7,59,11,1,1,1129,480000,1288,9,0,17,12,11,0,4,51,805,2,1,1,1,1
TR,145,4,0,0,371,314700,891,4,0,17,5,5,0,1,40,1192,10198900,3152114,865383,0,5,8,0,0,0,0,75000,0,0,0,9,0,0,0,2,0,191,0,7,0,0,0,0,60000,0,0,0,1,0,0,0,1,0,104,0,1,1,1,1
TR,46,2,7,7,718,196900,560,0,0,0,0,3,0,6,35,638,3220651,1723066,303715,0,13,5,0,0,0,400,54120,239,0,0,7,7,2,0,2,0,87,5,5,0,0,0,0,29580,287,0,1,0,0,1,1,1,0,69,1,1,1,0,1
TW,105,9,7,7,540,234260,738,9,1,16,7,4,0,5,40,1097,7706108,3889187,0,0,7,47,5,5,5,0,82740,644,5,0,5,3,3,0,5,0,406,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RU,64,2,3,3,350,66920,116,2,0,0,0,0,0,4,6,508,2602293,4260339,941666,0,5,7,0,0,0,0,16500,215,0,0,14,9,0,0,7,0,113,3,9,2,0,0,448,99600,90,2,0,2,1,0,0,2,0,104,4,1,1,1,1
PL,70,109,1,1,0,292400,418,76,0,5,4,0,0,3,40,1367,8330827,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
US,151,5,0,0,1520,432500,1166,3,0,14,7,3,0,6,80,1618,10311909,9627882,8724052,0,11,151,0,10,10,1650,825000,1981,0,1,3,0,20,0,2,80,1627,7,136,3,8,8,2108,892200,2089,1,0,2,1,12,0,2,80,1542,7,1,1,1,1
US,69,10,2,2,279,109520,386,9,0,12,10,0,0,1,21,680,6529669,7526584,4888269,0,6,56,4,0,0,618,246780,360,0,0,13,8,0,0,0,0,402,0,43,4,0,0,427,171400,400,1,1,4,4,0,0,1,0,336,4,1,1,1,1
CO,56,0,0,0,200,79520,242,0,0,0,0,1,0,1,32,601,2274944,6663263,0,0,5,51,3,14,14,794,199280,545,0,0,13,11,1,0,2,18,596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
US,63,1,6,6,0,125120,299,0,0,0,0,2,0,3,40,696,4074694,477936,487771,0,7,4,0,0,0,300,10380,192,0,0,0,0,1,0,3,0,45,0,4,0,0,0,580,22020,72,0,0,2,1,1,0,1,0,45,0,1,1,1,1
MX,91,130,1,1,0,502400,666,51,0,28,18,0,0,18,44,1728,22031475,3510104,0,0,12,9,39,0,0,0,0,148,32,0,9,4,0,0,7,32,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
GB,68,23,3,3,0,135500,324,23,1,0,0,9,0,2,40,850,5393008,0,17685364,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,73,34,34,613,1109600,2138,69,0,5,4,19,0,5,69,1858,14,1,1,1,1
BR,82,8,1,1,450,135500,244,0,0,14,10,6,0,4,0,596,6319639,9419297,0,0,5,13,0,1,1,0,126900,285,0,0,38,17,1,0,4,6,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ID,41,0,0,0,0,55200,248,0,0,0,0,0,0,2,40,519,2707864,171502,3234075,0,5,11,0,0,0,194,105820,383,0,0,0,0,1,0,3,40,337,4,12,0,0,0,318,36180,117,0,0,7,2,1,0,2,0,90,2,1,1,0,1
AR,100,28,0,0,0,115160,310,2,0,0,0,0,0,9,21,878,6430577,2758236,8131006,0,0,27,10,0,0,490,207240,320,0,1,7,5,0,0,3,0,290,2,41,11,15,15,120,285000,320,0,0,12,6,0,0,2,0,490,2,1,1,1,1
PH,130,2,23,23,1237,389500,869,0,0,4,3,2,0,13,40,1462,10493398,3596668,130274,0,7,3,0,20,20,520,147000,760,0,0,0,0,0,0,8,38,491,6,0,0,0,0,0,0,15,0,0,0,0,0,0,1,3,23,0,1,1,1,1
GB,37,0,0,0,0,220520,70,0,1,0,0,5,1,1,0,314,1757501,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
BR,61,0,8,8,300,74760,212,0,0,0,0,23,0,2,12,563,3150609,2693555,973837,0,4,20,1,15,15,900,225240,612,0,0,6,3,11,0,2,28,460,10,16,0,0,0,600,110000,603,0,0,0,0,10,0,2,14,241,5,1,1,1,1
PL,45,74,0,0,600,206600,278,0,0,0,0,7,0,7,40,1051,8438657,3664342,3517130,0,6,17,36,0,0,60,295800,420,1,0,0,0,6,0,4,20,519,6,3,40,3,3,460,315000,537,6,0,0,0,4,0,4,37,557,5,1,1,0,1
NZ,52,2,1,1,350,73060,200,0,0,0,0,3,0,3,18,495,2391427,3153060,0,0,6,28,7,5,5,510,90840,376,0,0,7,4,3,0,2,8,328,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BD,32,0,0,0,0,10920,70,0,0,0,0,2,0,1,0,217,1299020,21741,4123188,0,4,0,0,0,0,0,104240,292,0,0,0,0,1,0,1,0,5,3,6,2,24,24,250,20340,80,0,0,8,3,3,0,2,0,308,0,1,1,0,1
KZ,77,0,5,5,225,21900,280,0,0,0,0,3,0,7,40,1038,4856096,5685586,5001128,0,2,54,0,3,3,0,0,0,0,0,4,3,0,0,6,80,969,0,36,2,1,1,0,0,0,1,2,8,7,0,0,2,80,858,0,1,1,1,1
US,145,0,1,1,1274,505800,1182,0,0,74,30,18,0,10,40,1410,23352184,11160412,9541554,0,5,103,3,0,0,560,318000,1259,0,0,10,6,7,0,4,12,915,6,13,0,0,0,0,369000,377,0,0,23,9,2,0,4,0,175,1,1,1,1,1
BG,60,63,11,11,0,181220,126,63,0,0,0,13,0,3,0,899,7657423,7304274,4144472,1,6,53,76,20,20,60,480000,677,76,0,2,2,1,0,2,20,1149,7,1,44,11,11,60,480000,913,44,0,5,3,2,0,1,40,690,6,1,1,1,1
BR,31,0,0,0,550,79920,268,0,0,0,0,0,0,2,40,548,4234830,13531293,0,0,5,44,0,20,20,70,141300,288,0,0,34,18,0,0,6,5,589,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AM,264,10,20,20,2045,1120600,2627,0,0,12,10,12,0,6,102,2441,17766335,11833340,5902877,0,12,93,11,10,10,2666,770100,1755,1,0,7,6,8,0,5,80,1394,6,6,3,20,20,132,55500,994,1,0,13,3,4,0,6,10,344,6,1,1,1,1
FR,160,5,43,43,2288,682400,1905,0,0,12,10,4,0,11,55,1810,10965902,2763804,102564,0,14,56,1,4,4,790,225000,804,0,0,2,0,3,0,7,0,472,4,1,0,0,0,0,15000,156,0,0,0,0,1,0,2,0,26,0,1,1,1,1
UY,145,102,0,0,0,635400,1003,40,0,26,10,1,0,4,52,1858,22274293,3534040,10509054,0,5,66,14,0,0,0,345000,360,1,0,2,0,0,0,1,0,525,0,49,59,0,0,1600,495000,840,25,0,3,0,0,0,2,80,1137,0,1,1,1,1
,247,61,0,0,1080,997400,1561,0,0,0,0,16,0,3,3,2315,18895850,3578912,0,0,5,103,0,0,0,1200,360000,880,0,0,2,1,2,0,2,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
GB,125,1,6,6,250,270500,906,0,0,13,9,11,0,7,40,1176,9061927,13587,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CO,154,5,20,20,700,412400,843,5,0,13,10,4,0,1,13,1206,7629793,4935528,7765519,0,7,47,4,22,22,1120,255000,1034,4,0,13,8,4,0,4,0,504,5,157,14,21,21,1760,762000,1548,14,0,1,1,3,0,2,0,1202,7,1,1,1,1
ES,26,0,0,0,0,28400,122,0,0,0,0,1,0,2,7,243,1395697,13336,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ES,106,7,30,30,609,281800,621,0,0,7,6,0,0,3,21,1064,6270733,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PH,64,4,0,0,400,113160,268,0,0,0,0,2,0,2,40,683,3473904,3665924,7374400,0,5,36,6,0,0,0,56000,382,0,0,14,13,1,0,3,0,294,3,11,1,0,0,0,108240,507,0,0,35,19,2,0,6,0,193,3,1,1,1,1
RU,71,8,3,3,450,64220,371,0,0,4,4,4,0,2,16,623,4014257,18819785,0,0,6,210,57,17,17,1540,1617080,2280,4,0,8,6,12,0,6,95,2396,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RU,32,1,0,0,0,44420,152,0,0,0,0,2,0,2,10,311,1655288,3477610,1932737,0,6,38,4,9,9,850,159640,496,0,0,4,3,2,0,3,30,554,7,40,2,5,5,460,112260,417,0,0,0,0,1,0,4,0,306,5,1,1,1,1
TR,206,19,21,21,2249,650600,1859,0,0,9,7,17,0,3,48,1917,11067840,2962721,2907084,0,12,63,0,0,0,540,511200,732,0,0,2,1,5,0,3,37,632,0,69,1,16,16,1490,283500,1444,1,0,0,0,4,0,3,4,603,10,1,1,1,1
ES,208,11,34,34,2539,887000,2232,7,0,8,8,10,0,2,90,2200,10095866,1497990,788948,0,13,23,0,0,0,360,120000,283,0,0,3,2,2,0,1,0,179,0,9,1,6,6,60,60000,376,1,0,0,0,1,0,1,0,144,6,1,1,1,1
ID,65,0,0,0,155,100500,316,0,0,0,0,3,0,2,31,677,3795456,6294784,1434254,0,0,49,0,0,0,724,183400,592,0,0,2,1,6,0,2,26,475,0,14,0,0,0,240,60000,277,0,0,0,0,3,0,1,4,145,1,1,1,1,1
PE,47,78,2,2,400,193700,467,2,1,0,0,4,1,1,30,1061,15746705,3895266,0,0,7,3,43,1,1,0,218700,286,42,0,0,0,1,0,1,40,565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
GB,70,38,15,15,620,235220,502,38,0,14,10,5,0,3,40,1176,7798345,12603432,13368185,0,7,86,38,15,15,1340,768180,1260,36,0,32,22,3,0,4,14,1099,6,110,37,21,21,1510,803000,1595,37,0,22,10,2,0,11,20,1477,7,1,1,1,1
RU,27,5,0,0,400,26400,42,2,0,0,0,4,0,2,10,274,1587347,1720054,11602484,0,0,29,0,15,15,60,88760,210,0,0,0,0,4,0,2,14,399,7,80,7,14,14,460,359740,974,1,0,36,27,8,0,5,20,864,7,1,1,1,1
BG,14,0,0,0,0,17820,30,0,0,0,0,2,0,2,0,115,725230,5402428,0,0,2,123,12,5,5,700,262180,645,0,0,3,3,12,0,6,11,929,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PL,49,1,0,0,0,77520,249,0,0,0,0,0,0,1,36,577,2472399,6456888,0,0,5,39,0,0,0,0,156140,317,0,0,22,13,1,0,4,17,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BR,40,0,0,0,0,48600,210,0,0,0,0,5,0,4,18,386,1824302,2836785,5604083,0,8,39,18,2,2,540,145100,464,5,0,1,1,6,0,10,13,467,5,35,7,18,18,0,278700,605,0,0,6,5,3,0,7,0,419,6,1,1,1,1
BR,16,0,0,0,0,11320,94,0,0,0,0,9,0,1,1,127,708900,8410585,0,0,4,62,4,17,17,1126,216800,669,0,0,14,9,13,0,2,30,834,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PH,141,5,0,0,392,195600,515,0,0,1,1,1,0,4,2,971,7095860,3974668,245682,0,1,30,7,0,0,1037,429900,850,0,0,3,1,0,0,6,60,666,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,1,0,20,0,1,1,1,1
ID,65,1,0,0,84,78920,168,0,0,0,0,0,0,5,41,709,5324045,471984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ID,63,0,2,2,250,81220,269,0,1,0,0,0,0,3,26,582,3773638,2854243,0,0,5,28,0,0,0,540,164140,460,0,0,2,2,0,0,2,21,350,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ID,61,4,0,0,0,37620,56,2,0,0,0,0,0,4,12,531,3943320,0,1626630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,10340,270,0,0,0,0,0,0,1,4,181,0,1,1,1,1
ID,142,0,0,0,971,511700,1019,0,0,6,3,3,0,4,80,1427,8874159,2137143,0,0,0,2,0,0,0,0,135000,360,0,1,0,0,0,0,3,42,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,9,0,0,0,0,2160,0,0,0,0,0,2,0,1,0,71,292464,8715197,0,0,0,159,42,20,20,800,715840,1576,5,1,7,6,3,2,5,55,1816,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,104,2,3,3,0,0,0,2,0,7,5,0,0,2,20,943,7730321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UA,5,3,0,0,0,300,0,0,0,0,0,0,0,1,0,57,422646,4480364,646322,0,0,13,24,0,0,400,17520,30,0,0,0,0,0,0,1,11,280,0,7,1,0,0,0,39380,40,0,0,0,0,4,0,1,0,80,3,0,1,0,1
VN,25,1,0,0,0,8100,0,0,0,0,0,7,0,1,0,162,1069274,9469593,297641,0,0,127,9,0,0,296,321900,764,1,0,9,3,20,0,4,9,1039,0,0,1,0,0,0,15000,120,0,1,0,0,3,0,1,0,47,0,1,1,1,1
RU,16,0,0,0,0,17820,58,0,0,0,0,0,0,1,16,202,1045283,6349637,1681893,0,0,70,4,15,15,1069,184880,673,1,0,12,5,12,0,5,9,797,12,14,5,3,3,60,113700,163,0,0,0,0,8,0,1,5,209,3,1,1,1,1
RU,20,0,0,0,0,8100,0,0,0,0,0,3,0,1,0,147,1086076,2852853,1656182,0,0,54,1,0,0,189,87000,288,0,0,0,0,0,0,1,40,574,0,26,0,0,0,0,74720,276,0,0,4,3,5,0,2,0,182,0,1,1,1,1
VN,49,0,0,0,0,44420,122,0,0,0,0,0,0,2,10,403,2415056,7192974,660363,0,5,21,0,7,7,0,82000,215,0,0,21,10,0,0,2,0,272,3,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,16,0,1,1,1,1
BR,14,9,0,0,0,21900,44,5,0,0,0,0,0,1,7,196,1333258,9880956,5561418,0,0,40,76,29,29,730,330500,633,0,0,0,0,5,0,5,35,1174,6,14,44,23,23,710,426000,638,13,0,0,0,4,0,6,42,847,7,1,1,0,1
IN,122,7,25,25,1040,346400,685,0,0,16,8,18,0,14,22,1306,10818635,4903791,10198148,0,7,46,4,6,6,790,237000,828,0,0,6,2,14,0,6,11,510,4,30,5,26,26,1950,562000,1891,0,2,17,8,21,0,8,87,1183,8,1,1,1,1
EG,126,2,4,4,0,292400,855,0,0,17,10,19,0,3,40,1129,10027758,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
TR,26,0,0,0,0,14160,14,0,0,0,0,0,0,3,2,294,2641233,2414645,487120,0,0,43,0,0,0,360,71640,120,0,0,4,2,0,0,2,0,292,0,0,0,0,0,0,8700,0,0,0,4,1,0,0,2,0,27,0,1,1,0,1
PA,2,0,0,0,0,300,0,0,0,0,0,0,0,1,0,19,53122,8411470,0,0,0,162,7,9,9,840,387100,956,0,0,2,2,15,0,2,28,1359,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
US,25,0,0,0,0,28400,12,0,0,0,0,0,0,1,5,185,4597866,135627,0,0,0,1,0,0,0,0,4920,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PL,16,26,0,0,200,55200,117,26,0,0,0,2,0,1,10,361,1671395,4840144,2005201,0,4,55,59,0,0,300,178460,229,45,0,3,2,4,0,4,2,717,4,19,20,1,1,0,118740,215,20,0,2,1,2,0,1,0,252,1,1,1,1,1
RU,12,3,0,0,0,8100,0,0,0,0,0,2,0,1,0,98,635527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
US,14,0,0,0,0,0,0,0,0,0,0,0,0,2,3,116,606131,2481679,4051978,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,2,20,509,0,4,0,0,0,0,0,0,0,0,10,8,0,0,4,40,474,0,1,1,1,1
PH,32,8,0,0,0,44420,144,6,0,0,0,1,0,1,6,312,1646113,10181787,1998405,0,6,113,35,0,0,400,427980,941,16,0,8,6,5,0,4,10,973,6,10,1,0,0,250,60000,316,1,0,6,4,2,0,2,0,112,3,1,1,1,1
JP,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,71981,961242,2969499,0,0,9,3,0,0,0,14160,50,3,0,0,0,0,0,1,0,91,3,40,24,0,0,250,55600,30,24,0,0,0,0,0,1,0,397,2,1,1,0,1
SA,120,10,11,11,0,293000,658,3,0,3,2,0,0,2,40,1113,5928940,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FI,27,1,0,0,0,27000,119,0,0,0,0,10,0,1,5,243,1411492,1159867,2369923,0,5,12,2,0,0,600,101220,138,0,0,0,0,14,0,3,2,158,5,14,2,2,2,60,44040,283,0,0,0,0,11,0,3,0,143,4,1,1,0,1
BO,80,2,17,17,885,395400,1081,0,0,8,6,7,0,6,80,1175,4392350,2043828,0,0,12,22,0,0,0,0,107000,216,0,0,9,5,1,0,1,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
IN,28,2,0,0,0,28900,45,0,0,0,0,5,0,1,0,244,1353374,2534661,4325787,0,3,38,1,4,4,335,77220,311,0,0,0,0,4,0,1,18,483,6,46,0,9,9,250,186780,485,0,0,10,4,2,0,1,8,480,5,1,1,1,1
IT,111,3,8,8,955,283800,812,0,0,3,2,20,0,1,53,1173,6326845,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MA,74,3,15,15,340,190120,418,0,0,14,8,2,0,2,40,888,8008434,6052002,1032806,0,7,96,12,1,1,1698,373680,1231,2,0,2,0,6,0,3,1,729,4,16,0,0,0,300,60000,397,0,0,0,0,1,0,1,0,148,3,1,1,1,1
IN,70,3,0,0,448,164200,448,0,0,3,2,3,0,2,16,660,5208922,5054739,344238,0,6,40,0,0,0,540,156960,635,0,0,2,1,11,0,6,10,396,3,1,0,0,0,120,0,305,0,0,0,0,4,0,2,0,25,0,1,1,1,1
SI,30,15,0,0,0,57200,138,2,0,0,0,0,0,1,8,349,2088886,13063137,0,0,6,50,22,0,0,0,162920,156,4,0,27,10,0,0,3,4,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
EG,147,27,0,0,300,442400,600,8,0,0,0,1,0,1,0,1197,11332919,13274831,0,0,0,81,34,30,30,1140,660000,540,21,0,11,4,0,0,2,10,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MX,82,17,0,0,0,135500,132,3,0,0,0,1,0,2,0,636,4208620,22668145,12824099,0,0,85,108,10,10,1500,843900,1048,35,0,58,20,2,0,3,22,1414,6,34,18,0,0,0,420000,319,8,0,54,23,1,0,3,0,433,1,1,1,1,1
ID,111,0,2,2,3,247820,611,0,0,28,11,0,0,5,47,1113,15337941,7580662,3463969,0,0,88,0,0,0,1240,464580,939,0,0,12,1,2,0,4,39,946,5,29,0,0,0,730,72000,897,0,0,6,3,2,0,3,0,230,3,1,1,1,1
VN,22,0,0,0,0,11020,22,0,0,0,0,0,0,1,6,174,1001822,3420117,3243996,0,0,48,6,0,0,0,77280,321,0,0,5,4,6,0,1,0,389,5,6,0,0,0,60,37320,122,0,0,9,6,1,0,1,0,110,2,1,1,1,1
VN,125,0,6,6,1314,313200,973,0,0,4,3,5,0,4,38,1143,6452005,2765020,224698,0,6,28,0,6,6,780,240000,746,0,0,2,1,6,0,2,14,376,6,1,0,1,1,260,105000,410,0,0,0,0,1,0,3,22,203,4,1,1,1,1
UA,145,174,6,6,1850,1346700,1728,54,0,13,9,3,0,5,120,2760,14640879,7396111,695932,0,14,22,54,10,10,0,780000,1232,10,1,22,12,1,0,2,40,879,6,0,4,0,0,0,120000,30,0,0,0,0,0,0,0,5,52,0,1,1,1,1
AR,130,18,44,44,830,412100,1034,18,0,16,8,28,0,6,31,1485,14556160,4440975,0,0,0,46,3,2,2,863,300000,777,3,0,3,0,11,0,1,39,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ZA,20,11,0,0,0,17820,60,3,0,0,0,2,0,1,0,229,1429546,2966236,0,0,4,17,37,0,0,400,128480,198,3,0,0,0,0,0,1,40,571,2,0,0,0,0,0,0,40,0,0,0,0,0,0,1,0,2,2,1,1,0,1
IE,160,36,43,43,1268,800200,1846,0,0,17,7,15,0,5,75,2104,14797696,0,299308,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,30000,0,0,0,0,0,0,0,1,0,58,0,1,1,1,1
