country,level_cnt1,ads_cnt1,pvp_cnt1,pvp_won_cnt1,gem_spend1,coin_spend1,gem_earn1,ads_reward_cnt1,org_hero_cnt1,level_e_try_cnt1,level_e_cnt1,idle_cnt1,purchase_times1,login_cnt1,level_h_cnt1,log_num1,d1_duration,d2_duration,d3_duration,willpay,daily_task_cnt1,level_cnt2,ads_cnt2,pvp_cnt2,pvp_won_cnt2,gem_spend2,coin_spend2,gem_earn2,ads_reward_cnt2,org_hero_cnt2,level_e_try_cnt2,level_e_cnt2,idle_cnt2,purchase_times2,login_cnt2,level_h_cnt2,log_num2,daily_task_cnt2,level_cnt3,ads_cnt3,pvp_cnt3,pvp_won_cnt3,gem_spend3,coin_spend3,gem_earn3,ads_reward_cnt3,org_hero_cnt3,level_e_try_cnt3,level_e_cnt3,idle_cnt3,purchase_times3,login_cnt3,level_h_cnt3,log_num3,daily_task_cnt3,pvp-unlock,hunt-unlock,exp-unlock,label
ES,111,6,0,0,374,146000,430,6,0,0,0,0,0,1,2,713,4006501,3333124,2712459,0,4,60,7,22,22,340,259300,480,6,0,0,0,0,0,1,0,577,4,20,10,0,0,800,134000,240,9,0,3,2,0,0,2,0,319,4,1,1,1,1
GB,30,0,2,2,0,39060,152,0,0,0,0,0,0,3,34,421,2494857,0,2184530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,7,120,40860,58,0,0,0,0,0,0,2,5,253,2,1,1,0,1
BR,90,0,1,1,320,279200,669,0,0,4,2,1,0,2,51,875,5391844,6379961,3087768,0,0,44,1,0,0,576,235000,485,0,0,12,1,0,0,2,21,520,0,21,2,0,0,381,122000,190,1,0,3,0,0,0,3,12,287,0,1,1,1,1
EG,154,0,0,0,450,322400,614,0,0,1,1,0,0,4,7,1075,9555444,9293236,0,0,0,109,0,0,0,1260,735000,1185,0,0,2,1,0,0,3,91,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
TW,171,4,1,1,0,442400,1073,1,0,23,14,4,0,4,25,1395,10115745,10456381,8959524,0,6,89,0,0,0,800,526900,1318,0,0,11,9,6,0,5,24,881,5,102,2,20,20,1500,570000,1313,0,0,7,5,2,0,5,24,1073,7,1,1,1,1
BR,80,108,6,6,830,413900,695,4,0,9,5,22,0,4,54,1551,9767378,10481068,4386400,0,13,80,68,10,10,1580,984500,2092,0,0,5,4,10,0,3,136,1788,7,11,5,0,0,310,150000,558,0,0,11,6,2,0,1,22,275,5,1,1,1,1
TR,114,4,5,5,450,211520,566,1,6,10,10,6,0,5,41,2271,9612767,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
GT,184,2,0,0,1850,652400,1652,0,0,29,9,1,0,7,85,1788,14417050,4281208,0,0,12,26,2,11,11,60,240000,560,0,0,7,6,0,0,4,10,364,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
IR,61,0,0,0,300,68620,147,0,0,0,0,5,0,3,8,462,3228784,1652248,3975845,0,5,19,2,0,0,420,76280,230,2,0,6,4,0,0,1,0,182,4,22,3,0,0,344,117320,290,3,0,6,3,0,0,8,16,296,3,1,1,1,1
MX,69,82,2,2,540,279000,430,37,1,0,0,1,0,4,40,1216,6684913,11520279,7910197,0,7,36,42,10,10,940,507200,1094,42,0,33,20,13,0,5,28,867,6,32,73,16,16,1880,1046000,1468,0,3,1,1,10,0,6,76,1347,8,1,1,1,1
VN,343,11,26,26,2780,1356600,3669,10,0,7,7,11,0,26,121,3534,16345929,22094,286558,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,60,0,980,0,0,0,0,2,0,2,0,72,0,1,1,1,1
TH,139,0,13,13,689,343600,866,0,0,1,1,3,0,4,21,1096,7876392,11483948,6857290,0,10,93,0,18,18,2571,678800,2100,0,0,15,10,7,0,7,80,1345,7,60,0,30,30,817,432000,1299,0,1,10,2,5,0,6,30,833,6,1,1,1,1
IT,32,0,0,0,0,23700,0,0,0,0,0,0,0,1,0,203,1620955,3829462,918484,0,0,25,0,3,3,0,44820,166,0,0,0,0,0,0,2,9,320,0,7,0,1,1,0,41400,31,0,0,0,0,0,0,1,5,89,0,1,1,0,1
VN,63,2,18,18,650,157520,323,0,0,0,0,4,0,3,40,832,4618909,5415786,0,0,6,31,4,22,22,797,329880,1285,1,0,7,4,2,0,3,80,897,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,70,6,7,7,0,108320,484,0,0,16,8,10,0,2,40,871,8817434,8190124,0,0,7,63,6,6,6,1230,343780,859,0,1,15,7,13,0,2,31,752,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
RO,90,2,30,30,760,179120,806,1,0,10,7,0,0,4,70,1233,11908438,2956035,18195281,0,7,31,0,5,5,60,81480,420,0,0,2,2,0,0,2,0,245,0,179,2,37,37,2180,952800,1965,2,0,2,1,0,0,7,30,1730,14,1,1,1,1
FR,311,179,21,21,1910,2089400,2042,30,0,14,10,3,0,6,25,3460,18896500,0,17616771,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,139,41,41,5211,3036300,4801,22,2,2,1,3,2,6,80,3924,14,1,1,1,1
PT,15,0,0,0,0,8100,52,0,0,0,0,2,0,1,6,144,604337,5996804,0,0,2,76,8,22,22,195,202800,586,1,0,7,5,3,0,5,4,776,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
DE,50,1,2,2,120,64420,184,0,0,0,0,0,0,2,20,468,1726715,0,5043695,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,2,2,60,142380,370,0,0,16,14,0,0,3,0,314,4,1,1,1,1
PE,70,3,3,3,600,115160,422,1,0,5,4,17,0,1,40,766,6445536,7621687,6284194,0,7,70,10,22,22,1196,486640,1065,8,0,0,0,22,0,2,80,1151,7,49,9,17,17,1300,402000,1401,9,0,0,0,6,0,2,60,847,7,1,1,1,1
PH,11,3,0,0,0,0,0,3,0,0,0,0,0,4,0,110,669705,6015035,198284,0,0,30,10,3,3,200,26820,303,4,0,14,7,0,0,18,7,473,3,1,1,0,0,60,0,0,1,0,0,0,0,0,4,0,28,0,1,1,0,1
BR,20,0,0,0,0,17820,30,0,0,0,0,0,0,1,0,145,1096853,9918168,2329706,0,2,82,4,0,0,0,151340,392,0,0,5,4,0,0,5,14,642,3,27,6,1,1,0,93240,240,0,0,0,0,0,0,3,2,223,0,1,1,1,1
GB,12,0,0,0,0,3720,0,0,0,0,0,3,0,1,0,82,564389,1223678,5002581,0,0,23,1,0,0,250,18380,12,0,0,0,0,3,0,0,5,198,0,65,7,5,5,890,217360,826,5,1,6,3,10,1,1,10,716,14,1,1,1,1
TR,10,3,0,0,0,5700,0,0,0,0,0,0,0,1,0,97,1264493,3595845,0,0,0,41,17,0,0,400,73820,148,0,0,0,0,0,0,4,9,438,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MX,69,2,11,11,0,234260,818,0,0,9,5,2,0,2,80,1056,5437615,1116888,0,0,14,11,0,0,0,0,0,72,0,0,1,0,1,0,1,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
HU,29,0,0,0,0,28400,102,0,0,0,0,0,0,2,5,231,855174,0,9224983,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,300,219420,514,0,0,41,33,3,0,3,0,442,7,1,1,1,1
MA,56,91,1,1,0,277400,561,29,0,0,0,13,0,7,56,1394,10465530,7882757,0,0,12,35,12,10,10,0,192000,568,8,0,10,9,6,0,3,5,466,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
TH,49,4,0,0,100,65920,156,0,0,0,0,0,0,1,35,568,6327017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
TW,57,63,4,4,0,193700,280,0,0,0,0,8,0,2,40,1065,5365405,264976,13665809,0,6,1,1,0,0,0,12900,60,0,0,0,0,1,0,1,0,31,0,168,35,40,40,2310,1453320,3410,0,1,5,4,9,0,6,160,2581,14,1,1,1,1
SK,15,0,0,0,0,26400,122,0,0,0,0,2,0,1,0,97,398299,2797171,13762432,0,5,54,0,12,12,0,180200,435,0,0,4,4,4,0,5,40,689,7,123,0,4,4,600,535800,1268,0,0,51,19,4,0,11,27,1124,6,1,1,1,1
,44,73,8,8,0,277400,444,1,0,0,0,5,0,5,40,1043,6867344,0,304468,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,1,0,1
UA,20,0,0,0,0,10920,22,0,0,0,0,6,0,1,6,174,927295,13392364,3566869,0,0,81,0,22,22,20,341480,677,0,0,29,22,3,0,3,40,974,7,52,14,14,14,0,285000,1042,0,0,0,0,3,0,2,0,521,5,1,1,1,1
MX,102,96,1,1,490,429800,538,29,0,4,3,29,0,10,20,1448,15860394,49854217,1422599,0,6,82,93,10,10,1430,926500,1261,33,0,1,0,12,0,10,17,1450,6,6,4,0,0,430,81000,308,0,0,0,0,2,0,1,0,102,2,1,1,1,1
RU,30,21,24,24,50,123120,156,9,0,0,0,3,0,1,11,573,3020137,1320854,1402801,0,6,24,3,6,6,0,58100,172,3,0,0,0,2,0,2,10,280,7,14,12,0,0,0,38700,315,12,0,0,0,1,0,3,10,241,3,1,1,0,1
RU,1,0,0,0,0,300,0,0,0,0,0,0,0,1,0,15,105368,3168493,1545884,0,0,49,10,3,3,0,96300,212,1,0,0,0,1,0,3,7,469,9,13,2,4,4,0,97200,180,0,0,0,0,1,0,2,18,240,2,1,1,0,1
RU,1,0,0,0,0,2160,0,0,0,0,0,1,0,1,0,23,161307,15467770,6473858,0,0,89,113,1,1,0,217760,680,0,0,13,11,8,0,2,40,1429,9,43,15,3,3,0,402480,449,0,0,18,10,4,0,0,0,406,0,1,1,1,1
AR,180,84,8,8,491,811900,1078,45,0,5,4,16,0,2,40,2017,9914702,4389203,706129,0,7,58,55,19,19,36,578300,961,52,0,0,0,10,0,6,1,905,3,3,3,8,8,164,32000,759,0,0,0,0,3,0,3,0,110,2,1,1,1,1
TH,69,4,2,2,650,107320,409,0,0,21,11,6,0,1,40,747,8396143,3598925,0,0,5,23,5,0,0,0,156780,383,3,0,5,1,2,0,1,17,319,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,79,0,1,1,0,135500,318,0,0,1,1,5,0,2,14,610,4616813,0,2152106,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,171900,628,0,0,0,0,5,0,2,40,389,6,1,1,1,1
VN,110,8,1,1,875,106720,677,7,0,4,2,20,0,3,40,1017,5953255,1785410,445428,0,6,16,1,0,0,420,128040,530,1,0,1,0,5,0,4,24,298,4,2,1,2,2,460,73740,199,1,0,0,0,3,0,1,1,65,2,1,1,1,1
VN,121,1,0,0,1066,134860,670,0,0,0,0,1,0,3,14,901,6263592,1566969,0,0,7,12,0,0,0,0,31140,228,0,0,0,0,1,0,1,0,112,0,8,0,0,0,0,34920,108,0,0,0,0,1,0,1,0,74,0,1,1,1,1
VN,164,26,20,20,616,810700,1290,0,0,2,2,18,0,2,21,1563,13002411,4678147,0,0,7,49,48,14,14,828,489500,441,4,1,0,0,4,0,1,0,639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,200,4,8,8,2200,859400,1951,0,0,30,21,4,0,3,112,2126,17258377,3796607,7332759,0,13,22,3,0,0,0,120000,868,0,0,1,0,3,0,3,0,148,3,61,4,5,5,950,432000,1071,0,0,14,12,3,0,2,28,715,5,1,1,1,1
VN,50,2,0,0,500,81320,279,0,0,0,0,7,0,1,40,620,2659320,9922795,3081534,0,6,28,0,18,18,487,302880,412,0,0,46,24,8,0,64,2,641,6,54,4,18,18,1090,208600,1236,0,0,2,0,6,0,4,5,557,7,1,1,1,1
VN,81,9,22,22,130,158920,249,7,0,0,0,4,0,2,18,887,5842671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
VN,108,7,20,20,1080,533700,934,0,0,20,13,3,0,5,61,1349,10751801,980474,0,0,6,3,0,0,0,60,0,296,0,0,4,2,1,0,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RO,70,30,19,19,0,182920,418,1,0,3,2,0,0,1,40,1000,5714986,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
DE,33,1,0,0,0,44920,156,0,0,0,0,8,0,3,14,379,2088139,3853336,0,0,6,38,8,24,24,780,165380,358,0,0,4,2,8,0,6,21,651,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CO,112,11,8,8,0,428500,1064,1,0,39,24,3,0,6,40,1195,10676105,17765493,731086,0,9,385,17,3,3,4500,1834800,3463,0,0,8,3,4,0,4,80,2907,6,29,0,0,0,0,0,336,0,0,0,0,1,0,1,0,155,0,1,1,1,1
BD,106,0,0,0,49,206600,727,0,0,3,3,11,0,5,40,960,6846856,1462563,0,0,5,40,0,0,0,1278,162800,606,0,1,0,0,2,0,2,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
US,72,3,0,0,0,88300,465,3,1,4,2,6,1,1,8,582,2488067,8332295,0,0,5,65,0,8,8,0,204600,512,0,0,64,16,3,0,6,0,558,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PL,51,62,0,0,0,135500,48,3,0,0,0,1,0,3,20,793,4817572,0,907788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,84420,120,2,0,0,0,0,0,2,0,179,0,1,1,0,1
MX,95,13,15,15,1010,339200,902,2,0,31,13,8,0,6,60,1290,17094999,2116869,0,0,12,18,4,14,14,348,90000,236,1,0,1,0,5,0,2,2,255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
US,79,1,3,3,0,233660,502,0,0,35,19,3,0,1,40,878,15225764,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MX,70,0,14,14,740,202800,458,0,0,3,2,9,0,7,40,867,3699309,3399109,0,0,7,38,0,6,6,120,92360,386,0,0,4,3,4,0,2,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MX,56,7,2,2,770,184520,752,0,0,0,0,6,0,5,50,777,4240049,1405998,0,0,13,0,0,2,2,0,90300,132,0,0,1,1,0,0,0,24,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MX,143,8,0,0,93,279300,569,2,0,0,0,4,0,4,12,1079,8488945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BR,150,1,0,0,479,309500,905,0,0,7,6,15,0,6,41,1229,6990128,3733842,5374884,0,0,3,0,0,0,0,120000,160,0,0,12,12,1,0,1,0,69,0,34,0,3,3,60,180000,444,0,0,0,0,6,0,1,0,427,2,1,1,1,1
KR,61,62,0,0,499,68520,100,25,0,0,0,1,0,1,0,789,5713438,11225803,7145761,5,5,92,21,0,0,0,408180,868,16,0,8,3,1,0,6,0,734,4,65,22,0,0,0,480000,1011,10,0,1,1,1,0,5,48,931,6,1,1,1,1
KR,86,6,0,0,914,293300,951,5,0,3,3,2,0,3,65,1037,3394869,6541553,847,0,6,29,4,0,0,1620,428800,1292,4,0,22,12,1,0,1,80,787,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,1,1
CO,160,5,5,5,400,512400,1610,5,0,5,4,7,0,4,60,1545,18917332,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MM,73,3,0,0,400,146300,418,3,0,17,11,4,0,4,40,786,5883838,6293265,2698334,0,6,8,0,0,0,0,60300,60,0,0,29,18,0,0,4,1,138,2,9,0,0,0,0,100800,339,0,0,11,3,1,0,3,9,159,3,1,1,1,1
VE,33,1,0,0,0,94600,321,1,0,0,0,5,0,7,35,480,3652509,3515240,411792,0,8,73,2,3,3,0,139160,370,0,0,0,0,0,0,3,0,451,1,0,0,0,0,0,14160,336,0,0,0,0,2,0,3,0,15,0,1,1,1,1
MM,45,3,0,0,0,115160,398,0,0,0,0,0,0,1,40,607,2600338,30451369,6211204,0,6,195,167,45,45,2510,2013240,2349,102,1,36,31,2,0,3,50,3164,8,44,74,0,0,670,900000,957,69,0,0,0,2,0,3,30,991,0,1,1,1,1
NI,20,0,0,0,0,10920,0,0,0,0,0,0,0,3,0,233,1635056,4127656,3063817,0,0,35,1,0,0,0,74880,179,0,0,0,0,4,0,6,40,506,0,29,0,0,0,0,120800,537,0,0,0,0,2,0,1,40,416,0,1,1,1,1
MN,65,0,0,0,400,96500,390,0,0,0,0,2,0,1,40,646,6806741,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ID,81,18,4,4,670,161920,313,18,0,0,0,19,0,3,9,729,5370768,1455287,0,0,7,6,0,0,0,0,23700,305,0,0,6,5,2,0,2,0,73,3,0,0,0,0,430,86180,159,0,0,0,0,1,0,0,0,0,3,1,1,1,1
NC,20,0,0,0,0,5700,0,0,0,0,0,0,0,1,0,128,7359425,14869765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1
UZ,91,0,0,0,573,169160,419,0,0,16,5,17,0,9,2,658,11015848,9472895,0,0,4,37,0,0,0,400,123240,634,0,0,21,7,5,0,7,0,334,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
US,36,0,0,0,0,17760,0,0,0,0,0,4,0,6,0,299,3026342,128524,2010451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,19,0,0,0,169,65860,198,0,0,0,0,1,0,2,2,166,0,1,1,0,1
EE,40,1,0,0,400,57200,168,0,0,0,0,14,0,1,40,549,3006950,5442575,1681551,0,0,72,6,8,8,1000,243300,863,6,0,1,1,15,0,3,10,690,11,12,0,0,0,200,60000,389,0,0,0,0,2,0,2,0,103,0,1,1,1,1
IN,111,11,0,0,360,292400,676,0,0,3,2,0,0,4,40,1042,6183296,2366622,1125748,0,5,36,3,6,6,120,135000,240,0,0,0,0,0,0,2,0,353,0,2,1,0,0,0,30000,255,0,0,0,0,0,0,1,43,265,0,1,1,1,1
CO,57,61,0,0,0,96500,280,6,0,0,0,0,0,5,37,917,8622856,8746064,4111030,0,0,129,9,0,0,0,570900,840,0,0,0,0,0,0,5,0,863,0,84,8,0,0,460,420000,480,0,0,0,0,0,0,3,0,539,0,1,1,1,1
KR,119,5,21,21,767,174560,515,5,0,5,2,22,0,1,0,926,7703936,1451089,2053,0,6,11,3,1,1,240,120500,340,3,0,0,0,8,0,1,0,170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,1,1
BR,94,9,12,12,600,272400,684,1,0,6,2,30,0,4,51,1055,7893205,3321096,0,0,4,19,0,4,4,185,127500,203,0,0,4,2,4,0,0,14,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BR,86,8,9,9,378,175860,503,0,0,23,19,0,0,1,40,943,10967428,4875833,0,0,6,4,0,0,0,520,108240,55,0,0,14,7,0,0,2,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BR,69,0,0,0,180,57000,191,0,0,7,3,14,0,1,0,486,5482326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MX,111,7,30,30,631,207900,656,6,0,23,7,0,0,1,27,1188,13275255,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
TR,228,3,21,21,2600,1133200,2276,0,0,72,40,62,0,7,120,2635,26500277,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
TR,38,0,2,2,400,46220,142,0,0,0,0,1,0,2,10,346,1830052,6492950,319756,0,5,87,1,13,13,260,280480,595,0,0,15,12,0,0,1,10,739,6,3,0,4,4,0,0,120,0,0,0,0,0,0,1,0,56,0,1,1,1,1
BR,101,72,21,21,710,478400,575,38,0,14,7,2,0,4,30,1455,10268704,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BR,50,7,0,0,0,96500,221,3,0,0,0,3,0,2,13,490,5969365,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
TR,63,1,0,0,120,94500,152,0,0,0,0,0,0,4,34,702,4847259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
IN,34,1,20,20,545,159900,548,1,0,0,0,2,0,4,40,688,3645318,1702118,2797014,0,7,18,0,17,17,250,46620,690,0,0,0,0,0,0,2,9,317,6,25,1,1,1,720,81180,646,1,0,7,3,2,0,2,0,246,5,1,1,1,1
ID,105,0,9,9,900,277400,704,0,0,16,14,1,0,2,40,1032,10285478,2659691,0,0,6,45,0,0,0,0,150000,395,0,0,3,0,0,0,2,2,310,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PK,74,19,0,0,120,115160,131,0,0,0,0,7,0,3,1,604,4835619,5784971,1267649,0,0,53,29,24,24,1330,483240,1019,28,0,0,0,23,0,3,8,855,6,9,1,10,10,300,84000,222,0,0,0,0,3,0,2,0,180,1,1,1,1,1
CL,111,26,4,4,500,280300,602,0,0,17,14,2,0,3,15,1032,9709047,1864321,787505,0,7,9,2,1,1,600,147000,355,2,0,4,2,3,0,4,2,186,2,4,0,0,0,580,57000,398,0,0,1,0,1,0,1,0,59,2,1,1,1,1
PE,170,0,0,0,0,425400,862,0,0,0,0,1,0,3,0,1275,8586106,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
IR,14,0,0,0,0,5700,0,0,0,0,0,0,0,3,0,126,914387,7417123,6463926,0,0,71,0,0,0,830,235360,765,0,0,18,10,8,0,7,38,785,8,44,0,0,0,700,173240,634,0,0,15,4,4,0,9,15,447,3,1,1,1,1
PK,52,2,0,0,0,30900,14,0,0,0,0,2,0,3,3,378,2583692,3049304,0,0,0,18,2,0,0,0,43260,192,0,0,0,0,1,0,4,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
IL,101,20,0,0,600,196500,580,0,0,13,10,2,0,2,44,1059,7780437,2086103,0,0,6,40,9,0,0,0,240000,456,0,0,0,0,1,0,0,17,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
LT,101,8,1,1,250,195600,524,8,0,3,3,9,0,1,40,935,4766238,1385825,0,0,6,26,0,0,0,0,68700,527,0,0,4,2,3,0,1,0,183,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
SK,120,9,11,11,1000,332300,681,0,0,16,9,4,0,4,40,1175,6411869,4659269,40757,0,7,57,3,9,9,730,300000,695,0,0,13,5,3,0,6,1,509,1,0,0,0,0,60,0,132,0,0,0,0,1,0,1,0,13,0,1,1,1,1
PA,100,7,0,0,400,157520,428,0,0,8,6,1,0,2,40,883,5546582,16526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RU,137,129,23,23,800,678060,903,52,0,21,10,4,0,3,40,2146,15803652,10171768,8059428,0,7,114,118,25,25,130,1200000,1540,29,0,0,0,5,0,4,0,1651,5,90,90,24,24,2370,984540,943,83,0,0,0,3,0,2,0,1377,5,1,1,1,1
IN,272,6,1,1,2235,825400,2320,6,0,6,2,7,0,10,70,2443,16956505,2562568,3855719,0,5,10,3,0,0,300,300000,306,3,0,0,0,6,0,3,0,212,2,30,8,0,0,726,124800,752,8,0,0,0,11,0,10,0,358,4,1,1,1,1
PE,267,6,25,25,3090,1164220,2695,0,1,18,13,14,0,4,120,2854,19650709,5794654,9808262,0,14,34,7,12,12,1390,525540,1457,0,1,1,1,6,0,5,80,988,6,51,5,10,10,1380,563160,1317,0,0,0,0,4,0,3,80,1056,8,1,1,1,1
BR,80,0,0,0,0,79620,152,0,0,15,8,1,0,2,0,548,8065138,5890255,6304283,0,0,118,6,0,0,1550,518980,1100,0,0,2,2,0,0,5,0,861,8,70,2,3,3,480,315000,430,0,0,6,3,0,0,2,10,548,0,1,1,1,1
BR,80,18,1,1,369,188620,344,2,0,5,4,1,0,2,13,746,5537583,1911440,6734050,0,9,27,25,0,0,0,171540,240,0,0,0,0,0,0,0,0,318,0,91,68,0,0,1500,1003660,1193,52,0,2,2,6,0,3,20,1203,6,1,1,1,1
DE,72,0,0,0,0,96500,212,0,0,36,24,0,0,8,22,682,15098844,8940685,8516290,0,0,102,0,0,0,900,435900,720,0,0,6,4,0,0,3,0,741,0,13,0,0,0,400,75000,0,0,0,20,13,0,0,5,0,211,0,1,1,1,1
ES,80,2,6,6,0,125120,282,2,0,8,6,9,0,1,12,668,5579239,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ID,70,0,0,0,400,87800,308,0,0,16,10,0,0,3,17,583,3402836,7308896,3573303,0,5,25,0,0,0,60,189600,305,0,0,8,1,0,0,2,0,189,3,38,0,0,0,500,135000,450,0,0,13,4,2,0,4,0,288,4,1,1,1,1
CL,130,9,23,23,375,377400,1100,0,0,12,5,9,0,4,50,1322,9369874,6126166,0,0,14,101,7,23,23,1764,408900,1391,0,0,0,0,6,0,3,0,907,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UY,93,7,0,0,786,180960,490,7,0,10,7,11,0,2,16,756,5836323,32744,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
