level_cnt1,ads_cnt1,pvp_cnt1,pvp_won_cnt1,gem_spend1,coin_spend1,gem_earn1,ads_reward_cnt1,org_hero_cnt1,level_e_try_cnt1,level_e_cnt1,idle_cnt1,purchase_times1,login_cnt1,level_h_cnt1,log_num1,d1_duration,d2_duration,d3_duration,willpay,daily_task_cnt1,level_cnt2,ads_cnt2,pvp_cnt2,pvp_won_cnt2,gem_spend2,coin_spend2,gem_earn2,ads_reward_cnt2,org_hero_cnt2,level_e_try_cnt2,level_e_cnt2,idle_cnt2,purchase_times2,login_cnt2,level_h_cnt2,log_num2,daily_task_cnt2,level_cnt3,ads_cnt3,pvp_cnt3,pvp_won_cnt3,gem_spend3,coin_spend3,gem_earn3,ads_reward_cnt3,org_hero_cnt3,level_e_try_cnt3,level_e_cnt3,idle_cnt3,purchase_times3,login_cnt3,level_h_cnt3,log_num3,daily_task_cnt3,pvp-unlock,hunt-unlock,exp-unlock,label
108,39,14,14,540,547400,1087,2,0,23,18,13,0,2,67,1504,16721935,10162811,7874647,0,13,44,9,16,16,1660,585000,1615,0,0,13,8,8,0,6,48,817,7,55,10,20,20,2560,477000,1962,0,0,9,8,8,0,5,62,949,6,1,1,1,1
143,28,10,10,2170,476500,1476,0,0,12,9,13,0,3,15,1382,9071730,926660,852354,0,16,15,2,0,0,0,90000,5,0,0,0,0,1,0,0,0,110,0,5,0,0,0,300,15000,240,0,1,2,2,1,0,1,0,60,0,1,1,1,1
80,0,12,12,200,103720,244,0,0,15,7,23,0,2,13,732,8294692,0,5464265,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,24,24,880,156780,688,1,0,8,6,10,0,3,18,600,5,1,1,1,1
121,0,0,0,1089,236020,694,0,0,7,4,13,0,1,10,919,8238978,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
105,15,0,0,310,174560,618,0,0,8,3,3,0,5,25,924,5309319,1522738,1524765,0,9,36,5,0,0,180,198240,175,1,1,5,4,0,0,3,0,279,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,1,1
28,0,0,0,250,24500,104,0,0,0,0,0,0,2,2,234,1165823,3119111,3635633,0,4,52,4,2,2,590,129900,376,0,0,15,11,1,0,4,5,539,9,0,0,0,0,0,0,20,0,0,5,3,0,0,1,0,18,0,1,1,1,1
66,0,0,0,569,118760,334,0,0,0,0,24,0,3,21,644,3642319,4045551,0,0,4,47,3,0,0,593,163240,457,3,0,6,4,27,0,2,2,422,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
90,0,0,0,1060,206600,671,0,0,14,10,24,0,3,14,742,7521378,876456,556491,0,11,1,0,0,0,0,13320,84,0,0,1,0,1,0,1,0,16,0,1,0,0,0,260,0,309,0,0,1,0,1,0,1,0,49,2,1,1,1,1
49,4,1,1,690,126120,391,3,0,0,0,6,0,8,47,799,5513565,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
101,65,44,44,1095,547500,1262,25,0,6,4,13,0,4,55,1742,11234801,3164462,0,0,12,24,15,2,2,940,255000,697,1,1,0,0,5,0,2,10,374,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
151,8,20,20,1509,473800,1294,1,0,29,20,22,0,6,5,1327,15780080,4862726,79329,0,7,37,0,8,8,1140,165000,1000,0,0,4,2,4,0,5,9,428,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,1,1,1,1
135,2,0,0,300,266900,585,0,0,11,7,0,0,6,1,914,9395594,1975769,3945935,0,5,10,3,0,0,54,45000,120,0,0,3,2,0,0,2,0,113,0,10,0,0,0,0,61800,0,0,0,11,6,0,0,1,0,183,0,1,1,1,1
86,3,5,5,799,144900,620,0,0,4,3,6,0,5,9,741,4867108,1818295,649487,0,11,2,0,0,0,250,22020,104,0,0,5,3,1,0,3,0,45,0,12,0,0,0,200,54080,159,0,0,0,0,1,0,2,0,92,3,1,1,1,1
91,0,0,0,240,135500,240,0,0,0,0,1,0,6,0,674,5936166,3628924,0,0,0,62,0,0,0,420,246900,480,0,0,0,0,0,0,5,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
81,0,20,20,0,235760,558,0,0,70,15,7,0,5,40,1055,14320544,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
138,8,11,11,906,382400,801,8,0,35,20,1,0,4,40,1253,11550058,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
170,34,37,37,1090,774400,1396,2,0,18,17,9,0,7,32,1801,13889078,473875,1538661,0,14,4,0,3,3,750,30000,625,0,0,0,0,2,0,2,0,75,2,28,9,10,10,750,150000,432,2,0,0,0,1,0,1,0,303,4,1,1,1,1
80,8,8,8,850,217520,500,2,0,6,5,4,0,1,45,947,6482028,0,1782533,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,640,103680,636,0,0,0,0,4,0,2,2,331,4,1,1,1,1
77,1,20,20,750,233660,453,1,0,18,8,8,0,7,31,936,5978885,1144227,0,0,7,8,0,9,9,0,43740,637,0,0,0,0,1,0,1,5,158,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
31,70,1,1,0,146300,168,3,0,0,0,5,0,2,40,841,5784008,3238688,22206,0,0,5,45,0,0,0,116100,168,0,0,0,0,2,0,2,40,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,1
72,0,0,0,0,113160,364,0,0,0,0,0,0,2,10,547,2804116,2097378,3167700,0,8,69,0,0,0,1020,267240,720,0,0,0,0,0,0,4,7,523,3,14,0,0,0,700,105000,260,0,0,2,2,0,0,2,4,202,2,1,1,1,1
155,19,6,6,250,577400,916,0,0,12,9,0,0,3,23,1555,11675830,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
32,54,0,0,200,146300,262,0,0,0,0,5,0,2,34,761,5426753,0,681828,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1,0,36120,96,0,0,0,0,4,0,3,0,106,3,1,1,0,1
27,38,0,0,400,79520,160,38,0,0,0,4,0,2,14,556,3668049,12563054,0,0,6,43,48,3,3,120,169500,334,48,1,16,11,5,0,1,6,701,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
95,7,5,5,0,352400,822,0,0,43,17,13,0,9,50,1123,14429955,9238052,162326,0,13,35,0,2,2,0,225000,861,0,0,27,3,6,0,3,30,477,2,0,0,0,0,600,0,108,0,0,0,0,1,0,1,0,16,0,1,1,1,1
19,0,0,0,0,14160,48,0,0,0,0,1,0,1,10,198,5824275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500,20,0,0,0,0,0,0,1,0,2,1,0,1,0,1
80,6,0,0,700,124460,388,6,1,5,4,0,0,4,10,648,4133295,1666558,51335,0,12,35,4,0,0,200,104760,370,4,0,1,0,0,0,4,0,251,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,1,1
197,6,40,40,1600,982400,3884,0,2,90,34,18,1,10,120,2567,17077897,6102771,0,1,14,30,3,7,7,60,480000,880,0,0,36,16,7,0,2,10,456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
12,0,0,0,0,3720,0,0,0,0,0,0,0,1,0,102,539841,4770970,4527750,0,0,83,2,2,2,798,179740,535,0,0,5,3,0,0,2,40,833,4,48,8,22,22,560,310740,555,6,0,0,0,0,0,1,28,712,4,1,1,1,1
31,21,0,0,0,57200,138,10,0,0,0,8,0,2,11,433,5819363,1961870,809070,0,6,9,5,0,0,0,7020,10,5,0,0,0,2,0,1,0,103,1,6,2,0,0,0,50940,100,2,0,0,0,1,0,1,0,78,3,1,1,0,1
57,0,0,0,0,64220,204,0,0,0,0,3,0,3,7,428,3080032,1432145,1655934,0,5,31,0,0,0,0,82080,358,0,0,2,2,3,0,2,0,191,0,25,0,0,0,800,60300,445,0,0,0,0,2,0,3,0,186,3,1,1,1,1
106,8,1,1,120,219920,524,3,0,7,4,0,0,5,15,825,7324581,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
145,20,0,0,657,430900,960,0,0,43,23,7,0,4,40,1367,15929323,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
80,6,48,48,1420,292900,1023,6,0,13,9,12,0,8,39,1299,11345877,7483067,1633022,0,13,105,3,25,25,1059,347500,1175,2,0,5,2,5,0,12,17,1036,8,9,1,2,2,400,84000,337,1,0,0,0,3,0,7,15,205,2,1,1,1,1
81,3,20,20,1060,322400,775,0,1,3,2,14,0,3,62,1173,7336709,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
100,45,0,0,499,239560,380,0,0,78,26,0,0,5,0,1031,25373640,2736516,0,0,5,1,1,0,0,0,0,0,0,0,12,1,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
82,1,0,0,1060,277400,742,0,0,18,10,2,0,2,40,790,10045193,4275978,636588,0,6,11,0,13,13,0,150000,544,0,0,10,7,2,0,2,12,267,4,3,0,0,0,540,0,333,0,1,1,0,1,0,3,0,61,1,1,1,1,1
149,1,0,0,400,337400,851,0,0,1,1,0,0,9,9,1223,11119881,5465459,7250626,0,7,20,2,14,14,0,240000,340,0,0,4,4,1,0,3,26,541,1,41,0,2,2,0,225000,475,0,0,19,5,0,0,5,15,463,3,1,1,1,1
95,0,0,0,720,182520,369,0,0,2,1,0,0,4,5,694,4237716,2131922,0,0,4,42,0,0,0,540,171180,600,0,0,3,1,0,0,2,11,361,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
29,0,3,3,0,50600,224,0,0,0,0,2,0,1,30,421,1978525,350724,3941993,0,5,5,0,0,0,120,6600,54,0,0,0,0,1,0,1,15,126,0,38,0,8,8,0,112260,413,0,0,12,7,6,0,1,10,399,7,1,1,1,1
190,0,0,0,400,487400,992,0,0,2,2,0,0,3,18,1378,11270980,1245613,0,0,2,23,0,0,0,0,105000,240,0,0,0,0,0,0,2,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
18,0,0,0,0,36760,152,0,0,0,0,9,0,3,36,379,2190883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
92,17,0,0,240,233660,256,0,0,17,11,0,0,1,6,765,9780400,2389879,42971,0,0,10,1,0,0,60,88740,131,0,0,4,0,1,0,2,20,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,1,1,1
67,24,0,0,750,198100,468,7,0,0,0,8,0,4,38,862,4122572,0,982881,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,12,0,59120,134,0,0,3,3,2,0,2,0,131,3,1,1,1,1
72,0,0,0,293,119560,417,0,0,12,8,14,0,6,17,604,5593053,3398235,1175676,0,6,1,0,0,0,0,31140,48,0,0,7,5,1,0,2,0,44,0,6,0,0,0,200,47400,160,0,0,3,0,2,0,1,0,66,4,1,1,1,1
345,12,4,4,2610,1267500,2752,2,0,4,2,1,0,9,86,2722,14480527,4647376,6395284,0,12,18,3,0,0,660,240000,255,3,1,11,7,0,0,3,30,340,3,130,4,0,0,960,720000,1090,1,1,2,0,0,0,3,21,914,6,1,1,1,1
352,6,34,34,3260,1175300,3101,1,0,3,3,8,0,8,10,2560,13834685,4794530,0,0,11,58,3,20,20,1380,408800,1180,0,2,3,3,6,0,4,3,589,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
249,1,39,39,3330,1089400,3230,1,1,38,32,15,0,1,120,2733,20433246,7914871,1400353,1,14,138,1,21,21,2184,1087000,1991,1,1,0,0,3,0,2,80,1567,7,27,0,10,10,540,124000,819,0,0,0,0,3,0,0,3,306,5,1,1,1,1
75,6,21,21,660,219920,704,4,0,6,5,7,0,5,27,857,9116087,12859388,0,0,10,124,4,23,23,1650,522480,1630,0,1,7,1,11,0,5,17,1148,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
168,2,3,3,1316,458600,1155,1,0,15,11,13,0,4,40,1357,10107314,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
126,5,13,13,920,479900,1132,2,0,38,24,6,0,12,50,1327,15710111,1741512,0,0,12,4,1,0,0,0,2000,441,0,0,4,2,2,0,3,20,172,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
176,57,5,5,120,787400,1121,0,0,34,20,5,0,4,27,1639,15267708,14226,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
63,0,1,1,500,38660,166,0,0,0,0,2,0,12,9,514,6403022,1527703,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
163,17,20,20,1100,184120,961,17,1,13,9,6,0,7,43,1647,12085896,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
513,98,0,0,1700,2161900,2883,4,0,16,7,1,0,9,20,3843,31236314,2014887,0,0,0,2,0,0,0,0,0,0,0,0,16,2,0,0,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
113,49,0,0,1191,607500,1158,9,0,43,29,19,0,6,42,1442,16515686,1121398,0,0,11,3,6,10,10,310,60000,195,0,0,0,0,1,0,0,4,168,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
259,0,0,0,780,669400,1212,0,2,1,0,1,0,6,2,1850,15072236,3495640,1383013,0,0,49,0,0,0,540,255000,510,0,0,1,0,0,0,2,19,493,1,7,0,0,0,330,15000,50,0,1,0,0,0,0,3,0,136,2,1,1,1,1
184,272,40,40,500,1627400,2339,53,0,38,15,13,0,4,120,3823,29027362,9240863,966081,1,14,30,70,20,20,2250,960000,961,31,0,7,2,9,0,1,41,1158,7,0,0,20,20,0,0,191,0,0,0,0,1,0,1,0,125,1,1,1,1,1
70,89,0,0,0,181220,242,9,0,0,0,0,0,2,22,1083,10966218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
70,76,0,0,0,262400,308,14,0,3,2,22,0,3,15,1056,5536582,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
100,0,0,0,398,242560,833,0,0,5,2,45,0,18,17,878,7836347,8377229,2744351,0,10,54,0,0,0,1813,598140,1459,0,1,2,1,51,0,16,114,1199,7,29,0,0,0,1089,217400,1169,0,0,0,0,23,0,8,19,399,4,1,1,1,1
63,41,0,0,29,89100,117,21,0,0,0,0,0,2,10,747,5919486,0,2870242,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,400,93420,214,13,0,7,5,2,0,2,0,218,1,1,1,1,1
93,0,0,0,313,117420,342,0,0,0,0,1,0,4,0,692,6260583,5019753,1292039,0,4,45,0,18,18,680,251480,815,0,0,6,3,17,0,4,13,618,7,2,0,2,2,130,0,1,0,0,0,0,1,0,0,0,30,0,1,1,1,1
87,9,0,0,546,181820,1145,0,0,16,12,5,0,4,102,1221,9684243,67688,256318,0,10,1,0,0,0,0,0,84,0,0,0,0,1,0,1,0,16,0,1,0,0,0,0,96180,84,0,0,0,0,1,0,1,5,54,0,1,1,1,1
172,19,41,41,2601,778100,2204,0,1,17,11,10,0,4,70,1992,13506076,1170585,0,0,14,5,0,8,8,670,27000,759,0,0,0,0,3,0,2,2,160,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
470,7,39,39,4956,2021700,4955,2,0,6,3,13,0,17,160,4458,19701046,15068859,36102762,0,14,279,1,20,20,3778,1483500,3426,1,1,1,1,5,0,15,80,2597,7,470,0,20,20,2264,1941000,4463,0,0,0,0,8,0,11,80,3675,6,1,1,1,1
66,0,0,0,360,115260,385,0,0,6,3,1,0,1,40,712,5219080,6182389,2445545,0,4,75,0,17,17,420,507240,1321,0,0,1,0,4,0,6,80,1063,6,65,0,0,0,1850,279500,1010,0,0,0,0,4,0,3,0,427,3,1,1,1,1
28,1,0,0,0,19820,48,0,0,0,0,2,0,2,11,283,1831343,0,2096415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,60,0,0,0,0,1,0,3,0,139,0,1,1,0,1
70,2,31,31,1050,209620,885,0,0,7,4,13,0,6,29,990,5981183,1047956,0,0,13,16,2,3,3,493,66600,263,0,1,0,0,2,0,3,6,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
96,3,0,0,400,129360,468,0,0,4,3,28,0,4,8,689,5435726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
158,0,25,25,0,744000,1932,0,0,51,32,8,0,9,120,2011,18578512,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8,0,0,0,0,300,0,0,0,0,0,0,0,2,0,68,309532,3565408,819472,0,0,32,24,2,2,0,36860,231,15,0,0,0,0,0,3,36,615,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
140,3,0,0,680,307900,757,2,0,3,2,18,0,4,5,1008,11402799,6806306,2466815,0,5,13,4,0,0,1000,150000,526,3,0,6,3,7,0,7,11,352,6,20,3,0,0,600,149900,600,0,0,0,0,2,0,1,0,220,3,1,1,1,1
199,40,46,46,1550,817400,2145,10,1,4,3,18,0,5,50,2214,15999433,2931376,5444160,0,14,40,5,12,12,1670,240000,837,0,1,0,0,2,0,2,10,488,7,65,1,2,2,500,525000,2052,0,1,3,3,7,1,5,80,986,5,1,1,1,1
72,0,1,1,265,131720,396,0,0,19,5,28,0,2,40,776,8027913,1661960,1422468,0,0,9,2,0,0,250,44040,150,2,1,4,0,9,0,1,12,167,0,30,1,1,1,180,91160,325,1,0,0,0,11,0,1,0,218,0,1,1,1,1
113,14,0,0,800,472400,1116,1,0,31,20,4,0,12,66,1252,17268592,4218194,0,0,6,4,3,0,0,600,87000,303,2,0,7,1,1,0,3,14,162,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
141,0,3,3,687,310400,788,0,0,8,6,0,0,2,41,1223,8724967,0,1297983,0,6,1,0,1,1,250,0,0,0,0,2,0,0,0,1,0,30,0,1,0,1,1,0,75000,90,0,0,1,2,0,0,0,19,139,0,1,1,1,1
201,153,5,5,850,1465400,1524,28,0,60,41,19,0,7,46,2614,35777929,26687512,14556464,0,7,33,61,21,21,2550,962000,1782,35,1,108,69,6,0,2,34,1186,7,1,40,12,12,540,600000,765,15,0,84,45,3,0,1,40,707,6,1,1,1,1
135,11,34,34,2210,591100,1866,0,0,14,9,15,0,4,70,1811,13571167,2786853,0,0,14,16,0,2,2,120,74800,155,0,0,6,4,1,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
50,1,24,24,610,129420,227,1,0,0,0,7,0,5,8,599,6464332,652995,974171,0,7,2,0,12,12,240,44040,530,0,0,0,0,2,0,2,0,96,5,7,2,4,4,420,50760,241,0,0,0,0,2,0,3,1,128,6,1,1,0,1
109,28,1,1,1291,376300,983,8,1,7,6,2,1,3,16,1028,7750128,23719519,4808427,2,11,213,51,21,21,2293,1515000,2243,5,0,35,21,15,0,11,0,2064,5,30,13,10,10,666,421200,670,0,1,5,4,4,0,3,10,492,3,1,1,1,1
42,8,8,8,690,146300,346,0,0,0,0,4,0,4,27,644,5497621,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
42,1,0,0,0,42260,180,1,0,0,0,6,0,2,0,271,1789904,533429,4078458,0,0,5,0,0,0,250,16940,72,0,0,2,2,1,0,1,0,64,0,52,3,9,9,573,183060,601,3,0,0,0,12,0,3,0,444,0,1,1,1,1
119,3,0,0,6,180620,464,1,0,16,10,8,0,6,15,860,7897780,4675696,15434726,0,0,3,0,0,0,0,81180,0,0,0,26,5,0,0,2,1,82,0,180,5,0,0,1000,865200,1245,3,0,45,22,0,0,5,10,1487,3,1,1,1,1
179,41,3,3,1315,802500,1411,2,0,25,14,23,0,4,65,1864,14031831,7564633,0,0,12,120,45,1,1,1850,1005400,1644,1,0,8,5,7,0,3,57,1504,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
116,1,6,6,200,234160,705,0,0,5,5,11,0,3,40,1034,5804327,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
150,0,2,2,1100,742400,1964,0,0,30,17,19,0,7,91,1602,12176552,8878016,202979,0,12,80,0,8,8,700,345000,940,0,0,16,10,7,0,4,2,622,3,0,0,0,0,0,0,168,0,0,1,0,1,0,2,0,11,0,1,1,1,1
64,0,11,11,1048,216000,704,0,0,1,1,21,0,3,40,806,4825265,1876756,0,0,9,19,0,3,3,360,90800,368,0,0,3,1,3,0,1,18,286,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
146,13,0,0,175,494400,1008,10,0,6,4,5,0,6,64,1439,11639155,8874398,0,0,0,22,6,8,8,310,420000,640,0,0,14,11,0,0,7,80,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
147,2,0,0,1163,337500,796,0,0,0,0,21,0,6,0,1183,8981136,372443,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
15,1,0,0,0,5700,0,0,0,0,0,0,0,8,0,193,2278775,151756,2088479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,10,1,0,0,0,36720,119,0,0,0,0,0,0,3,22,230,2,0,1,0,1
70,5,27,27,860,182600,540,5,0,11,8,14,0,2,40,1058,5082502,4527292,0,0,10,11,4,16,16,370,87360,372,3,0,0,0,4,0,1,0,238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
50,57,0,0,0,157520,193,1,0,0,0,0,0,1,40,866,5246294,1435173,0,0,2,8,8,0,0,0,62400,0,0,0,0,0,0,0,1,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
107,6,8,8,911,405100,976,0,0,6,4,36,0,4,60,1215,6741868,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
499,25,23,23,4756,2100900,4420,3,1,21,11,75,0,11,120,4527,30563125,15163783,4146810,0,13,189,39,16,16,2838,1428000,3070,14,2,2,2,25,0,7,60,2116,7,46,10,10,10,636,408000,814,0,0,1,1,6,0,4,20,629,7,1,1,1,1
88,0,5,5,740,125120,542,0,0,0,0,4,0,7,21,815,4725324,808581,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
80,2,26,26,661,200600,504,2,0,5,3,0,0,6,34,1034,6158763,1506409,0,0,10,13,0,7,7,200,68700,165,0,0,1,0,0,0,2,4,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
102,3,0,0,580,184220,617,3,0,0,0,8,0,3,39,902,4326276,2952789,0,0,6,49,1,0,0,540,195180,530,1,1,0,0,7,0,2,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
101,12,8,8,830,214920,516,4,0,5,5,3,0,2,22,903,5261947,263752,0,0,7,2,0,4,4,0,0,0,0,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
70,1,3,3,490,29800,456,1,0,29,20,2,0,1,40,783,10459963,18670969,0,0,7,215,3,35,35,2337,1494900,3329,3,2,89,49,13,0,6,97,2567,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
55,0,0,0,0,44420,70,0,0,0,0,0,0,1,0,358,3110804,2623488,80651,0,4,25,1,3,3,0,61200,193,0,0,5,2,0,0,1,2,217,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,1,1,1
114,3,45,45,1301,517600,1521,3,0,26,18,9,0,3,79,1614,15359736,250381,0,0,10,5,0,0,0,0,60000,64,0,1,0,0,1,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
136,1,33,33,870,382400,993,0,0,3,2,0,0,17,42,1456,9671751,623729,304557,0,10,2,0,0,0,0,60000,60,0,0,0,0,0,0,5,8,90,0,5,0,0,0,0,0,120,0,0,0,0,0,0,2,0,34,0,1,1,1,1
104,4,11,11,1000,240160,651,3,0,11,3,15,0,8,42,1109,10053040,578637,271969,0,7,2,3,0,0,96,0,237,1,0,1,1,2,0,1,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,0,1,1,1,1
52,1,1,1,0,34620,14,0,0,0,0,0,0,3,3,458,4593674,1849334,932903,0,0,10,1,5,5,0,17280,24,1,0,0,0,0,0,1,5,169,0,1,0,0,0,0,21060,65,0,0,0,0,0,0,1,8,77,3,1,1,0,1
71,45,2,2,400,193700,285,4,0,0,0,0,0,3,13,832,6538121,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
94,2,6,6,657,173260,559,0,0,9,6,7,0,3,40,908,7285720,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
