,Unnamed: 0,gaid,country,level_cnt,ads_cnt,pvp_cnt,pvp_won_cnt,gem_spend,coin_spend,gem_earn,ads_reward_cnt,org_hero_cnt,level_e_try_cnt,level_e_cnt,idle_cnt,purchase_times,login_cnt,level_h_cnt,log_num,pvp-unlock,hunt-unlock,exp-unlock,label
2245,2245,aacad64c-ccf2-4010-9329-b9e82652237a,BR,62,20,2,2,0,263000,373,0,0,0,0,1,0,7,67,967,1,1,0,0
2246,2246,1e863730-9030-4875-9b10-5803e66dd9a8,AR,65,7,0,0,421,106520,433,3,0,4,2,12,0,5,30,737,1,1,0,0
2247,2247,402827b4-b074-439a-bd0f-4b2e7788146f,BR,41,42,0,0,400,64220,84,1,0,0,0,0,0,1,1,516,1,1,0,0
2248,2248,7f7ad487-b035-4cc7-9458-ace139bd64a9,ET,80,0,0,0,0,85800,187,0,0,0,0,7,0,6,2,580,1,1,1,0
2249,2249,917939bf-8835-444b-8fbf-0e246c044f77,BY,99,6,2,2,0,314600,1000,0,0,1,1,7,0,5,28,891,1,1,1,0
2250,2250,0d6e9232-36dc-4392-b0fc-fcdfc60da594,BG,101,22,4,4,1020,292400,722,0,1,10,6,1,0,4,25,1013,1,1,1,0
2251,2251,e66552ac-1c22-4be8-9eb6-d184c2aabd8e,ID,55,1,0,0,0,44420,14,0,0,0,0,1,0,5,4,561,1,1,0,0
2252,2252,928ee6d8-a2f9-4a21-8699-1f54b6171ef7,IR,73,0,3,3,295,144800,400,0,0,9,8,14,0,3,40,805,1,1,1,0
2253,2253,0ccfbcaf-4401-4a10-8f04-cd84d0e24bfd,IR,77,0,3,3,0,96500,373,0,0,13,7,0,0,6,40,758,1,1,1,0
2254,2254,2a38e4f4-8214-4944-b70a-7be668c8c6bc,KR,69,2,5,5,0,219920,829,0,0,0,1,4,0,3,80,1013,1,1,0,0
2255,2255,bbfd952c-5efc-47ab-8aac-fabfbe284586,PH,69,0,0,0,490,115760,411,0,0,10,6,2,0,5,40,749,1,1,0,0
2256,2256,ae7a763a-ce35-4ce3-b697-d48915f2fb56,NL,90,3,1,1,250,181220,570,1,0,12,9,5,0,2,40,857,1,1,1,0
2257,2257,b476e7ad-78e5-45c3-aaaf-c1b14844ff1a,ID,121,0,0,0,551,262400,695,0,0,0,0,1,0,3,0,786,1,1,1,0
2258,2258,b39f71dd-bf95-4cdc-af67-7f47aadf1ab3,VN,107,7,6,6,850,190020,696,0,0,8,5,12,0,2,0,763,1,1,1,0
2259,2259,cae337e3-c2a2-43b4-849d-df477463669c,TR,67,0,11,11,787,128620,401,0,0,0,0,13,0,6,8,725,1,1,0,0
2260,2260,6a42bb2a-b213-42be-95f6-3b9e978e01ec,MX,96,1,0,0,180,102000,312,1,1,0,0,39,0,3,5,729,1,1,1,0
2261,2261,f2fe43f1-cbad-49f6-8c9f-5ed54320449e,IT,110,0,0,0,256,163120,513,0,0,3,2,17,0,3,5,709,1,1,1,0
2262,2262,04795e56-fe48-454d-9f2a-1726289bca00,GR,124,35,0,0,362,246160,366,0,0,0,0,32,0,1,3,953,1,1,1,0
2263,2263,adcb290d-9911-4418-84b9-2e8ab25ef0ee,RS,110,1,0,0,400,195400,587,1,0,5,3,2,0,5,18,814,1,1,1,0
2264,2264,614fc6c2-e25b-45e7-97e3-d5fefc81e375,PT,110,0,7,7,500,247700,743,0,0,3,2,0,0,4,40,1119,1,1,1,0
2265,2265,079b3791-d420-4c26-ad26-36b587f53370,PS,70,26,0,0,0,83320,124,3,0,7,6,0,0,8,1,608,1,1,1,0
2266,2266,6384b353-3dcb-4268-8083-074efb6d1402,JP,63,44,0,0,0,157520,207,43,0,0,0,1,0,5,7,782,1,1,0,0
2267,2267,42ff8931-a50a-443d-beaf-3f6b1dc64823,US,129,6,0,0,498,194800,570,6,0,0,0,0,0,10,0,842,1,1,1,0
2268,2268,f26624f9-144c-4533-afa7-06747958bc2c,IN,60,35,11,11,810,233660,471,9,0,0,0,10,0,11,18,919,1,1,0,0
2269,2269,2ce0e802-0c81-4427-95ba-892bc9e6177d,HU,31,72,0,0,400,157520,180,1,0,0,0,4,0,3,45,902,1,1,0,0
2270,2270,9cfe7954-a53a-479f-9622-8a32b5b1b130,BR,101,13,2,2,400,135500,348,1,0,2,1,1,0,7,14,807,1,1,1,0
2271,2271,98387ce2-1a7a-47cb-8918-973417f844bf,BR,75,5,0,0,0,87800,422,0,0,0,0,1,0,2,40,749,1,1,1,0
2272,2272,363777fe-7749-4920-bb51-afc62dfe9e1e,IN,97,0,2,2,550,210900,731,0,0,2,2,18,0,4,40,892,1,1,1,0
2273,2273,fefe1cb3-df85-4845-9041-5ab7d8d70cb2,RU,93,2,0,0,0,123120,318,2,0,9,6,0,0,3,4,629,1,1,1,0
2274,2274,dfe0b7fe-032f-4bc6-9523-f0d10dbc2200,BR,95,4,5,5,484,84560,405,3,0,1,1,4,0,2,9,806,1,1,1,0
2275,2275,11a0902e-7b88-46ca-89c4-8794bbdbebd5,BR,84,1,6,6,250,146300,456,0,0,8,6,28,0,4,10,779,1,1,1,0
2276,2276,f601c8e4-a386-40e9-838d-b44a766c7672,MX,79,12,0,0,0,162500,391,0,0,4,3,10,0,3,40,850,1,1,1,0
2277,2277,5a692071-36f8-4d0d-a4b2-adf8da9c569f,RO,76,54,0,0,0,181220,277,2,0,7,5,6,0,2,11,883,1,1,1,0
2278,2278,bbff350a-f46f-4b02-b5bf-9bbf9b13e98d,VN,73,2,0,0,710,100700,416,0,0,3,2,40,0,3,21,748,1,1,1,0
2279,2279,5b674657-8ea8-4be2-b18b-f38a1f961bd4,VN,70,5,1,1,0,87800,408,1,0,9,8,2,0,1,40,738,1,1,1,0
2280,2280,d58c1fea-b551-48cd-8ff8-cb122e9bf95d,VN,71,36,4,4,0,181220,329,0,0,4,4,4,0,3,6,792,1,1,1,0
2281,2281,29090368-4099-4012-9f59-1e3ce36e8c3a,ID,59,52,0,0,0,33320,142,2,0,0,0,5,0,5,2,672,1,1,0,0
2282,2282,632647a9-f172-447d-bbfd-38451635c13c,AR,117,26,0,0,0,205600,411,1,0,0,0,3,0,4,0,875,1,1,1,0
2283,2283,048d1a9d-b1c5-4202-a28f-676bd2014d49,PH,75,4,11,11,636,166320,422,0,0,2,2,14,0,3,14,772,1,1,1,0
2284,2284,616321d1-b83a-491d-bb5b-d05e36468450,IT,93,32,0,0,797,253020,528,0,0,0,0,0,0,6,40,989,1,1,1,0
2285,2285,cc9db325-6fa0-40e9-b337-0abb4989be23,RU,71,1,20,20,0,247820,556,0,0,12,9,6,0,10,20,856,1,1,1,0
2286,2286,1471222c-8c11-4ae0-ab87-b041df473653,MX,75,0,0,0,120,79520,202,0,0,0,0,2,0,2,0,539,1,1,1,0
2287,2287,e5042ed0-4636-41b1-b6e4-43caa0e417c4,UA,54,26,1,1,0,64220,182,0,0,0,0,3,0,3,10,578,1,1,0,0
2288,2288,38d92c75-335b-4b0b-ac87-2cda57e488d8,PH,34,39,5,5,400,132920,190,2,0,0,0,2,0,3,24,707,1,1,0,0
2289,2289,c2723721-826a-4a5e-b730-55dfc30eae5a,DE,50,19,3,3,0,125520,298,19,0,0,0,5,0,4,40,763,1,1,0,0
2290,2290,2f31fc0b-62a8-4111-8974-7449f52f9241,ID,74,4,0,0,89,98100,297,2,0,4,2,13,0,4,40,755,1,1,1,0
2291,2291,753acb43-2ee5-46cc-b4fc-98afb42c95f4,VN,83,2,25,25,20,234560,484,0,0,12,10,2,0,4,53,1066,1,1,1,0
2292,2292,e741a78b-8f89-462b-8d8e-e29c0350363b,VN,99,1,0,0,257,262400,631,0,0,0,0,3,0,3,53,911,1,1,1,0
2293,2293,de53dd89-e3bb-4826-843f-d9c62edeb449,TW,110,3,3,3,250,247820,674,1,0,3,3,6,0,2,40,999,1,1,1,0
2294,2294,587048cf-779d-4c98-865f-85c20857f2b3,PE,83,5,0,0,0,107120,190,5,0,3,2,0,0,8,1,594,1,1,1,0
2295,2295,6dad6306-0b06-4a33-96a9-8409f112ad1a,RU,27,59,0,0,0,146300,278,9,0,0,0,0,0,1,40,776,0,1,0,0
2296,2296,7d78f2cd-0229-4d87-ab79-9a5b77a4eccd,MX,66,1,1,1,99,83420,324,1,0,10,7,2,0,2,5,532,1,1,0,0
2297,2297,81f9517c-a086-42f2-ae3a-2a0264d74c21,VN,71,0,6,6,300,125120,303,0,0,4,3,4,0,3,40,784,1,1,1,0
2298,2298,04e55236-93a7-4f84-98a8-df1eae11b7f3,IN,67,1,31,31,714,118860,416,0,0,0,0,14,0,8,14,870,1,1,0,0
2299,2299,2e45d51a-f711-4b18-85c0-91372e77c607,EG,104,3,0,0,631,139120,266,1,0,4,2,6,0,2,3,700,1,1,1,0
2300,2300,0de75839-4834-4527-8693-3e5edcbae238,US,74,1,0,0,491,68220,146,1,0,4,2,1,0,3,2,544,1,1,1,0
2301,2301,00fb4731-6c8a-4ebd-b4d6-f2ddc50d23f5,DE,30,40,0,0,450,152120,410,11,0,6,4,6,0,1,40,698,1,1,0,0
2302,2302,8dd3d326-ac42-42b6-b649-ac60f4465038,UZ,70,43,7,7,620,235400,425,4,0,0,0,10,0,6,25,967,1,1,1,0
2303,2303,e1fa9a46-ec66-47dd-bae9-9c8baa8b0f19,IN,65,4,0,0,0,46120,0,0,0,0,0,0,0,8,0,501,1,1,0,0
2304,2304,a0872b3a-b74d-4076-a014-891ce4368421,MX,17,24,0,0,250,31420,132,0,0,0,0,0,0,2,10,359,0,1,0,0
2305,2305,9f8a7fda-70e4-4ea1-95b9-ddfc32fe1a2d,PH,87,8,0,0,620,73360,763,0,0,2,2,12,0,3,52,937,1,1,1,0
2306,2306,72b52262-d021-44f8-9a93-df6444a4c9e4,TR,80,4,26,26,490,292400,580,3,0,4,3,3,0,2,40,1012,1,1,1,0
2307,2307,aceb62e3-a7c7-4061-bb91-b55904946393,MA,77,0,0,0,0,125120,322,0,0,8,7,0,0,2,40,714,1,1,1,0
2308,2308,690f8c25-aca5-49f1-8452-92c574fc73c4,DO,51,3,0,0,400,58900,244,1,0,7,4,1,0,2,1,378,1,1,0,0
2309,2309,1be8a9c8-4084-498f-bbed-ae1948b73eb4,PR,75,19,0,0,300,148200,292,0,0,9,8,0,0,1,10,663,1,1,1,0
2310,2310,e62d0808-56fb-41f2-97dd-5c5afb427d60,CL,111,14,0,0,860,185520,649,11,0,3,2,11,0,4,3,827,1,1,1,0
2311,2311,c885e202-0328-4875-8169-04b823ba1ef0,RO,45,56,21,21,610,219920,299,56,0,0,0,16,0,4,40,1039,1,1,0,0
2312,2312,007991f3-cf56-4679-8111-62797dd8d9f7,ES,92,1,8,8,0,135500,567,0,0,9,9,7,0,1,40,865,1,1,1,0
2313,2313,66ef4dee-285d-4414-8e3f-ca69b7b7f4c3,RU,69,9,0,0,0,87800,290,9,0,5,4,0,0,2,13,579,1,1,0,0
2314,2314,1b8e72e2-36a6-4ac6-9845-0c38a942290e,0,70,0,1,1,400,105620,392,0,0,9,3,3,0,3,40,715,1,1,1,0
2315,2315,5c84c638-9719-4895-bd28-15bd12874df8,MX,57,40,0,0,60,105920,202,2,0,0,0,14,0,4,26,761,1,1,0,0
2316,2316,3f7d79bd-1c4a-4ab4-875e-917737e293ec,RO,69,3,0,0,0,115160,412,1,0,6,5,3,0,2,14,586,1,1,0,0
2317,2317,b16013b3-fd77-4c49-b0d8-5cf029c4e4de,AL,36,60,0,0,0,115160,160,20,0,0,0,0,0,1,37,834,1,1,0,0
2318,2318,c60241e1-d437-4964-b4e8-4ce83e2ce491,IT,53,58,3,3,450,181220,268,12,0,0,0,19,0,2,34,945,1,1,0,0
2319,2319,04ce6982-3d5d-4ac6-b404-10e44c47b043,US,31,28,0,0,400,49100,105,11,0,0,0,29,0,2,0,447,1,1,0,0
2320,2320,6bc2b583-e8c6-47bf-940d-191165d0c970,PL,36,3,0,0,0,12920,46,1,0,0,0,15,0,2,8,355,1,1,0,0
2321,2321,f95a3c5f-8ff6-4880-8d59-290942ca8aed,RU,74,9,5,5,870,170360,642,0,0,2,2,14,0,8,28,886,1,1,1,0
2322,2322,d03848c0-14df-4ace-a43e-467e237cd2e3,KZ,50,2,0,0,100,66020,168,0,0,0,0,1,0,5,40,592,1,1,0,0
2323,2323,896c87b9-2d8d-4a9e-8d15-a139d46774df,TH,93,6,1,1,0,104500,240,0,0,0,0,0,0,9,1,681,1,1,1,0
2324,2324,063b357d-7be1-475d-a056-4938505763f6,CO,80,0,4,4,28,71660,128,0,0,9,8,0,0,3,3,589,1,1,1,0
2325,2325,d7817a29-3b00-4be2-9069-0f3bcc3e735f,KR,127,5,0,0,1196,217000,935,5,0,1,1,9,0,6,1,921,1,1,1,0
2326,2326,2d3bf561-0ba5-4239-bb0e-5a863a4a17cc,UZ,127,0,1,1,0,233660,916,0,1,2,2,8,0,6,10,923,1,1,1,0
2327,2327,1af01522-758e-4cee-b777-e742c963c30e,KZ,115,6,0,0,0,173460,464,0,0,2,1,1,0,8,7,812,1,1,1,0
2328,2328,f351511f-f6b2-43aa-b32d-1f90d35f4a18,RO,80,4,9,9,915,203100,621,4,0,4,2,7,0,5,25,866,1,1,1,0
2329,2329,e1da4d1d-a66e-4189-a2d6-4aa5e311a0b9,PK,70,0,0,0,0,88720,156,0,0,3,2,0,0,4,4,667,1,1,1,0
2330,2330,b58de82f-e007-4f04-9f67-648f9fa9b922,TN,81,8,0,0,94,71060,134,0,0,0,0,0,0,3,2,620,1,1,1,0
2331,2331,c48f257e-e322-4c25-8f35-c51b844e3a7e,VN,102,0,0,0,730,206600,607,0,0,4,1,0,0,9,19,877,1,1,1,0
2332,2332,4f4894e2-3c36-4679-aa94-ca4986c2b223,PH,64,22,15,15,0,0,0,20,0,0,0,0,0,6,10,824,1,1,0,0
2333,2333,f9f23d66-c9f8-421c-b769-ff7831490e97,KZ,50,3,0,0,0,42520,78,3,0,0,0,4,0,7,13,487,1,1,0,0
2334,2334,d1b3a202-217b-4bad-a7f3-10d12212f1f2,BR,70,26,1,1,0,146300,402,0,0,8,6,0,0,2,16,705,1,1,1,0
2335,2335,d76f02ee-dad6-419e-93ba-77585fdf6d2c,IN,81,12,0,0,0,79720,120,11,0,0,0,0,0,3,0,616,1,1,1,0
2336,2336,cb27dfaa-c358-4797-bb58-75cd2d13f35d,IN,111,4,0,0,540,270900,572,1,0,0,0,1,0,6,5,777,1,1,1,0
2337,2337,ccfadd3c-74c5-4abf-9e77-029c8b32484f,EG,71,3,0,0,0,101500,294,0,0,9,8,5,0,2,11,588,1,1,1,0
2338,2338,465358e4-5dba-4511-b051-e19cdd2fbc78,SK,98,7,0,0,400,169560,417,6,0,8,6,6,0,1,10,754,1,1,1,0
2339,2339,6c1e0a8d-b776-4dec-842c-fa0a7d8c6c5e,UA,75,2,0,0,0,63200,120,2,0,0,0,0,0,1,0,564,1,1,1,0
2340,2340,0439fae7-475c-4c55-8448-b7669098385b,BR,63,19,8,8,700,172220,518,5,0,6,3,6,0,4,40,872,1,1,0,0
2341,2341,48a13e17-ef1e-4ba7-adea-8578fc88b51e,BR,71,0,0,0,414,73260,168,0,0,2,1,2,0,2,15,592,1,1,1,0
2342,2342,f539528c-77fb-4ea8-8b77-a4ed0f421e05,US,68,55,0,0,0,247820,454,11,0,3,2,13,0,5,22,931,1,1,0,0
2343,2343,0e4f203d-b948-4043-853c-6e1fd66ed71d,US,96,18,10,10,650,241160,601,6,0,6,6,11,0,3,16,901,1,1,1,0
2344,2344,f906f536-b63a-4955-9375-43b21c808a56,JP,90,25,13,13,976,313400,587,1,0,6,3,3,0,2,40,1122,1,1,1,0
2345,2345,6be2a913-73f0-48b6-8dfc-919d16d30d81,IT,110,2,2,2,250,57200,224,0,0,0,0,6,0,19,19,1395,1,1,1,0
2346,2346,d044c5ad-079b-412f-a340-90753c5763fd,IN,70,26,0,0,0,64220,206,0,0,10,7,0,0,1,19,687,1,1,1,0
2347,2347,1d6af5fb-3722-473f-8bdb-6dc51ea6bcf5,IN,89,0,2,2,680,146800,514,0,0,4,2,5,0,4,31,805,1,1,1,0
2348,2348,dcf9a25a-d689-47e4-bacb-77f787257826,0,79,0,0,0,0,96500,232,0,0,4,3,4,0,3,12,626,1,1,1,0
2349,2349,a173daaa-c13e-4c0d-8902-31c073471bef,IR,78,11,1,1,0,115560,441,0,0,0,0,7,0,5,13,694,1,1,1,0
2350,2350,ab3e4ed7-e28c-4780-84cc-24591340d804,AT,32,42,5,5,1341,17880,1759,9,1,2,2,3,1,2,12,670,1,1,0,0
2351,2351,8aa24b82-4e65-446e-9e44-1b90cef14f8d,PA,75,0,8,8,230,188120,515,0,0,15,3,8,0,17,40,948,1,1,1,0
2352,2352,3a7e130c-469d-40b2-9f16-41296c1fb1f9,AZ,73,11,2,2,87,92100,264,11,0,15,5,0,0,2,30,737,1,1,1,0
2353,2353,93201b7d-2c7f-47de-ad72-e1c50c023d1b,LA,69,2,0,0,0,87800,288,0,0,6,4,0,0,2,40,686,1,1,0,0
2354,2354,fea81235-6d94-49c2-8a68-5c0412d483b9,IQ,75,0,16,16,796,166920,455,0,0,8,5,9,0,2,6,698,1,1,1,0
2355,2355,15335afd-e7d2-4e55-9146-fdc9d21a1420,NL,79,4,7,7,0,193700,820,2,0,7,7,8,0,8,46,928,1,1,1,0
2356,2356,fa8b1eb2-6357-4da1-9d38-a8a41265270f,VN,85,6,14,14,707,242860,791,0,0,7,5,9,0,3,19,897,1,1,1,0
2357,2357,7e85cbc1-3c08-408f-a12c-b5fa9483f0c2,VN,103,0,0,0,521,183060,469,0,0,5,2,10,0,1,20,791,1,1,1,0
2358,2358,9ccc818d-061a-4fcb-be77-fdf57453069c,VN,97,4,12,12,760,183460,455,0,1,1,1,6,0,4,8,799,1,1,1,0
2359,2359,7b4e9e6e-4fb6-41de-8805-a0ecd417a93d,VN,69,3,3,3,550,90200,332,0,0,7,4,1,0,1,14,672,1,1,0,0
2360,2360,db314633-7783-4738-a4e5-bc2fb38332c8,AR,139,0,0,0,0,217920,648,0,0,1,1,1,0,1,40,1042,1,1,1,0
2361,2361,345c4aea-75ac-4179-9a18-e3467c9bf4af,AU,103,5,15,15,850,291100,704,5,0,2,2,3,0,2,60,1135,1,1,1,0
2362,2362,fb0cf786-b942-443c-abd6-cc3ebd627a7d,AU,80,6,19,19,250,193700,354,4,0,5,4,0,0,1,20,829,1,1,1,0
2363,2363,d9583ede-e117-456f-a2f1-604f5cb657b8,KZ,75,0,0,0,240,125120,350,0,0,2,1,3,0,1,45,806,1,1,1,0
2364,2364,35164729-4b02-4f56-8ae6-46ce6d70d2b3,IT,137,18,1,1,1041,386400,1222,15,0,0,0,12,0,3,40,1237,1,1,1,0
2365,2365,7f998f20-5215-47f8-a100-eccb813aa1a3,ID,66,0,1,1,0,103620,429,0,0,0,0,4,0,4,40,780,1,1,0,0
2366,2366,e25afd5d-3b6f-4282-aaf6-a434a99c1e9d,IQ,88,8,4,4,840,157620,492,0,0,2,2,13,0,3,40,906,1,1,1,0
2367,2367,578e7722-3b93-4505-b040-eb698ffeea7e,GT,102,4,1,1,1039,275000,856,0,0,10,6,5,0,2,60,1087,1,1,1,0
2368,2368,9c4c9449-6654-424e-a87c-381c567956d5,BY,113,0,1,1,176,240100,682,0,0,5,4,2,0,2,16,861,1,1,1,0
2369,2369,388c3974-910d-42c6-a6f0-6ae04d79f006,TR,81,0,0,0,100,134520,400,0,0,5,2,1,0,6,40,805,1,1,1,0
2370,2370,d6f30a8e-8e8e-444c-a8fb-9ed5cb132f0d,ID,71,2,10,10,770,169160,440,0,0,1,0,53,0,5,40,898,1,1,1,0
2371,2371,b4d916eb-fb62-42bd-a836-6a9e87b060ca,US,70,3,0,0,0,109520,418,0,0,13,9,0,0,2,40,725,1,1,1,0
2372,2372,1bde58a5-ae78-4a7b-a28f-06bb06f09e19,BD,72,8,0,0,0,54800,213,8,0,7,4,10,0,5,1,560,1,1,1,0
2373,2373,368ea038-a392-4dab-a2df-32f8de571ae9,RU,76,0,0,0,0,82120,186,0,0,0,0,4,0,4,15,591,1,1,1,0
2374,2374,5fb946b5-0d2b-4774-9b50-4c011a89ea11,US,47,3,4,4,620,96600,315,0,0,0,0,6,0,3,6,426,1,1,0,0
2375,2375,69a28933-c649-4216-8a52-69abe1256fc3,AL,90,7,0,0,0,99000,313,0,0,0,0,2,0,4,0,662,1,1,1,0
2376,2376,4322909c-1e9c-4842-b9e0-421c720d2429,CZ,76,0,0,0,99,103800,266,0,0,3,2,52,0,3,18,602,1,1,1,0
2377,2377,9d90f02a-30a8-421c-9a6a-7da639e67d55,IN,117,0,17,17,800,233760,580,0,0,0,0,1,0,9,7,911,1,1,1,0
2378,2378,83fb306f-643d-46e3-81a7-31ebbbf531f5,ID,71,0,5,5,690,125220,333,0,1,9,6,10,0,5,10,663,1,1,1,0
2379,2379,5a08dc66-813d-4543-85ac-a8e3c73b36ca,ID,101,1,0,0,414,266820,782,0,0,27,10,34,0,5,38,1010,1,1,1,0
2380,2380,595a3b21-d857-4d03-9e23-07c1c394c655,CO,40,1,0,0,750,81320,420,0,1,0,0,2,1,2,37,544,1,1,0,0
2381,2381,761db1a5-4ee5-4204-9b67-8682657995d2,ID,71,0,2,2,844,183020,779,0,0,6,5,3,0,7,25,629,1,1,1,0
2382,2382,74a2a160-7178-4fbf-b152-c6b922ef1448,ID,42,81,6,6,250,125120,337,45,0,0,0,1,0,4,36,1079,1,1,0,0
2383,2383,22ce5180-8e70-4671-b757-a728c07563f8,HU,80,1,0,0,99,113420,288,1,0,0,0,0,0,1,40,771,1,1,1,0
2384,2384,e6ab72cd-bb63-499b-a6d9-bc30ae494d46,PL,47,2,0,0,0,79520,278,0,0,0,0,6,0,3,40,575,1,1,0,0
2385,2385,71d62644-a07e-432f-93f5-ea05e5b2f70c,ME,81,4,0,0,0,107520,140,0,0,12,8,0,0,7,0,564,1,1,1,0
2386,2386,7f2563ce-214b-4893-89c3-d3a5441fb088,PL,76,24,0,0,600,125120,240,24,0,6,4,8,0,2,2,662,1,1,1,0
2387,2387,8769689b-609d-4739-a6bc-89bb852c8310,MX,80,2,0,0,1010,257220,781,0,0,11,8,10,0,5,42,860,1,1,1,0
2388,2388,504ddfdb-c4ce-4f97-9ff5-21f794b121d4,UZ,109,0,0,0,0,146300,410,0,0,0,0,9,0,7,0,786,1,1,1,0
2389,2389,6947b59a-df66-4e09-8b5c-e73109a11288,BR,107,6,6,6,1039,376400,952,1,0,43,21,8,0,40,41,1246,1,1,1,0
2390,2390,4191d595-bdb0-4e9d-bca8-70e85ea8b3a7,LT,73,1,0,0,0,135500,537,0,0,5,5,5,0,9,56,812,1,1,1,0
2391,2391,5df22377-f4ed-403c-8e9d-b5ef1773add6,US,60,22,1,1,0,106220,278,22,0,0,0,4,0,2,40,779,1,1,0,0
2392,2392,e0d16c59-f44b-43e9-ac7c-213075bb4342,RU,73,2,1,1,400,115160,408,2,0,7,5,3,0,3,40,743,1,1,1,0
2393,2393,5ec26c34-060f-4822-9e05-be6d7a8f8810,IQ,69,13,20,20,510,180220,401,0,0,5,4,5,0,7,28,862,1,1,0,0
2394,2394,154cd5fa-ae1a-4449-bab4-3558a8122258,CO,100,5,0,0,710,163020,347,0,0,6,4,4,0,4,27,883,1,1,1,0
2395,2395,3f178460-01e2-4880-983b-e963fc054d54,KR,103,9,0,0,0,219620,461,8,0,3,3,2,0,2,45,1005,1,1,1,0
2396,2396,77d7fa0a-b3c1-4d8c-a725-2c6f8375a859,KR,70,13,4,4,199,146300,353,4,0,13,8,3,0,1,22,717,1,1,1,0
2397,2397,a92f4feb-ad3a-41ac-8dae-7d858454ca50,BR,76,2,0,0,700,219920,674,0,0,0,0,1,0,5,61,946,1,1,1,0
2398,2398,82d8cf60-83e0-41b0-b541-698a3a486ea4,BR,50,21,0,0,300,71660,336,3,0,0,0,3,0,2,15,566,1,1,0,0
2399,2399,4b8ca989-4ad2-46b2-81c8-6f04eee92bc1,TR,67,0,0,0,48,81020,246,0,0,0,0,0,0,2,19,594,1,1,0,0
2400,2400,ebf8cf31-87d4-41da-8fe0-e094d8ba34aa,TR,121,3,0,0,77,185560,393,1,0,1,1,16,0,2,1,827,1,1,1,0
2401,2401,9d44cfac-268e-4990-96a8-ac6ee5fa2d18,MX,32,54,0,0,250,115160,224,1,0,0,0,12,0,7,16,710,1,1,0,0
2402,2402,9808beef-0d27-4cb6-a589-37884a3b9556,PL,73,0,0,0,0,125120,304,0,0,13,11,1,0,1,16,652,1,1,1,0
2403,2403,069fd013-966b-4fb9-a4e9-fc84f98f862e,TR,70,9,20,20,0,139700,486,0,0,5,4,5,0,3,16,774,1,1,1,0
2404,2404,256b3eb1-843e-4532-b8c6-208a72657878,RU,81,41,0,0,650,177500,296,1,0,2,2,5,0,1,12,838,1,1,1,0
2405,2405,391bb107-d10f-4941-b2ec-c2f862651884,US,136,0,10,10,200,277400,743,0,0,4,4,1,0,1,50,1165,1,1,1,0
2406,2406,d10f50cc-fd2f-4a2d-b9ee-777e200ee9ce,CO,69,7,3,3,450,152120,478,0,0,9,5,2,0,4,40,792,1,1,0,0
2407,2407,a44069b7-4b61-415a-94d9-e6bbb89f4647,MX,115,0,20,20,0,382500,658,0,0,3,2,0,0,6,40,1243,1,1,1,0
2408,2408,2e2965cd-7a12-43c9-9b6c-82d5870ca558,IT,75,4,0,0,0,148200,267,4,0,7,6,14,0,1,28,686,1,1,1,0
2409,2409,f05dca8f-9f8b-43b7-a6d1-63278ebbb9a8,CL,78,10,0,0,0,172460,344,10,0,18,10,1,0,1,20,729,1,1,1,0
2410,2410,83b999f1-d13c-4d87-ab46-b34e6275168f,AT,70,17,3,3,0,96600,475,1,0,2,1,5,0,2,40,834,1,1,1,0
2411,2411,f2a88816-6649-4ae2-8d17-1e3b9a7142c0,PK,41,0,36,36,550,117060,268,0,0,0,0,16,0,2,16,649,1,1,0,0
2412,2412,1d0a614c-e0e7-42e8-be88-8c9451bafa10,PK,50,30,24,24,50,174700,172,3,0,0,0,1,0,1,14,819,1,1,0,0
2413,2413,9619125f-bcf7-4a3e-be4e-7b193bc044ea,PH,68,6,0,0,320,115260,376,0,0,0,0,7,0,4,28,701,1,1,0,0
2414,2414,b53c889e-3d57-43a2-a37f-5bba553f578d,RU,83,1,5,5,0,125120,303,1,0,11,8,9,0,1,16,683,1,1,1,0
2415,2415,aff135bd-7378-43c2-9716-ffc63849ae8f,IT,70,9,3,3,750,115160,438,9,0,5,4,14,0,2,40,808,1,1,1,0
2416,2416,ab510461-63ad-403f-bf27-a5ac5c3014a1,MX,95,3,4,4,750,262220,561,1,0,9,8,4,0,3,40,901,1,1,1,0
2417,2417,56cf2f3d-8f92-4a48-bc92-b57255f941fa,MX,41,0,2,2,0,57200,224,0,0,0,0,4,0,1,33,496,1,1,0,0
2418,2418,da91e039-5b4c-4ae8-b780-5b90a5976d50,AR,20,51,0,0,0,123120,168,13,0,0,0,6,0,3,40,690,0,1,0,0
2419,2419,a0a4b7ec-e1c1-4cb3-a6bb-90fe521d2a30,MM,80,0,20,20,240,233660,372,0,0,3,2,7,0,4,21,839,1,1,1,0
2420,2420,771c1a69-4b7e-4684-a9ef-449ba6c6983e,UZ,70,2,0,0,299,109220,411,0,0,12,6,3,0,4,40,731,1,1,1,0
2421,2421,16496b92-1a55-46aa-bf49-9201d41ba461,TR,61,20,23,23,650,159620,267,20,0,0,0,2,0,7,25,943,1,1,0,0
2422,2422,328028c0-7dca-4846-8d01-2d05e83f4870,RU,32,35,0,0,0,69660,80,35,0,0,0,6,0,1,0,457,1,1,0,0
2423,2423,f5f2a4bf-7d99-4e42-b4f3-f676671fcccb,MX,105,1,1,1,360,125120,496,1,0,2,2,0,0,2,10,811,1,1,1,0
