,Unnamed: 0,gaid,country,level_cnt,ads_cnt,pvp_cnt,pvp_won_cnt,gem_spend,coin_spend,gem_earn,ads_reward_cnt,org_hero_cnt,level_e_try_cnt,level_e_cnt,idle_cnt,purchase_times,login_cnt,level_h_cnt,log_num,pvp-unlock,hunt-unlock,exp-unlock,label
10542,10542,66ab9cdc-b0fe-46d9-a135-d2a90b77f553,NP,73,69,0,0,0,233660,170,42,0,0,0,1,0,3,11,937,1,1,1,0
10543,10543,45f5c231-d4aa-477b-9224-2a764d8def16,US,83,1,5,5,400,125220,351,0,0,4,4,3,0,2,17,710,1,1,1,0
10544,10544,3a012e76-26e3-492f-a998-20409f2d9e9e,AR,53,0,17,17,520,83520,139,0,0,0,0,0,0,3,19,591,1,1,0,0
10545,10545,77cacc63-2e45-486b-8b96-7e7a3fe76ba5,PL,75,1,7,7,0,169160,438,1,0,13,10,1,0,3,40,799,1,1,1,0
10546,10546,c5845b3e-2805-4d67-986f-ac7a95bad8eb,MX,71,1,14,14,400,206600,580,0,0,10,7,5,0,4,46,886,1,1,1,0
10547,10547,a6c16c58-c6e8-4e3c-af13-b04172d64d16,JP,75,39,0,0,0,155600,128,12,0,4,4,0,0,1,3,733,1,1,1,0
10548,10548,bbb02cb9-9ec8-457f-ad55-e12d8757b4e7,BR,58,51,16,16,500,233660,378,0,0,0,0,1,0,1,32,980,1,1,0,0
10549,10549,3c741557-3a60-4da1-bae6-29a84a3432ce,ID,93,0,0,0,0,103620,305,0,0,0,0,16,0,1,0,655,1,1,1,0
10550,10550,7e257511-5710-4464-9a07-324b3e076b76,ID,90,0,0,0,750,382400,915,0,0,0,0,0,0,2,64,967,1,1,1,0
10551,10551,d68614e3-5181-40ab-ab4d-dd8701226386,TR,69,0,0,0,0,277400,676,0,0,0,0,3,0,2,81,924,1,1,0,0
10552,10552,4c00074a-179f-4ce8-ac21-cc35edfd0622,AO,52,2,0,0,0,37520,21,1,0,0,0,7,0,5,5,407,1,1,0,0
10553,10553,f615e3dd-1cce-427f-b2ff-cf3c9d81654c,CO,86,4,7,7,120,129520,344,0,0,4,2,5,0,6,0,683,1,1,1,0
10554,10554,504008ba-fe07-4060-969d-66c9353061a1,KZ,63,0,0,0,119,61200,130,0,0,0,0,2,0,3,0,473,1,1,0,0
10555,10555,38656703-2bb9-4cbf-a90e-8e49001d8816,ID,70,3,6,6,400,105620,422,2,0,5,3,4,0,2,40,777,1,1,1,0
10556,10556,79851c64-3e53-4f07-81bd-4b48a2384d08,VN,61,1,0,0,0,61500,3,0,0,0,0,10,0,4,0,541,1,1,0,0
10557,10557,aaf46dce-4367-44ef-978f-7605b3731cc7,ID,75,0,0,0,0,96500,302,0,0,0,0,1,0,1,15,587,1,1,1,0
10558,10558,9a3b6e60-c632-441b-b17b-e6275e233af3,AU,71,12,2,2,600,138700,337,4,0,14,9,4,0,2,5,642,1,1,1,0
10559,10559,1f926bab-b70e-493e-8913-d2bc30f56536,AR,76,3,2,2,0,125120,410,0,0,13,9,9,0,2,40,801,1,1,1,0
10560,10560,cff749d2-5e5f-4717-9e0c-7ddfb1cda7ce,RO,113,14,5,5,766,198600,530,0,0,1,1,6,0,2,5,860,1,1,1,0
10561,10561,ede96916-7fa3-44b0-a055-92a78a3dad2c,AR,96,6,0,0,387,121460,249,0,0,10,8,22,0,1,1,668,1,1,1,0
10562,10562,a0e62192-1460-410a-9ea3-cce4ed3e8a4d,BR,71,2,21,21,829,155700,433,0,0,8,4,8,0,4,40,957,1,1,1,0
10563,10563,c20d63ca-7319-4957-aa34-8c7867e7bb22,SE,55,16,0,0,0,52300,4,6,0,0,0,0,0,2,1,479,1,1,0,0
10564,10564,511dbc0e-92e8-4d3a-87b9-6f9470e96f2e,KZ,71,11,0,0,120,52500,246,0,0,6,3,7,0,2,10,590,1,1,1,0
10565,10565,470e0f13-1042-44a5-9581-4bb63a51721b,RU,71,17,17,17,400,181220,399,17,0,5,4,2,0,4,18,826,1,1,1,0
10566,10566,1c465f76-19ad-42d0-9157-db132a0ebc3f,KR,31,0,0,0,0,20220,28,0,0,0,0,1,0,2,8,294,1,1,0,0
10567,10567,3fbf04aa-07e4-4d92-abb5-d3f80dd2330d,RU,80,1,12,12,284,160920,492,0,0,4,2,5,0,1,17,767,1,1,1,0
10568,10568,417a1543-8cc4-4508-81f3-6c8023697b46,PL,71,9,0,0,0,87800,246,3,0,0,0,0,0,1,8,547,1,1,1,0
10569,10569,e97d2ad0-a9b9-4bc9-9f6b-74ff50ce1608,TH,81,8,0,0,250,130200,378,4,0,3,2,6,0,1,30,826,1,1,1,0
10570,10570,2f72339f-195f-4a69-a25e-5d8d0ff4d382,IR,50,0,7,7,0,28200,11,0,0,0,0,10,0,2,1,458,1,1,0,0
10571,10571,cc18265f-9db1-462a-a7ae-0d18c4cc4f44,BO,73,1,29,29,820,210900,455,0,0,0,0,1,0,4,42,1022,1,1,1,0
10572,10572,a586048a-ce65-496c-b14f-563dd6c2d225,ID,69,0,0,0,0,55200,282,0,0,5,3,0,0,2,16,577,1,1,0,0
10573,10573,98da157a-6d89-4fa9-b37c-f648021d2a07,JO,69,10,0,0,0,105620,400,0,0,7,3,4,0,1,40,761,1,1,0,0
10574,10574,14dd3ec6-f278-42bc-bc7b-b4c15ad83c95,SA,115,7,9,9,890,228500,664,6,0,4,3,9,0,1,40,1064,1,1,1,0
10575,10575,66291e5e-6afa-450e-84e0-7642c7364a7d,VN,70,10,34,34,1000,213420,835,9,0,9,6,4,0,3,17,965,1,1,1,0
10576,10576,fc2acfae-a1a6-4107-8e7d-6db6d22abd67,MA,69,0,0,0,0,146300,413,0,0,11,7,8,0,6,40,726,1,1,0,0
10577,10577,b0f2b2d6-abad-40f1-b301-0a2ef5c7a4a7,PH,65,12,23,23,530,142660,313,6,0,0,0,3,0,2,12,797,1,1,0,0
10578,10578,dbe10d88-5937-4784-8701-dd31fdd8c737,JP,119,0,0,0,652,228100,618,0,0,4,4,6,0,1,34,926,1,1,1,0
10579,10579,9413e4ba-e274-48ae-bac8-d1ccc9b6afcf,LB,77,1,3,3,0,157520,405,1,0,5,3,3,0,5,40,800,1,1,1,0
10580,10580,5238a4f3-3059-426a-b4fb-888e89a29bb7,EG,126,0,0,0,900,324400,1282,0,0,4,2,5,0,6,16,978,1,1,1,0
10581,10581,9bd1dfc2-3e87-441e-b779-08930533bfd5,TW,93,0,0,0,107,156000,340,0,0,5,4,0,0,1,19,698,1,1,1,0
10582,10582,db85b0d5-a47b-4a1c-a493-f68c3936eae0,PL,70,35,0,0,0,97600,318,1,0,0,0,11,0,1,17,770,1,1,1,0
10583,10583,59e6341a-7612-4bf1-93ef-36516803ba26,IT,41,15,7,7,0,12920,223,1,0,0,0,8,0,3,26,586,1,1,0,0
10584,10584,c2e8e4ba-2033-45ff-a335-45ed2c8a87a0,CL,105,2,20,20,17,292500,717,2,0,15,7,0,0,3,40,1059,1,1,1,0
10585,10585,c24b3acd-1de9-4521-a3ad-e31c9d8ff78a,CL,127,6,0,0,274,183820,490,0,0,0,0,0,0,2,4,817,1,1,1,0
10586,10586,e5c06329-e20b-4755-aaa7-9422a02efe90,UZ,29,38,1,1,0,50900,154,1,0,0,0,0,0,3,13,503,0,1,0,0
10587,10587,8ec21942-609e-4b87-bea1-f919fc2afe48,LV,70,0,0,0,0,277400,687,0,0,15,8,10,0,1,80,954,1,1,1,0
10588,10588,25de63c4-87c4-40fa-8c15-3635f2977ed6,TN,78,1,2,2,0,71960,129,0,0,7,4,7,0,4,1,609,1,1,1,0
10589,10589,db3156e9-53e3-4e21-b155-a60ff7ee76ad,MK,97,0,0,0,400,195500,560,0,0,0,0,4,0,3,4,641,1,1,1,0
10590,10590,144d94c0-ce1f-44bf-888b-086d97c000c3,RO,70,5,0,0,520,98300,340,0,1,8,4,4,0,2,0,511,1,1,1,0
10591,10591,c8c71403-9b88-49f6-8fe5-2267ce639c2f,EG,68,3,0,0,0,52400,120,0,0,0,0,0,0,3,0,453,1,1,0,0
10592,10592,cb95f260-5c49-4864-9234-acfa1ac15e9c,BD,80,0,0,0,100,147400,386,0,0,0,0,5,0,3,54,882,1,1,1,0
10593,10593,4a1fc042-ffba-4de6-a43d-a4250cc6ecc4,ID,77,0,0,0,0,146300,428,0,0,27,15,0,0,5,40,776,1,1,1,0
10594,10594,5ef6868d-4eea-4d86-96b5-128bc1dfbf85,PE,75,0,5,5,540,134420,283,0,0,9,9,9,0,2,9,616,1,1,1,0
10595,10595,1ae6ed18-b860-40a5-a01b-b669912529d6,JP,92,0,5,5,610,183360,694,0,0,3,2,6,0,6,23,815,1,1,1,0
10596,10596,a4899eee-a17e-44bc-b14f-369d9ad00629,IN,67,7,0,0,800,169660,585,0,0,6,4,21,0,10,43,908,1,1,0,0
10597,10597,6fa17bfc-3aa6-43f3-9a9d-48295de9d921,ID,89,0,0,0,0,84200,249,0,0,2,1,0,0,7,23,775,1,1,1,0
10598,10598,0c35bcff-6040-484d-994c-a70cba9dc57e,JP,80,7,8,8,650,248020,816,7,0,6,4,6,0,4,45,933,1,1,1,0
10599,10599,f2c29e55-3c9a-45f0-a737-e90711512dfd,IT,96,1,4,4,827,195620,464,1,0,6,5,22,0,7,11,773,1,1,1,0
10600,10600,580d146d-6aca-4050-bc03-7c5814295c31,JP,50,4,6,6,910,308700,1108,2,0,0,0,7,0,4,125,1336,1,1,0,0
10601,10601,35f8a0e7-63c2-47ee-80dd-902c70c3dc06,IN,53,57,3,3,0,103620,301,8,0,0,0,13,0,7,5,716,1,1,0,0
10602,10602,7997b954-ca5f-4471-9cb2-14d40193a1b2,RU,47,6,2,2,60,75860,137,6,0,0,0,15,0,8,15,493,1,1,0,0
10603,10603,b39172d9-03e1-4fc1-a746-41fce2b0459d,RU,82,35,0,0,500,208220,257,2,0,6,5,14,0,1,2,751,1,1,1,0
10604,10604,ce6dd364-2844-4078-ae8f-3ea8eab45a3d,RU,72,0,0,0,770,139800,439,0,0,8,7,2,0,5,40,765,1,1,1,0
10605,10605,f02febad-0fb7-4685-bd78-da6778a69da2,PL,105,1,1,1,1099,344100,947,0,0,0,0,27,0,2,82,1161,1,1,1,0
10606,10606,8b70a920-0140-43d1-858b-ee50c6aafeba,MX,52,59,0,0,0,105620,68,0,0,0,0,2,0,4,8,759,1,1,0,0
10607,10607,51945156-0cca-4a08-b8b2-2771630d1aef,GR,75,2,2,2,600,116260,240,1,0,11,9,3,0,1,1,538,1,1,1,0
10608,10608,b3e44252-c544-407b-a757-d575360be6d0,GR,72,47,0,0,400,114560,220,1,0,0,0,9,0,1,7,765,1,1,1,0
10609,10609,313f5cc3-6604-4913-ba9b-c6d710019e0a,JP,47,3,2,2,100,50700,121,3,0,0,0,0,0,1,12,436,1,1,0,0
10610,10610,3ce52b13-1f45-4078-aa6e-13d7ee1cf8bb,MD,99,1,6,6,300,139900,534,0,0,6,3,3,0,1,40,913,1,1,1,0
10611,10611,271c18e3-13ef-447b-af68-905a67c8a44b,UZ,69,0,0,0,0,79520,282,0,0,12,10,0,0,2,10,524,1,1,0,0
10612,10612,abf8b45f-5ee0-4a62-b160-d51a259cb02b,BR,99,4,0,0,660,194000,548,0,0,9,7,3,0,4,10,765,1,1,1,0
10613,10613,da0cc4f9-e858-4466-b346-c5fd1446eb1f,PH,69,5,0,0,38,87800,303,1,0,15,6,12,0,2,21,671,1,1,0,0
10614,10614,4bf8da8d-a9af-4139-b472-acf0c57bfe7f,PH,130,30,0,0,0,337500,644,0,0,1,1,5,0,4,7,1019,1,1,1,0
10615,10615,7b9fa0a6-259f-44d8-a3d8-f6e5d87670a1,PT,85,9,3,3,650,147300,564,0,0,7,6,2,0,1,40,857,1,1,1,0
10616,10616,6882f346-f188-46a7-9207-2e6ccb05a8f7,MY,69,2,1,1,100,100700,397,1,0,8,5,2,0,2,40,718,1,1,0,0
10617,10617,21c64e13-b4b7-439d-8b25-c19235f93081,KZ,62,3,4,4,500,55200,146,1,0,0,0,3,0,2,11,565,1,1,0,0
10618,10618,5f903582-0008-49a4-9da2-b8a4d423e368,IR,71,2,2,2,670,100200,444,1,0,2,1,3,0,11,13,726,1,1,1,0
10619,10619,8e1949cf-2789-4d67-b2f4-fd6bcfcfe9ca,GB,98,3,23,23,902,144700,665,2,0,2,2,13,0,2,11,861,1,1,1,0
10620,10620,f98e85e5-1e25-47a2-a735-7daac56e6e86,BR,114,10,2,2,1146,261320,913,9,0,2,2,8,0,6,35,1119,1,1,1,0
10621,10621,93827d46-7f40-466e-97aa-e5aee6fed335,LB,75,6,14,14,600,127120,386,1,0,4,2,1,0,4,18,854,1,1,1,0
10622,10622,ca90753a-ce1f-42b6-8e5f-1e2891d61441,IQ,61,10,27,27,630,181820,304,3,0,0,0,13,0,2,40,959,1,1,0,0
10623,10623,a76523b5-b2e4-4092-b4e3-647936afeb2d,HK,93,0,0,0,414,187700,573,0,0,2,1,18,0,2,40,951,1,1,1,0
10624,10624,57061c66-c7ff-4ef0-be65-824ff5cbfe30,JP,131,0,0,0,60,206600,668,0,0,4,3,0,0,10,7,900,1,1,1,0
10625,10625,9b07e044-79c5-430d-8798-dc3e11613fd5,KZ,100,0,2,2,200,194200,454,0,0,8,5,10,0,1,19,757,1,1,1,0
10626,10626,07d30c21-a7c7-44bc-9fa6-ea0c8545a29d,VN,112,0,0,0,0,135500,607,0,0,4,2,1,0,7,20,866,1,1,1,0
10627,10627,914379f6-b6e4-4d0d-96d3-af1d618ccfd5,VN,132,0,0,0,370,135500,480,0,0,0,0,0,0,3,0,807,1,1,1,0
10628,10628,0789fe19-c8c3-4fe1-88e3-4e6d98f6bd57,IN,72,2,0,0,400,125120,431,0,0,14,12,0,0,3,19,669,1,1,1,0
10629,10629,8b790e44-5a49-4a17-875d-e8683bcb5f4a,RU,92,56,0,0,60,212100,545,10,0,4,4,1,0,4,20,1045,1,1,1,0
10630,10630,285dc275-b89c-4e4c-aa89-6e68d26b03db,RU,69,13,20,20,0,125120,464,0,0,5,2,16,0,2,40,891,1,1,0,0
10631,10631,2e331086-5707-4b8c-a6bd-ca926ea68b40,TR,100,5,0,0,240,171720,331,3,0,3,2,0,0,2,14,761,1,1,1,0
10632,10632,c41c41c7-fb6a-4857-8b61-3a531a8e3045,GE,87,0,0,0,340,137900,375,0,0,0,0,12,0,3,5,618,1,1,1,0
10633,10633,59cfdb41-4d1f-45ac-8d84-569d49c29058,KZ,60,0,0,0,266,114620,356,0,0,5,2,3,0,5,34,639,1,1,0,0
10634,10634,9cb7eb47-db55-4f75-9790-cbce3fc9a47a,CO,53,1,4,4,100,60100,164,0,0,0,0,3,0,8,9,511,1,1,0,0
10635,10635,6248ac84-0489-4962-b579-e87b887f8549,PL,90,0,0,0,200,170000,569,0,0,7,5,5,0,3,40,831,1,1,1,0
10636,10636,1345d114-c5d4-4589-8ce6-ab97f438161e,CA,91,0,0,0,253,160600,493,0,0,0,0,2,0,3,48,819,1,1,1,0
10637,10637,658816d8-e267-4835-83f4-eeca44cbf4d9,PF,42,41,1,1,0,148000,254,0,0,0,0,5,0,6,30,730,1,1,0,0
10638,10638,cc38b64a-bc3b-4941-b770-66f998238b1e,RU,41,2,12,12,820,142660,426,2,0,0,0,0,0,5,42,815,1,1,0,0
10639,10639,711491c9-0781-4159-8f32-ea19a13f61f0,US,87,0,7,7,450,125120,473,0,0,2,1,1,0,1,40,993,1,1,1,0
10640,10640,f5e80487-dc50-4822-abb5-5cdbe715ab35,CL,70,0,4,4,0,90100,427,0,0,6,3,7,0,12,10,652,1,1,1,0
10641,10641,5ed93555-b760-4c42-adb4-b0bcccecf11b,TN,112,0,0,0,0,169260,533,0,0,4,2,11,0,2,25,826,1,1,1,0
10642,10642,bc62fe0f-3917-4e35-8bbf-68126891aec4,MK,71,0,0,0,120,135500,356,0,0,9,5,3,0,2,40,751,1,1,1,0
10643,10643,c9f40965-c1f5-406c-9add-12c6595af47c,KG,48,0,0,0,0,42420,92,0,0,0,0,0,0,3,23,528,1,1,0,0
10644,10644,0ed9877e-3ce8-4bb0-a293-41cb2241bade,AZ,81,4,0,0,690,144900,328,0,0,5,4,0,0,9,7,701,1,1,1,0
10645,10645,4f1643a5-3b27-4ebc-bb07-da03826d7448,IQ,87,14,0,0,500,104920,292,3,0,1,1,12,0,3,9,724,1,1,1,0
10646,10646,48a7dbec-eeef-4e8e-9cdc-f30ae8c8d418,DE,75,46,2,2,0,206600,512,46,0,2,2,7,0,2,20,948,1,1,1,0
10647,10647,0ac4ef3d-bfae-4168-b785-9a7a815a7af3,ES,85,3,20,20,250,234260,632,0,0,4,3,11,0,8,15,851,1,1,1,0
10648,10648,4ecf5a71-0126-46fc-939a-5fb9c09f08fa,TR,82,4,0,0,0,125120,270,3,0,14,12,1,0,2,10,625,1,1,1,0
10649,10649,6d88d157-6cef-4760-95b3-3a17e0a8b156,TR,67,60,0,0,600,236660,432,17,0,0,0,5,0,1,37,1003,1,1,0,0
10650,10650,21330381-177d-42b9-8f87-029d78fe89ec,ID,80,0,0,0,0,113160,288,0,0,8,4,0,0,2,40,734,1,1,1,0
10651,10651,5965451c-f5d9-429a-8612-89598a12118c,RU,69,0,21,21,210,181220,408,0,0,5,3,2,0,1,40,840,1,1,0,0
10652,10652,8f13501f-ceac-44f1-849f-933b1cdd038c,HR,73,5,25,25,400,186520,426,5,0,0,0,15,0,1,39,916,1,1,1,0
10653,10653,a23686e1-9bad-48aa-9ad7-899d0bd39904,JO,83,1,0,0,73,135500,230,0,0,21,10,1,0,2,0,599,1,1,1,0
10654,10654,222ad4c1-2d02-4974-84b9-c6409cde40b8,ID,125,1,0,0,400,262400,700,0,0,3,3,0,0,2,30,957,1,1,1,0
10655,10655,483f53f6-a293-4a7a-aa90-305b3deadf94,ID,71,2,0,0,199,100900,342,0,0,3,3,7,0,4,33,702,1,1,1,0
10656,10656,07c3c722-303a-4a4a-ad7d-9c0a7a573d70,BG,82,0,0,0,417,219920,550,0,1,1,1,0,0,2,31,727,1,1,1,0
10657,10657,66cbe1b8-37cd-4fc6-8331-262d1c2a87c0,VN,102,2,9,9,180,129260,336,0,0,0,0,4,0,3,0,699,1,1,1,0
10658,10658,bd99c759-995f-47b6-9856-3a866b0c9a65,BG,74,53,1,1,520,185320,192,52,0,0,0,3,0,4,0,832,1,1,1,0
10659,10659,0359444a-04f5-4503-9680-2babd3483d18,CO,69,2,0,0,780,116260,419,0,0,6,3,8,0,2,14,629,1,1,0,0
10660,10660,161ca536-2970-45e3-81f2-74106e13c831,BR,70,4,0,0,650,89600,408,1,0,17,8,1,0,1,40,741,1,1,1,0
10661,10661,6ba160b2-83ce-441e-a76f-00222cbc973e,BR,83,0,0,0,67,127020,332,0,0,2,0,27,0,3,48,816,1,1,1,0
10662,10662,9bbba4d6-6b8c-4253-a368-36ecf348f303,AU,73,27,6,6,620,220120,429,1,0,5,2,4,0,1,14,804,1,1,1,0
10663,10663,54449242-38ad-49ac-b9c9-11db881e157c,US,71,13,0,0,0,135500,378,4,0,23,10,0,0,3,40,814,1,1,1,0
10664,10664,e7df4ee2-1886-4788-ba59-1c6c4164c37e,US,73,0,0,0,296,88920,338,0,0,10,6,21,0,4,24,707,1,1,1,0
10665,10665,405f867a-cd10-4d0e-a3e3-2ebf8c66d443,MX,26,68,0,0,400,44420,278,2,0,0,0,1,0,2,40,827,0,1,0,0
10666,10666,4dee9443-ac0e-456e-a717-074cf8481f1e,MM,31,39,0,0,0,94500,172,2,0,0,0,13,0,5,22,632,1,1,0,0
10667,10667,59072e52-17e4-4a99-af34-8f62ff55cdb9,BR,80,1,0,0,650,158120,493,0,0,8,6,0,0,6,40,802,1,1,1,0
10668,10668,0e9fceae-2294-40de-8ec3-effd3a226371,PL,111,7,0,0,356,144900,360,6,0,0,0,1,0,1,0,775,1,1,1,0
10669,10669,94182f30-234d-4710-b07a-935a56d80b9f,ID,70,4,15,15,500,115160,312,0,0,7,6,0,0,1,10,723,1,1,1,0
10670,10670,1301c4d1-8b5c-4ed1-9d60-9bfd9680b461,MX,69,2,0,0,0,87800,378,0,0,10,9,0,0,1,40,719,1,1,0,0
10671,10671,e3736a70-23e9-4fab-8e88-2aec691cda1e,IN,75,26,18,18,535,193900,280,26,0,4,3,5,0,4,7,838,1,1,1,0
10672,10672,83d5b4d1-86fb-46d0-b63f-71935c7b893b,FR,47,5,1,1,650,98300,408,0,0,5,4,5,0,2,40,599,1,1,0,0
10673,10673,d82037c0-d7f2-4b0a-8016-fb8c13bae9f5,BR,56,0,22,22,270,187520,409,0,0,0,0,1,0,5,46,858,1,1,0,0
10674,10674,1424aeb0-17df-421e-b93b-e24498fff14e,AR,42,0,43,43,1200,183020,806,0,0,0,0,17,0,3,36,942,1,1,0,0
10675,10675,92e676ef-3649-4ea7-a846-4e8e14106ad1,UA,80,0,0,0,58,105900,306,0,0,6,4,11,0,7,0,591,1,1,1,0
10676,10676,236bc317-f570-4756-9e98-6b21398be4f3,ID,78,1,0,0,100,125120,326,1,0,4,2,20,0,2,7,585,1,1,1,0
10677,10677,a6024936-8456-4629-ba60-90e6bd3e57c2,IR,83,0,9,9,1700,354900,1363,0,0,6,4,7,0,10,40,1016,1,1,1,0
10678,10678,6993c635-48f6-4961-914e-0c80743f417a,GT,76,0,0,0,0,0,0,0,4,11,8,0,0,6,15,1652,1,1,1,0
10679,10679,1421df5a-5412-421c-ae13-976e281b8851,CA,72,0,0,0,0,125120,256,0,0,2,1,17,0,2,33,744,1,1,1,0
10680,10680,ce77526b-fe2c-41f9-8eec-c2286e26d2e9,NG,76,0,0,0,0,105620,240,0,0,0,0,0,0,2,0,547,1,1,1,0
10681,10681,3acc1714-2600-47ba-8f32-f12b323efb76,US,23,0,0,0,0,7700,0,0,0,0,0,0,0,2,0,170,0,1,0,0
10682,10682,6e34327f-9ee3-4ed0-9880-d5388df7f1de,DE,71,6,2,2,400,148000,423,6,0,10,7,11,0,1,25,704,1,1,1,0
10683,10683,4a8e3997-4b97-4db0-9bee-84f7bb8e435e,MX,109,1,0,0,0,146300,600,0,0,0,0,0,0,2,20,815,1,1,1,0
10684,10684,5a84c4c8-3e76-4326-b614-fc19691a0c5a,MX,39,58,8,8,400,146300,262,2,0,0,0,5,0,1,25,820,1,1,0,0
10685,10685,99100b03-dcdf-4f5a-99e4-fdd01ca073f8,JP,76,53,6,6,0,233120,419,17,0,2,1,1,0,2,30,1090,1,1,1,0
10686,10686,331c5441-17de-44d2-80f7-34b3a6146058,BR,69,0,0,0,0,79520,336,0,0,10,6,3,0,2,20,621,1,1,0,0
10687,10687,776cfb1d-dbd4-4177-9744-932e0a6fad44,RU,75,24,0,0,120,157520,276,24,0,4,3,0,0,5,14,727,1,1,1,0
10688,10688,b9c6487d-e416-4b75-891c-4fe57a081087,VN,46,44,0,0,0,0,0,43,0,0,0,0,0,6,13,685,1,1,0,0
10689,10689,e8fdddeb-f06d-4cc0-9e2e-0192d3c046d7,CR,80,0,24,24,360,193700,472,0,0,6,4,0,0,6,26,920,1,1,1,0
10690,10690,7cc4ea02-7848-42e9-88bf-ab9738f62eaf,UA,70,4,8,8,250,146400,438,0,0,9,8,4,0,1,40,771,1,1,1,0
10691,10691,2139385a-dce5-4611-9ebe-481160df7fad,ID,71,1,30,30,264,193700,748,1,0,5,5,1,0,9,40,998,1,1,1,0
10692,10692,08cb0552-b4fb-4655-b56a-2aa8ecb20295,TR,40,35,0,0,0,50900,151,1,0,0,0,1,0,3,30,668,1,1,0,0
10693,10693,09d5881e-1356-4f48-a695-b49c8bdf065a,ES,25,70,0,0,0,143220,168,20,0,0,0,13,0,2,40,825,0,1,0,0
10694,10694,8a317091-e640-47b4-8679-28e1be57ec50,BR,69,1,5,5,0,181720,538,0,0,8,6,3,0,3,60,876,1,1,0,0
10695,10695,8b78f60c-2734-490f-97d3-e9033817cdc8,VN,90,6,10,10,690,39920,299,6,0,4,2,2,0,7,7,905,1,1,1,0
10696,10696,70d22972-9660-49f4-b5b9-6360dffabd93,KH,70,48,0,0,0,193800,409,0,0,5,5,2,0,2,21,887,1,1,1,0
10697,10697,a0d78711-70fd-4714-bd1d-95f417b35078,VN,163,10,42,42,2320,608200,2214,1,0,6,4,7,0,6,16,1502,1,1,1,0
10698,10698,d5508e59-450a-4179-94e8-625e42ed1e37,US,96,5,14,14,1041,297300,843,5,1,2,2,0,0,11,42,1031,1,1,1,0
10699,10699,a4be251d-b3f1-4c05-9d05-481dcc700774,US,90,1,22,22,785,160400,449,1,0,2,2,1,0,9,3,862,1,1,1,0
10700,10700,53f4eb36-6ac4-4802-80a4-b53637b0380d,RU,75,3,8,8,717,311400,941,3,1,4,3,6,0,13,96,1218,1,1,1,0
10701,10701,e226f972-8db9-4be6-a424-ae8380e74647,FR,75,1,0,0,600,135500,449,0,0,2,2,30,0,13,1,556,1,1,1,0
10702,10702,3c9a5e27-0df4-43a3-9af2-5dd58fef0028,US,106,0,0,0,0,144300,514,0,0,0,0,3,0,2,11,738,1,1,1,0
10703,10703,4e83fe4a-3a03-446c-aee4-a6ede290e987,JP,98,0,0,0,700,203900,875,0,0,4,3,3,0,2,40,855,1,1,1,0
10704,10704,6c07e3b2-4e1b-4b03-8bfe-d11bfe04e3ce,ID,97,0,11,11,160,236720,906,0,0,0,0,24,0,8,35,968,1,1,1,0
10705,10705,9c853742-5652-4ec9-8871-c45e84335767,BR,87,1,0,0,620,367500,787,1,0,2,2,13,0,7,13,822,1,1,1,0
10706,10706,6732f68f-be93-4405-9744-a1db0af6fc9d,RS,86,30,0,0,0,193700,496,0,0,7,6,11,0,5,8,778,1,1,1,0
10707,10707,ae5eba1d-9ccd-422d-9fca-cd1cf719da2a,RU,52,0,0,0,0,39460,168,0,0,0,0,0,0,1,40,562,1,1,0,0
10708,10708,eecdacac-fcc4-46eb-bc1e-0a0055cd0ad3,MX,76,67,0,0,0,167160,162,0,0,0,0,0,0,4,10,904,1,1,1,0
10709,10709,9294f74c-9b2f-4556-b547-a21a75020407,FR,70,1,0,0,0,55400,120,0,0,5,2,0,0,1,0,459,1,1,1,0
10710,10710,3abf4b34-5eee-490c-92ba-ab3ff2f83ae8,BE,100,0,2,2,860,247820,633,0,0,8,6,7,0,3,5,752,1,1,1,0
10711,10711,12c1a70b-92c4-4e92-9a3e-da9e213bb36b,TR,70,8,2,2,0,98400,306,8,0,5,2,0,0,1,18,766,1,1,1,0
10712,10712,684ca1c6-a7b6-4fe8-a0e7-59486b04379c,BR,68,8,0,0,400,118220,398,4,0,0,0,1,0,2,40,713,1,1,0,0
10713,10713,2c359227-163e-455f-bf85-925bb1062133,MX,43,31,0,0,250,65520,64,0,0,0,0,11,0,4,2,480,1,1,0,0
10714,10714,7ad44353-c43f-4ba1-bd4b-8bf51747ef3e,TR,80,28,8,8,300,136700,285,0,0,4,2,4,0,5,10,818,1,1,1,0
10715,10715,0ef42fad-480a-4d46-83b3-4eeda01f4b53,TW,66,0,0,0,0,85800,288,0,0,0,0,0,0,1,40,668,1,1,0,0
10716,10716,2b561875-89ba-46d6-aba9-f67845261216,FR,21,19,0,0,0,16160,137,5,0,0,0,3,0,3,19,384,0,1,0,0
10717,10717,a570575c-b7b0-44a0-b4d6-e026bfcfaed6,RS,109,4,1,1,500,152660,510,0,0,1,1,7,0,4,5,756,1,1,1,0
10718,10718,9a41d39f-cfb6-437b-88ac-459cbd60672b,BR,63,6,8,8,0,38660,454,2,0,4,3,2,0,4,26,719,1,1,0,0
10719,10719,7c376c7f-d602-45c8-9563-511aa7fa1b58,IE,95,0,0,0,360,169160,419,0,0,1,1,44,0,3,18,740,1,1,1,0
10720,10720,3f7501db-8da3-439e-b7b8-2aaa44522412,KR,70,8,1,1,0,107120,427,8,0,10,8,5,0,1,40,781,1,1,1,0
