gaid,country,level_cnt,ads_cnt,pvp_cnt,pvp_won_cnt,gem_spend,coin_spend,gem_earn,ads_reward_cnt,org_hero_cnt,level_e_try_cnt,level_e_cnt,idle_cnt,purchase_times,login_cnt,level_h_cnt,log_num
59dcae12-8107-4764-8e02-dde6cf0f02eb,RU,92,0,4,4,650,146300,454,0,0,6,4,8,0,6,5,667
37aaa45e-457e-43a1-8966-b409fc41dd6f,PL,66,6,9,9,560,135500,606,6,0,0,0,0,0,13,31,811
142b41eb-487e-4d1b-bb3f-5dec7743ebbd,FR,72,5,1,1,120,81220,224,2,0,0,0,1,0,2,5,548
7de09daa-57be-4551-9796-03e015bdfe6c,MX,55,11,9,9,740,146300,448,1,0,0,0,0,0,9,43,857
fc727b71-8098-4002-90bc-36f8dcafeae6,US,84,4,11,11,790,487400,1564,0,0,3,2,10,0,7,50,1050
eb9ef576-cc9d-41fc-b34d-fa43f55c44f2,BR,111,13,1,1,271,173560,497,0,0,0,0,21,0,4,0,791
f4e47d37-0629-4be7-b96a-f3509e3b2ffc,RS,147,5,0,0,1200,274600,892,1,0,0,0,19,0,5,15,1055
4915b27a-0195-4b18-bafa-641a44ef5ed1,TR,105,14,0,0,0,233660,928,0,0,1,1,13,0,14,8,843
91353ee8-0bf8-48e2-bd6b-ea9c62b6423b,MX,70,0,0,0,100,68320,266,0,0,3,1,0,0,7,13,572
c125129c-f353-43cb-9f4a-3340a1ea7980,BA,64,0,0,0,350,109220,258,0,0,0,0,1,0,5,1,423
7678bdcf-eb99-4178-b86d-51933d40b597,BR,60,35,0,0,0,62220,1,14,0,0,0,19,0,6,0,575
5c5afda1-3e7b-470c-bea1-5b1f6dc49cea,NP,57,10,7,7,0,72260,142,0,0,0,0,5,0,7,12,573
fc6f858f-00e7-4b95-83bc-fe3699a76eeb,VN,71,1,2,2,0,0,0,1,0,7,6,0,0,10,31,770
04049258-34a6-401e-885c-dce278355922,AZ,36,40,0,0,0,96500,168,4,0,0,0,4,0,2,37,721
3ce9a0b1-d085-4cf2-8460-f41d0239609b,ES,91,61,0,0,0,114800,357,35,0,0,0,5,0,4,11,989
7c5df110-71cc-4d58-b08e-c6c6091ef6c5,JP,110,14,3,3,400,233660,1006,13,1,2,2,6,1,15,10,975
d2a9b91c-a9b0-494a-ae20-9e1dd1304bc9,KZ,30,0,2,2,650,107020,444,0,0,0,0,9,0,14,61,715
ef6fb3b1-cecb-423e-8c9e-b2056896b4a1,PT,129,0,18,18,1154,484100,1219,0,0,17,12,38,0,3,28,1238
fe3d1689-2a7c-44e7-adc5-1847b005a90d,KZ,28,7,0,0,0,44920,146,0,0,0,0,2,0,1,10,306
846d383d-b091-43ef-86e2-0c8721e74fe9,VN,63,3,20,20,0,173300,358,0,0,0,0,4,0,3,40,829
1611bd5d-a704-4f91-9160-8c4d16e67fdd,ID,103,5,9,9,365,138920,452,4,0,2,2,4,0,3,2,745
915d93aa-cd5a-4795-a47b-0626d47cd142,VN,70,2,21,21,100,185320,441,0,0,9,8,10,0,4,40,915
b2bf6e76-82f1-4764-bcff-3a2c0bfaaf95,AR,101,0,0,0,500,206600,471,0,0,6,5,0,0,2,21,763
cd25f159-79e8-4cd6-9219-f6712bf4b0b9,EG,71,28,0,0,0,181220,305,19,0,8,6,0,0,7,34,852
77420566-c468-4fdc-8cd1-8f493b8d47c4,IN,70,0,0,0,89,97600,394,0,0,3,1,12,0,5,0,558
2e49c6d5-fdb1-4905-bd14-4dd7742280ea,HU,31,23,0,0,0,55200,44,7,0,0,0,0,0,1,13,457
91bae313-49d9-4c3e-a873-6d41eb5fbb1e,CZ,70,2,0,0,400,87800,408,0,0,13,10,2,0,1,30,663
62e3a609-825b-49e8-9775-e0f7a9f70ef9,BR,75,0,0,0,660,158120,343,0,0,3,2,5,0,8,5,686
9a13a830-9901-4eda-8c28-79d756db5bd4,BR,24,25,0,0,0,71760,166,2,0,0,0,3,0,2,14,415
f9940089-c044-4799-97dc-d5bebd610407,BR,72,29,1,1,500,157520,369,0,0,3,2,3,0,2,40,919
e5b28d37-986b-4752-aea3-8923cd97c3b8,US,48,23,0,0,0,79520,152,1,0,0,0,5,0,3,5,515
a8f9f8ff-0b7c-4bac-9618-51d02db41177,US,88,1,1,1,918,187820,770,1,0,1,1,8,0,8,5,678
0b761bb0-fea0-4deb-b833-c7a245def957,US,90,9,0,0,300,169160,551,3,0,1,1,3,0,1,40,858
90df7128-099d-411a-9cd8-4c92468c119f,GB,71,7,9,9,850,225100,674,2,0,2,1,4,0,2,63,990
b51c0f9f-ad88-49e1-814e-519e68770346,TH,95,20,0,0,800,247820,445,0,0,0,0,7,0,2,19,834
f9b22ae5-8379-4ff8-850a-6ccfcd2ec135,PL,55,42,0,0,250,125120,212,33,0,0,0,13,0,2,45,932
72af77b9-0c61-4222-b856-373e65b035b6,BR,70,28,0,0,200,157520,394,2,0,6,3,5,0,4,17,753
0867abd0-3f71-4cab-b0b3-8d6f20ad7bb6,BR,112,18,0,0,800,247820,632,7,0,5,5,2,0,2,10,884
30c7aa35-e279-4d22-be83-ba8ba0c120bc,VE,65,5,2,2,550,105620,415,0,0,0,0,8,0,4,49,815
e8773462-ae9f-48ac-9c4b-e6ab4152a645,ID,101,6,14,14,1517,253520,1170,5,3,5,4,7,2,4,22,1045
d5d8c41f-79b2-4b4b-842d-d6bf91b620ba,BR,74,0,0,0,371,78420,212,0,0,7,4,0,0,3,5,542
513c20bc-d1ef-428d-ba54-de112f62067c,DE,134,16,0,0,540,637400,1236,18,1,1,1,3,0,4,13,1041
d3e47b1e-83be-4a0c-9398-694a68403ae7,DE,116,14,2,2,436,156320,634,14,0,0,0,3,0,3,40,1071
66ebe499-e8da-40aa-8727-fa32ff7affa4,TR,132,9,0,0,0,368600,765,3,0,1,1,2,0,4,30,1057
8c2f36df-a362-4281-9a60-0bb424021cd0,RO,60,21,12,12,600,195100,254,0,1,0,0,0,0,2,30,850
fbb8b2fa-123c-4255-8de4-1cd02e272d73,RS,79,4,41,41,820,297500,946,4,0,10,9,8,0,3,42,1109
c1faa17c-f6a2-4242-b4c4-2c302a95522c,RU,75,0,0,0,300,126420,502,0,0,12,5,14,0,4,10,624
5aad7aaf-c4b9-4d68-a02b-656daa5268e9,RO,72,0,6,6,105,139600,384,0,0,14,7,10,0,5,21,721
d0c77b88-68c0-4eab-83a5-5c8b14c83e41,IN,71,5,10,10,720,169160,438,0,0,8,2,9,0,6,50,937
7ae42191-b35b-4c4d-af64-3a423bd1e91a,BY,76,28,1,1,0,155920,231,28,0,6,3,8,0,3,7,741
b3a29bd7-c867-4a64-b8ff-8b75c5c6af63,PL,70,8,3,3,640,93000,414,0,0,7,6,2,0,3,30,777
b64f19fc-6c27-4e97-bb78-29b212818b92,MX,26,66,0,0,0,157520,278,3,0,0,0,0,0,1,40,797
ed69d946-4108-4aad-b680-cfe4b95ba9a9,IQ,71,9,28,28,910,265500,682,1,1,4,4,0,0,7,43,1079
bdf26c99-e38e-4398-a1d6-51159842ac1f,BR,121,2,0,0,56,169160,614,1,0,1,1,4,0,5,30,966
0e308fd9-9e03-4ac7-bef1-97158fdc7c63,BR,55,23,8,8,500,159620,340,0,0,0,0,5,0,1,40,867
3502ee60-73cf-449e-a3e5-87a08ab29a21,TW,111,2,0,0,450,146300,462,2,0,0,0,4,0,2,0,805
90b6157f-0478-4bbd-a0f4-86c70af522d4,RU,70,1,1,1,816,148200,443,0,0,9,7,14,0,3,48,805
8b9d5277-06cc-4d56-a26c-5e02cca44292,AR,70,70,1,1,600,193700,387,1,0,0,0,12,0,4,3,904
e9d41a69-c9e0-4abf-9bf5-8c9c5ea81ad7,MM,70,6,10,10,1170,233660,788,0,0,1,0,9,0,5,51,972
2825e530-73a2-4607-a731-4de75309ef64,RU,81,15,2,2,0,233660,477,15,0,7,6,9,0,4,40,909
d02ea398-f308-4f32-9eb5-bc10f7a7dcdd,IN,110,0,0,0,454,209900,515,0,0,0,0,1,0,4,1,720
7b0377a8-2da1-4882-813b-6bf7aafa5dcb,PL,68,1,0,0,700,169160,755,0,0,5,4,5,0,3,80,968
f0e7414f-d0b6-4e8f-94f4-91b98ac5e57a,ID,109,0,0,0,84,158700,628,0,0,0,0,0,0,6,2,772
8c600135-ba83-4d4c-b49f-c3c235cc2b0a,PE,66,0,9,9,760,146300,635,0,0,3,1,14,0,5,14,672
a98859df-fbb0-4e62-b911-91832c3907e9,DE,92,12,4,4,1250,262600,1007,5,1,6,5,10,1,7,18,891
1c7f43ec-5b5a-4a3e-859b-17e489626c29,UA,75,0,40,40,10,157520,315,0,0,0,0,2,0,2,0,804
e3b017f8-2aec-495a-bbd0-c7fd5743ef13,BR,55,0,7,7,100,139700,647,0,0,0,0,6,0,5,72,865
bfcbcf51-11c9-432b-b105-678fc3e5068e,EC,66,63,0,0,250,233660,468,24,0,0,0,3,0,3,40,1042
e209d536-da05-4832-84f1-0eef15867ed1,RO,71,4,2,2,0,115560,400,2,0,13,9,2,0,3,22,660
c71eaea1-5fb5-4673-839a-f2f55412a772,CZ,67,32,0,0,100,113300,374,1,0,0,0,8,0,3,23,758
30463bcc-1da4-481f-9400-417b507bbfda,BE,85,22,3,3,1020,262400,657,0,0,2,2,1,0,5,40,1025
75df9a20-1006-4a12-88f2-eea142f44883,TR,70,55,0,0,0,115160,320,0,0,4,3,3,0,3,10,846
8ef10c0a-9f66-4d86-947a-c63ca3f9b7f3,TR,70,1,0,0,0,133500,331,0,0,13,5,4,0,3,40,707
dd3c3a1b-73fa-4d4f-9a07-1ead29da3280,FR,110,10,0,0,999,234260,745,3,0,6,2,14,0,3,50,1100
ca7adb9e-79a0-4d18-8fe0-4d7999646435,RS,69,26,7,7,250,157520,428,8,0,3,2,3,0,6,20,817
115619f4-0cb3-467c-9b02-f4565055fae4,PL,57,8,0,0,780,154900,398,7,1,5,4,13,0,4,25,616
6473f90a-5e3e-4417-9153-f6914824ab6c,AT,62,52,3,3,240,181220,307,54,0,0,0,28,0,6,25,963
397bf2f4-417d-4158-9348-65a8a04b5dda,AR,52,56,1,1,400,105620,125,4,0,0,0,2,0,2,0,698
9a509b33-03fd-4f30-9c5d-ca8a62ad0a59,TR,66,1,3,3,120,71660,374,0,0,6,4,3,0,6,18,609
9af09b61-ae28-44bc-8588-75c1af64d1c0,TR,82,1,4,4,300,173560,576,0,0,3,2,10,0,5,25,772
92135c7e-95ea-4feb-a9fc-f329dc030a89,IT,135,13,0,0,1136,249720,770,8,0,0,0,0,0,4,10,1011
74a2e274-6661-4148-8a3d-0c0437eaeb5e,VE,63,0,5,5,74,66620,205,0,0,0,0,8,0,2,18,562
c8921f67-23d3-42f9-9536-9e682bae6cea,BR,81,1,1,1,45,105620,239,0,0,4,2,0,0,2,3,587
f1d592c2-269b-49a7-8aa9-f066cac72a09,MX,48,59,0,0,250,77600,183,2,0,0,0,15,0,2,17,831
e3a5e30f-e80d-41c5-9afa-390256ade297,MX,50,21,0,0,219,116760,172,0,0,0,0,3,0,5,5,509
6cd72285-831b-4fdf-ae78-4cd5946ff02a,JP,67,9,10,10,460,87800,548,8,0,6,4,2,0,3,20,712
ae223583-f285-476f-8ac7-4cdf876e832c,PY,43,67,0,0,600,169660,278,10,0,0,0,0,0,2,40,943
9df302fa-eb74-4413-823f-7300cdaa18a3,RU,74,7,4,4,0,113160,412,0,0,8,6,20,0,4,30,734
c4cf0d4f-c3db-489b-94ce-354c6be63fb0,BR,83,5,13,13,300,206600,797,0,0,5,5,1,0,4,27,910
ecf875b2-9e8e-4704-8131-743426c913e9,PY,70,0,19,19,446,159420,536,0,0,2,1,3,0,5,80,1114
5aa49125-4f8a-44ec-917d-bf4f1d43917f,PH,47,1,0,0,0,26500,28,0,0,0,0,1,0,7,8,390
f754889e-520c-4cff-b771-3b6d7e3f7a84,GR,75,2,19,19,0,157620,256,0,0,0,0,1,0,2,11,686
1e14b841-13c5-4b94-ba8d-c38286d1cc3a,RU,80,8,0,0,400,169160,528,2,0,9,6,0,0,8,22,767
268d20f3-15b3-4f10-9582-82e0c72bbe92,RU,84,3,3,3,400,218520,608,0,0,3,3,7,0,8,50,926
6ab35192-e108-45f0-aa61-416659193298,VN,45,59,0,0,0,146300,278,59,0,0,0,14,0,4,40,987
78b99364-8bab-49a5-a11e-c858fe40d2b4,VN,70,0,0,0,320,96500,324,0,0,13,6,0,0,7,1,526
fabfa51a-916e-4c0c-94a2-53a4a8495149,UA,22,0,0,0,0,11020,24,0,0,0,0,0,0,2,5,198
fda83f68-f149-4840-aa17-a2de7d1eeae1,PL,97,0,2,2,570,211520,545,0,0,4,3,16,0,6,40,915
dffc970e-5e98-4919-bf65-7553bfb56edd,PL,88,42,7,7,800,206600,406,41,0,2,2,8,0,1,8,953
e7373596-b3be-4c0c-9745-520ff70356c3,MX,42,57,0,0,450,125520,164,0,0,0,0,1,0,1,15,693
6eee7147-ba4d-4f25-a365-b0377e911663,IN,61,2,48,48,1488,286560,1186,0,0,2,1,30,0,42,70,1488
7f6494da-da1f-46ac-a82e-5aee57a3845f,FR,80,38,0,0,600,275320,556,1,0,0,0,6,0,8,18,952
7412a416-6295-49a1-89d6-b57c596105bd,PH,21,27,0,0,0,36660,102,0,0,0,0,3,0,1,5,336
78093395-c039-4832-8204-9f4bddf5eac5,US,80,19,6,6,650,262400,769,19,0,5,4,10,0,11,52,1070
b7d7c8b5-ecf4-4bb8-96e2-866365f5dc0f,AU,70,2,0,0,0,125120,1323,1,0,5,4,7,0,5,122,1258
37c4ff19-c5c5-4e78-bc8c-3aef24fd882a,PR,43,6,0,0,0,23900,0,0,0,0,0,3,0,2,0,315
2095fe95-c727-41af-8426-6ab87e0fcd86,PL,56,38,0,0,620,146300,252,0,0,0,0,9,0,2,35,827
4ffdca96-33ee-45d2-81f1-bbf470153065,IL,50,8,5,5,0,135500,447,2,0,12,8,3,0,1,33,638
87aaf2f0-9930-4488-9766-71f7e0d6a037,VN,33,1,0,0,0,0,0,1,0,0,0,0,0,2,14,372
8a4c5b8a-ad46-4dd2-ae78-625e412bee37,TR,61,0,0,0,0,233660,648,0,0,12,8,0,0,6,67,843
904c8c93-5625-4ba0-ae64-dc5c42fdbd50,PH,54,6,13,13,730,185620,416,0,0,9,5,4,0,6,9,641
c388dd67-8b0e-4df9-8f86-4cb8010d4ed8,IN,67,0,0,0,60,88400,381,0,0,0,0,13,0,6,21,647
6b5a82f9-4246-4e7c-ab9b-55ed2735dab3,MY,21,53,0,0,0,71660,278,4,0,0,0,1,0,1,40,700
4b8d6421-921d-4cfe-8313-7cbd1df8724f,AU,30,73,1,1,0,169160,278,10,0,0,0,7,0,1,40,946
10e62d4c-b387-49a5-8fd1-df6ebab955f1,VN,71,0,2,2,482,115160,418,0,0,10,9,1,0,2,40,768
a712e4ec-4136-44d9-87da-226d1be04623,RU,76,0,5,5,0,96500,286,0,0,7,4,0,0,2,13,624
f40c4394-1ae3-4148-bc89-1a6a95f4a44b,BR,72,0,1,1,0,123500,450,0,0,18,11,4,0,1,40,755
31c0e5d5-c6a0-4050-98de-7947aa848796,US,88,2,3,3,650,233660,738,0,0,32,25,10,0,3,0,722
7b938067-d8d6-434c-a96e-9a0f2cdf1ef0,US,96,1,4,4,750,193700,598,0,0,4,4,14,0,2,41,912
fcbf9d95-2a50-4c13-b3a0-37e70c1571ff,US,71,73,0,0,400,181220,236,37,0,0,0,4,0,2,3,967
039fa265-6e00-4fe8-99b0-6a0c0103f0a8,MX,81,9,3,3,0,146300,468,8,0,3,2,10,0,3,40,838
0d77a222-cd75-4748-8ada-c6e2583dfbb7,MX,113,0,0,0,700,146520,364,0,0,0,0,0,0,1,1,726
47b7134d-180d-4626-bda2-290717a61489,BD,102,3,0,0,0,146300,488,0,0,4,4,11,0,5,3,680
2bf1c7fa-c28d-4f82-bde8-cfb551005278,VN,83,7,10,10,1060,262300,762,0,1,12,8,5,0,2,39,916
57eef920-de81-4235-8b77-aef46b732277,VN,96,0,9,9,60,144300,568,0,0,0,0,0,0,4,69,1101
dbd68fd6-9dab-40aa-b9ee-216c8bc682e7,UA,85,20,0,0,567,146900,320,0,0,2,2,0,0,1,0,658
79c2fc94-5711-426e-8016-c886ccdb092d,FR,60,8,0,0,800,149060,644,7,0,0,0,2,0,6,13,594
5f53b63b-e401-423c-b987-ec4ca4b8412e,DO,107,0,0,0,0,167160,842,0,0,1,0,17,0,12,4,748
d877485f-fd40-4b0d-9f8c-75e2f9156511,AM,66,33,0,0,640,219920,327,33,0,0,0,21,0,5,10,764
10fd1bbf-4186-4fbf-96a5-6ba6eb2cf248,VE,100,7,21,21,410,247820,403,4,0,3,2,0,0,4,14,909
d69cab21-3bcd-4f92-bad5-a0a043307e03,GB,100,1,3,3,100,125320,548,1,0,7,4,7,0,1,40,888
7f616278-bd28-468b-aeea-cf3c7a1a6d3e,ES,44,49,12,12,200,181220,301,49,0,0,0,16,0,1,40,936
e7534366-3424-4327-9e62-7688ca3426b6,RU,121,2,6,6,540,98660,604,2,0,6,4,4,0,2,20,977
b3b4626f-313c-47ef-a8a7-ec38a600abef,RU,73,2,6,6,900,162800,754,2,0,8,7,10,0,10,22,754
c8c91873-7645-454f-a0ce-ce3b37c0b9ad,IN,120,10,16,16,666,284120,771,9,0,3,3,10,0,6,9,1031
7b47cac4-bdec-41f0-a6a8-dc9d15193b35,RO,81,23,0,0,0,169160,323,5,0,9,8,1,0,4,13,753
faff860f-3e44-452a-b8fd-2855ba7fa66b,BR,70,9,0,0,0,196160,857,0,0,5,4,4,0,4,80,1046
f05e7658-f97c-4d06-b8a8-88b8086c8b5c,BR,70,28,2,2,700,229100,712,24,0,1,0,2,0,3,80,1182
962e00f6-effb-4ad8-9ec3-4c5022af6a92,TR,80,1,30,30,960,233660,582,0,0,10,7,2,0,2,24,993
392ee075-ead6-492b-af42-ea99ee538f88,BR,70,15,5,5,500,136000,502,0,0,10,8,2,0,2,19,717
49c37ea7-3f39-4f20-80b6-c897ba04d52c,PE,73,0,0,0,286,95900,312,0,0,7,5,6,0,1,40,693
f52333d4-d795-4b26-9aa6-dd3898f4c715,VN,87,1,8,8,0,193700,845,0,0,10,7,10,0,6,11,763
8fba60c1-33ee-43dc-bcab-aba073e49f9f,HR,87,7,5,5,250,135500,540,0,0,14,5,3,0,3,40,877
aa5d9dc0-269d-4f95-9bf0-29ad2cfcb953,IT,124,1,0,0,548,168000,433,0,0,0,0,40,0,1,0,769
6b288897-fc2b-456e-b918-fae4f7f1fab4,US,92,1,5,5,700,306800,961,0,0,1,1,4,0,5,80,1133
03d13170-4d49-4d82-a9a9-b880ec54ffe4,RU,64,31,10,10,650,277160,755,2,0,0,0,9,0,7,80,1219
d4a3bcd0-e9b6-404d-a142-8c7f85caf4f1,0,78,2,14,14,660,315300,790,0,0,5,4,16,0,6,40,897
279afacf-29b3-4e94-bdb6-c7a39386b8f1,PL,104,0,0,0,0,162500,360,0,0,4,4,2,0,2,11,727
bc6328b1-31cd-46df-ba32-fe8b753511f9,QA,80,2,0,0,700,135600,494,0,0,14,7,4,0,4,0,582
7bf68af1-fa17-41a1-b907-806a9a1ec766,AL,76,27,17,17,570,202600,279,2,0,3,2,2,0,4,8,902
acb0422d-143c-45ea-9c01-4bc28269f1b6,PL,74,9,0,0,490,174100,456,0,0,8,6,1,0,2,40,809
28bc0b26-13cf-4f59-a0f2-b3f429ba80d6,MX,114,7,0,0,400,247820,464,1,0,0,0,0,0,4,2,822
42b0eff8-56c2-4a73-bc4a-d0ccf509c4be,MM,51,32,0,0,300,118960,205,0,0,0,0,2,0,1,24,736
779b34e9-1c5d-4178-b587-245b4d31a801,US,70,11,8,8,950,260660,673,5,0,5,3,8,0,2,66,1150
7968702f-a95e-47ca-abb0-4ad1f65d4f07,ID,80,5,1,1,0,169160,1072,0,0,12,10,3,2,2,26,788
74d990d3-ecea-4670-8ad0-7dc5797d0d59,HR,110,8,12,12,540,487400,1422,0,1,5,3,10,1,4,80,1441
5a77fa34-5317-45a1-b402-c0c70cc9024b,PL,88,26,13,13,712,245520,506,26,0,1,1,2,0,3,6,933
932ba98e-713a-47a9-8fa7-0cdec7b18e8e,IR,58,0,1,1,420,157520,445,0,0,0,0,3,0,7,37,704
39b1eb0d-da71-446c-876f-0e070f039e76,MX,60,5,4,4,0,181220,684,3,0,7,5,10,0,8,5,526
8c71a76c-1378-404c-9181-1cf878daee9e,SE,70,0,12,12,295,159420,419,0,0,4,3,18,0,1,40,867
ff9b9c62-7f36-4430-b2b7-81f01c15180f,SY,82,6,0,0,395,155500,478,6,0,9,7,16,0,10,12,713
f6361a69-9135-4cb2-bf6c-128941799a31,MM,74,1,0,0,0,125220,390,0,0,3,3,2,0,2,40,816
8c5dbebf-1d1b-41ec-9687-faeb94c90c6a,FR,70,2,0,0,0,106920,502,1,0,1,0,17,0,6,17,667
925d694d-6327-4084-a1a4-98b1f8a52a78,FR,70,4,0,0,0,113160,361,0,0,4,3,1,0,4,40,714
10abdfa6-b759-4bd8-aecd-5905b93a7849,RU,64,5,5,5,120,91760,186,0,0,0,0,12,0,3,40,699
fe382022-9929-4128-aa0b-0715b191d17b,FR,34,76,5,5,400,206600,298,47,0,0,0,2,0,3,40,1041
d579ef75-85c2-4643-9b7f-22afb52816eb,FR,72,0,1,1,0,79520,248,0,0,12,10,0,0,2,8,530
d466f862-0c5b-4184-a699-52e475caa920,BR,78,2,1,1,50,105820,272,1,0,0,0,3,0,2,5,535
c2505838-18d7-4ce3-b99d-6d82beb578fd,IT,37,66,8,8,250,193700,290,3,0,0,0,6,0,4,33,959
5b7a762f-bffb-4357-be16-2a075c7aa428,BR,107,0,0,0,0,193700,658,0,0,5,5,0,0,2,40,916
b8061e83-a963-4fd2-8f69-305279903812,MM,73,59,0,0,400,220120,334,9,0,0,0,0,0,3,29,942
f15b70dc-db88-44e3-abe0-47441de3feff,EG,54,0,0,0,0,53600,204,0,0,0,0,7,0,13,15,502
a06c649f-269d-4228-9a1f-928d8d9d511a,BN,54,7,2,2,760,115160,393,7,0,0,0,11,0,5,30,746
3172cfa8-610d-4bd0-bbe5-5a8f73891678,IN,89,1,0,0,120,136800,443,1,0,5,3,0,0,5,40,834
5c51ec98-4d4c-48e9-b765-fd64d929404b,AT,74,34,2,2,400,219920,442,7,0,0,0,0,0,3,32,910
ab3b656a-ad98-4fb8-a5e0-7f8bbac26cbf,EC,111,1,0,0,710,197700,729,0,0,0,0,11,0,11,16,847
ff7bc0db-0e08-40c1-affb-cbe0c11eead1,US,59,1,6,6,2250,418020,3214,0,0,6,6,8,0,10,0,584
ee056b44-9501-4f28-8960-6fa80778c2b7,MX,102,0,0,0,200,135500,240,0,0,0,0,0,0,5,0,654
eb3ab77c-7d8c-4e8e-bc23-c64556fa945b,ES,63,31,8,8,0,125120,268,30,0,0,0,0,0,2,38,890
3d737970-7ded-45d6-8bbe-07013aa8206f,TR,84,9,6,6,97,120160,394,1,0,0,0,24,0,5,41,845
fb1594a3-615b-4c04-b33b-43fc0e4a2761,FR,72,4,12,12,200,172860,454,2,0,7,6,13,0,2,40,848
c48f026d-0e37-4bc6-945c-9d6448787371,PT,116,0,2,2,400,169160,541,0,0,4,3,0,0,4,18,851
b96cbc06-6eec-4020-868a-d6d0d4a93c0c,KZ,60,1,34,34,710,163820,409,1,0,0,0,10,0,3,15,876
28ded140-b3a0-4c23-9574-628ee2f66f9a,ID,71,0,9,9,0,87800,270,0,0,3,2,0,0,2,18,617
1efddf19-bd48-4f0e-96df-9c6ead0ca0b3,ID,64,53,0,0,0,0,0,53,0,0,0,0,0,6,20,949
2a7334ac-85cd-405c-bf0d-1eaac8a1e2dd,US,110,4,2,2,980,247820,843,0,1,2,1,12,1,8,60,1112
0ad13611-5dd6-442d-a626-4dfb6ec2195f,BR,78,4,5,5,0,169160,716,4,0,4,2,4,0,5,35,773
66e56e01-7ec4-4452-8476-72e8a40f7c68,EE,70,16,0,0,600,227300,752,7,1,7,6,3,1,5,39,912
b1c7cc2d-1959-426f-beec-e7bd2b2267a2,PE,49,73,0,0,0,132620,255,3,0,0,0,6,0,8,15,846
e9d472df-9474-42f7-86d9-33e61d0612e3,US,44,42,4,4,400,70060,0,0,0,0,0,0,0,2,0,590
068261f3-583e-43b3-ac30-a3384a563298,TR,73,1,0,0,0,79520,240,0,0,6,4,0,0,4,8,542
3b1e877f-74a8-4c8c-991d-ed8812e45c80,CL,71,12,8,8,1062,196160,673,6,0,2,1,6,0,9,56,996
95db3f8a-fd0c-42a8-976f-065a5c50c564,PK,52,5,26,26,870,221820,658,0,0,0,0,6,0,6,53,1069
29efbcde-c50f-4d39-8706-8d4ba70cd448,JO,61,14,2,2,480,233660,481,3,0,0,0,16,0,3,33,706
a4427989-2dc4-4ad8-bb55-85dcd53dc060,RU,80,9,20,20,1440,383000,1056,9,0,2,2,3,0,6,50,1156
43b8bd4f-7600-4cf9-a8f9-7cb0bc8f7462,MX,90,0,0,0,760,193700,638,0,0,8,6,7,0,3,40,846
5c191fdf-034e-4692-85e2-83c938779df0,US,59,4,21,21,930,214800,568,0,1,0,0,3,1,2,40,881
8f1817b7-2e14-4d54-b8bf-093616e58d0a,RU,72,4,6,6,650,150600,426,4,0,1,0,18,0,6,23,732
eba26c6b-e234-4dd6-8715-9e7bdb99fe3a,JP,75,29,2,2,99,137600,239,3,0,3,2,14,0,3,10,757
935a18ee-071e-4543-bc88-6f0cc9a12432,BR,87,4,0,0,0,98900,318,4,0,3,2,0,0,2,3,659
a954053f-37c1-4e17-a1e7-3334ae036ace,ES,104,1,8,8,495,234160,546,0,0,3,2,7,0,5,29,919
93d04592-e762-4520-87aa-f304332bf18f,MX,76,57,6,6,810,294400,542,18,0,4,4,11,0,3,8,1026
137eeadc-2e3b-40c7-8f28-25fa134db806,IT,62,1,24,24,650,169160,298,0,0,0,0,0,0,2,40,850
20f42579-0e90-479f-9d6f-19be3ed81a5c,KR,80,6,0,0,180,91220,207,6,0,3,2,31,0,4,10,690
a8c877b6-95f1-46dd-bc4d-4f709e5c6a71,BD,80,1,0,0,600,193700,437,0,0,40,20,3,0,3,10,750
f4dabb8b-5e1b-4b07-8e54-dbbe9756854d,IT,75,4,8,8,660,135200,356,1,0,2,2,13,0,3,11,704
9c7e290d-4a05-4b94-afc3-234aa258ef16,RU,78,4,0,0,500,91220,240,4,0,9,5,3,0,2,0,547
79fc20c4-c9cc-49a8-b730-e9d7e447a098,PH,79,29,1,1,500,184820,250,0,0,3,3,1,0,3,8,745
661f9bce-361a-419f-914d-a38028ab9c44,UA,53,56,3,3,0,181220,276,43,0,0,0,6,0,6,25,920
b4b7165d-ff72-4bcf-90b1-46f35ab84b2f,US,71,58,0,0,120,193700,281,0,0,0,0,6,0,4,31,999
b6e4a49c-6be2-49be-8577-f0cf3bdaa885,BR,70,3,0,0,0,105620,418,0,0,8,6,0,0,2,40,727
5fda8c3c-4745-4772-bbf0-15638a006dcb,MX,76,0,10,10,0,87800,216,0,0,9,5,12,0,4,22,730
dbc11b4f-7e33-42c1-95f9-3b12f8ce10cc,IN,90,8,0,0,0,135500,307,0,0,11,6,9,0,5,13,699
2dc2d0b3-5f7b-45b8-bba4-1333c119c543,AU,46,9,0,0,640,108320,314,9,0,0,0,13,0,4,6,510
1088bbb5-b2b2-4819-a66f-76e604998fc8,ID,50,57,0,0,0,105620,242,7,0,0,0,2,0,3,23,824
a322e923-f5a5-421b-9374-d47bf714730a,ID,97,0,21,21,10,181220,424,0,0,0,0,11,0,6,0,765
4bb4596b-46b0-4b0e-8939-cb3a3aa591f0,KR,71,1,0,0,0,89500,356,1,0,5,4,1,0,4,10,557
46ae8a13-8d5e-43ad-a28f-5f5594544dcf,CL,125,0,3,3,200,207600,646,0,0,4,3,0,0,7,6,865
