gaid,country,level_cnt,ads_cnt,pvp_cnt,pvp_won_cnt,gem_spend,coin_spend,gem_earn,ads_reward_cnt,org_hero_cnt,level_e_try_cnt,level_e_cnt,idle_cnt,purchase_times,login_cnt,level_h_cnt,log_num
946e06ec-cb7b-4bd3-ada4-15568d96fc71,CA,112,14,4,4,750,292900,1085,14,0,5,5,13,0,4,31,1068
4f616796-4131-4ca2-a52a-71d3aaaa330c,BR,85,7,14,14,400,260660,824,4,0,7,6,5,0,7,60,1151
562a91c7-17db-4ae2-9e65-cd5b61850976,ES,113,0,2,2,0,169160,512,0,0,0,0,4,0,14,0,803
dbe8e6d7-cb01-41b4-a1a8-4c31a41d7873,BR,65,30,6,6,500,135900,318,2,0,0,0,0,0,3,15,746
6cb99769-e806-4a9f-a8bf-b922b0c18e2b,LY,52,9,11,11,520,196160,570,1,0,7,6,2,0,7,10,599
6ddf9710-260c-451f-aa8f-ee5eaf26cadb,PL,70,41,15,15,310,146300,720,7,0,5,4,5,0,6,50,1169
9fd574f2-e4dc-42a0-bce8-8bcab683ffb9,GB,70,3,1,1,600,66620,204,3,0,2,1,0,0,3,2,515
0eff7618-3947-42fb-9a55-1077be9777ef,US,35,54,0,0,0,79520,164,7,0,0,0,1,0,1,15,697
2162c7b4-f77b-48d3-89ca-e8ab0cab0e01,DO,64,44,0,0,120,191700,186,0,0,0,0,11,0,2,32,852
e414fbe6-3dec-4791-b4d2-943f727253f3,IN,63,1,5,5,638,173700,435,0,0,0,0,0,0,15,46,861
f9af3f90-2fcb-4ac9-8ee2-e5b334c8374c,IN,71,2,2,2,983,237960,698,0,0,3,2,14,0,4,102,1111
277c5d6a-4415-4e04-b354-62da7398fe46,MX,83,3,0,0,600,114720,374,0,0,17,8,6,0,3,27,788
212af4ee-5209-428f-b0e4-5fc044724cf8,RU,69,46,16,16,600,233660,421,14,0,1,0,11,0,1,40,1076
5169f02b-dabc-40d9-bdc2-013b459b0865,RU,54,0,0,0,0,48600,0,0,0,0,0,1,0,4,0,543
615484d0-153b-456b-bc9d-805de9baff5e,VN,107,0,1,1,550,173300,532,0,0,3,3,1,0,1,20,807
07bd30a7-66a7-473d-b1d5-88f74bbcd3c8,CO,22,32,0,0,0,26400,258,0,0,0,0,1,0,4,40,608
6953a984-1271-4d80-9b46-e65884f8418a,KR,123,4,0,0,0,193700,718,3,0,4,2,11,0,9,40,1073
9a30df09-f71f-43ee-970e-085a91a00006,RO,53,0,3,3,300,79520,243,0,0,0,0,1,0,2,40,664
4b787213-7a2d-4825-aec7-b48d21da6b22,UA,41,71,0,0,540,157520,208,71,0,0,0,12,0,2,24,901
9699b781-941c-4d9a-92f6-1b39bd914d1e,AR,85,37,10,10,799,189500,518,6,0,0,0,2,0,2,27,980
b63c22dc-d3e9-4e4b-b929-9c43fef995af,PT,83,1,1,1,400,181220,489,0,0,6,5,7,0,2,40,813
1a7c9cc8-a08b-4f78-9db1-dc7ee9b96e82,DE,66,3,5,5,250,132620,479,0,0,17,12,14,0,8,15,676
b1b9c439-ea36-48e7-a659-cd3316c1f44d,VN,74,1,40,40,1900,514400,1648,0,0,1,0,1,0,7,166,1782
96d82deb-a784-4f11-aa72-1a73ab474dc9,GR,88,3,0,0,0,115160,520,0,0,1,0,4,0,2,40,868
346dcddd-507f-4ae1-a230-00583e4212cf,MD,95,0,0,0,0,94500,258,0,0,7,4,1,0,8,5,664
5e668974-ac75-4e2a-a8a6-c038cae47290,LT,71,1,0,0,0,105620,378,1,0,4,2,0,0,3,40,756
7d23f864-2ac5-473e-a352-5581656f16d0,TR,87,6,14,14,490,209400,549,4,0,7,3,4,0,3,35,926
153a392f-2d06-4f01-9225-8d08d065869c,MX,60,66,0,0,0,169260,217,14,0,0,0,22,0,2,3,798
47dfc86a-a588-4e4d-8a8c-9d09d8ff9935,PE,54,68,0,0,0,159620,190,7,0,0,0,1,0,4,12,856
b8c2a113-9492-4df2-8071-b4c64d6aea8d,MA,54,0,5,5,700,150100,380,0,0,0,0,1,0,9,52,800
1d80ef12-0b8f-4aeb-95ee-f20d4efa3932,US,119,0,6,6,500,234220,613,0,0,4,3,14,0,4,20,913
a22c1d8e-ff5d-4767-b65a-e812a55b054d,MX,86,22,0,0,152,173060,352,0,0,0,0,5,0,4,20,790
fbed23cf-6353-40b7-a51a-0765ce92c65f,DE,72,13,19,19,889,209200,630,1,0,3,2,5,0,6,45,1019
221f662c-e1c8-4d3c-a2b8-3fe7b4fbf56e,PE,84,31,3,3,690,221720,385,1,0,2,2,10,0,4,15,858
6ecf0269-cc22-402a-9d40-d15e599ce7be,PE,73,2,1,1,0,125120,439,0,0,0,0,17,0,12,25,696
bf4d9857-1197-4703-9adf-c1a27ddcadfa,BR,67,0,0,0,0,79520,365,0,0,0,0,11,0,8,19,582
9e07c49b-64f9-480b-9ae7-3bf5d15dcdf0,EG,59,41,6,6,500,194300,298,2,0,0,0,0,0,8,40,938
983eb929-0234-4e54-ac88-ecb0d8840604,BR,133,0,7,7,300,383000,1334,0,0,7,4,17,0,6,25,1148
888b7463-3bbd-480e-99da-acf0b6fda90f,PL,77,9,2,2,0,157520,385,0,0,0,0,0,0,5,35,763
aecc8b98-629c-4346-b9eb-06a0cc6a078f,MX,97,1,11,11,250,262400,881,0,1,2,1,7,0,13,20,901
8822b09d-94d0-42c9-b98c-e91deae9ea7e,DZ,81,7,4,4,1100,247820,1104,1,0,0,0,51,0,11,37,1207
40e7f4d7-7cc3-41f7-b659-f7ede529af25,FR,97,3,0,0,220,196160,505,3,0,0,0,3,0,2,31,821
34bb19ce-bb6c-4585-9e1b-aabf4637c93c,VN,71,4,5,5,620,223620,716,0,0,8,8,13,0,4,53,940
7b64a3c7-d5a0-45d5-b744-b57f112e9ded,BR,33,21,7,7,720,162500,369,21,0,0,0,17,0,8,48,783
0aa1fb30-0ca8-461c-9a62-9bc2221f6a74,RU,86,6,20,20,970,309300,877,2,0,5,4,12,0,7,55,1126
29fdeab0-9ee7-494b-8a4b-1d88e63403ad,ME,71,1,35,35,1300,225900,1149,1,0,5,3,6,0,7,21,976
f86a9cbd-9590-4804-9256-560d582503d0,UA,60,6,1,1,100,164400,666,0,0,1,1,0,0,2,80,946
6393ae15-200b-481d-a049-c364fbcfd3df,MM,60,5,1,1,910,262500,598,1,0,1,0,3,0,1,32,616
44988a0a-2a4d-4eb9-b3f1-8ea9cf5d41f5,IN,77,0,0,0,136,92200,315,0,0,3,2,3,0,9,10,691
bd46746a-c8d8-4a0e-a5cc-d9df4a1db232,BR,66,2,22,22,400,181220,884,0,0,25,16,9,0,28,35,981
42ef2767-23f2-4c74-9aa1-0b98ea8c10d3,VN,68,42,6,6,180,157920,328,5,0,0,0,7,0,5,8,791
025c5653-93ed-445e-9749-0c685a2bc01d,MY,40,33,8,8,1080,277400,977,1,2,0,0,4,1,3,86,1133
5954dd92-12d0-4568-b397-8461c2600066,TW,30,2,5,5,600,64220,358,0,0,0,0,6,0,6,40,538
c7f73d84-da16-49c4-80f2-92b89d0472c5,KR,36,79,0,0,400,100360,278,79,0,0,0,5,0,1,40,986
287bb054-5837-4387-a911-25942eb6aef6,VN,65,0,0,0,0,44420,160,0,0,0,0,2,0,1,10,458
4250b143-4e0d-49d6-80c9-3b8956b54935,KR,108,2,6,6,601,203100,650,1,0,0,0,1,0,3,44,1078
d863a985-b443-43fa-91da-ca2394f7be30,KR,70,0,0,0,0,87800,308,0,0,10,6,0,0,2,40,698
086f76b2-3b85-4c1d-be90-ca383e5bea21,DE,96,0,0,0,230,127560,335,0,0,0,0,26,0,3,0,638
d918a678-69d0-4207-a3d9-c5e34282aa3e,UA,116,1,0,0,240,194720,745,0,0,0,0,50,0,8,0,738
c18d6810-c083-438d-a360-e711496def4a,IN,55,28,0,0,400,125720,164,7,0,0,0,3,0,5,12,709
ed75634b-aeff-487a-a8d5-b39b7e5a8340,IN,74,0,0,0,78,109020,393,0,0,17,9,5,0,1,31,694
ec86a1e4-f58c-476a-8af1-ff0ac7814dd5,RU,43,35,30,30,1060,249720,743,34,0,0,0,4,0,9,40,1075
ebc9772f-31bf-4a1a-a203-38096ad1f87f,GR,61,41,0,0,0,96500,80,41,0,0,0,2,0,4,0,675
6fcb4a37-9043-47e9-a98d-a8da9443be60,BR,77,6,0,0,0,125120,506,6,0,4,4,5,0,3,48,912
7b2bf164-956b-4a54-b5de-d291de7fb52b,PL,74,2,10,10,750,184520,527,0,0,7,5,5,0,4,16,800
dce58c20-59f8-492b-99e2-12aecba7c47e,LB,70,1,1,1,400,147000,530,0,0,11,6,6,0,4,41,797
da3f2409-1af4-4c5b-859c-ebe10e489560,ID,89,3,9,9,810,135500,456,3,0,4,2,13,0,6,4,771
60f72ad6-3752-4a51-8dff-916752429f21,MA,71,0,0,0,520,116460,418,0,0,7,5,0,0,3,27,665
85f7aace-c7df-475c-9a3b-b4aacaa84274,0,90,25,0,0,0,181220,314,4,0,0,0,0,0,1,9,763
659c19ca-041d-4500-a1ad-84dec3d32283,PE,57,42,1,1,750,189500,352,0,0,0,0,0,0,1,29,825
6c2c74b9-8078-4c22-999f-897815fe2878,ID,83,2,1,1,0,135500,398,0,0,6,3,7,0,3,40,764
5943bedf-9ddb-440c-a1a6-0609b564c04a,AR,70,3,0,0,0,71660,289,1,0,12,9,17,0,3,9,526
d956670e-dc0a-4155-a6f1-bf6684923d3d,JP,72,11,1,1,0,125620,398,1,0,7,3,2,0,2,40,799
1679a647-5199-4b00-9794-59c6f44f7659,IT,106,41,0,0,770,262400,697,3,0,4,4,0,0,7,12,1025
d9402e58-3d1a-4fec-8fd4-a90447da7616,BR,91,4,0,0,750,194700,592,4,0,14,6,9,0,1,40,872
eaa26cb3-10ce-409d-b3f9-4508911e5129,TW,75,1,1,1,400,135500,405,0,0,15,6,15,0,2,40,795
3bb8e94c-495a-4411-b80a-77f017160aa8,RU,83,0,9,9,479,146600,353,0,0,9,7,1,0,1,27,784
2a649730-0368-40fc-a1b3-857b28ec5a60,LB,80,6,0,0,650,105620,358,1,0,11,8,3,0,4,14,662
a55cfc82-1f35-4326-81d8-752ced3982da,SE,70,2,12,12,200,164320,464,1,0,8,6,8,0,1,31,778
839be9a1-7903-40b1-b03a-c7cae302ab40,FR,19,39,0,0,0,5700,56,25,0,0,0,1,0,3,10,461
ac9975cd-bc70-4163-964c-dfdd26b49667,MX,33,44,0,0,250,111200,355,15,0,0,0,3,0,3,50,817
b248cad5-eeae-45c6-ba27-032fcb0d8da1,MX,55,10,1,1,300,135500,482,0,0,0,0,0,0,3,70,884
8813cd57-2ecb-41a9-890d-2238fe9c3800,BY,71,35,1,1,520,173300,499,9,0,0,0,6,0,9,10,859
1bc4fbe8-ca5a-471c-833b-420fedd9decd,ES,26,54,0,0,600,106520,218,0,0,0,0,9,0,1,25,702
51ea1279-6d7b-4196-a19f-ae0bb5ebab5b,MX,90,0,0,0,0,198100,677,0,0,1,0,35,0,3,75,1019
20191353-dc3c-4042-a820-ffdde86eb7f6,BR,65,1,32,32,600,233760,858,1,0,0,0,8,0,6,40,969
6dded99d-9bf8-4a1a-891f-623134bf3ec0,ES,121,0,3,3,400,274800,1362,0,0,4,3,5,0,2,40,1055
270cec4b-4f7b-4d12-a699-5b4e06dd3f9b,ES,95,14,5,5,0,206600,542,1,0,5,3,3,0,2,15,855
41e63612-498c-48e9-b399-51d392f45f1a,ES,108,0,0,0,267,208100,656,0,0,10,6,14,0,1,40,916
674cd043-0e63-4043-9dd3-62e28fa7e42f,US,63,2,2,2,0,79520,186,0,0,0,0,0,0,2,18,569
de61b112-2e8e-4afc-86a5-1734acb9f641,US,62,5,4,4,1010,206300,738,0,1,0,0,7,0,4,80,990
fc95a34a-1eb5-4569-8333-b7ae68f3362b,VN,43,80,1,1,0,179220,278,78,0,0,0,2,0,1,40,1067
fcebd39e-db8d-4b37-81e1-1402986882c4,PL,51,1,0,0,650,123600,301,1,0,1,1,6,0,3,40,631
7970a309-487f-49d4-ac42-b9ff7504dc51,US,83,10,12,12,800,166320,443,8,1,0,0,8,0,6,3,753
abb75dfd-5f6d-415f-ad62-36f042f8f7d0,ZA,70,0,8,8,0,96500,602,0,0,4,2,0,0,6,46,860
04e016f3-a2de-4872-a6cc-a4655941a343,ID,146,7,3,3,1100,284300,1156,4,0,1,1,7,0,2,5,1094
1640a12f-5f4c-4dc1-9264-0c09efe19e32,ID,75,12,8,8,780,151200,1009,0,0,8,5,12,0,5,46,952
ef6cb455-5bf4-4559-890c-ff01720e474a,TR,69,1,6,6,0,124420,269,0,1,0,0,11,0,3,20,664
38e6a134-a469-4fed-b8d5-a25c80443769,CO,65,4,0,0,457,100600,476,0,0,0,0,9,0,6,32,743
680a6a12-5bc1-4d52-8bca-575f02e7b289,LV,80,24,1,1,460,169160,328,7,0,7,3,0,0,3,10,749
f4a458ee-944e-48b4-a472-b1aa467352b3,BN,30,39,0,0,0,79520,226,0,0,0,0,5,0,2,23,591
73a3721e-e163-4c80-b4ff-beec4fafff04,BR,69,5,1,1,0,96500,305,2,0,11,8,13,0,1,15,610
65ad7f3a-f826-45c1-947f-5478a999a8c0,TW,76,4,23,23,740,186920,493,0,0,8,6,23,0,2,26,904
8d5c8bae-0129-4710-a69d-101fd3d5a770,CL,100,33,0,0,840,331420,649,1,1,1,1,3,0,4,32,1061
8dcd349f-8e00-43e6-81f1-239dd96ae87b,MX,69,0,3,3,500,135500,689,1,0,0,0,3,0,6,79,995
1339f616-816f-4fc7-88ed-17cec8558611,MX,76,2,13,13,600,157520,492,0,0,5,3,0,0,4,25,789
8db9716a-145a-4c60-b993-2d2a94a3916b,BR,78,4,20,20,1050,222800,813,0,1,7,5,6,1,6,53,1068
ed191ec2-2b13-4436-928d-6dad709b1bc4,UA,70,6,5,5,700,75720,362,6,1,6,4,3,0,6,7,716
1b392896-b230-4b16-ad23-fd407419ebe1,UA,83,5,0,0,0,79220,195,0,0,0,0,20,0,2,0,554
751c1647-b7e9-4164-9f28-5945e24cd724,AR,104,29,0,0,0,234360,537,0,0,3,2,1,0,3,9,924
52759281-0ddd-4bd4-a291-55c764f6198f,IL,95,5,0,0,248,137020,292,4,0,2,1,0,0,10,12,772
edf75814-b477-4b6b-82d2-39b167ac26d2,EC,70,80,0,0,520,233660,405,68,0,0,0,8,0,2,6,1021
d23e01df-0231-45b2-9c4f-ab486841e96e,DE,113,5,8,8,2060,410100,1711,5,0,0,0,17,0,9,17,1088
ebd181bb-21da-4645-8199-ea52bed25d70,SK,113,0,2,2,1355,402800,593,0,0,2,11,2,0,2,40,963
b04b7ddb-32d6-4538-8572-1d7fcd9e3bb4,BG,100,0,0,0,754,149800,403,0,0,8,5,21,0,4,6,768
e495d85d-47dd-4d2b-8b1f-9d273cb3c18f,TR,75,21,0,0,0,81220,161,8,0,15,6,3,0,2,8,641
8202b702-bbac-4f2c-a953-eefc51d78c9f,IN,66,4,7,7,640,111200,464,0,0,0,0,7,0,10,19,751
4c6e55c7-b4d3-487d-9115-bdb8b7142958,ES,87,23,1,1,300,146300,352,0,0,5,4,1,0,6,10,793
8742b08b-c34e-4d9e-99a0-c24e5f2435e3,PL,75,38,0,0,120,125120,236,33,0,6,4,4,0,1,8,778
e1eb4f31-d9b1-461f-a3e2-c01fea1d6c4d,AM,71,3,0,0,350,133500,344,0,0,12,8,7,0,2,20,700
891bdb1b-2f18-4d32-b4a5-ee944689990c,MD,76,28,0,0,400,247820,397,0,0,5,4,5,0,3,9,751
4c4418d5-2914-49f7-9006-3049e25ebd26,RU,36,64,0,0,250,87800,236,63,0,0,0,1,0,9,25,869
d2940753-2b81-4323-a0e6-f5e09012ee6a,KG,31,1,0,0,600,62120,220,1,0,0,0,4,0,6,20,382
8e71632a-d234-4095-9f75-fe1b2edd87d4,PL,101,3,4,4,910,219920,576,1,0,7,6,5,0,6,40,992
3ca85a43-fe4d-48cf-9242-4b9efc069e7a,VN,62,5,19,19,820,208400,467,5,0,0,0,10,0,11,10,819
48e93b6f-0c45-4460-8a0a-737d0419379b,EG,71,1,0,0,285,100400,311,0,0,14,3,0,0,7,23,688
b53c54fb-a261-4755-858e-765e47e143ab,LB,96,7,0,0,840,219920,548,0,0,2,2,17,0,3,2,697
bfd000b1-3df9-4dc1-8151-ed8ae193de22,NI,47,0,4,4,1,81500,168,0,0,0,0,16,0,7,8,453
abb9a1eb-aeac-4969-b8d1-a15517b38c2e,GB,80,21,0,0,340,166920,388,0,0,0,0,1,0,6,61,1047
be1bda7b-5aae-475d-ba18-e56f12de51c7,US,79,5,11,11,1200,442400,1170,4,0,1,1,9,0,7,102,1277
66973f06-17bb-472a-b7b1-5512240f6209,DE,110,5,1,1,544,229920,610,5,0,3,2,0,0,12,34,1055
8ac515b5-2ce3-416c-9585-6fa3f30c4831,GB,41,0,20,20,350,164300,350,0,0,0,0,11,0,10,69,953
6dcb870a-518e-4e27-8e2b-8c7d9fda685d,GR,70,6,1,1,500,105620,740,6,1,11,9,4,0,4,45,866
f41087de-5e9e-4340-b374-4800d84a6d4e,US,73,38,6,6,860,193900,492,19,0,0,0,9,0,6,10,883
34ac6e75-7dc0-481a-97c5-2a1abd19f752,QA,55,0,0,0,85,52900,108,0,0,0,0,0,0,3,24,553
379c434e-1036-4ca1-a291-ab432b66f14c,MX,70,35,19,19,840,234100,511,11,1,5,4,2,1,4,7,984
f6eb4c97-3791-408a-816f-19fb525d0882,JP,96,1,0,0,0,113160,240,0,0,0,0,0,0,7,0,679
5de0edf6-c9bc-4b2b-b5d3-896ab40aa5f9,LV,82,4,0,0,300,123960,325,3,1,0,0,0,0,3,47,878
6a56bf82-dfca-4c09-be57-11b215f5ff25,JP,88,10,13,13,540,181320,510,10,1,4,4,6,0,2,18,862
fe281646-a992-4e11-9cad-d8423d4a2163,MX,69,31,0,0,323,171360,481,6,0,5,2,4,0,3,38,877
5fdba508-57e2-4fa7-bc37-20e35a3b0294,JP,53,0,10,10,650,96500,268,0,0,0,0,6,0,2,56,803
25d984ee-e8e1-45bc-afd0-65535b071e54,JP,71,0,18,18,300,54700,132,0,0,8,5,3,0,3,0,572
d3566fd9-63a6-469f-86d8-96ba6d7289d2,IT,90,7,7,7,1000,213620,631,1,0,11,7,9,0,3,40,948
97877a32-48ad-4b8c-8d7e-69fea84dcb4e,DE,150,4,0,0,2150,637400,1932,3,0,18,15,21,0,2,79,1493
f012ef54-2cd4-4e71-9a88-e85ba164ccc7,ES,73,1,5,5,540,157520,541,1,0,3,1,30,0,5,11,651
b9292202-497e-44ff-8e62-f349448dc33b,BY,24,64,0,0,0,133500,168,64,0,0,0,0,0,1,40,807
fe0c96b7-9fbc-48a7-b439-f85120107d1d,TR,68,3,1,1,0,277400,698,2,0,0,0,0,0,2,109,1107
ed31f002-c9d9-4df1-8557-468f82dff09c,FR,42,55,20,20,0,231660,298,55,0,0,0,2,0,1,40,985
9695281b-4d19-4934-b6ae-ab3f452f4295,FR,42,67,9,9,250,194200,298,3,0,0,0,8,0,5,40,1061
4554602e-1b01-4024-a006-afbd3e4cb69d,IT,105,4,2,2,400,247820,757,0,0,3,2,3,0,5,58,1019
d0d05c6e-a6a2-4c43-9845-1c8bab2df094,PL,71,1,0,0,200,135600,411,0,0,7,3,14,0,1,40,725
ffc8659f-f8e6-4185-b8c4-044d413f02c9,PL,101,0,0,0,0,247820,545,0,0,1,1,0,0,2,50,956
5e3d1843-48b3-48e2-b895-1c99ffd5b018,MX,110,1,0,0,0,220720,641,0,0,8,6,1,0,2,21,840
13ef6b6c-c28e-4b50-85c0-3522d6dd0e08,FR,72,5,7,7,120,169160,490,0,0,6,6,3,0,2,41,902
1f7bc454-eb35-4abf-b253-d85eeba85737,ES,50,56,0,0,500,137200,310,13,0,0,0,31,0,2,32,891
c9d95394-0151-4780-bb77-3c4c6139c75e,IR,74,2,21,21,610,178000,439,2,0,5,4,9,0,2,40,993
5d4dd0c0-7ac4-45d3-8291-0d07f8bc393b,MK,78,2,4,4,0,146300,418,0,0,10,7,7,0,1,40,818
dd362fe9-f9d3-45ab-bc2f-4a1cd2843b65,IL,52,49,7,7,570,235220,402,0,1,0,0,2,1,5,15,873
f82c075e-2edf-4826-9e74-15fe7ad582f8,UA,87,2,0,0,573,189120,616,2,0,11,7,5,0,4,50,893
4b5089e6-d204-49c9-a6b0-ee37d7472c6a,AF,71,0,4,4,400,233660,760,0,0,3,1,8,0,6,88,1100
cc1be8a3-de84-4cc3-baaa-ed20a699be40,IN,70,0,27,27,530,135500,276,0,0,0,0,14,0,2,2,732
3e6d5087-9255-4b3e-bf07-01cf8e30ee84,UA,70,9,12,12,820,142760,441,4,0,7,5,4,0,2,40,827
e2c54225-f588-4e09-a0d3-59291e2eb7b7,SA,69,5,3,3,1140,156520,787,3,1,4,3,15,0,6,15,735
ec7dd9c4-3d92-424b-a080-7fa106686f78,GE,70,1,0,0,400,80920,295,0,0,13,12,2,0,3,21,638
bd91fb4a-bfda-46db-bc63-ada19483e55b,ID,70,39,0,0,0,128920,333,3,0,3,2,5,0,5,15,805
2f63fcd4-914d-46af-ade1-6a6f4c59fa68,US,63,0,0,0,0,115160,256,0,0,0,0,1,0,2,30,584
b158547b-6b5c-40cb-bfdc-ea8b8f55b0a2,BR,71,39,0,0,650,119620,479,0,0,0,0,6,0,3,40,930
2788b3b4-b27c-4bd4-b0cc-26c1c37d4463,IR,39,0,0,0,0,44420,232,0,0,0,0,4,0,4,35,505
989ec27c-9267-4b78-b777-db80775e9fe6,AR,145,0,31,31,2680,938300,2283,0,0,39,15,12,0,3,113,1929
417fa2a5-2d1b-49ad-8030-c3f134787520,PH,93,3,5,5,250,146300,691,0,0,5,5,10,0,2,30,905
2c7d4418-bd58-44c1-bb2d-262808ad834a,UA,70,3,0,0,200,80820,210,0,0,4,3,23,0,2,1,560
29b5c504-25e7-4a58-ade7-3382bb0899bd,KR,112,0,0,0,2146,637700,1791,0,0,8,6,7,0,2,105,1380
1449d4dd-d993-41b6-bc74-9fdce2dd7ecd,CA,42,37,4,4,97,97400,221,22,0,0,0,11,0,1,30,762
8aeb06f4-0f7c-427f-b45e-828905cb3dd1,JP,82,30,0,0,250,94500,249,14,0,0,0,3,0,3,11,780
05f3508d-0b75-45ba-ab9e-8e3b3f7de730,DO,72,6,0,0,0,70360,276,0,0,0,0,5,0,7,0,575
84281aba-ae54-4cc1-8311-3901154dbd75,CR,70,3,0,0,0,87800,428,0,0,3,2,0,0,4,40,737
249cd8a4-df38-4f8b-a02e-794c38e3b13a,IN,97,0,0,0,458,162500,553,0,0,6,3,11,0,10,40,927
26ee0eb3-bc4e-4712-bd4c-4ad8fa84a88e,RU,84,0,0,0,0,169160,519,0,0,21,7,8,0,4,13,659
084ac783-3e82-4147-9475-4f4670ccc035,IQ,73,8,29,29,980,358760,1142,7,0,4,4,12,0,5,51,1242
2518da47-7a3b-4658-a0e9-3d9f3d077e92,LB,71,15,2,2,200,105620,242,1,0,8,7,1,0,3,7,656
057cb503-7e9a-481c-8167-61eb8040c95d,BR,70,0,0,0,484,80820,314,0,0,6,4,1,0,2,40,710
aa577088-d178-4247-90f7-aa96f5da12ce,BR,69,0,0,0,0,157520,389,0,0,2,2,13,0,4,65,860
bf758d31-10a3-47c9-99ee-62a559f8f657,AR,73,45,0,0,0,155520,147,0,0,0,0,4,0,3,4,709
bfff5d11-062f-461f-a83e-4587293a6cc0,US,70,7,4,4,0,135500,442,0,0,5,4,1,0,2,36,779
7c6abc7d-81cf-44b1-866a-ee7cc6916bdb,GB,115,10,0,0,135,238060,760,10,0,0,0,4,0,3,14,893
9f266ad4-4882-4931-a8bf-5aaf4942ee41,US,94,0,0,0,1032,243660,674,0,0,5,3,10,0,13,40,924
8b9821a3-d325-4552-94b9-a9c5bcdcb5d2,CO,51,21,0,0,0,64220,59,0,0,0,0,2,0,1,5,481
b681c316-5b54-400b-bfa5-332818edc9fd,HU,72,1,0,0,95,105720,323,0,0,1,1,6,0,1,40,748
0a5a9056-5ec9-453e-a4bf-321735a0267f,VN,104,18,6,6,700,259620,444,7,0,3,3,3,0,3,8,886
8f03a2c8-979d-4b94-8f7d-d1b9588187ec,MX,92,7,24,24,650,247700,722,0,0,9,5,5,0,4,30,1046
fe8cd556-d774-4c97-99e7-1d531c785bb3,IT,95,2,0,0,0,169160,410,0,0,4,2,0,0,14,12,727
97d115cc-f117-4050-a65e-01c1e325b611,0,71,23,3,3,0,125120,288,0,0,3,2,0,0,6,40,840
41c7dbdf-6910-4614-85aa-d91a5054e5cf,BR,55,39,2,2,350,117060,110,3,0,0,0,6,0,4,7,677
d24ac949-5df4-46de-8a66-3d69670a127b,AT,91,6,0,0,400,181220,508,1,0,13,9,5,0,3,26,798
812f145f-ad76-4cfe-954a-4c3e8705dcfa,PE,101,0,0,0,400,146300,343,0,0,0,0,2,0,4,21,766
69e62fa7-7878-4f58-be23-a1d6724e94f5,MX,80,0,0,0,880,219920,527,0,0,6,5,8,0,3,55,880
bbc9b436-09b4-4b00-b221-f237d0ae0d25,HR,113,29,0,0,120,277400,430,2,0,0,0,1,0,2,17,933
f7817034-8a59-46ee-98a7-2182c6ee3040,GR,95,35,3,3,0,169160,446,0,0,6,3,10,0,6,13,917
5049e434-8e67-40a6-95d4-54ef223337f0,JO,50,3,4,4,500,120020,473,2,0,0,0,15,0,5,51,805
68663bdb-00ef-45a7-9d97-26eceb23cd11,CO,100,14,20,20,760,233660,470,0,0,3,2,0,0,2,23,1007
395df778-0d54-4b75-8aa6-adb5f844cee5,KR,116,0,0,0,400,163200,563,0,0,0,0,0,0,4,40,941
6a5e58d0-19dd-41d2-8447-b96e6fd1a282,ID,71,0,0,0,400,71660,232,0,0,13,10,1,0,3,5,514
763a2b0a-333c-4c7d-b193-1d6df4293238,ES,53,9,3,3,710,181820,778,0,0,0,0,18,0,8,67,903
3e0bf7f5-4111-422a-a331-2563d6f8feb9,IT,68,3,2,2,0,94500,307,0,0,15,10,0,0,6,15,635
a55a88ca-4ce7-4ec9-91ea-3136e61d609b,MX,100,5,25,25,1140,292900,969,4,1,1,1,6,0,8,9,966
c6c03de0-28f0-49ec-9eb3-68c4c8f09ed2,NL,72,8,1,1,300,146300,412,0,0,12,9,2,0,4,5,614
1df5ccf1-81db-444f-905e-c5b4fae2e200,IN,70,3,0,0,520,181220,565,3,0,2,2,15,0,15,56,938
f73309d9-18be-43c2-83aa-8b6dd0a3dea4,CZ,74,35,1,1,400,135700,275,34,0,6,4,8,0,1,0,714
eee7802c-0fa3-429f-b7f9-face87c10aec,TR,125,1,6,6,1100,321860,701,0,0,5,3,8,0,3,6,889
458ebab1-8c8b-4e37-9543-a550718ae8ac,AZ,60,18,14,14,0,142160,255,2,0,0,0,5,0,1,28,804
536bc1a1-559a-4a06-a491-dba70a78fa45,AL,86,2,12,12,840,346800,495,0,1,2,2,0,0,2,21,954
d06152ef-e694-4ffa-9ae3-83379608dc69,RU,93,6,10,10,840,166300,502,6,0,4,4,6,0,5,10,837
63e7917e-1a93-4469-b9a9-653e25477248,BA,75,6,0,0,0,136100,368,0,0,10,5,4,0,3,19,647
15322255-dfe1-43fd-8e71-b773c8fce26f,JP,69,1,2,2,0,349400,1081,1,0,5,2,4,0,3,120,1211
6bcd0967-885d-473e-bed2-079bf06fc54a,JP,43,47,0,0,400,69660,113,46,0,0,0,2,0,1,1,635
9f3eee4e-7461-474a-9188-0c1ebca90169,BG,69,5,0,0,740,133520,383,4,0,7,5,0,0,3,13,672
484d1921-559d-4aa9-9a6d-3d7f1da631f1,JP,20,1,0,0,0,35100,168,1,0,0,0,0,0,1,59,469
6df688be-37ea-4ced-886e-5a66c9447958,US,78,21,13,13,250,224220,414,0,0,7,7,1,0,2,30,915
