,gaid,country,level_cnt,ads_cnt,pvp_cnt,pvp_won_cnt,gem_spend,coin_spend,gem_earn,ads_reward_cnt,org_hero_cnt,level_e_try_cnt,level_e_cnt,idle_cnt,purchase_times,login_cnt,level_h_cnt,log_num,label
1026,719df1bc-1d1f-4bf9-bab2-50fe430230f0,BR,27,0,0,0,0,31920,154,0,0,0,0,2,0,2,15,281,0
1027,208b153a-4543-4b15-905e-d00edd24fbad,ID,88,2,0,0,649,155700,440,0,0,11,6,6,0,2,13,706,0
1028,0d58d31f-bb91-4ad0-a66c-674c318158c9,ES,105,2,0,0,920,183720,670,1,0,2,2,2,0,6,48,967,0
1029,47329850-0c08-4f97-97a5-508c88e336e7,GB,110,7,16,16,400,207200,602,7,0,6,5,4,0,3,25,1055,0
1030,a887b561-98d1-4e8b-9e20-9dbb8abfa90a,PH,115,0,0,0,0,0,0,0,0,0,0,0,0,4,15,816,0
1031,755a0331-48f4-4e28-914f-1fe1bc48d8a5,SV,110,19,0,0,158,190620,457,0,0,0,0,13,0,2,1,814,0
1032,4648b281-5e09-4f1b-8766-eaf232f627a9,BR,76,3,0,0,400,97000,274,0,0,6,5,16,0,1,23,632,0
1033,cdd4d773-e444-4bc4-b9ac-21df2771ccff,KR,70,20,6,6,0,157520,801,20,1,6,3,6,1,2,24,843,0
1034,c78e5dca-cf04-4987-8ba8-62558dc45757,RS,33,67,3,3,200,146800,215,0,0,0,0,20,0,4,33,852,0
1035,4b255c9a-b8af-4d2d-8118-099e9d1604d6,BR,42,51,1,1,600,164200,306,6,0,0,0,12,0,4,21,764,0
1036,7d383845-e66b-4dcf-858f-9bd5705d7585,DE,87,2,4,4,180,157720,534,0,0,11,9,0,0,5,20,769,0
1037,51fa3613-0098-487b-85b1-72c5ecc7c5b3,IN,80,0,8,8,450,169160,500,0,0,3,2,2,0,8,41,857,0
1038,f53a66b9-075c-4ba9-aad3-654c60e75226,RU,73,13,7,7,0,193800,584,1,0,2,2,3,0,7,25,800,0
1039,f08bd591-0a69-4651-9396-05dd4a7eb8a6,RU,68,30,30,30,50,219920,628,18,0,0,0,6,0,6,26,1021,0
1040,968252b4-f5b7-4ddb-8c3c-19a83a49dfd8,US,105,3,12,12,400,273920,915,0,1,4,4,1,1,3,40,1044,0
1041,62e4dec0-3ba2-402a-a1b0-039b1fa5a1ae,GB,88,6,4,4,900,182020,764,3,1,3,2,13,1,2,10,835,0
1042,fe72a2af-05cb-443e-9895-49e6a5028690,PE,80,14,0,0,692,133820,410,8,0,9,6,3,0,2,40,833,0
1043,51f4bbe5-f66c-44e1-b902-cdef662f05ac,GB,62,0,10,10,180,88200,228,0,1,0,0,0,0,6,44,768,0
1044,6ddf90b0-055f-43a0-862a-308d19331aa8,UA,85,11,0,0,800,206600,603,1,0,4,3,2,0,4,23,783,0
1045,2d946fb7-5009-4e2f-9eba-d009add8ebd1,HU,70,0,0,0,180,79520,479,0,0,20,16,2,0,4,5,555,0
1046,0bd27fda-a134-4edf-bb8f-7d9e40501a83,BD,74,3,1,1,0,96500,417,0,0,7,3,7,0,16,12,641,0
1047,fe85b784-d9fc-42a3-bda9-b6597267713b,0,36,61,1,1,0,181220,304,1,0,0,0,5,0,5,36,833,0
1048,40fe4e39-def1-447c-adc2-6473dcef0d06,RU,51,74,12,12,400,233660,495,7,0,0,0,11,0,7,23,1048,0
1049,3ec07e64-01c9-4cf6-8059-a912ccb72094,ES,74,0,2,2,900,157520,634,0,0,6,3,13,0,4,40,829,0
1050,62e1bf17-014b-47e1-a5a8-8e7fedbbc66a,MX,102,7,1,1,485,131420,463,0,0,7,3,1,0,7,33,964,0
1051,265654d8-d0a6-4997-b0c0-c96048f5af33,BR,71,1,22,22,520,169160,415,1,0,11,7,6,0,1,40,860,0
1052,9d30724e-d353-468a-8f4e-3a5621ca7d65,US,90,2,7,7,500,135500,408,0,0,5,3,1,0,2,60,1023,0
1053,05edd7b7-6262-403a-bd86-6edfdd8f08a8,TR,69,0,7,7,795,109920,410,0,0,8,6,5,0,1,40,786,0
1054,ae9bc4f3-e78d-48f8-b7be-1417a24221ac,TR,130,6,0,0,300,198400,507,6,1,1,1,1,0,6,0,923,0
1055,7fc3ac6f-a9b7-40db-aef9-4b1a26b1b4a5,MX,69,2,11,11,0,234260,798,0,0,9,4,2,0,2,80,1053,0
1056,f59e9cc6-22d9-4150-b797-4035fa94309d,BR,80,1,0,0,250,120160,288,0,0,4,2,0,0,4,40,781,0
1057,f7afbcaa-2813-47f7-a7a9-1ebb952d1545,FR,71,17,20,20,250,135500,312,4,0,27,10,1,0,3,10,814,0
1058,f6732ffe-0248-4530-b0fa-8a6a635f0c75,BR,69,0,0,0,0,115160,412,0,0,8,5,11,0,3,40,721,0
1059,410454a0-9c58-4665-803c-a1205fa9ceb6,MM,69,1,1,1,0,71660,238,0,0,10,6,2,0,2,2,505,0
1060,0672cdad-dfea-4985-ae56-4c9f6ae136eb,CZ,82,2,1,1,341,181920,445,0,0,3,2,0,0,2,46,811,0
1061,8db72930-7e05-41c8-b8fb-3506ea9fe27b,PK,57,0,0,0,266,64520,294,0,0,12,6,13,0,7,5,473,0
1062,0f374b87-c7c8-45f5-9926-a18c0a7f37c5,BD,86,6,0,0,60,79520,436,0,0,13,6,3,0,5,13,700,0
1063,a28510ed-f812-46cc-8523-201183dcbba9,AL,86,21,0,0,550,233660,486,2,0,6,5,1,0,1,30,863,0
1064,9613fb8d-0839-4a52-ad5f-908e317315f9,ID,88,6,21,21,750,216000,451,0,0,6,4,4,0,3,10,843,0
1065,cc2f3d74-b10e-4485-afa0-ac89b5f77b66,RU,70,11,18,18,0,193700,516,5,0,8,5,4,0,1,19,839,0
1066,e1e873c4-49e6-4b61-bc70-07d363defe39,CZ,82,4,20,20,800,208500,475,1,0,13,12,3,0,1,40,993,0
1067,a9b28c8f-70d2-4936-942c-275d4df2e69e,SK,72,0,12,12,0,206600,631,0,0,13,9,7,0,8,40,827,0
1068,56641f0f-45a7-43c5-a522-5e373ff6ff07,BR,65,0,8,8,0,84200,628,0,0,0,0,4,0,7,45,770,0
1069,260f9abd-fcbe-4535-bfee-45c68fc89aa3,TR,55,25,0,0,400,96500,148,0,0,0,0,0,0,6,9,598,0
1070,2b02fc1f-ac6b-40b5-8a77-b5e4548756bc,RU,121,5,5,5,1084,255260,738,6,0,6,3,27,0,3,14,955,0
1071,747dd296-f484-4d5f-aaa9-20e3cc69310c,CL,82,9,8,8,817,184720,449,0,0,2,2,5,0,5,40,952,0
1072,327356ca-05b3-4621-a521-2195291f66dd,MX,69,45,0,0,0,125120,272,0,0,10,6,1,0,5,11,794,0
1073,be0488e5-ecfb-4883-954f-c7c57b44b1f3,TN,70,2,0,0,0,79520,328,0,0,8,5,15,0,1,19,574,0
1074,5cf5a126-6beb-4d13-b2aa-c6011ff7ddc5,AU,52,22,1,1,610,115160,532,21,1,0,0,3,1,2,41,850,0
1075,fbb30101-f600-48ff-8d4f-5574dd430be3,US,103,17,17,17,500,219920,608,0,0,2,1,11,0,2,25,1000,0
1076,f5bfb4f3-a8d9-493d-adcd-f4df6946a4c1,DE,85,1,11,11,850,146300,906,1,0,9,7,3,0,6,26,833,0
1077,155af4af-9d39-4de0-a1ff-523907ebb1d6,MK,80,7,0,0,0,117060,246,0,0,5,2,1,0,4,15,628,0
1078,3815ac0c-cf32-4e37-a709-75d9fd3efbd2,PH,83,27,6,6,0,0,0,26,0,4,3,0,0,8,20,934,0
1079,37f5b61a-4e13-4810-ae18-c24850140691,BD,54,13,0,0,0,69420,130,0,0,0,0,0,0,2,27,662,0
1080,ff5bf2c4-67aa-40e1-929a-743b3f8a2d56,IT,80,6,19,19,850,213320,519,6,0,6,3,8,0,4,40,1037,0
1081,91831be5-21a2-431a-acf8-475769dc686d,IT,59,32,9,9,250,157520,162,9,0,0,0,1,0,2,8,704,0
1082,4d05c6e4-6b02-4f5b-b78d-a2acfeae026c,VN,120,6,0,0,800,292400,1142,0,0,5,3,13,0,5,45,1113,0
1083,bf1fc93b-c07d-4af2-924a-f99d18b94637,PA,30,37,1,1,250,44420,122,0,0,0,0,4,0,2,5,493,0
1084,4dc28dba-b39b-4710-aedd-68a2a1fdf692,MA,26,51,0,0,0,28400,248,0,0,0,0,8,0,4,36,728,0
1085,e619ceda-0dd8-42d2-a7cc-cab6b8c3a0ca,TH,38,4,0,0,0,56900,156,0,0,0,0,0,0,1,35,498,0
1086,7fdc7fe7-0774-472f-a200-f35748181f37,VN,115,0,0,0,0,167160,360,0,0,0,0,0,0,3,0,759,0
1087,bd0c1e63-ea39-45ae-80fc-d522845e74ee,US,90,9,0,0,1030,222420,831,6,0,2,2,23,0,4,30,892,0
1088,74d78304-2298-4e80-af5f-8868d231640d,PE,85,2,3,3,799,139100,679,1,0,4,3,7,0,6,16,780,0
1089,3554801d-0fbd-4f58-92b8-de7ff7999379,US,48,61,0,0,0,223920,398,9,0,0,0,0,0,2,38,901,0
1090,79fd892f-8f83-43e3-823c-cb868418d889,BR,77,3,0,0,0,105620,282,0,0,0,0,0,0,5,14,612,0
1091,0eb5b465-13a4-40a8-8d7c-d14aae518b01,IN,73,0,5,5,0,103620,308,0,0,12,9,0,0,3,40,764,0
1092,53d2cda0-f3bc-4f19-8bdf-7da258362605,BR,92,4,0,0,720,169660,559,0,0,1,1,16,0,3,40,877,0
1093,bf638890-744e-4a09-a662-341ba8d048ba,BR,47,36,0,0,0,135500,238,11,0,0,0,1,0,6,34,759,0
1094,28206097-985c-4c81-88bd-0496ee988252,KR,90,6,0,0,178,146800,501,5,0,4,2,49,0,1,40,845,0
1095,aa3b1d1c-3c5c-4450-89b2-ac0376e13e41,BR,85,0,0,0,0,71660,425,0,0,5,3,5,0,2,33,732,0
1096,7d730963-cedf-4337-af5b-dd8ff51f5859,MM,89,0,0,0,0,105620,325,0,0,0,0,0,0,2,17,668,0
1097,7d2ba913-4fbd-447e-b485-765f3f9c3a64,MM,60,60,1,1,0,181220,274,2,0,0,0,30,0,7,37,979,0
1098,d0d9f72d-4aeb-471c-bad0-290c2f0f0db6,US,61,0,0,0,0,85800,248,0,0,0,0,0,0,1,40,638,0
1099,210300b4-7275-4209-b106-6f6cef301ee9,KR,75,1,0,0,0,96500,398,1,0,20,11,0,0,1,40,735,0
1100,ad0a494c-7382-427b-a34a-97266ddb2480,VN,106,1,1,1,420,219920,656,0,0,2,0,3,0,3,32,941,0
1101,bcb3313a-c05c-4d3a-8c02-4d92c327c7a6,CO,130,0,0,0,0,247820,799,0,0,4,3,1,0,2,40,1009,0
1102,259a3689-8c1f-4f7a-a83e-770b5093b859,CO,71,4,0,0,1050,263000,869,0,0,11,8,4,0,5,80,1056,0
1103,dcc90d0d-ded5-451f-9fdd-272713b04303,FR,61,0,0,0,100,80120,385,0,0,0,0,8,0,2,17,534,0
1104,e2055d90-2865-4813-9d3f-7d3c12b57753,IT,56,0,3,3,0,61500,166,0,0,0,0,0,0,3,9,514,0
1105,a0c8416e-ce51-405d-bdeb-0cadcbbad07f,ID,77,1,1,1,500,152120,437,0,0,8,6,7,0,5,24,704,0
1106,41b0edbe-9c81-486c-802b-b48c53655afd,PT,71,5,10,10,0,100800,408,0,0,7,5,5,0,6,10,697,0
1107,f8e51467-071c-459f-999d-18fb92ce4ffb,MX,59,70,0,0,540,263200,278,25,1,0,0,0,0,2,40,1054,0
1108,fbb44582-ae58-40db-b5dc-58213404c2fd,TH,100,0,2,2,689,183620,586,0,0,1,1,3,0,3,13,740,0
1109,cb008315-10cd-4e66-86c1-ffb1ead44d20,BR,90,0,1,1,320,279200,669,0,0,4,2,1,0,3,51,878,0
1110,7138531a-bc6a-44fc-ba7d-b11d68a3855a,PH,34,7,3,3,0,0,0,6,0,13,7,0,0,18,1,411,0
1111,5cff02c5-252e-47c8-928e-229a4b89bf40,TR,75,4,0,0,250,159620,491,1,0,8,8,6,0,3,40,813,0
1112,851c476a-1151-4528-afcb-4b3f48592541,ID,93,10,4,4,74,125520,330,10,0,6,4,0,0,2,0,714,0
1113,6f11c299-8e42-4395-a734-28a3ea7fcb91,BR,41,72,2,2,250,170660,338,4,0,0,0,14,0,4,40,969,0
1114,ef7816f2-0ada-4211-91fd-75c16f268c12,PE,66,3,3,3,600,105620,419,1,0,0,0,14,0,1,40,731,0
1115,50d19bc2-865b-46c9-aecf-1bd50435d234,GT,84,2,0,0,250,292400,647,0,0,5,4,1,0,4,64,976,0
1116,76277e83-df40-4af6-95b8-2bea8d89ba8c,VN,127,1,6,6,1250,262500,1076,0,0,4,4,4,0,9,41,1301,0
1117,3e0931dd-a81a-452e-ab3d-ac675666d5f8,TW,100,3,1,1,0,169160,496,1,0,6,3,1,0,3,25,875,0
1118,3864d774-022c-4292-b2bd-275496b727b5,IR,81,2,0,0,720,144900,377,2,0,8,5,5,0,9,8,673,0
1119,60d197ca-8b57-4d98-9cf9-36c88fdde065,VN,68,2,18,18,650,169160,638,0,0,0,0,4,0,4,71,1045,0
1120,3a6e9351-73d6-4b4e-ab45-080b310e5fd4,VN,70,6,7,7,0,108320,454,0,0,3,2,9,0,1,40,838,0
1121,3469cda3-1585-44b7-a381-f8d4e3feada4,EG,120,0,0,0,0,167160,364,0,0,0,0,0,0,3,2,747,0
1122,50243c98-7c8d-4302-a926-cee9182f05ba,VN,65,2,5,5,1340,211000,1076,0,0,0,0,24,0,8,61,1043,0
1123,9c56fd27-a6d3-4ca1-9e90-fa4b2bb7545c,UA,107,0,0,0,400,206600,778,0,0,4,4,5,0,2,44,938,0
1124,4e2f74ae-e605-4917-aa88-ab066c68fbfd,RO,66,1,25,25,320,57200,318,1,0,0,0,0,0,1,19,702,0
1125,7276badd-d06e-4061-8108-d6008dd235c9,FR,80,3,1,1,500,184520,552,2,0,14,10,3,0,2,24,809,0
1126,2efa1d64-88b1-4edd-b917-20ab496f2cec,RU,14,37,0,0,0,26400,203,0,0,0,0,4,0,2,31,499,0
1127,ed6dad8c-a044-4fa1-b2f1-fd102aad6b3c,EC,70,49,7,7,250,191000,430,5,0,0,0,3,0,1,38,1080,0
1128,39dffd24-7741-41c5-8823-8f79b18542fa,MX,51,30,0,0,0,62720,5,19,0,0,0,21,0,4,0,535,0
1129,a7802047-711d-4b0e-b3b4-54a30e1a2bd6,CZ,58,52,0,0,0,105620,10,0,0,0,0,14,0,2,2,659,0
1130,e4af0bcd-27bd-4c3d-a00f-4699b942213c,US,30,36,0,0,0,57700,216,36,0,0,0,4,0,2,24,609,0
1131,6faadf9c-81ae-4bbb-9c8a-bf91aa01559f,UA,61,0,0,0,0,125120,348,0,0,0,0,7,0,3,46,681,0
1132,3b575d2c-6f24-48f4-bd29-9968b82237c8,ES,147,11,0,0,694,246660,730,11,0,0,0,0,0,2,2,964,0
1133,fd703494-14be-4e31-aa97-698bbb621533,TW,57,63,4,4,0,193700,340,0,0,0,0,9,0,3,40,1072,0
1134,397753c5-e72e-4e47-b3e9-d27a551c0891,US,70,14,0,0,250,105620,399,11,0,10,8,35,0,1,40,813,0
1135,b4089091-2322-44ce-80ed-4f6fc8b11285,TH,46,45,0,0,0,64220,12,5,0,0,0,11,0,3,1,565,0
1136,f0415df5-c7ee-40c7-bf22-9046a47f5c5a,ID,7,3,0,0,0,2160,0,0,0,0,0,0,0,4,0,88,0
1137,52047478-48e9-4aa0-a3b4-ce34b1943f00,IR,69,0,3,3,400,87800,984,0,0,0,0,0,0,10,12,667,0
1138,584c322c-8f54-4d5f-b286-c3eb19742ef5,PL,98,0,0,0,460,169160,765,0,0,10,9,8,0,3,5,726,0
1139,81679c8e-5539-43a2-b9ef-d2ba6ec7f1a8,BR,93,3,3,3,959,220300,635,0,0,0,0,0,0,3,41,975,0
1140,37bbcb88-ddd3-43d6-a318-3a6fcef0571d,IN,120,0,0,0,360,165300,364,0,0,0,0,0,0,8,2,790,0
1141,74e126e9-8cd4-4b3f-8d7d-c505a1bafe86,ID,56,4,0,0,0,40660,23,1,1,0,0,6,0,9,0,534,0
1142,8f38cf59-9e84-42fd-a1bd-c251f96a296f,US,49,54,0,0,250,132620,167,54,0,0,0,2,0,3,15,785,0
1143,b4a01bdd-3552-4f59-8f9d-554aa5336968,PL,56,5,17,17,950,171060,703,0,0,0,0,39,0,10,29,878,0
1144,f78c60d2-795a-4116-bfa7-020fe37b2c5d,MX,56,38,0,0,0,87800,10,0,0,0,0,1,0,7,0,591,0
1145,1d63947a-6590-426d-8e99-d135b869299b,IT,90,12,6,6,620,206600,605,1,0,9,4,17,0,4,7,758,0
1146,b97478a7-70f7-4662-9ad8-1910f8206764,AR,58,21,9,9,400,181220,535,3,0,0,0,4,0,9,59,963,0
1147,84543b14-be87-4761-abda-9f55adfd85eb,AL,77,12,1,1,565,125320,204,0,0,3,2,1,0,6,0,674,0
1148,78e87390-e2a8-4f3a-bc09-12623961dd83,BR,83,9,0,0,400,126820,265,0,0,3,3,11,0,2,13,673,0
1149,74d625ee-2ae2-4a8b-85e5-879af98e812c,PH,71,9,7,7,1070,215900,758,1,1,1,0,13,0,9,26,966,0
1150,aa144d7e-bfee-4a3b-9a19-132c044d0fad,NP,74,0,0,0,1000,219920,641,0,0,7,6,8,0,5,43,818,0
1151,e0ccdeb1-c3af-4d38-8c40-0307c5620020,IN,63,1,0,0,288,160420,423,0,0,13,5,2,0,10,2,526,0
1152,7e785f02-0c1d-4784-ac3f-24bfd3749ab3,PE,80,2,0,0,650,138300,373,2,0,5,2,2,0,6,25,749,0
1153,fb7039d2-8e30-42d0-be62-cd84a9400c49,CO,71,0,0,0,93,88420,234,0,0,4,3,0,0,4,24,606,0
1154,64bd5a73-d6eb-4777-8e90-32881c6be1ce,ES,37,47,0,0,0,106820,160,15,0,0,0,6,0,4,37,771,0
1155,46570447-27f9-4e91-998a-acff88940f9d,US,70,11,6,6,370,206600,725,2,0,7,3,18,0,3,40,849,0
1156,2922de2b-efbf-4ed9-989c-98ec274b1042,BR,70,0,11,11,600,89700,377,0,0,9,7,5,0,1,21,638,0
1157,1933f73a-da75-41f2-acc6-5aa996ee61d9,BR,85,0,0,0,0,169160,498,0,0,15,9,6,0,1,27,715,0
1158,ddc31487-26b0-4fe0-b054-6d422e151eee,US,103,15,6,6,629,248820,688,0,1,6,4,5,1,2,41,1054,0
1159,f06e6035-da44-41b1-ba49-9aa9e36de821,IN,62,0,0,0,60,80620,124,0,0,1,1,0,0,2,1,466,0
1160,b38bd67c-a98a-4ee0-8e73-1153cd5b2b7b,MX,109,35,0,0,120,247820,397,7,0,0,0,7,0,3,1,867,0
1161,b2843615-188f-4e1f-bc0e-acc96e68c71f,RU,70,10,0,0,178,127420,388,0,0,9,7,4,0,1,40,818,0
1162,1a6c9aec-4c62-44ab-8842-a29cbb1fe1cb,MX,68,46,3,3,100,139400,275,2,0,0,0,6,0,2,13,781,0
1163,adc1220c-91d6-4000-a53a-f436862b40c5,GR,56,9,0,0,650,153520,426,2,0,9,6,6,0,3,40,735,0
1164,7522cd43-24ec-4d66-a77c-03ecacd4df7d,VN,146,17,0,0,0,426900,848,10,0,3,3,5,0,2,30,1163,0
1165,2f934fe3-1c5b-4400-8475-918b947bf256,IN,66,0,3,3,737,96700,438,0,0,0,0,8,0,2,37,732,0
1166,78d8fe1d-43a2-4825-8393-4626e527be21,IN,80,2,0,0,0,79920,298,0,0,0,0,3,0,6,8,606,0
1167,0c422ef0-2e21-420a-871a-da834518e333,VN,88,6,4,4,1220,337400,914,1,0,6,3,14,0,8,40,981,0
1168,4ada7106-84cc-47f1-80d0-6a4e15fcc625,IN,117,10,14,14,1084,324200,791,1,0,2,1,20,0,3,15,1022,0
1169,398f7eca-37a2-4b66-bf47-5ccd84a20ff4,TH,150,1,6,6,1763,273320,1203,0,1,8,4,3,0,4,5,1085,0
1170,24e2b962-d31e-4ebe-87a4-ac08207ad34d,IR,69,5,24,24,600,116460,274,2,0,7,6,9,0,8,9,790,0
1171,dfd42a8f-008f-4d10-9797-839cc7f1c73b,DK,85,6,14,14,800,125120,571,6,0,14,8,9,0,3,40,972,0
1172,cb5b3387-3541-429d-b202-9bb32a260e49,MX,70,2,3,3,440,89500,337,0,0,9,7,10,0,2,20,642,0
1173,4848c486-b0dd-4fd0-a9c4-5447130a3d6b,FR,70,17,4,4,499,91800,244,3,0,11,8,0,0,2,1,589,0
1174,71432e99-819b-44b5-9350-053c4ec6b6f6,BR,43,17,14,14,600,114800,460,5,1,0,0,0,1,1,35,765,0
1175,96208f8b-eaff-4f2e-88a7-d4531bc8982c,KG,53,1,0,0,0,36660,0,0,0,0,0,0,0,2,0,453,0
1176,77aad685-4c02-45cd-9236-3027be7e8c32,BR,76,1,0,0,0,146500,423,1,0,17,9,4,0,1,40,765,0
1177,16cd776a-dd71-44c9-8f79-a544feac80e8,VN,81,11,1,1,0,0,0,11,0,11,6,0,0,6,20,794,0
1178,27ca5a76-4a06-4bca-bd66-b530e9e55e4d,VN,82,0,22,22,800,220120,551,0,0,4,2,5,0,11,34,977,0
1179,a9873948-5415-4a38-b789-77b5da8d4937,UA,71,5,0,0,790,127320,472,4,0,0,0,30,0,5,2,570,0
1180,4a8c642d-09a2-45e1-89b5-c28c49d3f31c,US,140,1,0,0,1160,307100,874,0,0,5,3,7,0,5,28,1082,0
1181,d84bd4ff-704d-4d6a-b8b6-7b1ce3301a3c,US,88,0,0,0,240,179220,314,0,0,0,0,0,0,4,18,665,0
1182,f1c1a58e-1fc7-4cb8-8f7e-019e14d449b4,IR,35,0,0,0,97,59300,120,0,0,0,0,0,0,19,0,356,0
1183,a64da8ce-08f6-4e63-a14c-481fb64f77a1,PL,72,5,0,0,0,79620,204,0,0,7,5,2,0,2,15,654,0
1184,5718ed7a-de48-40be-a91b-275a272c622f,MX,80,11,7,7,1100,262400,715,0,0,9,8,2,0,3,5,661,0
1185,40ed77f0-bb6e-4de5-b31a-45de811d21eb,MX,64,0,16,16,700,195600,815,0,0,5,3,6,0,15,62,1016,0
1186,56ea3639-1d09-4f37-acaf-513d418b1e20,FR,40,40,1,1,0,98660,186,19,0,0,0,2,0,2,16,650,0
1187,20b57eaa-c80b-4be6-821d-27cdb280da3e,BR,70,12,17,17,500,193800,443,4,0,7,5,5,0,2,40,933,0
1188,78056376-29c7-4e03-b31c-2d9b6df25d37,VN,84,4,5,5,240,137900,290,0,0,3,2,40,0,4,12,707,0
1189,a457e66c-9191-41d4-a8d6-81b2eb0a7940,RO,76,18,5,5,450,202420,487,18,0,3,3,10,0,3,12,755,0
1190,180a2785-0151-40fc-a3d3-59c71965af0a,US,84,0,0,0,0,125120,511,0,0,12,10,25,0,7,27,755,0
1191,3034838a-88d5-4536-9b8a-855d84301d9c,US,48,39,0,0,400,85800,96,19,0,0,0,1,0,2,6,610,0
1192,dfd1dd9d-2fd5-4c68-b1ab-3cbf5ed294f9,MX,70,8,2,2,400,170760,513,1,0,5,3,7,0,3,40,787,0
1193,24e5b0de-5dcb-4f59-8928-f62054adbccc,UA,33,71,4,4,0,125520,294,4,0,0,0,0,0,2,38,871,0
1194,d3206d40-046e-448a-a5bd-6ab728c14fb0,IQ,107,0,0,0,0,181220,548,0,0,4,2,1,0,4,40,914,0
1195,3993df7e-a628-4eeb-a623-c828e03035ef,CO,80,1,0,0,176,86820,196,0,0,5,3,0,0,2,17,609,0
1196,d4903a3e-9c8d-4477-b609-604609ab9fbf,PH,70,0,0,0,0,50600,170,0,0,9,7,2,0,3,8,532,0
1197,adeda195-c0f2-46ea-8700-3fe89a5ca6b2,AR,59,0,0,0,500,148800,309,0,0,11,8,10,0,5,4,454,0
1198,1cba2c1f-300a-40fb-864f-727b2e6b97d6,IR,70,6,17,17,1100,292400,851,6,0,9,7,5,0,4,80,1195,0
1199,fe6a3986-713d-470e-9125-8a8c0e28ea77,MM,78,0,0,0,870,233660,624,0,0,9,6,0,0,2,27,712,0
1200,d4e699fa-0196-4915-a77f-c6a8ac39e1d2,US,159,1,1,1,1301,383900,993,0,0,8,8,4,0,4,3,1254,0
1201,0cb1f71b-4043-40a8-a43b-55cf8053b9d6,BD,69,20,15,15,0,262400,749,3,0,0,0,12,0,9,44,958,0
1202,d38a1b61-8ad0-4153-a9e3-2513882c6052,ID,62,0,7,7,610,202900,612,0,0,1,1,13,0,2,45,886,0
1203,d692e51b-8f9a-4121-8b5e-f7c47923337c,AR,69,1,1,1,575,106820,459,0,0,4,4,9,0,7,27,709,0
1204,3ff8655a-b76d-4ed9-9ade-4a4440aec991,EC,44,0,0,0,0,18220,250,0,0,0,0,5,0,6,36,556,0
1205,95b618fc-c312-4fc3-921b-82536321d706,BA,121,3,17,17,0,253220,639,0,0,4,3,6,0,4,5,918,0
1206,9751e261-1c9f-4b2d-8bc0-fc0da85373f7,MM,69,12,4,4,550,157520,442,1,0,8,5,1,0,3,40,856,0
1207,efcbc8cb-8a80-48ae-a3d4-210ec2787f96,PH,70,1,4,4,181,88900,272,1,0,5,2,1,0,2,33,728,0
1208,996e9877-933f-4978-b287-713621fcb94b,BD,71,0,1,1,360,181220,508,0,0,9,7,5,0,4,50,796,0
1209,d920a840-c936-41e0-ba11-223439386f1c,ID,84,3,1,1,150,113160,220,1,0,0,0,0,0,3,22,739,0
1210,060106f5-a8a4-44b7-a633-3f72b4f52b14,VN,55,0,0,0,0,27900,0,0,0,0,0,0,0,4,0,545,0
1211,f0820c2a-9e49-4435-8311-bcd631ca2a7e,VN,70,0,25,25,798,181820,438,0,0,7,5,7,0,2,40,928,0
1212,ee403131-c5c2-4891-88c3-7c819de77b78,IN,70,0,2,2,0,79520,358,0,0,8,6,2,0,7,40,727,0
1213,ac534b50-859f-4ddc-ac89-388fcd62f8d3,TR,82,0,0,0,120,92800,167,0,0,0,0,0,0,5,12,589,0
1214,3545c595-a759-4795-ae54-a38089306dfb,MY,70,2,17,17,0,277400,765,1,0,0,0,6,0,5,69,1015,0
1215,5bb24e84-67aa-4b6c-8cf4-9d1f66824a43,VN,92,7,11,11,450,193700,454,0,0,0,0,16,0,1,20,828,0
1216,10da4a01-df7a-472e-a827-30e6f3cbbfee,PY,65,27,4,4,0,96500,200,0,0,0,0,1,0,5,0,637,0
1217,62750b85-ed46-4888-bdc5-ad8d325912a1,BR,45,58,5,5,400,135500,202,10,0,0,0,1,0,5,13,768,0
1218,3033a03c-d11b-4bed-a023-703fa7f777db,US,78,3,20,20,750,219920,472,2,0,5,4,1,0,1,40,938,0
1219,dbc1dd65-8b55-43af-bfcc-38e89278fdb9,CR,100,8,0,0,500,135500,240,0,0,0,0,0,0,2,0,700,0
1220,05bee778-3f24-49ab-8134-847527683ba4,SE,131,4,1,1,200,277900,1215,4,0,1,1,4,0,2,80,1309,0
1221,60073329-7a35-4fe3-8382-439825d8523e,MM,71,7,26,26,600,184720,402,0,0,5,4,3,0,2,26,886,0
1222,0b7b9581-f9e5-4065-92d1-2c29c121d526,EC,75,0,6,6,500,135500,433,0,0,9,5,3,0,1,40,773,0
1223,a9f0d1ff-5002-4205-8e79-07d544129169,UA,87,6,0,0,370,201760,508,0,0,13,10,21,0,6,8,712,0
1224,bb34f6b4-cca8-476c-b0a6-d0bf3c718ac5,MY,73,13,0,0,0,0,0,9,0,5,3,0,0,7,85,1131,0
1225,6be00ca7-1f0b-4a97-bc39-9a0a90d414fb,BD,61,42,0,0,0,105620,45,0,0,0,0,3,0,4,0,613,0
1226,de8b72f9-fcf1-464a-ab4b-d4358e230024,ID,94,0,0,0,0,106520,298,0,0,4,2,0,0,6,13,756,0
1227,8eb65626-fff9-4c04-bdc8-e16d086bbbf6,MX,80,5,0,0,656,117060,308,0,0,8,6,14,0,2,11,650,0
1228,93ebceaf-7c19-433e-8f12-4a099ca0c321,UZ,81,44,0,0,640,260660,341,43,0,0,0,10,0,7,22,974,0
